 gene    name , gene    ENS ,Heart-AtrialAppendage
 SLAIN2,ENSG00000109171,0.118162232934949
 SLAIN1,ENSG00000139737,-0.404089636039295
 CPA2,ENSG00000158516,-0.302791346553182
 CPA3,ENSG00000163751,0.527805001792382
 CPA1,ENSG00000091704,0.421637189011155
 CPA6,ENSG00000165078,-0.485636692985293
 CPA4,ENSG00000128510,1.80035875878163
 CPA5,ENSG00000158525,0.124243334409787
 OSM,ENSG00000099985,-0.0897822417544763
 OS9,ENSG00000135506,0.351603036819069
 SH2D4A,ENSG00000104611,0.586996040645441
 SH2D4B,ENSG00000178217,-1.40951025082998
 SMG6,ENSG00000070366,0.19496628337132
 NPHS2,ENSG00000116218,0.585499006711555
 NPHS1,ENSG00000161270,-0.626492030997978
 ARG1,ENSG00000118520,-0.401613150755236
 AP003068.6,ENSG00000187066,0.201217947413045
 TMEM50B,ENSG00000142188,-0.1107429754061
 TMEM50A,ENSG00000183726,0.183931092792301
 GON4L,ENSG00000116580,0.0502634377091657
 ABL1,ENSG00000097007,-0.0190065121825652
 ABL2,ENSG00000143322,-0.359968229381146
 TMED7,ENSG00000134970,0.058309944514717
 TMED6,ENSG00000157315,-0.511633213230145
 TMED5,ENSG00000117500,0.0727639009441732
 TMED4,ENSG00000158604,-0.00700634588846383
 TMED3,ENSG00000166557,0.469867354775133
 TMED2,ENSG00000086598,0.0990147002728756
 TMED1,ENSG00000099203,0.374402143370307
 TMEM201,ENSG00000188807,0.306466108095905
 BAIAP2L2,ENSG00000128298,-0.545534232816832
 BAIAP2L1,ENSG00000006453,-0.579934542566345
 TMED9,ENSG00000184840,0.046647844842586
 TMED8,ENSG00000100580,-0.464093638155444
 HNRNPK,ENSG00000165119,-0.147681247180725
 FASN,ENSG00000169710,-0.69434105267311
 HNRNPM,ENSG00000099783,-0.00232818122599449
 HNRNPC,ENSG00000092199,-0.236315169626539
 HNRNPD,ENSG00000138668,0.0703925087770222
 HNRNPF,ENSG00000169813,-0.281236738584423
 TMEM205,ENSG00000105518,0.202346103769312
 TMEM206,ENSG00000065600,-0.572738195517341
 TMEM208,ENSG00000168701,-0.176500733403171
 TMEM209,ENSG00000146842,-0.283126597035712
 TNNI3K,ENSG00000116783,2.39706050644041
 ANKRD33B,ENSG00000164236,-0.738034875236654
 TADA1,ENSG00000152382,-0.281833853721598
 TADA3,ENSG00000171148,0.0840527669590633
 CD52,ENSG00000169442,-0.140915248400509
 CD53,ENSG00000143119,-0.131388953656782
 CD55,ENSG00000196352,-0.0259361376937247
 CD58,ENSG00000116815,0.687090581223364
 CD59,ENSG00000085063,-0.0187350517363534
 UBE2L3,ENSG00000185651,-0.271805360179469
 AARS,ENSG00000090861,-0.14255564519372
 KDM8,ENSG00000155666,-0.203695428184287
 SPATA8,ENSG00000185594,0.0455612139705631
 SRA1,ENSG00000213523,0.000334131082449029
 SPATA3,ENSG00000173699,-0.332197198888591
 SPATA2,ENSG00000158480,-0.619101429324114
 AARD,ENSG00000205002,-2.05421953243659
 SPATA6,ENSG00000132122,0.252589455952347
 SPATA4,ENSG00000150628,0.184366139746299
 HIST1H4C,ENSG00000197061,-0.906971193706395
 HIST1H4J,ENSG00000197238,0.00565099497902648
 HIST1H4H,ENSG00000158406,-0.158914246118332
 DLEC1,ENSG00000008226,0.148156578186062
 ZIK1,ENSG00000171649,0.0231418583566244
 HKDC1,ENSG00000156510,-1.62861073055598
 KCNF1,ENSG00000162975,1.77408263100504
 PTRH1,ENSG00000187024,-0.202086035980209
 CTBP1,ENSG00000159692,-0.0432779835676879
 CTBP2,ENSG00000175029,-0.27452487587789
 KIAA0195,ENSG00000177728,-0.185658719775489
 GTF3C3,ENSG00000119041,-0.0342882397388009
 MFSD10,ENSG00000109736,-0.171486009640671
 MFSD12,ENSG00000161091,-0.569033822094539
 GTF3C6,ENSG00000155115,0.472573147147558
 GTF3C5,ENSG00000148308,-0.113210401711593
 GTF3C4,ENSG00000125484,-0.302540450734072
 CD99L2,ENSG00000102181,0.0623748693940851
 LPIN3,ENSG00000132793,0.571454694150021
 GAR1,ENSG00000109534,-0.518530486884236
 EPS15L1,ENSG00000127527,0.586864249054467
 GART,ENSG00000159131,-0.212480502696205
 GARS,ENSG00000106105,-0.205209221976618
 TP53I11,ENSG00000175274,1.36658134761721
 TP53I13,ENSG00000167543,0.238350134459589
 ATAD1,ENSG00000138138,0.558896589779019
 TCIRG1,ENSG00000110719,0.0135970692381919
 FRAT1,ENSG00000165879,-0.159818104628412
 FRAT2,ENSG00000181274,-0.689446162922803
 SIGIRR,ENSG00000185187,-0.00909229265411891
 AC074389.6,ENSG00000205971,0.382837031340436
 C22orf24,ENSG00000128254,0.0580984970285767
 C22orf26,ENSG00000182257,0.243356119581846
 POLG2,ENSG00000256525,0.0881154673267615
 SC5D,ENSG00000109929,0.298397936942707
 MTIF3,ENSG00000122033,0.681448022637622
 MTIF2,ENSG00000085760,0.191795434616985
 ELMSAN1,ENSG00000156030,-0.00992208485345702
 COX18,ENSG00000163626,0.109646410732329
 NAPB,ENSG00000125814,-0.402574736299786
 SCN11A,ENSG00000168356,-1.05687367262523
 CALB2,ENSG00000172137,1.05430885424224
 CALB1,ENSG00000104327,-1.10643448389815
 AKNAD1,ENSG00000162641,-1.95492686516394
 COX19,ENSG00000240230,-0.287426391981668
 FAM20A,ENSG00000108950,-0.143376957059467
 FAM20B,ENSG00000116199,0.0634274463892647
 FAM20C,ENSG00000177706,0.195755119608584
 CARKD,ENSG00000213995,-0.158337651347893
 AGGF1,ENSG00000164252,-0.375903541324999
 PYURF,ENSG00000145337,0.233794242657686
 FXN,ENSG00000165060,0.379621624270355
 NIPAL1,ENSG00000163293,-1.18341679413485
 NIPAL2,ENSG00000104361,0.39555123739593
 NIPAL3,ENSG00000001461,-0.186926999465467
 NIPAL4,ENSG00000172548,0.879583571629107
 YRDC,ENSG00000196449,-0.597404248398201
 MLF1IP,ENSG00000151725,-0.224917748602358
 CHID1,ENSG00000177830,0.40180992547489
 EWSR1,ENSG00000182944,0.0420638164170022
 TAC3,ENSG00000166863,-1.6044204680436
 MUT,ENSG00000146085,-0.0514205250371433
 ARL2BP,ENSG00000102931,-0.0914081341629682
 IL1RAPL1,ENSG00000169306,1.16674868653274
 PPP6R1,ENSG00000105063,-0.36773687158061
 C2orf53,ENSG00000186143,0.058637919611703
 C2orf50,ENSG00000150873,0.456585143702976
 C2orf57,ENSG00000177673,0.562439300607067
 C2orf54,ENSG00000172478,-0.303827124166937
 SLC16A13,ENSG00000174327,-1.26713354062715
 SPINK8,ENSG00000229453,-0.232879419842626
 CHM,ENSG00000188419,-0.272904703211159
 RINT1,ENSG00000135249,0.010232567516131
 SH3BGRL,ENSG00000131171,-0.0750031079513021
 TC2N,ENSG00000165929,0.491979003301692
 HMHB1,ENSG00000158497,0.136840630229159
 IL1RAPL2,ENSG00000189108,1.13821680846262
 ZBTB33,ENSG00000177485,-0.528655091194712
 SERINC5,ENSG00000164300,-0.672134300776027
 SERINC3,ENSG00000132824,-0.306084626175352
 SERINC2,ENSG00000168528,-0.854523130209624
 PINK1,ENSG00000158828,0.0618152509658567
 LMLN,ENSG00000185621,-0.215155253097681
 CALHM3,ENSG00000183128,-0.293773149728007
 PKDREJ,ENSG00000130943,0.716789752244844
 CAMTA2,ENSG00000108509,-0.400331613141399
 CAMTA1,ENSG00000171735,0.158447057454744
 KXD1,ENSG00000105700,-0.0310767602027632
 SDF2L1,ENSG00000128228,0.559718827637221
 NPFFR2,ENSG00000056291,-0.503877280056219
 NPFFR1,ENSG00000148734,-0.163883862153769
 ABTB1,ENSG00000114626,-0.173550751215215
 ABTB2,ENSG00000166016,0.363360473148077
 TRIM59,ENSG00000213186,-1.12472698223451
 RPS6KB1,ENSG00000108443,-0.279095043998671
 TRADD,ENSG00000102871,0.0364305414931804
 RPS6KB2,ENSG00000175634,-0.0342250773597409
 FAM177B,ENSG00000197520,-0.854274565881498
 CDKN1B,ENSG00000111276,-0.462588998545829
 MYNN,ENSG00000085274,-0.122733895843527
 BUD13,ENSG00000137656,-0.289117437736248
 ISY1,ENSG00000240682,-0.0298004034465059
 F2RL3,ENSG00000127533,-0.323124996361006
 F2RL1,ENSG00000164251,1.83346253010069
 OTUB1,ENSG00000167770,-0.143646193198493
 OTUB2,ENSG00000089723,-0.912309572762708
 NPTN,ENSG00000156642,0.369659785105743
 SULT2A1,ENSG00000105398,0.285012808660917
 RSPH6A,ENSG00000104941,-0.695286037929253
 DCAF7,ENSG00000136485,-0.0313597886520114
 DCAF6,ENSG00000143164,0.91936004447193
 DCAF5,ENSG00000139990,0.00971316257897208
 DCAF4,ENSG00000119599,-0.429250049085209
 DCAF8,ENSG00000132716,-0.0524892506123209
 POLR3F,ENSG00000132664,-0.303010609443306
 POLR3G,ENSG00000113356,-0.0546171724738879
 POLR3D,ENSG00000168495,-0.206457584981982
 POLR3E,ENSG00000058600,-0.132422467288095
 POLR3B,ENSG00000013503,0.0488568131487305
 POLR3C,ENSG00000186141,-0.272162219009838
 POLR3A,ENSG00000148606,-0.27357859429587
 POLR3K,ENSG00000161980,-0.0392225148002056
 POLR3H,ENSG00000100413,-0.0554468993296721
 NAT14,ENSG00000090971,0.136784918001585
 DNMT1,ENSG00000130816,-0.125846762654623
 HOXD8,ENSG00000175879,-1.32945501459166
 HOXD9,ENSG00000128709,-3.15494792875288
 HOXD4,ENSG00000170166,-1.47877620817174
 HOXD1,ENSG00000128645,-3.36182424772379
 HOXD3,ENSG00000128652,-2.8016487277146
 MTPAP,ENSG00000107951,-0.192676870101231
 GLT1D1,ENSG00000151948,-2.07959061448058
 KIAA0141,ENSG00000081791,0.406058630724008
 HSPG2,ENSG00000142798,1.43067502872733
 FOXJ2,ENSG00000065970,0.0268380864821842
 AC009365.3,ENSG00000183470,0.169253048962421
 LAIR1,ENSG00000167613,-0.734127220577901
 KIAA0922,ENSG00000121210,0.0929589507338776
 PLIN4,ENSG00000167676,1.245223295404
 TDRD15,ENSG00000218819,-0.03538486085377
 PLIN1,ENSG00000166819,-0.296390691150063
 CDK11A,ENSG00000008128,-0.337411367781585
 CDK11B,ENSG00000248333,-0.332317359623701
 SCRN3,ENSG00000144306,0.0991934776469928
 SCRN2,ENSG00000141295,0.267442813196324
 SCRN1,ENSG00000136193,-0.246803221103221
 TNP2,ENSG00000178279,0.410511745397747
 TNP1,ENSG00000118245,0.508087449975721
 NPBWR2,ENSG00000125522,0.545711813308443
 NPBWR1,ENSG00000183729,-0.748658075157448
 SLC52A1,ENSG00000132517,0.255044018474225
 SLC52A3,ENSG00000101276,-1.08185724172516
 SLC52A2,ENSG00000185803,-0.437740507417733
 SLC6A19,ENSG00000174358,0.111550183694883
 RP11-111M22.2,ENSG00000179240,0.138133631077377
 TMEM207,ENSG00000198398,0.350615507380582
 SLC6A13,ENSG00000010379,1.82276337245715
 SLC6A12,ENSG00000111181,-0.127934874540222
 SLC6A11,ENSG00000132164,-0.614739071565021
 SLC6A17,ENSG00000197106,-2.49435219331407
 SLC6A16,ENSG00000063127,0.283446306756826
 SLC6A15,ENSG00000072041,-2.87288940675702
 HMGCS1,ENSG00000112972,-0.256934315445148
 HMGCS2,ENSG00000134240,1.11035762088088
 KIAA1324,ENSG00000116299,-0.149225068573219
 KIAA1328,ENSG00000150477,0.129425703855298
 RPRD1A,ENSG00000141425,-0.335617349758832
 C14orf93,ENSG00000100802,0.100176511330782
 OR2AK2,ENSG00000187080,-0.129978562532517
 DEFB4A,ENSG00000171711,-0.0470952918343654
 TAC1,ENSG00000006128,-0.800079124953299
 TAC4,ENSG00000176358,1.89600508309786
 MPND,ENSG00000008382,0.354826781054766
 HPX,ENSG00000110169,-0.366192219962188
 CALHM1,ENSG00000185933,-0.443523901969698
 CALHM2,ENSG00000138172,0.885317560578811
 HPR,ENSG00000261701,1.14878971041188
 HPN,ENSG00000105707,1.29076235906055
 ASAH1,ENSG00000104763,1.06742855367873
 GABARAPL2,ENSG00000034713,0.234337888538775
 OAZ2,ENSG00000180304,-0.114497914881574
 OAZ3,ENSG00000143450,-0.797884997441427
 OAZ1,ENSG00000104904,0.326919357446559
 FBP1,ENSG00000165140,-0.176873862786437
 FBP2,ENSG00000130957,0.838395782076288
 FASTK,ENSG00000164896,0.0267385070110976
 URI1,ENSG00000105176,-0.116145048701267
 KDM4D,ENSG00000186280,0.434108518720547
 KRAS,ENSG00000133703,-0.335844488015255
 ADAM7,ENSG00000069206,-0.077768163649262
 ADAM2,ENSG00000104755,0.18551371046191
 EEF1G,ENSG00000254772,-0.0490982822711361
 EEF1D,ENSG00000104529,0.33085682944745
 ADAM8,ENSG00000151651,-0.422123183344392
 ADAM9,ENSG00000168615,-0.113042354196494
 NKX1-1,ENSG00000235608,-0.0431939631968257
 NKX1-2,ENSG00000229544,-0.449614154679734
 IL20RA,ENSG00000016402,-0.502721269529641
 IL20RB,ENSG00000174564,-0.690877080265944
 RPL8,ENSG00000161016,-0.0776770055551335
 RPL9,ENSG00000163682,-0.172755205332308
 RPL6,ENSG00000089009,-0.33256477339798
 RPL7,ENSG00000147604,-0.238483009177673
 RPL5,ENSG00000122406,-0.103393779428866
 RPL3,ENSG00000100316,0.0922549856924397
 FEN1,ENSG00000168496,-0.291396692898381
 LUC7L,ENSG00000007392,-0.314317105835675
 EGFL6,ENSG00000198759,-2.40128402628115
 SCD,ENSG00000099194,-0.208808085988354
 SPO11,ENSG00000054796,0.114430862723071
 ERMAP,ENSG00000164010,-0.0862362893782638
 SCT,ENSG00000070031,2.52611355220989
 PSME2,ENSG00000100911,-0.338754755230352
 WFDC8,ENSG00000158901,-0.118662528098653
 GOLGA6D,ENSG00000140478,0.26954713737819
 GOLGA6C,ENSG00000167195,-0.334083067004747
 ACO1,ENSG00000122729,0.046687126135421
 WFDC3,ENSG00000124116,-0.888226466763787
 WFDC2,ENSG00000101443,0.10065629154377
 WFDC5,ENSG00000175121,0.272698939729316
 WFDC6,ENSG00000243543,-0.0223643295397207
 INHA,ENSG00000123999,3.61038504493745
 TMEM66,ENSG00000133872,-0.28617317150294
 TMEM65,ENSG00000164983,-0.0629013213244005
 TMEM64,ENSG00000180694,-0.0370687321015816
 TMEM62,ENSG00000137842,-0.192160946929667
 TMEM61,ENSG00000143001,-2.01497832387792
 TMEM60,ENSG00000135211,-0.484830450891663
 TMEM69,ENSG00000159596,0.348340944404077
 TMEM68,ENSG00000167904,-0.591585314965979
 ITM2C,ENSG00000135916,-0.305654185538565
 KLHL42,ENSG00000087448,-0.700640908922316
 KLHL41,ENSG00000239474,3.22588348644768
 KLHL40,ENSG00000157119,4.17605584966176
 FJX1,ENSG00000179431,-0.619434717836503
 UGT8,ENSG00000174607,-1.28699322575185
 PAXBP1,ENSG00000159086,0.0235247385740903
 ZNF628,ENSG00000197483,-0.0078536236304939
 ZNF629,ENSG00000102870,0.31665122584069
 ZNF624,ENSG00000197566,-0.339485160126437
 ZNF625,ENSG00000257591,-0.312801719961451
 ZNF626,ENSG00000188171,-0.105465031845876
 ZNF627,ENSG00000198551,-0.229159330765841
 ZNF620,ENSG00000177842,-0.301325731361434
 ZNF621,ENSG00000172888,-0.213307883780213
 ZNF623,ENSG00000183309,0.0184290933736663
 UGT2B15,ENSG00000196620,0.116826243593754
 UGT2B17,ENSG00000197888,0.170446390996393
 UGT2B10,ENSG00000109181,0.493727030677994
 UGT2B11,ENSG00000213759,-0.198163603763387
 OLFML1,ENSG00000183801,1.56678776703101
 ZNF66,ENSG00000160229,0.208051108334932
 APAF1,ENSG00000120868,-0.416079346747781
 OLFML3,ENSG00000116774,1.5185792012059
 FSCB,ENSG00000189139,0.13265063350913
 GML,ENSG00000104499,-0.174555017803055
 BRWD3,ENSG00000165288,-0.245306449455755
 FHDC1,ENSG00000137460,-1.14329521059148
 IGFALS,ENSG00000099769,-1.27583662510416
 PRM1,ENSG00000175646,0.649520084311281
 PRM3,ENSG00000178257,0.199751220963132
 PRM2,ENSG00000122304,0.760257987431363
 ACVR1,ENSG00000115170,0.446521786690523
 PDXDC1,ENSG00000179889,0.177592074770067
 KREMEN2,ENSG00000131650,-0.42807144369285
 SWSAP1,ENSG00000173928,-0.054512734139282
 HOOK3,ENSG00000168172,-0.378814797553603
 HOOK1,ENSG00000134709,1.53265777619454
 KCNE1L,ENSG00000176076,1.24109115228933
 MIEF1,ENSG00000100335,-0.243687972004904
 MIEF2,ENSG00000177427,-0.0295445193109243
 DKC1,ENSG00000130826,-0.0845259185444331
 TBC1D10C,ENSG00000175463,0.244670495254584
 SLC4A1AP,ENSG00000163798,-0.118815665013569
 TBC1D10A,ENSG00000099992,-0.771394019173149
 BPIFB3,ENSG00000186190,-0.086795602043137
 BPIFB2,ENSG00000078898,0.820383235920497
 BPIFB1,ENSG00000125999,-0.360689683813191
 BPIFB4,ENSG00000186191,2.3176704473858
 OARD1,ENSG00000124596,-0.203803042662893
 CAMK2D,ENSG00000145349,0.834614124287102
 CAMK2G,ENSG00000148660,-1.27287678457169
 CAMK2A,ENSG00000070808,0.799546904293867
 CAMK2B,ENSG00000058404,2.32855721031256
 KAZALD1,ENSG00000107821,1.46010257953899
 RNASE11,ENSG00000173464,0.205451389415504
 RNASE10,ENSG00000182545,0.0550296448284376
 RNASE13,ENSG00000206150,-0.392132416687463
 ZSCAN18,ENSG00000121413,0.16605358731129
 SPIN2A,ENSG00000147059,-0.73105424430345
 ZSCAN10,ENSG00000130182,0.045323451115764
 ZSCAN12,ENSG00000158691,-0.0827712412920996
 ZSCAN16,ENSG00000196812,-0.562854522236281
 ENOX1,ENSG00000120658,-0.88391540356065
 ENOX2,ENSG00000165675,0.256916428480296
 C9orf53,ENSG00000224854,-0.184381013685651
 C9orf50,ENSG00000179058,-0.437791145840724
 C9orf57,ENSG00000204669,0.200313511385956
 WDR43,ENSG00000163811,-0.229703087136942
 WDR46,ENSG00000227057,-0.296174193705968
 WDR48,ENSG00000114742,-0.460800996951401
 WDR49,ENSG00000174776,3.59131778043306
 JAK3,ENSG00000105639,0.15154243346182
 JAK1,ENSG00000162434,-0.258409344899185
 FURIN,ENSG00000140564,0.22368464563553
 NMRAL1,ENSG00000153406,-0.261185467478467
 PTF1A,ENSG00000168267,-0.194753165156896
 ANKRD24,ENSG00000089847,-1.17109139339565
 EFCAB4B,ENSG00000130038,1.15359776901662
 EFCAB4A,ENSG00000177685,0.976344909496275
 GOLGA6B,ENSG00000215186,-0.192404304313992
 GRASP,ENSG00000161835,0.191094327366783
 MKRN1,ENSG00000133606,0.0672994707473996
 WFDC1,ENSG00000103175,-1.62528828498454
 MKRN3,ENSG00000179455,-1.26566241690378
 MKRN2,ENSG00000075975,0.165312774222859
 LHFPL4,ENSG00000156959,-1.464013730313
 LHFPL5,ENSG00000197753,-0.857485506290345
 LHFPL2,ENSG00000145685,0.625767418847569
 LHFPL3,ENSG00000187416,-1.51133644882421
 TLL1,ENSG00000038295,0.529276317553596
 TLL2,ENSG00000095587,0.860704423732227
 ACO2,ENSG00000100412,1.24171997734379
 TP53TG5,ENSG00000124251,-0.0971519220994269
 KIF21A,ENSG00000139116,0.657507867957243
 RIMS1,ENSG00000079841,-3.67990322586703
 RIMS2,ENSG00000176406,-1.53852454490834
 TMEM67,ENSG00000164953,0.828442809998148
 PAFAH2,ENSG00000158006,-0.663264866155638
 SLC7A9,ENSG00000021488,-0.2417727292643
 MCAM,ENSG00000076706,0.418148612845
 GPRASP2,ENSG00000158301,0.276121579585952
 MCAT,ENSG00000100294,-0.0842581074688145
 HCRT,ENSG00000161610,-0.267669982638064
 TAGLN3,ENSG00000144834,-1.04233806104847
 KLRG1,ENSG00000139187,0.301930708151244
 IL21R,ENSG00000103522,1.35544491325751
 EMX2,ENSG00000170370,0.754201240391363
 EMX1,ENSG00000135638,-0.136375430009292
 ADM2,ENSG00000128165,-0.324574980152073
 AC018816.3,ENSG00000235978,1.95998817962629
 PRKD1,ENSG00000184304,0.160170821402069
 PRKD2,ENSG00000105287,-0.176015598767695
 PRKD3,ENSG00000115825,0.125740821232183
 SLC7A7,ENSG00000155465,0.34297519209709
 FAM109B,ENSG00000177096,0.774017229475367
 FAM109A,ENSG00000198324,-0.175535252556426
 TNFSF14,ENSG00000125735,1.06229181930102
 SLC7A4,ENSG00000099960,2.08605961285025
 ITM2B,ENSG00000136156,0.30542085831067
 PTPN20A,ENSG00000204179,0.46041526552842
 KLF7,ENSG00000118263,0.0607799284623345
 KLF6,ENSG00000067082,-0.318993292680127
 CERKL,ENSG00000188452,-0.184604918077022
 KLF4,ENSG00000136826,0.0435750422256946
 KLF3,ENSG00000109787,-0.376544358176772
 KLF2,ENSG00000127528,0.0650405097914694
 KLF1,ENSG00000105610,-1.21043616770018
 KLF9,ENSG00000119138,0.303917095852252
 KLF8,ENSG00000102349,0.0876820269459905
 MCTS1,ENSG00000232119,0.0786449517424465
 REST,ENSG00000084093,0.348507797166657
 CCDC42B,ENSG00000186710,-1.20932705173323
 POU1F1,ENSG00000064835,-0.948040190003205
 PHF21A,ENSG00000135365,0.0896520077577526
 VPS25,ENSG00000131475,-0.0892859159576831
 TACO1,ENSG00000136463,0.605514938707293
 MAP3K10,ENSG00000130758,-0.357694582261639
 MAP3K11,ENSG00000173327,-0.525638674527342
 MAP3K12,ENSG00000139625,-0.127490444627197
 MAP3K13,ENSG00000073803,-0.443727181566387
 ZNF540,ENSG00000171817,-0.237190826982925
 ZNF543,ENSG00000178229,-0.236573355405604
 MAP3K19,ENSG00000176601,-0.442357128794599
 ZNF549,ENSG00000121406,-0.195088217765631
 STXBP5L,ENSG00000145087,-2.07084319831803
 SLC7A3,ENSG00000165349,-2.2947704498607
 VPS29,ENSG00000111237,-0.0807478382355386
 MIPOL1,ENSG00000151338,0.534588782337128
 RARA,ENSG00000131759,0.443970636779895
 SKA1,ENSG00000154839,-0.55416202012888
 RARB,ENSG00000077092,0.949822321881982
 FAM163B,ENSG00000196990,3.3573965211994
 RARS,ENSG00000113643,0.12287636326514
 RABIF,ENSG00000183155,-0.180256110835995
 PHF21B,ENSG00000056487,1.16923791230817
 JAKMIP3,ENSG00000188385,-0.0986450101401133
 JAKMIP2,ENSG00000176049,0.036648771456345
 JAKMIP1,ENSG00000152969,-1.6667133763357
 PCYT2,ENSG00000185813,-0.730567105375045
 NMT2,ENSG00000152465,-0.39908192869372
 PHGDH,ENSG00000092621,0.184062333437335
 ANAPC1,ENSG00000153107,0.0859713036711736
 SDE2,ENSG00000143751,-0.446949175429905
 LRRIQ3,ENSG00000162620,-0.727659094490022
 PTGES3,ENSG00000110958,-0.24637273730522
 PTGES2,ENSG00000148334,0.680558821559405
 SYF2,ENSG00000117614,-0.132694388266356
 MCM8,ENSG00000125885,0.372162872514563
 CCAR1,ENSG00000060339,0.000269681207822944
 CCAR2,ENSG00000158941,-0.335314269893889
 ZBTB8A,ENSG00000160062,0.0147719987641147
 ZBTB8B,ENSG00000273274,0.422739041471344
 RP11-332O19.5,ENSG00000235376,-0.103801353154517
 F12,ENSG00000131187,0.820121925895193
 F10,ENSG00000126218,2.5530017642345
 F11,ENSG00000088926,-0.325499219520952
 HDGFL1,ENSG00000112273,-0.206456208218952
 NODAL,ENSG00000156574,-0.289704092179985
 TIGD1,ENSG00000221944,0.0303498485628567
 RCOR2,ENSG00000167771,0.377649632367654
 TIGD3,ENSG00000173825,-1.07346933484232
 TIGD2,ENSG00000180346,-0.780970232851499
 TIGD5,ENSG00000179886,0.170176945363293
 ZNF622,ENSG00000173545,0.228172558417361
 TIGD6,ENSG00000164296,-0.442805830177153
 PTPRCAP,ENSG00000213402,-0.392326810027212
 KIAA1958,ENSG00000165185,-0.417539616172841
 OXSM,ENSG00000151093,0.131917447732815
 MRPS18A,ENSG00000096080,0.0564185106695358
 MRPS18B,ENSG00000204568,0.186495055247205
 MRPS18C,ENSG00000163319,0.0744724925264874
 AC011239.1,ENSG00000224361,-0.238387456737504
 NOP10,ENSG00000182117,0.0699373099463412
 NRARP,ENSG00000198435,0.393685291928752
 EXOC3L2,ENSG00000130201,0.903756831183516
 AMOTL1,ENSG00000166025,0.358642279799898
 LCN6,ENSG00000267206,-0.0910049788418631
 LCN1,ENSG00000160349,0.27920048947585
 LCN2,ENSG00000148346,0.508968555575997
 LCN9,ENSG00000148386,0.425183337105386
 DDHD1,ENSG00000100523,-0.0487251874743414
 DNAJC16,ENSG00000116138,-0.146209257125342
 DNAJC17,ENSG00000104129,0.00656928488857011
 DNAJC14,ENSG00000135392,-0.306487125427229
 DNAJC15,ENSG00000120675,0.585553671041046
 DNAJC12,ENSG00000108176,-0.481553672924612
 DNAJC13,ENSG00000138246,0.014417540714196
 DNAJC10,ENSG00000077232,-0.000319783420883928
 TECRL,ENSG00000205678,7.1835020818217
 EPRS,ENSG00000136628,-0.11126576228583
 DNAJC18,ENSG00000170464,-0.34236423128655
 DNAJC19,ENSG00000205981,0.245117989431687
 EDF1,ENSG00000107223,0.144475062470613
 SUPT16H,ENSG00000092201,-0.151274288171169
 SCML2,ENSG00000102098,-0.568859628143375
 SCML1,ENSG00000047634,-0.22505448009488
 SCML4,ENSG00000146285,0.159602851523142
 NRK,ENSG00000123572,-0.679501077887256
 NRM,ENSG00000137404,-0.438080394107672
 NRL,ENSG00000129535,-0.176476206063244
 ADC,ENSG00000142920,0.737913483015847
 ADA,ENSG00000196839,1.09230205762086
 ADM,ENSG00000148926,1.48310002758513
 IER3IP1,ENSG00000134049,0.0653778226498475
 TPSG1,ENSG00000116176,-0.483681871720702
 NUP214,ENSG00000126883,0.00954625300713156
 TPGS2,ENSG00000134779,0.507534804421285
 TPGS1,ENSG00000141933,-0.0605042383308549
 NUP210,ENSG00000132182,-0.0945205087066925
 CXorf24,ENSG00000196741,0.0435487715066098
 KIAA0319L,ENSG00000142687,0.252956474650306
 EVX1,ENSG00000106038,1.92050140295977
 EVX2,ENSG00000174279,-0.198432294238195
 PRAMEF12,ENSG00000116726,0.507767359461401
 EME1,ENSG00000154920,0.333572350409933
 FAM47E-STBD1,ENSG00000118804,1.15832160778522
 EME2,ENSG00000197774,-0.0703887740890703
 SULT1C2,ENSG00000198203,0.793311328702973
 DUOX1,ENSG00000137857,1.24078136306937
 PCNXL3,ENSG00000197136,-0.189005983620986
 PCNXL2,ENSG00000135749,-0.32070094341272
 METRN,ENSG00000103260,-0.0614192796623074
 ECH1,ENSG00000104823,0.593849694815517
 TAPBPL,ENSG00000139192,0.643002375875436
 CDHR1,ENSG00000148600,1.62745207438936
 MOGS,ENSG00000115275,-0.223043420896034
 CDHR3,ENSG00000128536,-1.23835887110194
 CDHR4,ENSG00000187492,0.507293530811963
 CDHR5,ENSG00000099834,-0.322653516296504
 HARS,ENSG00000170445,-0.17457746829026
 RAB22A,ENSG00000124209,-0.459750971673346
 C19orf80,ENSG00000130173,-0.085512328090789
 C19orf81,ENSG00000235034,-0.279541703603408
 C19orf82,ENSG00000267106,-0.0338576614653121
 JUNB,ENSG00000171223,0.569489581970279
 JUND,ENSG00000130522,0.00419097749247152
 SALL4,ENSG00000101115,-0.229819507197438
 SALL1,ENSG00000103449,1.27916218548262
 SALL3,ENSG00000256463,3.4571889377564
 SALL2,ENSG00000165821,-0.0875554799004101
 CYP1A1,ENSG00000140465,-2.08737638133076
 C5orf38,ENSG00000186493,-2.19395782025851
 C5orf30,ENSG00000181751,-1.14645288711407
 B9D1,ENSG00000108641,0.437546447932136
 FIS1,ENSG00000214253,0.148486683139819
 ZMIZ2,ENSG00000122515,-0.281993593889078
 ZMIZ1,ENSG00000108175,0.373519885464403
 MAGEL2,ENSG00000254585,-0.63985587321083
 GLTSCR1,ENSG00000063169,0.0610401812893267
 GLTSCR2,ENSG00000105373,0.00981883704860423
 CYP2A7,ENSG00000198077,-0.678210666036229
