 gene    name , gene    ENS ,Vagina
 SALL2,ENSG00000165821,-0.382890525315947
 CYP1A1,ENSG00000140465,0.284509841876873
 C5orf38,ENSG00000186493,0.309636704017172
 C5orf30,ENSG00000181751,-0.568281604458745
 B9D1,ENSG00000108641,-0.180658607211647
 FIS1,ENSG00000214253,0.0201164851243237
 ZMIZ2,ENSG00000122515,-0.176980323998895
 ZMIZ1,ENSG00000108175,0.128769988199834
 MAGEL2,ENSG00000254585,1.26269582227969
 GLTSCR1,ENSG00000063169,0.124190738081494
 GLTSCR2,ENSG00000105373,0.314091991714322
 CYP2A7,ENSG00000198077,3.58094288664053
 CYP2A6,ENSG00000255974,2.34391091565689
 OR7E24,ENSG00000237521,-0.243886091725624
 PCP4,ENSG00000183036,3.44627957602286
 RNFT2,ENSG00000135119,-1.36357007265087
 RNFT1,ENSG00000189050,-0.218241518177431
 HBP1,ENSG00000105856,0.0959201915039379
 STX8,ENSG00000170310,-0.0457473897366162
 ELOF1,ENSG00000130165,0.053485457464629
 MFHAS1,ENSG00000147324,-0.284863312637178
 DHX16,ENSG00000204560,0.0743379554804109
 IFLTD1,ENSG00000152936,0.344608781847941
 DHX15,ENSG00000109606,-0.0507365242130182
 LEPROT,ENSG00000213625,0.0915486763553246
 MIS18A,ENSG00000159055,0.0098654763089472
 DGCR8,ENSG00000128191,0.0251070116449738
 DGCR6,ENSG00000183628,0.482643437296452
 ZNF783,ENSG00000204946,0.123224600939471
 ZNF782,ENSG00000196597,0.0180258407799604
 ZNF787,ENSG00000142409,0.277751226861931
 ZNF785,ENSG00000197162,0.145964819084905
 ZNF784,ENSG00000179922,0.0270305746466949
 ZNF789,ENSG00000198556,-0.0909055641502635
 ZNF788,ENSG00000214189,0.0628447172549149
 RPP40,ENSG00000124787,0.173925602933269
 SMIM22,ENSG00000267795,-0.917862889416524
 SMIM20,ENSG00000250317,-0.454094115510506
 SMIM21,ENSG00000206026,-0.0562115179638044
 OR11L1,ENSG00000197591,0.313289871862048
 ADAMDEC1,ENSG00000134028,-0.354768721708167
 RHOT1,ENSG00000126858,-0.243202796030661
 CDSN,ENSG00000204539,1.27364603771379
 DCLK1,ENSG00000133083,0.988424597318176
 DCLK3,ENSG00000163673,-0.0607529074135434
 DCLK2,ENSG00000170390,0.0840492286243439
 NOX1,ENSG00000007952,-0.53905509515555
 NOX3,ENSG00000074771,0.0981660450199419
 NOX5,ENSG00000255346,1.16664331394963
 NOX4,ENSG00000086991,-0.429660579470659
 PGS1,ENSG00000087157,-0.0088660203656303
 KAL1,ENSG00000011201,-0.615071214931099
 UBE3B,ENSG00000151148,-0.0744951280230621
 UBE3C,ENSG00000009335,-0.214169775526936
 UBE3A,ENSG00000114062,-0.139962612208017
 UBE3D,ENSG00000118420,0.159834470700805
 BCAS3,ENSG00000141376,-0.16363283594501
 HOOK2,ENSG00000095066,0.0673514156806754
 GNGT2,ENSG00000167083,0.282174786084842
 MTRF1,ENSG00000120662,-0.141764215776524
 SNRNP70,ENSG00000104852,0.0930478681290369
 MTFR1,ENSG00000066855,0.226354857009635
 MTFR2,ENSG00000146410,-0.457941099145124
 GET4,ENSG00000239857,-0.280388923276214
 GLOD5,ENSG00000171433,0.795142552464076
 GLOD4,ENSG00000167699,-0.185958292616335
 GCH1,ENSG00000131979,-0.00100842619589386
 CD80,ENSG00000121594,-0.256984448561683
 ZNF699,ENSG00000196110,-0.138097330100894
 AC114783.1,ENSG00000237524,0.509019854062521
 NAA20,ENSG00000173418,-0.0867757814757746
 NAA25,ENSG00000111300,0.0287164444854918
 CNKSR3,ENSG00000153721,0.104234797333832
 QDPR,ENSG00000151552,-0.155962748214906
 TBC1D19,ENSG00000109680,0.157772046649174
 TBC1D12,ENSG00000108239,0.0024196241101639
 TBC1D13,ENSG00000107021,-0.306123201042419
 TBC1D16,ENSG00000167291,-0.123756841554117
 TBC1D17,ENSG00000104946,0.18590973856392
 TBC1D14,ENSG00000132405,-0.302611698104589
 TBC1D15,ENSG00000121749,0.0985158770662079
 AUTS2,ENSG00000158321,-0.103638092892238
 ZBED2,ENSG00000177494,2.22005386735721
 HSPA1B,ENSG00000204388,0.213783343245692
 HSPA1A,ENSG00000204389,0.265388433774913
 IKBKAP,ENSG00000070061,0.185423336740802
 PF4,ENSG00000163737,-0.450578493649938
 ZBED4,ENSG00000100426,-0.339499511776124
 CACTIN,ENSG00000105298,-0.0753569798486216
 HSPA1L,ENSG00000204390,-0.318918673938601
 CYSLTR1,ENSG00000173198,-0.316369213473523
 KRTAP19-3,ENSG00000244025,0.811207555059776
 ANKRD63,ENSG00000230778,0.316165969523216
 ANKRD62,ENSG00000181626,1.30023500534833
 ANKRD61,ENSG00000157999,0.000199728698487339
 ANKRD60,ENSG00000124227,-0.0552510115932763
 ANKRD66,ENSG00000230062,0.01301415770072
 HSPA13,ENSG00000155304,-0.104621654660066
 HSPA14,ENSG00000187522,-0.176161536524567
 MXI1,ENSG00000119950,-0.230810600777596
 PDE2A,ENSG00000186642,0.64286352011141
 SCFD1,ENSG00000092108,0.180429599126899
 SCFD2,ENSG00000184178,-0.255813031573918
 MYPOP,ENSG00000176182,0.126304354245953
 FAM222A,ENSG00000139438,-0.259749432075824
 FAM222B,ENSG00000173065,-0.103283445720938
 MEN1,ENSG00000133895,-0.00372225432176795
 KRT222,ENSG00000213424,-0.0598038642610354
 CTAGE8,ENSG00000244693,-0.617376232440725
 CTAGE9,ENSG00000236761,-0.495049500768513
 CTAGE1,ENSG00000212710,0.428658053672781
 CTAGE5,ENSG00000150527,0.130577120907895
 CTAGE6,ENSG00000271321,-0.29245971966476
 KCTD13,ENSG00000174943,0.0224691036239182
 CRTAC1,ENSG00000095713,0.533101925456019
 GALNT14,ENSG00000158089,-1.18264765942769
 STAMBPL1,ENSG00000138134,-0.278598888560398
 PP13004,ENSG00000205745,0.495877154567802
 TTI2,ENSG00000129696,-0.173283797848585
 TTI1,ENSG00000101407,0.0145175328466056
 MOCS1,ENSG00000124615,-0.360100291995177
 AHR,ENSG00000106546,0.253271495667379
 KCTD11,ENSG00000213859,0.405177482396562
 CD69,ENSG00000110848,0.283485161937205
 STK38L,ENSG00000211455,0.14119303511561
 QSOX2,ENSG00000165661,-0.175570592498571
 QSOX1,ENSG00000116260,0.30798494024045
 GALNT18,ENSG00000110328,-0.343179369417081
 PKHD1L1,ENSG00000205038,0.0698053330735869
 TADA2B,ENSG00000173011,-0.222492491277463
 NR2C2AP,ENSG00000184162,-0.112578309242987
 KCTD17,ENSG00000100379,-0.0303227539291658
 DYNC2LI1,ENSG00000138036,-0.140929208513456
 KIF9,ENSG00000088727,-0.493215243469787
 KIF6,ENSG00000164627,-1.71128745359076
 KIF7,ENSG00000166813,0.239603019276244
 SHF,ENSG00000138606,0.0302047193679442
 AP3M1,ENSG00000185009,-0.00300340225077127
 AP3M2,ENSG00000070718,-0.270160665293486
 S100Z,ENSG00000171643,-0.40248677594486
 LIMK2,ENSG00000182541,-0.000321393537356577
 KIRREL,ENSG00000183853,0.155009218746396
 TNKS1BP1,ENSG00000149115,0.273959721313762
 ABT1,ENSG00000146109,-0.129001692652976
 ICAM3,ENSG00000076662,0.0708318848385759
 LAPTM4A,ENSG00000068697,0.625477857872953
 LAPTM4B,ENSG00000104341,0.0565671501745352
 DHFRL1,ENSG00000178700,-0.191990975022916
 SPATA31E1,ENSG00000177992,0.241772816591858
 AARSD1,ENSG00000266967,-0.140355416536316
 ESYT1,ENSG00000139641,0.00200541499439913
 ESYT2,ENSG00000117868,-0.128110495775863
 ESYT3,ENSG00000158220,-0.0212565576698849
 CXCR2,ENSG00000180871,1.4547783366827
 CXCR6,ENSG00000172215,0.665097081424256
 CXCR5,ENSG00000160683,-1.08388538583525
 CXCR4,ENSG00000121966,-0.0192190641293627
 S100B,ENSG00000160307,0.0948812040974317
 CLRN2,ENSG00000249581,-0.0888222954405218
 CLRN3,ENSG00000180745,-0.242894953936282
 CLRN1,ENSG00000163646,2.38910668418681
 CRYBB2,ENSG00000244752,0.34488315575098
 CRYBB1,ENSG00000100122,-0.781345532997163
 STMND1,ENSG00000230873,0.597722390136335
 IFI44,ENSG00000137965,0.00743920140785543
 EVA1A,ENSG00000115363,1.00409603478676
 EVA1B,ENSG00000142694,0.91046377391878
 EVA1C,ENSG00000166979,0.171242932955317
 OR9A2,ENSG00000179468,0.706394640788569
 NUDCD1,ENSG00000120526,-0.0329193678235057
 ANKRD11,ENSG00000167522,-0.136962512104086
 DPRX,ENSG00000204595,-0.910072689124203
 PALM,ENSG00000099864,0.53155519603329
 PABPC4L,ENSG00000254535,1.13125227964993
 SLC9B1,ENSG00000164037,0.159163598454843
 SLC9B2,ENSG00000164038,0.239278945376007
 LAYN,ENSG00000204381,0.297222588499834
 LUM,ENSG00000139329,0.89105705117281
 OR2V1,ENSG00000185372,0.544872670578944
 VNN2,ENSG00000112303,0.194770691147396
 VNN3,ENSG00000093134,1.16684390758359
 VNN1,ENSG00000112299,-0.811572509702719
 KLRG2,ENSG00000188883,-0.138563078284598
 RETNLB,ENSG00000163515,0.530301544413572
 C18orf32,ENSG00000177576,-0.138035439647378
 WDYHV1,ENSG00000156795,-0.0785279775685012
 NOP9,ENSG00000196943,-0.393732028720054
 GPBP1,ENSG00000062194,-0.208431880748476
 CEP250,ENSG00000126001,0.010948080806061
 UHRF2,ENSG00000147854,-0.0273168643331839
 HHLA2,ENSG00000114455,-0.598520592527721
 HHLA3,ENSG00000197568,-0.18447554386937
 HHLA1,ENSG00000132297,-0.383225237282614
 DSCC1,ENSG00000136982,0.201805398171131
 PRSS1,ENSG00000204983,-0.527649334519226
 PRSS3,ENSG00000010438,1.49193813322527
 TSLP,ENSG00000145777,0.521826478221387
 PRSS8,ENSG00000052344,1.50111562722728
 RB1,ENSG00000139687,-0.0358826909448221
 MAT2A,ENSG00000168906,0.17072507714082
 HEG1,ENSG00000173706,-0.036236305210566
 WDR41,ENSG00000164253,0.209400934048876
 HCG27,ENSG00000206344,0.208928582649751
 CASC3,ENSG00000108349,0.0720694559338626
 CASC1,ENSG00000118307,-0.659721809639392
 CASC5,ENSG00000137812,0.608479441943983
 CASC4,ENSG00000166734,0.106100667575012
 WDR44,ENSG00000131725,-0.0208316054581291
 PXMP4,ENSG00000101417,0.0698755741248307
 WDR45,ENSG00000196998,0.176733378373481
 WDR47,ENSG00000085433,-0.29344667111613
 NUDT11,ENSG00000196368,0.0662786473473218
 MYEOV2,ENSG00000172428,-0.0882742264622265
 CYP2C18,ENSG00000108242,1.8989364513138
 DLL4,ENSG00000128917,0.132886492884558
 NUTM1,ENSG00000184507,0.261627903782034
 GSS,ENSG00000100983,0.101293178543871
 KLRB1,ENSG00000111796,0.159104095522485
 NAALADL2,ENSG00000177694,0.692245610815507
 NAALADL1,ENSG00000168060,0.56849027711132
 KNCN,ENSG00000162456,-0.260839212631931
 FAM50B,ENSG00000145945,-0.349064063411935
 FAM50A,ENSG00000071859,0.232366323757609
 CRX,ENSG00000105392,0.35546856264156
 NME1-NME2,ENSG00000243678,0.0853450835819874
 JAK2,ENSG00000096968,0.187865896167414
 AQP7,ENSG00000165269,-0.444830544849284
 AQP4,ENSG00000171885,-1.75052685361994
 AQP5,ENSG00000161798,-1.71277738097938
 AQP2,ENSG00000167580,-1.37895127716621
 AQP3,ENSG00000165272,1.18106046326578
 AQP1,ENSG00000240583,0.428232208181374
 AQP8,ENSG00000103375,-1.02946728153742
 AQP9,ENSG00000103569,-0.421618153880896
 MPV17L,ENSG00000156968,-0.383643043295093
 GSC,ENSG00000133937,-0.92113705997588
 ETNPPL,ENSG00000164089,-1.50528769962865
 POM121L12,ENSG00000221900,0.433751752920179
 GUCY1B3,ENSG00000061918,0.768185165359354
 CASP16,ENSG00000228146,-0.323799048873933
 ADORA1,ENSG00000163485,-0.909088087345335
 ADORA3,ENSG00000121933,-0.590208639360692
 RESP18,ENSG00000182698,-0.720685211573088
 SPANXN5,ENSG00000204363,0.431352521602047
 SPANXN4,ENSG00000189326,0.765650579545467
 POM121,ENSG00000196313,-0.101749417387094
 BTNL9,ENSG00000165810,-0.634864394529699
 BTNL8,ENSG00000113303,-0.361800110213468
 BTNL2,ENSG00000204290,0.649477544222581
 AAMDC,ENSG00000087884,0.144327553885304
 ACTC1,ENSG00000159251,2.08637982778493
 DSN1,ENSG00000149636,-0.113712894905616
 SPANXD,ENSG00000196406,-0.0320962340936475
 SPANXC,ENSG00000198573,0.391314880462846
 SPAM1,ENSG00000106304,-0.439100350048034
 FHL2,ENSG00000115641,-0.513575251650267
 FHL3,ENSG00000183386,0.0663063567157218
 FHL1,ENSG00000022267,0.262946114491269
 FHL5,ENSG00000112214,1.00908862555399
 FTH1,ENSG00000167996,-0.0948014545718009
 ZNF248,ENSG00000198105,0.414683476738429
 PAWR,ENSG00000177425,0.223891200969317
 RAD51D,ENSG00000185379,0.114228218853147
 RAD51C,ENSG00000108384,-0.110786509732144
 RAD51B,ENSG00000182185,-0.0284738579914175
 COL21A1,ENSG00000124749,1.31723421571623
 GATAD2A,ENSG00000167491,0.00218731464663842
 MRPS34,ENSG00000074071,-0.0273785686427545
 DNA2,ENSG00000138346,0.0958422162816277
 KCNS1,ENSG00000124134,1.14187096358404
 KCNS2,ENSG00000156486,-0.141656878969174
 KCNS3,ENSG00000170745,0.0975378571590157
 C17orf62,ENSG00000178927,0.0752086446714701
 C17orf64,ENSG00000141371,-0.224455097941283
 DRG2,ENSG00000108591,0.108027766614122
 SPOP,ENSG00000121067,0.190640668227607
 SLCO2A1,ENSG00000174640,0.898592877713792
 OR2M4,ENSG00000171180,-0.0623205615148354
 TP53BP1,ENSG00000067369,0.290360032190741
 TP53BP2,ENSG00000143514,-0.22209004357331
 IPPK,ENSG00000127080,0.267144424082651
 ARHGAP40,ENSG00000124143,1.10137432950637
 ARHGAP42,ENSG00000165895,0.166226605248236
 CD19,ENSG00000177455,-1.35297479807955
 DARS,ENSG00000115866,-0.220787963236772
 GLRX5,ENSG00000182512,-0.321162901218647
 GLRX2,ENSG00000023572,-0.230232006657526
 GLRX3,ENSG00000108010,0.0205972742426734
 PIH1D2,ENSG00000150773,-0.383323779054067
 ARGFX,ENSG00000186103,-0.113913599362524
 DARC,ENSG00000213088,0.662153840694425
 S100A10,ENSG00000197747,0.643016624941563
 S100A13,ENSG00000189171,0.200552562853543
 S100A12,ENSG00000163221,2.02681308427178
 S100A14,ENSG00000189334,2.70561118325683
 PHYHIP,ENSG00000168490,0.121301204572356
 S100A16,ENSG00000188643,0.540892197868626
 CACNA2D1,ENSG00000153956,-0.189968814235148
 GRK6,ENSG00000198055,-0.289231151421908
 GRK7,ENSG00000114124,-0.0288258373149237
 GRK4,ENSG00000125388,-0.273398991374677
 GRK5,ENSG00000198873,-0.280301693429769
 GRK1,ENSG00000185974,0.0939335578267815
 OSTF1,ENSG00000134996,-0.0502607397064191
 KLHL7,ENSG00000122550,-0.16788775669592
 KLHL4,ENSG00000102271,-1.12053480545299
 KLHL5,ENSG00000109790,-0.346878998963375
 KLHL2,ENSG00000109466,-0.448014094332373
 KLHL3,ENSG00000146021,0.224693912177537
 KLHL1,ENSG00000150361,-1.01317830903961
 PRKDC,ENSG00000253729,-0.223700569632258
 KLHL8,ENSG00000145332,0.561195292271013
 KLHL9,ENSG00000198642,-0.146871326306746
 RSPH10B2,ENSG00000169402,-0.808405441160747
 ZDHHC11B,ENSG00000206077,-1.25671565019808
 MAMDC4,ENSG00000177943,0.247944596746729
 MAMDC2,ENSG00000165072,0.3212213944503
 LYG1,ENSG00000144214,0.136746877891425
 LYG2,ENSG00000185674,-0.237830941262822
 TCTN2,ENSG00000168778,0.207373651868725
 TCTN3,ENSG00000119977,0.0982166905485761
 TCTN1,ENSG00000204852,0.157962445637569
 TNXB,ENSG00000168477,0.307380519405202
 FATE1,ENSG00000147378,0.767183225829842
 LCE6A,ENSG00000235942,0.0155421918753129
 SERPINB11,ENSG00000206072,4.20415637191865
 SERPINB10,ENSG00000242550,-0.43483155612879
 SERPINB13,ENSG00000197641,4.85564650902223
 SERPINB12,ENSG00000166634,5.21947104845087
 LRMP,ENSG00000118308,-0.356492412733277
 BSCL2,ENSG00000168000,-0.148790119692659
 GSTT2B,ENSG00000133433,-0.17163506030139
 SLC32A1,ENSG00000101438,-0.172119656177825
 C6ORF165,ENSG00000272514,0.0486385721720089
 PABPC3,ENSG00000151846,0.220962764276855
 SYNE1,ENSG00000131018,-0.346878000591066
 SYNE2,ENSG00000054654,-0.408782188953122
 SYNE3,ENSG00000176438,1.20876033645446
 CAMKMT,ENSG00000143919,-0.28320544017162
 RIMS3,ENSG00000117016,-0.685904596405284
 OTC,ENSG00000036473,0.561279771675411
 AVL9,ENSG00000105778,0.0039071070485987
 UBQLN3,ENSG00000175520,1.05189136917454
 UBQLN1,ENSG00000135018,-0.157831073180241
 UBQLN4,ENSG00000160803,0.026146445780509
 OR8B12,ENSG00000170953,0.0863811380607208
 DAPK3,ENSG00000167657,0.0710418645278606
 DAPK2,ENSG00000035664,1.39285212191589
 DAPK1,ENSG00000196730,-1.59769254111946
 ULK2,ENSG00000083290,0.052701378904898
 ULK3,ENSG00000140474,0.224004801029361
 SNTA1,ENSG00000101400,-0.394030242116452
 ULK1,ENSG00000177169,0.296500456075718
 ULK4,ENSG00000168038,1.55875399058251
 TNR,ENSG00000116147,-2.74102983869205
 ZFPL1,ENSG00000162300,0.0471520028818949
 TNF,ENSG00000232810,-0.856009274329383
 TNC,ENSG00000041982,0.924115671318576
 TNN,ENSG00000120332,-1.18184199527146
 SATL1,ENSG00000184788,-0.00451087673601374
 RNLS,ENSG00000184719,0.215650758824224
 UBL5,ENSG00000198258,-0.0939867274989914
 UBL7,ENSG00000138629,-0.230887597742721
 STK19,ENSG00000204344,-0.12596102409962
 UBL3,ENSG00000122042,0.374316256949691
 KRT38,ENSG00000171360,1.85235577434625
 STK10,ENSG00000072786,-0.183791296523453
 STK11,ENSG00000118046,0.0238560055335526
 STK16,ENSG00000115661,-0.134865366102048
 SV2A,ENSG00000159164,-0.0585524442814147
 SV2C,ENSG00000122012,-1.48181986181921
 SV2B,ENSG00000185518,-1.10844926085137
 PIK3R2,ENSG00000105647,0.0849020853638673
 KRT32,ENSG00000108759,1.25895937108347
 KRT35,ENSG00000197079,0.289279811677079
 EHF,ENSG00000135373,2.50501424660544
 KRT36,ENSG00000126337,2.16552174758172
 GRB10,ENSG00000106070,0.0778088169867471
 GRB14,ENSG00000115290,-1.80415112750123
 HSD17B12,ENSG00000149084,-0.200511047627928
 HSD17B13,ENSG00000170509,2.65073992031717
 GPR15,ENSG00000154165,0.994490481726442
 GPR12,ENSG00000132975,-1.67811184751477
 GPR19,ENSG00000183150,-0.261473433066667
 ARNTL,ENSG00000133794,-0.839889813818414
 KCNMA1,ENSG00000156113,0.0549258603247596
 RP11-324D17.1,ENSG00000259517,-0.248923513187766
 PCYOX1L,ENSG00000145882,-0.481160457846092
 RP11-10J21.3,ENSG00000254019,0.467528135082223
 HEATR5A,ENSG00000129493,0.0522535003620643
 HEATR5B,ENSG00000008869,-0.0131883291268063
 ARNT2,ENSG00000172379,-0.595499935976851
 PLXNC1,ENSG00000136040,0.376427613026956
 ZNRF4,ENSG00000105428,0.864304900558472
 ZNRF1,ENSG00000186187,0.157112364307196
 ZNRF3,ENSG00000183579,-0.512541028850655
 ZNRF2,ENSG00000180233,-0.360572579275681
 EFCAB9,ENSG00000214360,-0.244570801414775
 EFCAB8,ENSG00000215529,0.770321018361333
 MYBBP1A,ENSG00000132382,-0.188991165424857
 EFCAB5,ENSG00000176927,-0.308021432534253
 FLNA,ENSG00000196924,0.106793767486096
 FLNB,ENSG00000136068,-0.35657596844389
 FLNC,ENSG00000128591,-0.227637350450579
 EFCAB1,ENSG00000034239,0.881394543906459
 EFCAB3,ENSG00000172421,0.602181732167805
 EFCAB2,ENSG00000203666,0.201140765369066
 PRKCSH,ENSG00000130175,0.247297395215219
 PTCRA,ENSG00000171611,-0.600778167688159
 RAD51AP1,ENSG00000111247,0.0386647740155864
 RAD51AP2,ENSG00000214842,0.51657179776412
 SAP30BP,ENSG00000161526,0.0598809525209057
 SIT1,ENSG00000137078,0.0925448760178618
 RP11-817J15.3,ENSG00000255798,0.0496593211771821
 CELSR1,ENSG00000075275,1.0686732276721
 CXorf28,ENSG00000228459,0.456206638621118
 CXorf27,ENSG00000187516,1.13762325980796
 CXorf21,ENSG00000120280,0.110510230139687
 CXorf23,ENSG00000173681,0.0397967333990134
 CXorf22,ENSG00000165164,-0.773176678187264
 PSMD9,ENSG00000110801,0.0843400122901967
 PSMD8,ENSG00000099341,-0.137590756923811
 SPPL3,ENSG00000157837,0.321320923045495
 PSMD5,ENSG00000095261,-0.20413325683484
 PSMD4,ENSG00000159352,-0.173182096195506
 PSMD7,ENSG00000103035,-0.149023300048495
 PSMD6,ENSG00000163636,-0.153388023929229
 PSMD1,ENSG00000173692,-0.297702118941117
 PSMD3,ENSG00000108344,-0.0010393056474804
 PSMD2,ENSG00000175166,-0.158476945558533
 RPGRIP1L,ENSG00000103494,-0.114923127227337
 COPS7B,ENSG00000144524,0.27025595779316
 COPS7A,ENSG00000111652,-0.125364032446408
 NAF1,ENSG00000145414,0.0200999668292476
 DKK4,ENSG00000104371,1.64338565158195
 DKK2,ENSG00000155011,0.0330213231425662
 DKK3,ENSG00000050165,0.100946006461287
 DKK1,ENSG00000107984,3.95017572890726
 RABGGTB,ENSG00000137955,-0.109659357877395
 RABGGTA,ENSG00000100949,-0.293890719384827
 CES4A,ENSG00000172824,0.147220329443134
 C2ORF15,ENSG00000273045,-0.387844998314184
 EBLN1,ENSG00000223601,-0.249766128127819
 EBLN2,ENSG00000255423,0.0771712732559879
 POF1B,ENSG00000124429,1.11596888588285
 KLF5,ENSG00000102554,0.585465443736409
 PLBD2,ENSG00000151176,-0.024889730860893
 PLBD1,ENSG00000121316,0.654931700005487
 PTAR1,ENSG00000188647,0.171951644896735
 CEP350,ENSG00000135837,-0.06177368681327
 CCDC40,ENSG00000141519,-0.418965024143353
 RP1-228P16.5,ENSG00000257955,0.101063144058591
 YEATS2,ENSG00000163872,-0.201050446200589
 YEATS4,ENSG00000127337,-0.0344533700194773
 TCEANC,ENSG00000176896,-0.222512605353587
 C11orf58,ENSG00000110696,-0.0496989644668241
 C11orf53,ENSG00000150750,-0.555795508495907
 C11orf52,ENSG00000149300,-0.305415059073566
 C11orf57,ENSG00000150776,0.00726622380725235
 C11orf54,ENSG00000182919,-0.0658479295044175
 RP11-366M4.3,ENSG00000248329,-0.411839650642157
 TUBB,ENSG00000196230,-0.040635881662212
 SFSWAP,ENSG00000061936,0.0899150953655312
 HDAC1,ENSG00000116478,0.197290706408747
 HDAC3,ENSG00000171720,0.0627336019373549
 HDAC2,ENSG00000196591,-0.154096845587672
 HDAC5,ENSG00000108840,-0.16378027581384
 HDAC4,ENSG00000068024,-0.186586867684211
 HDAC7,ENSG00000061273,0.109180868201871
 HDAC6,ENSG00000094631,0.301934157678389
 HDAC9,ENSG00000048052,0.409756024423039
 TMEM161A,ENSG00000064545,0.0891422217885376
 TMEM161B,ENSG00000164180,0.188461772652476
 KIAA1549L,ENSG00000110427,-0.337579756749041
 FILIP1,ENSG00000118407,-0.78898964534849
 CDT1,ENSG00000167513,0.320663908207827
 TMEM190,ENSG00000160472,0.444091995230199
 CST8,ENSG00000125815,0.572407413816158
 CST9,ENSG00000173335,-1.00866109118545
 TRAPPC11,ENSG00000168538,-0.120676491383643
 TRAPPC10,ENSG00000160218,-0.120928653504519
 TRAPPC13,ENSG00000113597,-0.0686264273699558
 TRAPPC12,ENSG00000171853,0.000303316342343484
 CST2,ENSG00000170369,1.64098228846732
 CST3,ENSG00000101439,0.370280924456248
 CST1,ENSG00000170373,-1.72094383600625
 CST6,ENSG00000175315,0.11433871480669
 CST7,ENSG00000077984,0.619541606376236
 CST4,ENSG00000101441,-0.645843091515215
 PLA2R1,ENSG00000153246,0.246851080163899
 CSTA,ENSG00000121552,2.4182780025438
 CMC1,ENSG00000187118,-0.183775885391195
 CMC2,ENSG00000103121,-0.327387845221271
 CEP57,ENSG00000166037,0.0695044784967635
 AMIGO1,ENSG00000181754,-0.810290198807588
 CDC20B,ENSG00000164287,-0.822863783561589
 AMIGO2,ENSG00000139211,0.196774242499458
 SRCAP,ENSG00000080603,-0.053424588888221
 FAM86C1,ENSG00000158483,-0.196730683285008
 CECR5,ENSG00000069998,-0.0369169598575504
 CEBPB,ENSG00000172216,0.621775468810701
 ZNF891,ENSG00000214029,-0.048730783701309
 CEBPG,ENSG00000153879,0.0758122648455733
 CEBPE,ENSG00000092067,-0.413422562798923
 CEBPD,ENSG00000221869,-0.245296235500858
 LCE5A,ENSG00000186207,0.151530249497105
 ZNF547,ENSG00000152433,-0.772572281736094
 PHKB,ENSG00000102893,-0.0316305685029398
 CEBPZ,ENSG00000115816,-0.19646237855657
 MAP3K15,ENSG00000180815,-0.363231256579143
 CRNN,ENSG00000143536,5.55472725882236
 CTNNA1,ENSG00000044115,-0.100278467799811
 CTNNA3,ENSG00000183230,-1.38986477087933
 ZNF548,ENSG00000188785,-0.287602585436516
 SELRC1,ENSG00000162377,-0.161620407236317
 GPR173,ENSG00000184194,0.231726428340288
 UBAP1L,ENSG00000246922,0.158928464469272
 TOMM40,ENSG00000130204,0.00350143771473405
 TM7SF3,ENSG00000064115,-0.00848433746828524
 TM7SF2,ENSG00000149809,-0.209495775463627
 EPB41L4B,ENSG00000095203,-1.08438617623724
 ATP2C2,ENSG00000064270,0.766768175429186
 ATP2C1,ENSG00000017260,-0.277825281258454
 CERS6,ENSG00000172292,-0.0349286692508344
 CERS4,ENSG00000090661,0.275353934700797
 CERS5,ENSG00000139624,0.0042808958721769
 CERS2,ENSG00000143418,0.227260855371107
 CERS3,ENSG00000154227,1.85571304391954
 CERS1,ENSG00000223802,0.103750940086953
 MAPK8IP1,ENSG00000121653,-0.566762785612186
 GP9,ENSG00000169704,-1.26630326573182
 GP5,ENSG00000178732,0.247268418032436
 GP6,ENSG00000088053,0.243027196508854
 GP2,ENSG00000169347,-0.659539612626277
 EXTL1,ENSG00000158008,-1.54738136149528
 EXTL2,ENSG00000162694,-0.198017572875793
 EXTL3,ENSG00000012232,-0.498319210536605
 RGSL1,ENSG00000121446,0.326514026350514
 FAM57A,ENSG00000167695,0.436467946430012
 GPT,ENSG00000167701,-0.636136495327931
 MAN1A1,ENSG00000111885,0.421440350092612
 MAN1A2,ENSG00000198162,-0.0344392722554261
 ATIC,ENSG00000138363,-0.212840396729081
 KRTAP20-4,ENSG00000206105,0.116942142573925
 HDAC11,ENSG00000163517,-0.219439382766371
 LRTM1,ENSG00000144771,0.947395621135101
 LRTM2,ENSG00000166159,-0.907424744248375
 SYNM,ENSG00000182253,-0.963481807915988
 SYNC,ENSG00000162520,-0.404805356811765
 OR13J1,ENSG00000168828,0.750938164642458
 AP4B1,ENSG00000134262,-0.188415877848268
 ZBP1,ENSG00000124256,0.330486435271189
 MGME1,ENSG00000125871,-0.0968618441669021
 PIK3IP1,ENSG00000100100,-0.363354373053299
 ZFAND2B,ENSG00000158552,0.183491453821694
 THADA,ENSG00000115970,0.017091172938996
 ZFAND2A,ENSG00000178381,-0.0487792027248397
 GNL3,ENSG00000163938,0.029085575703229
 ACSF2,ENSG00000167107,0.363029972292975
 ACSF3,ENSG00000176715,0.0119442756552683
 MAN2A1,ENSG00000112893,-0.232893362101032
 EDA2R,ENSG00000131080,1.45195600538964
 LCT,ENSG00000115850,-0.213719860121592
 RBFOX3,ENSG00000167281,-0.334247016154989
 FAM163A,ENSG00000143340,-0.88147471477361
 GALK2,ENSG00000156958,0.20773898619437
 SLURP1,ENSG00000126233,2.87052955661306
