 gene    name , gene    ENS ,Prostate
 ODF3L1,ENSG00000182950,-0.705465890374741
 DNHD1,ENSG00000179532,0.111168768816865
 CCDC71L,ENSG00000253276,0.0835894293828557
 TAS2R1,ENSG00000169777,-0.439987472107038
 RP11-849H4.2,ENSG00000254469,0.224852195787875
 C18orf54,ENSG00000166845,-0.652368218518698
 C18orf56,ENSG00000176912,0.101704376726436
 ARHGEF28,ENSG00000214944,-0.177369995194711
 STEAP1,ENSG00000164647,3.27833361638649
 STEAP3,ENSG00000115107,0.556309751793159
 STEAP2,ENSG00000157214,3.06916269280836
 ARHGEF25,ENSG00000240771,0.598702964724187
 STEAP4,ENSG00000127954,1.24857245771887
 ARHGEF26,ENSG00000114790,-0.153870749473243
 NUP62CL,ENSG00000198088,0.114980668777474
 DSCAM,ENSG00000171587,-2.42371768087979
 UBASH3A,ENSG00000160185,0.830530856617864
 UBASH3B,ENSG00000154127,-0.524972739893354
 OSMR,ENSG00000145623,0.260929355117097
 WHAMM,ENSG00000156232,0.143810975139599
 BIVM,ENSG00000134897,-0.0691309582864394
 TDO2,ENSG00000151790,-1.21167176898402
 IL18R1,ENSG00000115604,0.569364006455271
 TRAP1,ENSG00000126602,-0.221743878337438
 TMEM39B,ENSG00000121775,0.0346572386568521
 NHP2L1,ENSG00000100138,-0.195121633678548
 TMEM39A,ENSG00000176142,0.0334013449317576
 HOGA1,ENSG00000241935,-0.806147605416953
 BPTF,ENSG00000171634,-0.204233844651284
 GPAT2,ENSG00000186281,-0.565392604420835
 GABARAP,ENSG00000170296,0.0182685606501925
 C14orf159,ENSG00000133943,-0.256362146798762
 MANF,ENSG00000145050,0.257543886399711
 SIVA1,ENSG00000184990,-0.0392615129888119
 ZNF282,ENSG00000170265,0.705361970684237
 CHRNA10,ENSG00000129749,0.821362689247422
 SPTSSA,ENSG00000165389,0.31171893971363
 SPTSSB,ENSG00000196542,3.47705014088512
 HDHD2,ENSG00000167220,-0.209451166430734
 CDIP1,ENSG00000089486,-0.425351399231711
 MLANA,ENSG00000120215,-0.279225383181936
 SLC22A4,ENSG00000197208,0.603081910184924
 PRDM5,ENSG00000138738,0.279992114726913
 SLC22A6,ENSG00000197901,-1.06588787352538
 SLC22A7,ENSG00000137204,1.19445767516036
 SLC22A1,ENSG00000175003,0.547252339767963
 SLC22A2,ENSG00000112499,1.13189647432127
 SLC22A3,ENSG00000146477,2.42034573554311
 SLC22A8,ENSG00000149452,-0.429992997480255
 SLC22A9,ENSG00000149742,-0.352842782470531
 NPDC1,ENSG00000107281,1.61596782305995
 ADCYAP1,ENSG00000141433,-0.640352257255877
 EVPL,ENSG00000167880,2.19479681867662
 HIC1,ENSG00000177374,1.11441044600895
 HIC2,ENSG00000169635,-0.550810769880294
 HFM1,ENSG00000162669,-0.157091349474498
 CLN3,ENSG00000188603,0.394065806236248
 SERTM1,ENSG00000180440,-0.977531076485794
 RXRG,ENSG00000143171,-0.743138552605764
 RXRA,ENSG00000186350,-0.10387895090491
 RXRB,ENSG00000204231,0.105933665562067
 WRNIP1,ENSG00000124535,-0.387870684778329
 ABCA6,ENSG00000154262,-1.21466471528197
 ABCA7,ENSG00000064687,0.127200726612328
 ABCA4,ENSG00000198691,0.0481349142763894
 ABCA2,ENSG00000107331,-0.349011654648194
 ABCA3,ENSG00000167972,-0.309255651333873
 ABCA1,ENSG00000165029,-0.732491426995107
 CIZ1,ENSG00000148337,-0.22581058212201
 NBEAL1,ENSG00000144426,-0.449372541580672
 NBEAL2,ENSG00000160796,0.660275285761753
 HAND1,ENSG00000113196,-0.906275638122114
 HARBI1,ENSG00000180423,-0.146477602273411
 ZNF491,ENSG00000177599,0.274433798686463
 RTP4,ENSG00000136514,0.417970692896866
 RTP2,ENSG00000198471,-0.208251897689172
 RTP3,ENSG00000163825,-1.03798515907324
 RTP1,ENSG00000175077,0.0591399256338732
 CLLU1,ENSG00000257127,-0.200094029783651
 FAM8A1,ENSG00000137414,-0.484029093989314
 PPP5D1,ENSG00000230510,0.284941875097338
 SPON2,ENSG00000159674,2.23655303001804
 SCN8A,ENSG00000196876,0.453666873644441
 NMUR2,ENSG00000132911,2.05537362387437
 NMUR1,ENSG00000171596,0.837493081320928
 ZC4H2,ENSG00000126970,-0.0916391515915494
 NCK1,ENSG00000158092,-0.264726453940844
 NCK2,ENSG00000071051,-0.518586003407831
 C20orf96,ENSG00000196476,0.575077948600515
 ZNF264,ENSG00000083844,-0.236836371707982
 ZNF266,ENSG00000174652,0.964940127790117
 KCNU1,ENSG00000215262,2.60458571163243
 ZNF260,ENSG00000254004,-0.00396105569153287
 ZNF263,ENSG00000006194,0.230154085857981
 ZNF268,ENSG00000090612,0.340160832645737
 C17orf47,ENSG00000181013,1.01340652183823
 TSNAX,ENSG00000116918,-0.263503257723304
 C17orf49,ENSG00000258315,-0.545422953068324
 RPH3A,ENSG00000089169,-1.58655766804131
 VLDLR,ENSG00000147852,-0.285133809387978
 BTF3L4,ENSG00000134717,-0.462103943749145
 ETFA,ENSG00000140374,-0.488209832429173
 FTSJ2,ENSG00000122687,-0.283309796713741
 FTSJ3,ENSG00000108592,0.137944526238669
 FTSJ1,ENSG00000068438,-0.213909079985585
 DERL1,ENSG00000136986,-0.340945449707417
 DERL2,ENSG00000072849,0.379470285983955
 DERL3,ENSG00000099958,-0.856414914394911
 PRR26,ENSG00000180525,0.740648151948926
 PRR25,ENSG00000167945,0.55033985596451
 PRR24,ENSG00000257704,0.484070189589938
 PRR22,ENSG00000212123,1.17254438720041
 ASIC2,ENSG00000108684,-0.685901294699279
 NCR3,ENSG00000204475,-0.323425131768151
 IBTK,ENSG00000005700,-0.00955467414129189
 RBX1,ENSG00000100387,-0.17783407680101
 HSPBAP1,ENSG00000169087,0.056785241067493
 ZBTB26,ENSG00000171448,0.0573305044449547
 S100A7A,ENSG00000184330,-0.554247347821903
 ZBTB25,ENSG00000089775,-0.186483079674239
 THEMIS,ENSG00000172673,0.0959315208697879
 ITIH1,ENSG00000055957,-0.797795660289848
 ITIH3,ENSG00000162267,0.114210812235871
 ITIH2,ENSG00000151655,-0.988372654579111
 ITIH5,ENSG00000123243,0.822066437614193
 ITIH4,ENSG00000055955,0.259909857981307
 ITIH6,ENSG00000102313,4.45218673472171
 TNFSF9,ENSG00000125657,-2.12168930738468
 TNFSF8,ENSG00000106952,-0.279114074747378
 TNFSF4,ENSG00000117586,0.951626101819976
 GMPPA,ENSG00000144591,0.952505760499614
 GMPPB,ENSG00000173540,0.742567701316966
 MAS1,ENSG00000130368,1.08625639722588
 OIT3,ENSG00000138315,-2.03762773251083
 RAD52,ENSG00000002016,0.280416857960319
 RAD51,ENSG00000051180,-0.398028367962744
 RAD50,ENSG00000113522,-0.0488735226707537
 TFDP2,ENSG00000114126,0.460993693045281
 RNF38,ENSG00000137075,-0.368536470215789
 RNF39,ENSG00000204618,2.40304676534265
 RNF32,ENSG00000105982,0.173105126694854
 RNF31,ENSG00000092098,0.100937534396635
 UGT1A10,ENSG00000242515,0.0577108806315685
 TPPP,ENSG00000171368,-2.87046642814533
 INTS3,ENSG00000143624,0.237935865009853
 INTS2,ENSG00000108506,-0.486230201057696
 INTS1,ENSG00000164880,0.114210007113675
 INTS7,ENSG00000143493,0.139630959431827
 INTS6,ENSG00000102786,0.133715260635562
 INTS5,ENSG00000185085,0.263211659772972
 INTS4,ENSG00000149262,0.188348779969864
 TPP1,ENSG00000166340,-0.380697919234592
 INTS9,ENSG00000104299,0.0201892777620542
 INTS8,ENSG00000164941,-0.103463927188413
 EPN3,ENSG00000049283,3.99259681386552
 RGS4,ENSG00000117152,-0.455468790415718
 FAM181B,ENSG00000182103,-0.449354069779841
 EPN2,ENSG00000072134,-0.0874996824462139
 CDRT15,ENSG00000223510,0.337215266954125
 MYL6,ENSG00000092841,0.264035187835349
 MYL7,ENSG00000106631,-0.984629576238259
 MYL4,ENSG00000198336,-0.0347024939202252
 MYL5,ENSG00000215375,0.42440205097018
 MYL2,ENSG00000111245,0.347645870588527
 MYL3,ENSG00000160808,-0.748628350472085
 MYL1,ENSG00000168530,1.23341495810763
 CDKN2AIPNL,ENSG00000237190,-0.485197308037994
 NCEH1,ENSG00000144959,-0.229064651425334
 TSNARE1,ENSG00000171045,0.153416386730697
 MPP3,ENSG00000161647,0.779335303114458
 MPP2,ENSG00000108852,0.667805529209917
 MPP1,ENSG00000130830,-0.0857064080591055
 MPP7,ENSG00000150054,-0.112699256650471
 MPP6,ENSG00000105926,-0.600738413497743
 MPP5,ENSG00000072415,0.248968632781135
 MPP4,ENSG00000082126,-0.459785361958
 FAM110A,ENSG00000125898,1.88476304994766
 FAM110C,ENSG00000184731,-0.0952802576856115
 FAM110B,ENSG00000169122,0.142255773833652
 FAM110D,ENSG00000197245,0.342583332009113
 SPTB,ENSG00000070182,-1.42252189167828
 SNTG1,ENSG00000147481,-3.66562294124202
 SNTG2,ENSG00000172554,0.610273245195869
 MYLK,ENSG00000065534,1.4548043833348
 TSPAN3,ENSG00000140391,-0.858525475720999
 YME1L1,ENSG00000136758,-0.205270550036657
 GORASP2,ENSG00000115806,-0.192805518368259
 GORASP1,ENSG00000114745,0.231974881732366
 PPRC1,ENSG00000148840,-0.0368877057953404
 CCKAR,ENSG00000163394,-1.12629422823516
 SUMF2,ENSG00000129103,0.335149647614858
 SUMF1,ENSG00000144455,0.2360593100614
 SURF1,ENSG00000148290,0.0488650182964729
 FNDC3A,ENSG00000102531,-0.0608980083851851
 FNDC3B,ENSG00000075420,0.0691555294235578
 SURF2,ENSG00000148291,-0.186822696700382
 SURF4,ENSG00000148248,0.324466124111322
 SURF6,ENSG00000148296,-0.016246537459475
 TSPAN6,ENSG00000000003,0.495766550647773
 MB21D1,ENSG00000164430,0.776931460743426
 MB21D2,ENSG00000180611,-0.978496030499507
 CORO2B,ENSG00000103647,-0.851183025896725
 CORO2A,ENSG00000106789,2.84475916579731
 SPACA4,ENSG00000177202,3.04358828621573
 CCDC135,ENSG00000159625,-0.668240685379157
 CCDC136,ENSG00000128596,1.11009551681086
 SPACA7,ENSG00000153498,0.0765929473109114
 CCDC130,ENSG00000104957,0.231095437196137
 SPACA1,ENSG00000118434,-0.467905967246845
 CCDC132,ENSG00000004766,-0.388152168800814
 SPACA3,ENSG00000141316,-0.230339191058838
 CCDC138,ENSG00000163006,0.0188950978778444
 STK31,ENSG00000196335,-0.299320870290004
 FRG2B,ENSG00000225899,0.156254212332592
 STK33,ENSG00000130413,0.173248365248557
 STK35,ENSG00000125834,-0.127451601239481
 STK36,ENSG00000163482,0.486871980120367
 STK38,ENSG00000112079,0.223125425871751
 STK39,ENSG00000198648,0.711958773125311
 UTP6,ENSG00000108651,0.0727449580854474
 DNAAF1,ENSG00000154099,-0.208622238335967
 DNAAF2,ENSG00000165506,-0.312668703655295
 CHRNB1,ENSG00000170175,-0.687230687109082
 CHRNB3,ENSG00000147432,-0.616114616926954
 CHRNB2,ENSG00000160716,-1.91591671037116
 CHRNB4,ENSG00000117971,-0.718552855106606
 HBEGF,ENSG00000113070,-0.187892026834165
 CYP7A1,ENSG00000167910,-0.79122974405435
 PODNL1,ENSG00000132000,0.649083918615806
 GSTT2,ENSG00000099984,1.05231828183905
 ZNRD1,ENSG00000066379,0.0647567639440894
 PLXNA3,ENSG00000130827,0.569678141420786
 PLXNA2,ENSG00000076356,-0.536684513044174
 PLXNA1,ENSG00000114554,-0.377225009177575
 PBDC1,ENSG00000102390,0.279282707836015
 PLXNA4,ENSG00000221866,-2.47973822921555
 PEG3,ENSG00000198300,-1.69485832243044
 SCAI,ENSG00000173611,-0.436111904224482
 MAP2K3,ENSG00000034152,0.0717266780361631
 MAP2K2,ENSG00000126934,0.326234448525049
 MAP2K1,ENSG00000169032,-0.42935249538464
 MAP2K7,ENSG00000076984,-0.11765278551293
 MAP2K6,ENSG00000108984,-0.130298568185611
 MAP2K5,ENSG00000137764,-0.368368166733876
 MAP2K4,ENSG00000065559,-0.0950824752338544
 SCAP,ENSG00000114650,-0.162350064366458
 MINK1,ENSG00000141503,-0.239735404826406
 ACY3,ENSG00000132744,1.95225355336276
 ACY1,ENSG00000243989,0.827288444951877
 ATP5G2,ENSG00000135390,-0.0588204223920084
 GRPR,ENSG00000126010,0.784552158637264
 SPATA6L,ENSG00000106686,0.130628132103773
 PSMF1,ENSG00000125818,-0.379788547609723
 ZNF570,ENSG00000171827,-0.0315982116581648
 BDNF,ENSG00000176697,0.618888488465921
 BORA,ENSG00000136122,-0.0835177800825876
 T,ENSG00000164458,-1.87608503214353
 CSNK2A3,ENSG00000254598,-0.365824275117361
 CSNK2A2,ENSG00000070770,-0.337761794205183
 CSNK2A1,ENSG00000101266,-0.314545880121718
 CIRH1A,ENSG00000141076,-0.302521835459998
 KDM5D,ENSG00000012817,4.21999141995968
 KDM5A,ENSG00000073614,-0.0564861921199874
 KDM5B,ENSG00000117139,0.23297239767826
 KDM5C,ENSG00000126012,-0.209527589619761
 AIPL1,ENSG00000129221,-0.195886089091415
 GLUL,ENSG00000135821,-1.15593972918383
 IFT122,ENSG00000163913,-0.152610601000701
 OR2B11,ENSG00000177535,-0.144330513288478
 CRYAA,ENSG00000160202,-0.881964244733337
 GYS1,ENSG00000104812,0.488217354428865
 GYS2,ENSG00000111713,-1.12908880898052
 ETV1,ENSG00000006468,-0.588798797216939
 ETV3,ENSG00000117036,-0.137308553847964
 ETV2,ENSG00000105672,0.541273171142473
 ETV5,ENSG00000244405,-0.302464841227419
 ETV4,ENSG00000175832,1.22926009100522
 ETV7,ENSG00000010030,0.373926424069671
 ETV6,ENSG00000139083,0.457360020471181
 SNF8,ENSG00000159210,-0.274434999274257
 MESDC2,ENSG00000117899,-0.0131055845896735
 IKZF5,ENSG00000095574,-0.226391735683723
 IKZF4,ENSG00000123411,-0.392425336431157
 IKZF1,ENSG00000185811,-0.20820032597582
 IKZF3,ENSG00000161405,0.19731677898148
 IKZF2,ENSG00000030419,0.282994283240586
 C11orf70,ENSG00000137691,0.590729016539745
 C11orf73,ENSG00000149196,-0.414407116315556
 C11orf72,ENSG00000184224,-1.65674541122213
 C11orf74,ENSG00000166352,-0.650422884881797
 TCEAL3,ENSG00000196507,0.281269129882713
 TCEAL2,ENSG00000184905,0.307870119505283
 TCEAL1,ENSG00000172465,0.286728745600166
 TCEAL7,ENSG00000182916,-0.508260200353571
 TCEAL6,ENSG00000204071,-1.94405632807883
 TCEAL5,ENSG00000204065,-0.375436105927997
 TCEAL8,ENSG00000180964,-0.0725099314244952
 WIZ,ENSG00000011451,-0.0118175588047793
 HMX1,ENSG00000215612,-1.03089075678882
 HMX3,ENSG00000188620,-0.287746904323854
 HMX2,ENSG00000188816,1.38484277718056
 ESX1,ENSG00000123576,-0.406041420020221
 CACYBP,ENSG00000116161,-0.80083069086379
 PRPS2,ENSG00000101911,0.698866324034943
 CAND1,ENSG00000111530,-0.27581985377996
 PRPS1,ENSG00000147224,-0.566429808655178
 CDR2,ENSG00000140743,0.115761191394219
 CDR1,ENSG00000184258,-2.29848059631736
 BRPF3,ENSG00000096070,-0.0580379247418674
 SYNGR1,ENSG00000100321,0.101597749319961
 BRPF1,ENSG00000156983,-0.167677670528006
 LUZP4,ENSG00000102021,-0.177522616956758
 LUZP1,ENSG00000169641,0.168966984915157
 LUZP2,ENSG00000187398,2.42323173352236
 C8orf82,ENSG00000213563,1.51269629676637
 C8orf87,ENSG00000254318,-0.0170626354051275
 C8orf86,ENSG00000196166,-0.278330385650724
 CTD-2049J23.3,ENSG00000242107,-0.227296762023228
 UBE2Q1,ENSG00000160714,-0.364199131947529
 UBE2Q2,ENSG00000140367,0.271593803517783
 REM1,ENSG00000088320,0.44676346558844
 REM2,ENSG00000139890,0.191964590589674
 SYNGR2,ENSG00000108639,1.06314868751779
 C16orf13,ENSG00000130731,0.12102137215151
 C16orf11,ENSG00000161992,-0.38595760159615
 ASS1,ENSG00000130707,-0.715125033736351
 ZNF879,ENSG00000234284,0.114445190511581
 ZNF878,ENSG00000257446,0.0228020556690218
 SPR,ENSG00000116096,1.01278762237886
 SPN,ENSG00000197471,-0.132005653842717
 SP8,ENSG00000164651,5.74432770940381
 SP9,ENSG00000217236,-1.95240133080937
 SYNGR4,ENSG00000105467,0.963904047583039
 SP1,ENSG00000185591,-0.155549205555226
 SP2,ENSG00000167182,-0.216415978915135
 SP3,ENSG00000172845,-0.152854043154322
 SP4,ENSG00000105866,-0.118677458442863
 SP5,ENSG00000204335,1.81334666809992
 SP6,ENSG00000189120,1.54472015249619
 SP7,ENSG00000170374,-0.996626914479905
 GOLGA6A,ENSG00000159289,0.0471395972200958
 GOLIM4,ENSG00000173905,-0.731101790337096
 KLLN,ENSG00000227268,-0.322841361788348
 OVCH2,ENSG00000183378,3.23304621731663
 OVCH1,ENSG00000187950,-0.394536639087806
 SPPL2A,ENSG00000138600,0.0367352627983032
 SPPL2C,ENSG00000185294,-1.11481539247591
 SPPL2B,ENSG00000005206,0.223969129509242
 UGCG,ENSG00000148154,-0.0599985591912434
 ATP2A1,ENSG00000196296,1.10778723386702
 ATP2A2,ENSG00000174437,-0.291832224272099
 GAP43,ENSG00000172020,-2.92041163852812
 FBXL12,ENSG00000127452,0.401043808169169
 FBXL15,ENSG00000107872,-0.0434174467901898
 FBXL14,ENSG00000171823,-0.53754578331269
 FBXL17,ENSG00000145743,-0.570086602747543
 FBXL16,ENSG00000127585,-1.67706451325407
 FAM169A,ENSG00000198780,0.706480670882301
 FBXL18,ENSG00000155034,-0.325014714331529
 FAM169B,ENSG00000185087,0.0622152748435419
 DNAH10OS,ENSG00000250091,-0.772463274799748
 SDK1,ENSG00000146555,-7.08212784264327e-05
 GRP,ENSG00000134443,2.14568861124966
 THSD4,ENSG00000187720,1.68483698709698
 GRN,ENSG00000030582,-0.00927336224002472
 FAM134C,ENSG00000141699,0.460365802519254
 FAM134B,ENSG00000154153,-0.244475524604636
 FAM134A,ENSG00000144567,-0.212168817550026
 ZNF707,ENSG00000181135,0.13439059594189
 AFTPH,ENSG00000119844,0.242124499475585
 HTR5A-AS1,ENSG00000220575,-1.66873263058449
 RNF114,ENSG00000124226,0.258229216128176
 RNF112,ENSG00000128482,0.9126521753065
 ZC3H14,ENSG00000100722,0.123600149453649
 PIPOX,ENSG00000179761,0.65590616236179
 ATP1A4,ENSG00000132681,-0.0947334512227947
 ATP1A3,ENSG00000105409,-3.29647375374703
 ATP1A2,ENSG00000018625,-0.305045119734919
 ATP1A1,ENSG00000163399,-0.432599476704316
 SPHK2,ENSG00000063176,0.227265347789325
 SPHK1,ENSG00000176170,-0.220508758420533
 TP53TG3,ENSG00000183632,-0.359794960301433
 IFT80,ENSG00000068885,-0.376535014226888
 NUP98,ENSG00000110713,0.159246298068569
 XPA,ENSG00000136936,0.0389841513742203
 KISS1R,ENSG00000116014,-0.472769374646243
 ATG4C,ENSG00000125703,-0.461635796809958
 ATG4A,ENSG00000101844,-0.22769190828187
 ATG4D,ENSG00000130734,-0.018187805924973
 GPT2,ENSG00000166123,1.78399315795472
 NAALAD2,ENSG00000077616,-0.00536573004149431
 HMG20A,ENSG00000140382,-0.262401483602803
 HMG20B,ENSG00000064961,1.34935797404385
 ZFP82,ENSG00000181007,0.231393578875707
 ZCCHC12,ENSG00000174460,-2.93483804807316
 NRXN3,ENSG00000021645,-0.0994852838283477
 NRXN2,ENSG00000110076,-0.315969646876564
 NRXN1,ENSG00000179915,0.21101737897846
 STAC3,ENSG00000185482,1.56736211627305
 DPYSL4,ENSG00000151640,1.1867130448109
 DPYSL5,ENSG00000157851,-1.01783257793239
 DPYSL2,ENSG00000092964,-1.29965499020431
 DPYSL3,ENSG00000113657,0.603330877221129
 PPP6R2,ENSG00000100239,0.107198536169386
 TMC4,ENSG00000167608,3.04251534618357
 MYO3A,ENSG00000095777,-0.899327224254951
 TMC6,ENSG00000141524,0.714134202651957
 TMC7,ENSG00000170537,0.55581935331408
 APIP,ENSG00000149089,0.363496808390131
 TMC1,ENSG00000165091,1.45459019612652
 TMC2,ENSG00000149488,-1.37314413849174
 TMC3,ENSG00000188869,1.32653146220875
 TMC8,ENSG00000167895,-0.0224649009371954
 MLF1,ENSG00000178053,-1.36455099808523
 RSPH9,ENSG00000172426,0.286230105900128
 CFLAR,ENSG00000003402,0.325325147044587
 RSPH3,ENSG00000130363,0.437847168667397
 RSPH1,ENSG00000160188,0.956139072865061
 FANCE,ENSG00000112039,-0.366256793688358
 FANCA,ENSG00000187741,-0.540448355188487
 LARP4B,ENSG00000107929,0.388326927140613
 ASGR1,ENSG00000141505,-0.863670119905995
 ASGR2,ENSG00000161944,-0.802436061040222
 API5,ENSG00000166181,-0.182460087099374
 KIAA1199,ENSG00000103888,-0.0229411901341633
 HLA-DPA1,ENSG00000231389,0.161529622502678
 KIAA1191,ENSG00000122203,-0.0808065132726799
 CA5B,ENSG00000169239,-0.0724788238249486
 C19orf26,ENSG00000099625,-0.812273312870917
 C19orf24,ENSG00000228300,0.60336193451065
 ITGB1BP1,ENSG00000119185,-0.619847756906411
 ZAP70,ENSG00000115085,-0.0526062248464262
 SYNDIG1,ENSG00000101463,0.944345680699772
 HNRNPA1,ENSG00000135486,-0.109107075427201
 RAC2,ENSG00000128340,0.147866082202401
 RAC3,ENSG00000169750,0.972665837383483
 RAC1,ENSG00000136238,-0.426684730720338
 VCL,ENSG00000035403,0.361104637571629
 CPLX2,ENSG00000145920,-2.74891395259186
 CPLX3,ENSG00000213578,9.10453914160069
 CPLX1,ENSG00000168993,0.186357534841047
 CPLX4,ENSG00000166569,0.426354899307584
 VCX,ENSG00000182583,0.974076580437151
 PBX4,ENSG00000105717,0.232193699529216
 PBX2,ENSG00000204304,0.110332083022305
 PBX3,ENSG00000167081,0.924959662060439
 PBX1,ENSG00000185630,0.229376912410688
 AIRE,ENSG00000160224,0.440526678308834
 TUBG2,ENSG00000037042,0.144071439479147
 FAM71F1,ENSG00000135248,0.619600720512983
 PRAMEF1,ENSG00000116721,0.229426135928074
 PRAMEF2,ENSG00000120952,-0.110208891094688
 FAM71F2,ENSG00000205085,0.248354166651643
 CLEC14A,ENSG00000176435,-0.226404815739241
 UXT,ENSG00000126756,0.324345869390552
 CLCN3,ENSG00000109572,-0.0425017571567637
 CLCN2,ENSG00000114859,-0.133652708953252
 CLCN1,ENSG00000188037,0.393469189479535
 CLCN7,ENSG00000103249,-0.103962130760656
 CLCN6,ENSG00000011021,0.0783526004571565
 CLCN5,ENSG00000171365,-0.46857071425096
 CLCN4,ENSG00000073464,-2.13412469456107
 OR10D3,ENSG00000197309,-0.107622144940703
 DNAJA2,ENSG00000069345,-0.287582138166232
 DNAJA3,ENSG00000103423,-0.315778067238471
 DNAJA1,ENSG00000086061,-0.0512247502694743
 DNAJA4,ENSG00000140403,0.502176754081213
 GALR3,ENSG00000128310,-0.066969244860069
 GALR2,ENSG00000182687,-0.553310491836733
 UTRN,ENSG00000152818,0.440174739369558
 MRPL24,ENSG00000143314,-0.149816103616471
 MRPL27,ENSG00000108826,-0.011593606139602
 MRPL21,ENSG00000197345,0.00605835627202854
 MRPL20,ENSG00000242485,0.0434718484899362
 MRPL23,ENSG00000214026,0.0253086273806611
 MRPL22,ENSG00000082515,-0.291284642795519
 MRPL28,ENSG00000086504,0.0520159388495219
 NPTX2,ENSG00000106236,-0.915288761942878
 NPTX1,ENSG00000171246,-1.50508995514262
 CHD1L,ENSG00000131778,-0.0366024638651905
 RNF130,ENSG00000113269,-0.444582114162964
 RAPH1,ENSG00000173166,0.359796926898197
 RNF133,ENSG00000188050,0.0736147580345889
 RNF135,ENSG00000181481,0.309566214249447
 RNF138,ENSG00000134758,-0.0714700069640646
 RNF139,ENSG00000170881,-0.53622619358993
 GID4,ENSG00000141034,-0.355836331197641
 TRMT11,ENSG00000066651,-0.141493284854099
 TSHZ2,ENSG00000182463,0.392717121489111
 TSHZ3,ENSG00000121297,1.11449814167069
 TSHZ1,ENSG00000179981,-0.539571460040661
 GID8,ENSG00000101193,-0.0643482988771841
 TRMT12,ENSG00000183665,-0.0748998745442513
 COL4A6,ENSG00000197565,2.33188996320789
 MYO1H,ENSG00000174527,-0.30748502807346
 MYO1G,ENSG00000136286,0.121476989940842
 MYO1F,ENSG00000142347,0.0746548683459713
 MYO1E,ENSG00000157483,-0.0283206340219139
 MYO1D,ENSG00000176658,0.0811177083263852
 MYO1C,ENSG00000197879,0.813780622645376
 MYO1B,ENSG00000128641,-0.23888225514914
 MYO1A,ENSG00000166866,0.162581969446139
 DENND6B,ENSG00000205593,0.460864783910227
 BCR,ENSG00000186716,-0.494688612785857
 DENND6A,ENSG00000174839,-0.11789304389976
 PGBD4,ENSG00000182405,-0.0427599983287921
 PGBD5,ENSG00000177614,-1.35855485899471
 PGBD2,ENSG00000185220,0.4813093425779
 PGBD3,ENSG00000243251,0.605685127135363
 CTPS1,ENSG00000171793,0.291581001231499
 LGALSL,ENSG00000119862,0.171655974278458
 SULT6B1,ENSG00000138068,0.213017788278207
 FAM188A,ENSG00000148481,-0.0522803176431926
 NEMF,ENSG00000165525,-0.0117189379671886
 LGALS9,ENSG00000168961,-0.157628388846385
 LGALS8,ENSG00000116977,0.325205042166212
 LGALS3,ENSG00000131981,0.217092560656047
 LGALS2,ENSG00000100079,-0.72448519209227
 LGALS1,ENSG00000100097,0.168442512593211
 LGALS7,ENSG00000205076,-1.47157341554088
 LGALS4,ENSG00000171747,0.386081196670521
 NMU,ENSG00000109255,-1.93941416164951
 NMB,ENSG00000197696,-0.37837125058744
 ELN,ENSG00000049540,0.228627482728053
 MYO16,ENSG00000041515,-0.5752857694554
 TRNT1,ENSG00000072756,0.3591376042044
 NMI,ENSG00000123609,0.25611084214536
 LPGAT1,ENSG00000123684,-0.12430661713778
 ELL,ENSG00000105656,-0.125539051836317
 MID1IP1,ENSG00000165175,-0.312679332157997
 C20orf187,ENSG00000125899,0.0389387366420224
 ILKAP,ENSG00000132323,-0.110262000042107
 WRAP53,ENSG00000141499,-0.214486541310384
 RMND1,ENSG00000155906,-0.526661569410181
 TAX1BP1,ENSG00000106052,-0.207908073198928
 TAX1BP3,ENSG00000213977,0.0767644689877479
 PTGS2,ENSG00000073756,1.8781830277813
 PTGS1,ENSG00000095303,0.601842354103261
 ZFAND6,ENSG00000086666,-0.110776911150879
 ZFAND5,ENSG00000107372,-0.465204144427806
 ZFAND4,ENSG00000172671,0.0520527180933375
 ZFAND3,ENSG00000156639,-0.107499998293735
 ZFAND1,ENSG00000104231,0.0223261112464355
 SLC39A12,ENSG00000148482,-3.22116320029283
 SLC39A13,ENSG00000165915,0.0501732330649819
 SLC39A10,ENSG00000196950,0.711558464815419
 SLC39A11,ENSG00000133195,-0.195770474809426
 SLC39A14,ENSG00000104635,-0.488643562148772
 CEP120,ENSG00000168944,-0.24990714076065
 EIF1AX,ENSG00000173674,-0.436855474942703
 EIF1AD,ENSG00000175376,-0.19195691157377
 SMAD4,ENSG00000141646,0.302290403709783
 EVI5,ENSG00000067208,-0.290729262405273
 NARFL,ENSG00000103245,0.495723954690013
 SMAD7,ENSG00000101665,-0.305945601348847
 MICALCL,ENSG00000133808,0.569588781632198
 MYSM1,ENSG00000162601,-0.0968107239237459
 MLYCD,ENSG00000103150,-0.0977280183607407
 BMP6,ENSG00000153162,-0.673559137559875
 BMP5,ENSG00000112175,0.556510620064228
 BMP4,ENSG00000125378,1.26581225631881
 BMP3,ENSG00000152785,-0.884154505186236
 BMP2,ENSG00000125845,-0.665763391637904
 BMP1,ENSG00000168487,0.542808303899958
 MUS81,ENSG00000172732,0.111147046538391
 DR1,ENSG00000117505,-0.412678012471868
 TERF2,ENSG00000132604,-0.278849026070483
 TERF1,ENSG00000147601,-0.0915412625553849
