 gene    name , gene    ENS ,Uterus
 MRPS18B,ENSG00000204568,-0.0986133886643568
 MRPS18C,ENSG00000163319,-0.130524134381277
 AC011239.1,ENSG00000224361,-0.802696972166439
 NOP10,ENSG00000182117,-0.0757289685172015
 NRARP,ENSG00000198435,0.954786379254705
 EXOC3L2,ENSG00000130201,2.6819700311206
 AMOTL1,ENSG00000166025,-0.0584874602540898
 LCN6,ENSG00000267206,2.51828755879308
 LCN1,ENSG00000160349,0.117386783481585
 LCN2,ENSG00000148346,-0.567903623417937
 LCN9,ENSG00000148386,-0.270254600520874
 DDHD1,ENSG00000100523,-0.221702998974955
 DNAJC16,ENSG00000116138,0.326844896449441
 DNAJC17,ENSG00000104129,0.175089485955544
 DNAJC14,ENSG00000135392,0.178422344077745
 DNAJC15,ENSG00000120675,-0.426414576058008
 DNAJC12,ENSG00000108176,-0.106647401292822
 DNAJC13,ENSG00000138246,0.0680392054097445
 DNAJC10,ENSG00000077232,0.282637654066876
 TECRL,ENSG00000205678,-0.135927512463916
 EPRS,ENSG00000136628,-0.160252939687523
 DNAJC18,ENSG00000170464,-0.00944461375697096
 DNAJC19,ENSG00000205981,-0.294315422471154
 EDF1,ENSG00000107223,-0.164840906348164
 SUPT16H,ENSG00000092201,0.164894544469133
 SCML2,ENSG00000102098,0.163192415389572
 SCML1,ENSG00000047634,0.0404552207642118
 SCML4,ENSG00000146285,0.675634063231199
 NRK,ENSG00000123572,-0.550900099707009
 NRM,ENSG00000137404,0.834948947510727
 NRL,ENSG00000129535,-0.0464475817539356
 ADC,ENSG00000142920,-0.275632509804454
 ADA,ENSG00000196839,-0.392418164292939
 ADM,ENSG00000148926,-1.79509786199562
 IER3IP1,ENSG00000134049,-0.0940972948570212
 TPSG1,ENSG00000116176,1.2190941265563
 NUP214,ENSG00000126883,-0.0627826203913212
 TPGS2,ENSG00000134779,-0.589347593662785
 TPGS1,ENSG00000141933,0.515864777498813
 NUP210,ENSG00000132182,-1.80535126806613
 CXorf24,ENSG00000196741,0.399765890616389
 KIAA0319L,ENSG00000142687,-0.20169607886468
 EVX1,ENSG00000106038,2.72579444997288
 EVX2,ENSG00000174279,-0.979321624127164
 PRAMEF12,ENSG00000116726,-0.0521002822066608
 EME1,ENSG00000154920,0.0397532689529456
 FAM47E-STBD1,ENSG00000118804,-0.212016189910039
 EME2,ENSG00000197774,0.042131457850571
 SULT1C2,ENSG00000198203,-0.221288209591065
 DUOX1,ENSG00000137857,-1.29247778362069
 PCNXL3,ENSG00000197136,0.309647098163436
 PCNXL2,ENSG00000135749,-0.818341789785475
 METRN,ENSG00000103260,0.0664089221457449
 ECH1,ENSG00000104823,-0.163009725327652
 TAPBPL,ENSG00000139192,0.0498328498341221
 CDHR1,ENSG00000148600,-1.36194705112616
 MOGS,ENSG00000115275,0.105945038995861
 CDHR3,ENSG00000128536,-2.31485161767345
 CDHR4,ENSG00000187492,1.35707298303563
 CDHR5,ENSG00000099834,-0.617946146010486
 HARS,ENSG00000170445,0.0710598794907202
 RAB22A,ENSG00000124209,0.00949601773446429
 C19orf80,ENSG00000130173,0.456284461006456
 C19orf81,ENSG00000235034,1.57452052143517
 C19orf82,ENSG00000267106,0.12800138583433
 JUNB,ENSG00000171223,-1.15965528815682
 JUND,ENSG00000130522,-0.318019978828818
 SALL4,ENSG00000101115,-0.918163740169956
 SALL1,ENSG00000103449,5.73444450747589
 SALL3,ENSG00000256463,-1.77012118416202
 SALL2,ENSG00000165821,0.305066179308504
 CYP1A1,ENSG00000140465,1.05464940750539
 C5orf38,ENSG00000186493,-1.60158772854614
 C5orf30,ENSG00000181751,-1.01574098944651
 B9D1,ENSG00000108641,0.670447317117899
 FIS1,ENSG00000214253,0.0636934620373234
 ZMIZ2,ENSG00000122515,-0.11301157756553
 ZMIZ1,ENSG00000108175,0.431547858486589
 MAGEL2,ENSG00000254585,2.24860667592789
 GLTSCR1,ENSG00000063169,0.311349538089918
 GLTSCR2,ENSG00000105373,0.199879386329747
 CYP2A7,ENSG00000198077,2.23741796354688
 CYP2A6,ENSG00000255974,1.79068854858391
 OR7E24,ENSG00000237521,0.562989317923447
 PCP4,ENSG00000183036,1.62393555674792
 RNFT2,ENSG00000135119,-0.423075244148446
 RNFT1,ENSG00000189050,-0.497527709953978
 HBP1,ENSG00000105856,-0.0776940449643672
 STX8,ENSG00000170310,-0.205469642042796
 ELOF1,ENSG00000130165,0.494841237233389
 MFHAS1,ENSG00000147324,-0.19331909189011
 DHX16,ENSG00000204560,0.0891966267890994
 IFLTD1,ENSG00000152936,-0.359844952003309
 DHX15,ENSG00000109606,0.0419763253531261
 LEPROT,ENSG00000213625,0.12125673886544
 MIS18A,ENSG00000159055,-0.00043877547409619
 DGCR8,ENSG00000128191,0.257124358613929
 DGCR6,ENSG00000183628,-1.48713295333506
 ZNF783,ENSG00000204946,0.272004347028177
 ZNF782,ENSG00000196597,0.105408863391805
 ZNF787,ENSG00000142409,0.542174587176319
 ZNF785,ENSG00000197162,0.270565136649329
 ZNF784,ENSG00000179922,0.341663470230103
 ZNF789,ENSG00000198556,0.324083470545568
 ZNF788,ENSG00000214189,0.623443487175164
 RPP40,ENSG00000124787,0.501629256654904
 SMIM22,ENSG00000267795,-1.127185061289
 SMIM20,ENSG00000250317,-0.127203755556749
 SMIM21,ENSG00000206026,0.260071114892245
 OR11L1,ENSG00000197591,0.144130321698059
 ADAMDEC1,ENSG00000134028,-0.957164971969676
 RHOT1,ENSG00000126858,-0.32813249967679
 CDSN,ENSG00000204539,-0.0247012703055491
 DCLK1,ENSG00000133083,0.175502625426016
 DCLK3,ENSG00000163673,0.529638451420972
 DCLK2,ENSG00000170390,0.0201371078193146
 NOX1,ENSG00000007952,0.506753286580115
 NOX3,ENSG00000074771,0.0794855092390304
 NOX5,ENSG00000255346,1.9659257531622
 NOX4,ENSG00000086991,1.92269524938335
 PGS1,ENSG00000087157,0.176646981442844
 KAL1,ENSG00000011201,-2.40713628801226
 UBE3B,ENSG00000151148,-0.187260120157857
 UBE3C,ENSG00000009335,-0.0600395430247584
 UBE3A,ENSG00000114062,-0.084797810911097
 UBE3D,ENSG00000118420,-0.162284551750059
 BCAS3,ENSG00000141376,-0.0461124001823409
 HOOK2,ENSG00000095066,-0.554227943705042
 GNGT2,ENSG00000167083,0.59339636650804
 MTRF1,ENSG00000120662,-0.229877951537067
 SNRNP70,ENSG00000104852,0.116271955880594
 MTFR1,ENSG00000066855,0.154179205143027
 MTFR2,ENSG00000146410,-1.23198440892268
 GET4,ENSG00000239857,-0.403321267665953
 GLOD5,ENSG00000171433,-0.573816745668498
 GLOD4,ENSG00000167699,-0.0463001866202266
 GCH1,ENSG00000131979,0.10206799919577
 CD80,ENSG00000121594,0.998295228677149
 ZNF699,ENSG00000196110,0.256053390279424
 AC114783.1,ENSG00000237524,-0.342161163204452
 NAA20,ENSG00000173418,0.190858562491684
 NAA25,ENSG00000111300,-0.0254993997288878
 CNKSR3,ENSG00000153721,0.831070001741684
 QDPR,ENSG00000151552,-0.184460376042431
 TBC1D19,ENSG00000109680,0.637331341501923
 TBC1D12,ENSG00000108239,-0.083413292682121
 TBC1D13,ENSG00000107021,0.115119408421897
 TBC1D16,ENSG00000167291,0.332571572750451
 TBC1D17,ENSG00000104946,0.023850197668433
 TBC1D14,ENSG00000132405,-0.0839606524128292
 TBC1D15,ENSG00000121749,-0.140582554840928
 AUTS2,ENSG00000158321,-0.81012681476002
 ZBED2,ENSG00000177494,-1.91711884277561
 HSPA1B,ENSG00000204388,0.436577213424441
 HSPA1A,ENSG00000204389,0.537903023107128
 IKBKAP,ENSG00000070061,-0.216745568378526
 PF4,ENSG00000163737,-0.448551278336925
 ZBED4,ENSG00000100426,0.165829624338548
 CACTIN,ENSG00000105298,0.167983724368234
 HSPA1L,ENSG00000204390,-0.12590073140532
 CYSLTR1,ENSG00000173198,-0.368974430450757
 KRTAP19-3,ENSG00000244025,0.299221299818801
 ANKRD63,ENSG00000230778,0.60082376335361
 ANKRD62,ENSG00000181626,0.642653141076698
 ANKRD61,ENSG00000157999,0.255316672263309
 ANKRD60,ENSG00000124227,0.200831566762572
 ANKRD66,ENSG00000230062,-0.483080361737483
 HSPA13,ENSG00000155304,-0.0284965354044036
 HSPA14,ENSG00000187522,-0.154525459778025
 MXI1,ENSG00000119950,-0.82784358021495
 PDE2A,ENSG00000186642,0.562717777174639
 SCFD1,ENSG00000092108,0.0515059915201918
 SCFD2,ENSG00000184178,-0.0176309115986429
 MYPOP,ENSG00000176182,0.216246654788941
 FAM222A,ENSG00000139438,-1.94631197654316
 FAM222B,ENSG00000173065,-0.176506529453007
 MEN1,ENSG00000133895,0.0699330328733474
 KRT222,ENSG00000213424,0.851832206046542
 CTAGE8,ENSG00000244693,-0.316906764004077
 CTAGE9,ENSG00000236761,0.0169408572548727
 CTAGE1,ENSG00000212710,0.246963844455993
 CTAGE5,ENSG00000150527,-0.0767287402906264
 CTAGE6,ENSG00000271321,-1.21489517646353
 KCTD13,ENSG00000174943,0.199139973960299
 CRTAC1,ENSG00000095713,-1.91843380143444
 GALNT14,ENSG00000158089,-0.526229947902779
 STAMBPL1,ENSG00000138134,-0.980990380729968
 PP13004,ENSG00000205745,-0.363706625150433
 TTI2,ENSG00000129696,-0.0199108714002438
 TTI1,ENSG00000101407,0.0428642219113611
 MOCS1,ENSG00000124615,0.0114003995871156
 AHR,ENSG00000106546,-0.381239293884111
 KCTD11,ENSG00000213859,0.293291281770456
 CD69,ENSG00000110848,0.869016014504161
 STK38L,ENSG00000211455,0.177008321834006
 QSOX2,ENSG00000165661,0.165591798499055
 QSOX1,ENSG00000116260,0.0922630631899748
 GALNT18,ENSG00000110328,0.403578797255012
 PKHD1L1,ENSG00000205038,-0.287852735253409
 TADA2B,ENSG00000173011,0.0538535032293105
 NR2C2AP,ENSG00000184162,-0.00160667532345446
 KCTD17,ENSG00000100379,0.400326950880058
 DYNC2LI1,ENSG00000138036,0.104275136993319
 KIF9,ENSG00000088727,0.0843648269782109
 KIF6,ENSG00000164627,-0.983594816260219
 KIF7,ENSG00000166813,0.320053247317705
 SHF,ENSG00000138606,0.208988078918524
 AP3M1,ENSG00000185009,0.197613447583281
 AP3M2,ENSG00000070718,0.0509661695853871
 S100Z,ENSG00000171643,1.31474056145006
 LIMK2,ENSG00000182541,-0.106133168992074
 KIRREL,ENSG00000183853,0.701156920195191
 TNKS1BP1,ENSG00000149115,0.396670639970336
 ABT1,ENSG00000146109,0.120795801686634
 ICAM3,ENSG00000076662,-0.172824863885753
 LAPTM4A,ENSG00000068697,0.490746634268235
 LAPTM4B,ENSG00000104341,0.600633085118093
 DHFRL1,ENSG00000178700,0.226506174567466
 SPATA31E1,ENSG00000177992,0.281291153837807
 AARSD1,ENSG00000266967,-0.0109356707469501
 ESYT1,ENSG00000139641,0.382366033274383
 ESYT2,ENSG00000117868,-0.479886155495645
 ESYT3,ENSG00000158220,0.882153814075112
 CXCR2,ENSG00000180871,-0.41761859919736
 CXCR6,ENSG00000172215,0.520348601547031
 CXCR5,ENSG00000160683,-1.29018847180954
 CXCR4,ENSG00000121966,0.125369979699912
 S100B,ENSG00000160307,-3.47854968405304
 CLRN2,ENSG00000249581,-0.257825531744996
 CLRN3,ENSG00000180745,-0.496098045514937
 CLRN1,ENSG00000163646,2.29481727171507
 CRYBB2,ENSG00000244752,0.211284907552706
 CRYBB1,ENSG00000100122,0.608503858072694
 STMND1,ENSG00000230873,-0.498255154959256
 IFI44,ENSG00000137965,-0.0180503940657272
 EVA1A,ENSG00000115363,3.07995661766277
 EVA1B,ENSG00000142694,0.539664064082723
 EVA1C,ENSG00000166979,0.682628055875389
 OR9A2,ENSG00000179468,-0.493152530746523
 NUDCD1,ENSG00000120526,0.293383863735506
 ANKRD11,ENSG00000167522,0.10722925401762
 DPRX,ENSG00000204595,-2.22637701795465
 PALM,ENSG00000099864,0.4076978149819
 PABPC4L,ENSG00000254535,1.06341183072166
 SLC9B1,ENSG00000164037,-0.16664901586014
 SLC9B2,ENSG00000164038,0.248141343025052
 LAYN,ENSG00000204381,0.297431240522348
 LUM,ENSG00000139329,1.56752061448782
 OR2V1,ENSG00000185372,-0.26548592803673
 VNN2,ENSG00000112303,-0.649954135994814
 VNN3,ENSG00000093134,-0.436496006106885
 VNN1,ENSG00000112299,-0.344939547305433
 KLRG2,ENSG00000188883,-0.506870611217103
 RETNLB,ENSG00000163515,0.218970861114286
 C18orf32,ENSG00000177576,-0.549126628810983
 WDYHV1,ENSG00000156795,-0.148194487376133
 NOP9,ENSG00000196943,-0.0236699823994763
 GPBP1,ENSG00000062194,-0.214647887349012
 CEP250,ENSG00000126001,-0.0563854320525854
 UHRF2,ENSG00000147854,-0.163706365503463
 HHLA2,ENSG00000114455,-1.02750570739139
 HHLA3,ENSG00000197568,-0.132577842479572
 HHLA1,ENSG00000132297,0.010467685973098
 DSCC1,ENSG00000136982,0.260301508669713
 PRSS1,ENSG00000204983,-0.317474737185659
 PRSS3,ENSG00000010438,-1.81005997283782
 TSLP,ENSG00000145777,-0.772925013710447
 PRSS8,ENSG00000052344,-1.49207600845542
 RB1,ENSG00000139687,-0.0363911398241297
 MAT2A,ENSG00000168906,-0.109705770628366
 HEG1,ENSG00000173706,-0.0278472787959261
 WDR41,ENSG00000164253,0.110004441219146
 HCG27,ENSG00000206344,-0.422584835480435
 CASC3,ENSG00000108349,0.0913298448512187
 CASC1,ENSG00000118307,0.0488950814220432
 CASC5,ENSG00000137812,-0.0313466087047239
 CASC4,ENSG00000166734,-0.200183896465647
 WDR44,ENSG00000131725,-0.131862537580427
 PXMP4,ENSG00000101417,-0.203862691110275
 WDR45,ENSG00000196998,0.110921619399695
 WDR47,ENSG00000085433,-0.237984363468022
 NUDT11,ENSG00000196368,0.388816437274781
 MYEOV2,ENSG00000172428,-0.266282261468306
 CYP2C18,ENSG00000108242,-0.764142457727872
 DLL4,ENSG00000128917,0.738837437938991
 NUTM1,ENSG00000184507,-0.0892512160701582
 GSS,ENSG00000100983,-7.140659732847e-05
 KLRB1,ENSG00000111796,0.236221914024733
 NAALADL2,ENSG00000177694,0.235812332318697
 NAALADL1,ENSG00000168060,0.587670716547307
 KNCN,ENSG00000162456,-0.189599028878608
 FAM50B,ENSG00000145945,-0.10368456934276
 FAM50A,ENSG00000071859,-0.0560785931811897
 CRX,ENSG00000105392,0.309228287520088
 NME1-NME2,ENSG00000243678,0.045071387464543
 JAK2,ENSG00000096968,-0.442557067096953
 AQP7,ENSG00000165269,0.298397835069553
 AQP4,ENSG00000171885,-4.04566654901282
 AQP5,ENSG00000161798,0.821190488715998
 AQP2,ENSG00000167580,-0.00817566407841514
 AQP3,ENSG00000165272,-0.944523009231415
 AQP1,ENSG00000240583,0.00427880476881211
 AQP8,ENSG00000103375,1.71106469733251
 AQP9,ENSG00000103569,-1.5031782155213
 MPV17L,ENSG00000156968,-0.165726597979185
 GSC,ENSG00000133937,-0.72775320786156
 ETNPPL,ENSG00000164089,-0.864418839006071
 POM121L12,ENSG00000221900,-0.00931453099099587
 GUCY1B3,ENSG00000061918,0.358537601269697
 CASP16,ENSG00000228146,-0.765753530675882
 ADORA1,ENSG00000163485,-0.0864839687378745
 ADORA3,ENSG00000121933,0.0865674351732374
 RESP18,ENSG00000182698,-0.895732909267847
 SPANXN5,ENSG00000204363,-0.239571909021708
 SPANXN4,ENSG00000189326,-0.00285017803201645
 POM121,ENSG00000196313,0.0528650753308704
 BTNL9,ENSG00000165810,0.0237218681235478
 BTNL8,ENSG00000113303,-1.39080399670819
 BTNL2,ENSG00000204290,0.776755736539586
 AAMDC,ENSG00000087884,-0.283521584445561
 ACTC1,ENSG00000159251,-0.420857680544981
 DSN1,ENSG00000149636,-0.00842726988303084
 SPANXD,ENSG00000196406,-0.0855889314958881
 SPANXC,ENSG00000198573,0.240295258863296
 SPAM1,ENSG00000106304,0.243599857953678
 FHL2,ENSG00000115641,0.0584703139867859
 FHL3,ENSG00000183386,1.34704159546722
 FHL1,ENSG00000022267,0.0639167438042265
 FHL5,ENSG00000112214,0.213153524738596
 FTH1,ENSG00000167996,-0.31339215957529
 ZNF248,ENSG00000198105,0.125577450096195
 PAWR,ENSG00000177425,1.19395861621373
 RAD51D,ENSG00000185379,0.130596006100308
 RAD51C,ENSG00000108384,-0.032988722861254
 RAD51B,ENSG00000182185,1.62040567231512
 COL21A1,ENSG00000124749,1.02546667261442
 GATAD2A,ENSG00000167491,0.241466959611978
 MRPS34,ENSG00000074071,0.119633228404374
 DNA2,ENSG00000138346,-0.128742695288454
 KCNS1,ENSG00000124134,-3.20491597669925
 KCNS2,ENSG00000156486,0.145706904703009
 KCNS3,ENSG00000170745,-0.702113168498257
 C17orf62,ENSG00000178927,0.0721316068754089
 C17orf64,ENSG00000141371,-0.834529330034611
 DRG2,ENSG00000108591,0.230355128155133
 SPOP,ENSG00000121067,-0.160282272537988
 SLCO2A1,ENSG00000174640,2.93135287971868
 OR2M4,ENSG00000171180,-0.256743891248114
 TP53BP1,ENSG00000067369,0.0719302914828988
 TP53BP2,ENSG00000143514,-0.346599442192713
 IPPK,ENSG00000127080,0.369289301990142
 ARHGAP40,ENSG00000124143,-1.42625903598389
 ARHGAP42,ENSG00000165895,0.475835134925043
 CD19,ENSG00000177455,-0.659921935386191
 DARS,ENSG00000115866,-0.156241225382774
 GLRX5,ENSG00000182512,-0.340191273040078
 GLRX2,ENSG00000023572,-0.318969344146488
 GLRX3,ENSG00000108010,0.0272417908641862
 PIH1D2,ENSG00000150773,0.143615405704241
 ARGFX,ENSG00000186103,0.289344385287643
 DARC,ENSG00000213088,0.468001673363875
 S100A10,ENSG00000197747,-1.06835746188873
 S100A13,ENSG00000189171,-0.344682494457814
 S100A12,ENSG00000163221,0.620526779008842
 S100A14,ENSG00000189334,-1.55650793924384
 PHYHIP,ENSG00000168490,1.30212704773959
 S100A16,ENSG00000188643,0.187546430630896
 CACNA2D1,ENSG00000153956,-0.294875167286861
 GRK6,ENSG00000198055,0.176901341208936
 GRK7,ENSG00000114124,-0.603703073696409
 GRK4,ENSG00000125388,-0.230044025072731
 GRK5,ENSG00000198873,-0.853504792477859
 GRK1,ENSG00000185974,-0.191433635753853
 OSTF1,ENSG00000134996,-0.325027153698782
 KLHL7,ENSG00000122550,-0.161430334646046
 KLHL4,ENSG00000102271,1.57617584302053
 KLHL5,ENSG00000109790,-0.186682779575041
 KLHL2,ENSG00000109466,-0.0852991993803167
 KLHL3,ENSG00000146021,-0.28782975947859
 KLHL1,ENSG00000150361,-1.4905842577535
 PRKDC,ENSG00000253729,0.0812328029454115
 KLHL8,ENSG00000145332,0.472851764543535
 KLHL9,ENSG00000198642,-0.0866072839848041
 RSPH10B2,ENSG00000169402,-0.628486724811323
 ZDHHC11B,ENSG00000206077,-2.07546538225042
 MAMDC4,ENSG00000177943,-0.614935838765838
 MAMDC2,ENSG00000165072,1.19159593400858
 LYG1,ENSG00000144214,0.402044275990965
 LYG2,ENSG00000185674,-0.386783132469432
 TCTN2,ENSG00000168778,-0.0883821101819087
 TCTN3,ENSG00000119977,0.234114213633279
 TCTN1,ENSG00000204852,0.0979841100182454
 TNXB,ENSG00000168477,0.37099471102389
 FATE1,ENSG00000147378,-1.46943468975414
 LCE6A,ENSG00000235942,0.471223898020904
 SERPINB11,ENSG00000206072,-0.893879279373406
 SERPINB10,ENSG00000242550,-1.01217920908781
 SERPINB13,ENSG00000197641,-0.477456702186113
 SERPINB12,ENSG00000166634,-0.47431918444697
 LRMP,ENSG00000118308,-0.499946547692302
 BSCL2,ENSG00000168000,0.0334760705996198
 GSTT2B,ENSG00000133433,-0.0468464520011095
 SLC32A1,ENSG00000101438,-1.02010671765685
 C6ORF165,ENSG00000272514,0.228253046711194
 PABPC3,ENSG00000151846,-0.207592761805534
 SYNE1,ENSG00000131018,-0.448846023489391
 SYNE2,ENSG00000054654,-0.292146069262823
 SYNE3,ENSG00000176438,-0.101810073806378
 CAMKMT,ENSG00000143919,-0.205355947178627
 RIMS3,ENSG00000117016,0.753502951915022
 OTC,ENSG00000036473,1.35546273215674
 AVL9,ENSG00000105778,-0.0620356503511994
 UBQLN3,ENSG00000175520,0.98077070570459
 UBQLN1,ENSG00000135018,-0.0169224954770549
 UBQLN4,ENSG00000160803,0.444637913213711
 OR8B12,ENSG00000170953,0.0553313023433101
 DAPK3,ENSG00000167657,0.178742338851295
 DAPK2,ENSG00000035664,-0.803766354359918
 DAPK1,ENSG00000196730,-0.995441601954218
 ULK2,ENSG00000083290,-0.169315382987897
 ULK3,ENSG00000140474,0.0518844597514101
 SNTA1,ENSG00000101400,-0.563014204003466
 ULK1,ENSG00000177169,-0.0573238500715714
 ULK4,ENSG00000168038,1.38029264781623
 TNR,ENSG00000116147,-1.21453936568156
 ZFPL1,ENSG00000162300,0.19367572397255
 TNF,ENSG00000232810,-0.0265206029776858
 TNC,ENSG00000041982,2.45530669120642
 TNN,ENSG00000120332,-2.42109723083531
 SATL1,ENSG00000184788,-0.110760740406318
 RNLS,ENSG00000184719,-0.019429766058779
 UBL5,ENSG00000198258,-0.118931188527412
 UBL7,ENSG00000138629,0.11070658137302
 STK19,ENSG00000204344,0.0299273866193045
 UBL3,ENSG00000122042,0.703630424036662
 KRT38,ENSG00000171360,2.13351510169892
 STK10,ENSG00000072786,-0.303776751621028
 STK11,ENSG00000118046,0.0923865764995414
 STK16,ENSG00000115661,-0.0400458217059599
 SV2A,ENSG00000159164,0.566828773593081
 SV2C,ENSG00000122012,-1.56128881791982
 SV2B,ENSG00000185518,-2.29501013052056
 PIK3R2,ENSG00000105647,0.274830170107345
 KRT32,ENSG00000108759,1.44978917542032
 KRT35,ENSG00000197079,0.0212679877619669
 EHF,ENSG00000135373,-0.870491263286168
 KRT36,ENSG00000126337,2.25808272821496
 GRB10,ENSG00000106070,0.194266480836741
 GRB14,ENSG00000115290,-2.87671645288527
 HSD17B12,ENSG00000149084,-0.244907064863784
 HSD17B13,ENSG00000170509,1.62419208768874
 GPR15,ENSG00000154165,-0.0858766219197622
 GPR12,ENSG00000132975,-3.18172997839692
 GPR19,ENSG00000183150,-1.19320746133172
 ARNTL,ENSG00000133794,-0.481041927297146
 KCNMA1,ENSG00000156113,1.99431354081637
 RP11-324D17.1,ENSG00000259517,0.0829230326629984
 PCYOX1L,ENSG00000145882,-0.226827099513833
 RP11-10J21.3,ENSG00000254019,0.427788685570483
 HEATR5A,ENSG00000129493,-0.174392848749577
 HEATR5B,ENSG00000008869,-0.212481821081246
 ARNT2,ENSG00000172379,-0.391195943617214
 PLXNC1,ENSG00000136040,-0.367085391318522
 ZNRF4,ENSG00000105428,-0.0727954478478009
 ZNRF1,ENSG00000186187,0.433588854003775
 ZNRF3,ENSG00000183579,0.274725618899187
 ZNRF2,ENSG00000180233,0.647494053481594
 EFCAB9,ENSG00000214360,-0.77414791317072
 EFCAB8,ENSG00000215529,0.376902935501172
 MYBBP1A,ENSG00000132382,0.192142440053783
 EFCAB5,ENSG00000176927,-0.663930994185853
 FLNA,ENSG00000196924,1.56284314252396
 FLNB,ENSG00000136068,0.503953301352426
 FLNC,ENSG00000128591,1.77728129717147
 EFCAB1,ENSG00000034239,2.78156261911679
 EFCAB3,ENSG00000172421,-0.346490021034106
 EFCAB2,ENSG00000203666,0.104789940687365
 PRKCSH,ENSG00000130175,0.0865968629917965
 PTCRA,ENSG00000171611,-0.42615927310996
 RAD51AP1,ENSG00000111247,-0.261498667275851
 RAD51AP2,ENSG00000214842,-1.14248868380386
 SAP30BP,ENSG00000161526,0.128466375968788
 SIT1,ENSG00000137078,0.16753817787075
 RP11-817J15.3,ENSG00000255798,0.969970842989682
 CELSR1,ENSG00000075275,0.7314739781423
 CXorf28,ENSG00000228459,-0.186371269706247
 CXorf27,ENSG00000187516,0.949880480418145
 CXorf21,ENSG00000120280,-0.0443666252155499
 CXorf23,ENSG00000173681,-0.114100295551168
 CXorf22,ENSG00000165164,-0.34794167635149
 PSMD9,ENSG00000110801,0.11861084508828
 PSMD8,ENSG00000099341,-0.0506868541674817
 SPPL3,ENSG00000157837,0.149638931847305
 PSMD5,ENSG00000095261,-0.0968560064843704
 PSMD4,ENSG00000159352,-0.0539158443128622
 PSMD7,ENSG00000103035,0.104807384635182
 PSMD6,ENSG00000163636,0.120268448203217
 PSMD1,ENSG00000173692,0.340999051897266
 PSMD3,ENSG00000108344,0.366973422684069
 PSMD2,ENSG00000175166,0.217225595039507
 RPGRIP1L,ENSG00000103494,0.462087605676751
 COPS7B,ENSG00000144524,0.361556659478807
 COPS7A,ENSG00000111652,-0.0500070213098229
 NAF1,ENSG00000145414,0.07111353388761
 DKK4,ENSG00000104371,-0.478329012061133
 DKK2,ENSG00000155011,-2.07525641736935
 DKK3,ENSG00000050165,-0.54657401919714
 DKK1,ENSG00000107984,-0.112486461570133
 RABGGTB,ENSG00000137955,-0.0330543093189673
 RABGGTA,ENSG00000100949,-0.149350248575665
 CES4A,ENSG00000172824,-0.574028455816102
 C2ORF15,ENSG00000273045,-0.626993514828886
 EBLN1,ENSG00000223601,-0.405855529068886
 EBLN2,ENSG00000255423,0.0587346921522863
 POF1B,ENSG00000124429,-0.856785329466329
 KLF5,ENSG00000102554,-0.966882477512335
 PLBD2,ENSG00000151176,-0.131582302137076
 PLBD1,ENSG00000121316,0.692401531526642
 PTAR1,ENSG00000188647,0.0720457049521182
 CEP350,ENSG00000135837,-0.136594595896022
 CCDC40,ENSG00000141519,0.551284158043993
 RP1-228P16.5,ENSG00000257955,0.0273280417377663
 YEATS2,ENSG00000163872,-0.160911419916584
 YEATS4,ENSG00000127337,-0.381896083833086
 TCEANC,ENSG00000176896,-0.106158833281082
 C11orf58,ENSG00000110696,-0.127443980816858
 C11orf53,ENSG00000150750,-2.47627996381078
 C11orf52,ENSG00000149300,-0.2643463688731
 C11orf57,ENSG00000150776,-0.00447773585949254
 C11orf54,ENSG00000182919,-0.289124235361898
 RP11-366M4.3,ENSG00000248329,-0.481763143481403
 TUBB,ENSG00000196230,0.311618670905214
 SFSWAP,ENSG00000061936,-0.0663027948811697
 HDAC1,ENSG00000116478,0.299444415429624
 HDAC3,ENSG00000171720,0.0942710410254955
 HDAC2,ENSG00000196591,0.184894804658635
 HDAC5,ENSG00000108840,-0.0521625038357155
 HDAC4,ENSG00000068024,0.25930188784867
 HDAC7,ENSG00000061273,0.374474303790921
 HDAC6,ENSG00000094631,0.143972278145494
 HDAC9,ENSG00000048052,0.57826396420583
 TMEM161A,ENSG00000064545,0.572925362426405
 TMEM161B,ENSG00000164180,0.0871302051206704
 KIAA1549L,ENSG00000110427,-2.49605060508104
 FILIP1,ENSG00000118407,0.80403919428046
 CDT1,ENSG00000167513,-0.114114868265529
 TMEM190,ENSG00000160472,-0.56735496672652
 CST8,ENSG00000125815,0.213401819618927
 CST9,ENSG00000173335,-0.650731092669701
 TRAPPC11,ENSG00000168538,-0.25207521829397
 TRAPPC10,ENSG00000160218,0.180936837438778
 TRAPPC13,ENSG00000113597,0.0178714153763636
 TRAPPC12,ENSG00000171853,0.113663325383187
 CST2,ENSG00000170369,-1.66907491099117
 CST3,ENSG00000101439,-0.533825059051531
 CST1,ENSG00000170373,0.122085899650376
 CST6,ENSG00000175315,-3.00125471820847
 CST7,ENSG00000077984,0.687553759393496
 CST4,ENSG00000101441,-0.143449875740621
 PLA2R1,ENSG00000153246,1.03372819017043
 CSTA,ENSG00000121552,-1.9478379154118
 CMC1,ENSG00000187118,-0.0548249054275457
 CMC2,ENSG00000103121,-0.502959386966888
 CEP57,ENSG00000166037,-0.0642462664119911
 AMIGO1,ENSG00000181754,-0.339228098179748
 CDC20B,ENSG00000164287,-0.384960533055779
 AMIGO2,ENSG00000139211,0.836906925246696
