 gene    name , gene    ENS ,Adipose-Visceral(Omentum)
 KRIT1,ENSG00000001631,0.183606071067257
 TRABD2A,ENSG00000186854,-0.0373661925474523
 TRABD2B,ENSG00000269113,1.04318188562227
 CDPF1,ENSG00000205643,0.0134564816844884
 SLC6A20,ENSG00000163817,-1.63287365625662
 SCRIB,ENSG00000180900,-0.146372993434843
 WWP2,ENSG00000198373,-0.0924511150543969
 WWP1,ENSG00000123124,0.119828888442065
 DAPL1,ENSG00000163331,-0.736943674784226
 TPI1,ENSG00000111669,-0.164397021042351
 PRTN3,ENSG00000196415,0.239018693620076
 CTSH,ENSG00000103811,0.126068009653287
 CTSK,ENSG00000143387,0.400045484760097
 CTSO,ENSG00000256043,0.182755582012679
 CTSA,ENSG00000064601,0.199911547029922
 CTSB,ENSG00000164733,-0.151226254328446
 CTSC,ENSG00000109861,0.958412530878613
 CTSD,ENSG00000117984,-0.112326817525732
 CTSE,ENSG00000196188,0.669978279870477
 CTSF,ENSG00000174080,0.110457164536901
 CTSZ,ENSG00000101160,0.218858854165703
 CTSS,ENSG00000163131,0.425490827371079
 CTSV,ENSG00000136943,-0.758798956452571
 CTSW,ENSG00000172543,0.610444033016286
 INCA1,ENSG00000196388,-0.197336171570605
 AMMECR1,ENSG00000101935,0.86900575555828
 EMD,ENSG00000102119,-0.0905788362872896
 AFF4,ENSG00000072364,-0.0218758203088023
 AFF3,ENSG00000144218,-1.32558128946083
 AFF1,ENSG00000172493,0.291641080460585
 PDPR,ENSG00000090857,0.0614500032509913
 STK40,ENSG00000196182,-0.0560663551486881
 KIAA0196,ENSG00000164961,0.0680368090207758
 UBA6,ENSG00000033178,-0.0842895744027269
 PDP1,ENSG00000164951,-0.276740455242029
 PDP2,ENSG00000172840,0.304268215103431
 UBA5,ENSG00000081307,-0.000879519968648365
 UBA2,ENSG00000126261,0.286937186405949
 UBA3,ENSG00000144744,-0.0921035311107794
 UBA1,ENSG00000130985,-0.188484096725559
 PWP2,ENSG00000241945,0.223404813636441
 PHF20,ENSG00000025293,-0.227405962378403
 HSPBP1,ENSG00000133265,-0.23566049103465
 PSMB1,ENSG00000008018,-0.0132250731619607
 RPAIN,ENSG00000129197,-0.127550914679141
 CPXM1,ENSG00000088882,2.89954319930338
 PNO1,ENSG00000115946,0.225685271418632
 CPXM2,ENSG00000121898,0.913315959401825
 PENK,ENSG00000181195,0.289187231431495
 ZIM2,ENSG00000269699,-0.903162604944016
 ZIM3,ENSG00000141946,0.619431049314295
 GPR64,ENSG00000173698,1.13831183651524
 GPR65,ENSG00000140030,0.579869511271244
 GPR62,ENSG00000180929,0.345642014420758
 GPR63,ENSG00000112218,1.1996918093628
 GPR61,ENSG00000156097,-1.15978162170603
 PNOC,ENSG00000168081,-0.99432531720498
 GPR68,ENSG00000119714,-0.833879948134948
 ITPK1,ENSG00000100605,-0.24468647049219
 TDGF1,ENSG00000241186,0.0162759168955674
 ATP5L2,ENSG00000249222,-0.198814124227425
 INSM2,ENSG00000168348,-1.34705052100281
 JARID2,ENSG00000008083,-0.279620016844559
 GNE,ENSG00000159921,0.0888872222912595
 INSM1,ENSG00000173404,-0.870889422436673
 TMEM37,ENSG00000171227,1.47807324860217
 TMEM31,ENSG00000179363,-0.370843597271253
 TMEM33,ENSG00000109133,-0.0170650060314677
 NT5C1B,ENSG00000185013,0.932979453652129
 NT5C1A,ENSG00000116981,0.158272876476561
 OTOP1,ENSG00000163982,-0.454012979304466
 OTOP3,ENSG00000182938,-0.55526763830096
 OTOP2,ENSG00000183034,-0.672076969023259
 OR14J1,ENSG00000204695,-0.0281614929647807
 POGK,ENSG00000143157,-0.0299688549621991
 C10orf105,ENSG00000214688,1.70790953408813
 C10orf107,ENSG00000183346,-0.534373681386629
 SDS,ENSG00000135094,-1.14874104224926
 ANO10,ENSG00000160746,0.107481683147468
 PRUNE2,ENSG00000106772,-0.552167316621355
 APCDD1L,ENSG00000198768,0.575092391282461
 NRCAM,ENSG00000091129,-1.41970472099175
 FAM155B,ENSG00000130054,-0.98679170484436
 PNLIP,ENSG00000175535,0.862494102425111
 CXorf58,ENSG00000165182,-1.9731901057216
 CXorf56,ENSG00000018610,0.0117772567441851
 CXorf57,ENSG00000147231,-0.789175609083222
 LYZ,ENSG00000090382,0.611246201196209
 C9orf147,ENSG00000230185,-0.966658001732732
 LYN,ENSG00000254087,0.119829411732173
 PRH2,ENSG00000134551,0.190647166198888
 LY9,ENSG00000122224,1.60591507838921
 IP6K3,ENSG00000161896,-1.50320508109544
 IP6K2,ENSG00000068745,-0.0756830581415104
 DPCR1,ENSG00000168631,-0.0811706962687328
 VPS13C,ENSG00000129003,0.0372664966204355
 MYO15A,ENSG00000091536,0.0208093037835689
 KATNBL1,ENSG00000134152,-0.0106598393008275
 NFKBIB,ENSG00000104825,-0.31939897893287
 SVOPL,ENSG00000157703,-1.21327827744558
 NFKBID,ENSG00000167604,0.105721986979288
 NFKBIE,ENSG00000146232,-0.213821645516016
 NFKBIZ,ENSG00000144802,1.15312288464734
 PLAC1,ENSG00000170965,-0.228585187946791
 TP53RK,ENSG00000172315,0.0640095020832283
 PLAC9,ENSG00000189129,0.464612603806498
 PLAC8,ENSG00000145287,0.375923883382171
 PRSS33,ENSG00000103355,-0.123991411030086
 PRSS37,ENSG00000165076,-0.26125751570313
 NR5A2,ENSG00000116833,1.36283436063204
 NR5A1,ENSG00000136931,-0.358789427103951
 RPGRIP1,ENSG00000092200,0.182743169719238
 DLX5,ENSG00000105880,0.646179406875457
 DLX6,ENSG00000006377,0.999810918770062
 PRSS38,ENSG00000185888,-0.346190493614596
 DLX1,ENSG00000144355,-0.12005969641884
 DLX2,ENSG00000115844,-0.799430996604466
 DLX3,ENSG00000064195,0.206037417309545
 ACVRL1,ENSG00000139567,0.901138598351342
 ACTB,ENSG00000075624,-0.0953721505800297
 SEC23A,ENSG00000100934,0.191461959618361
 VAV1,ENSG00000141968,0.301353347165549
 VAV3,ENSG00000134215,-0.337762600534949
 VAV2,ENSG00000160293,-0.356744889818066
 KCNIP4,ENSG00000185774,-1.02305354948825
 TP63,ENSG00000073282,-1.54497505975059
 NR6A1,ENSG00000148200,-1.55264942440414
 MARS2,ENSG00000247626,-0.043317741470852
 PYGO1,ENSG00000171016,0.106085111429393
 PYGO2,ENSG00000163348,0.0174134168706921
 CRHBP,ENSG00000145708,1.06985364348892
 FERMT3,ENSG00000149781,0.129118085344445
 WDR91,ENSG00000105875,-0.305091265748485
 ALS2CR11,ENSG00000155754,-0.538909588039114
 ZFX,ENSG00000005889,0.152842245391537
 PRPH2,ENSG00000112619,0.398408534287632
 C9orf62,ENSG00000178243,0.0570114991791574
 GRIN2A,ENSG00000183454,0.314178782079007
 C9orf66,ENSG00000183784,0.526649964647924
 C9orf64,ENSG00000165118,0.234500823267176
 USP6NL,ENSG00000148429,-0.111777167427489
 C9orf69,ENSG00000238227,0.0680404769833865
 GRIN2D,ENSG00000105464,0.424450896532936
 USP12,ENSG00000152484,0.0473124604636872
 USP13,ENSG00000058056,0.312397028710646
 USP10,ENSG00000103194,-0.114676307893955
 USP11,ENSG00000102226,-0.425160481151968
 USP16,ENSG00000156256,0.0280441092547018
 USP14,ENSG00000101557,-0.0133323645689823
 USP18,ENSG00000184979,0.437200883274408
 USP19,ENSG00000172046,-0.0879126894000871
 INPP1,ENSG00000151689,-0.130532534976933
 RLTPR,ENSG00000159753,0.293343192656624
 CTB-133G6.1,ENSG00000263264,-0.154202582192975
 IFFO1,ENSG00000010295,0.326476914886458
 CRKL,ENSG00000099942,-0.0908152318131786
 CXXC11,ENSG00000188011,0.461584962808103
 IFFO2,ENSG00000169991,-0.703410689121672
 UBAC1,ENSG00000130560,-0.352684250057181
 SUPT5H,ENSG00000196235,-0.206725191006566
 RETN,ENSG00000104918,0.118660600906706
 RPTN,ENSG00000215853,-0.339832308707474
 SLC35E2B,ENSG00000189339,0.0957987671072058
 SF3A1,ENSG00000099995,-0.014397374328978
 SF3A2,ENSG00000104897,-0.163835241103965
 FXR1,ENSG00000114416,-0.0113378071364571
 FXR2,ENSG00000129245,-0.348119484983361
 CYP4X1,ENSG00000186377,0.351965345768394
 RHBDD2,ENSG00000005486,-0.470885588828076
 RHBDD3,ENSG00000100263,-0.0362187000213525
 RHBDD1,ENSG00000144468,0.083619234610064
 KLC1,ENSG00000126214,-0.355059890362825
 KLC2,ENSG00000174996,-0.360234532963737
 KLC3,ENSG00000104892,-0.0445086175233658
 KLC4,ENSG00000137171,-0.140046498596075
 CHURC1,ENSG00000258289,0.038549495466392
 CHCHD2,ENSG00000106153,-0.150852016888587
 CHCHD3,ENSG00000106554,0.0755894542032782
 CHCHD1,ENSG00000172586,0.0194557856539051
 CHCHD6,ENSG00000159685,-0.221047633126156
 CHCHD7,ENSG00000170791,-0.22857343905301
 CHCHD4,ENSG00000163528,0.082140186508419
 CHCHD5,ENSG00000125611,-0.0454121991164925
 ZNF519,ENSG00000175322,-0.272453829075321
 ZNF513,ENSG00000163795,-0.0560273937503662
 ZNF510,ENSG00000081386,0.0633193604322648
 ZNF511,ENSG00000198546,0.0719525680580184
 ZNF516,ENSG00000101493,-0.351320829084196
 ZNF517,ENSG00000197363,-0.204574823805401
 ZNF514,ENSG00000144026,0.297883205790602
 TSPYL4,ENSG00000187189,-0.970057756793378
 TSPYL5,ENSG00000180543,-0.556561631712193
 TSPYL1,ENSG00000189241,-0.00280798002526914
 TSPYL2,ENSG00000184205,-0.072470564407222
 XIRP1,ENSG00000168334,-1.05669136146036
 XIRP2,ENSG00000163092,-1.52486442106489
 CTDP1,ENSG00000060069,-0.207641480253597
 VWF,ENSG00000110799,1.26072380785025
 CDH13,ENSG00000140945,0.413692649316741
 CDH15,ENSG00000129910,-0.618155504827928
 CREG2,ENSG00000175874,-1.31238099227496
 NTN1,ENSG00000065320,-0.944365797717233
 NTN3,ENSG00000162068,-0.148906780404853
 NTN4,ENSG00000074527,-0.0680917229227474
 NTN5,ENSG00000142233,-0.8245588418289
 SI,ENSG00000090402,-0.410422870197667
 IFNA21,ENSG00000137080,-0.799269987271726
 B4GALNT4,ENSG00000182272,-0.553109091884754
 B4GALNT1,ENSG00000135454,-0.395474339774784
 RPL23A,ENSG00000198242,0.203923725682646
 B4GALNT3,ENSG00000139044,-1.9379695549028
 NUDC,ENSG00000090273,-0.236926303256303
 DEFA6,ENSG00000164822,0.412876600313174
 DEFA5,ENSG00000164816,-0.790931617918009
 DEFA4,ENSG00000164821,-0.284070156455752
 DEFA1,ENSG00000206047,-0.0332227919159464
 NUMBL,ENSG00000105245,0.139446063833743
 BCAT1,ENSG00000060982,0.460644934645162
 NRP1,ENSG00000099250,1.11265446969786
 NRP2,ENSG00000118257,0.209765525617123
 C12orf61,ENSG00000221949,0.177306547015921
 C12orf66,ENSG00000174206,-0.000715903432329826
 C12orf65,ENSG00000130921,-0.107868031484434
 C12orf68,ENSG00000177875,-0.723176582322319
 SPHKAP,ENSG00000153820,-2.66853385700166
 MAGED4B,ENSG00000187243,-0.366919874699574
 GSTA4,ENSG00000170899,-0.0716495873133979
 GSTA5,ENSG00000182793,-0.118361526381884
 GSTA1,ENSG00000243955,-0.503213920501385
 GSTA2,ENSG00000244067,0.0378800242180858
 GSTA3,ENSG00000174156,-0.0168585947942931
 FKSG62,ENSG00000259752,-0.45227191886948
 GAN,ENSG00000261609,-0.169040675555016
 DYNLT1,ENSG00000146425,0.0686139293970038
 DYNLT3,ENSG00000165169,-0.282594897367328
 STRAP,ENSG00000023734,-0.0181291853147547
 C1orf85,ENSG00000198715,0.387197099572279
 C1orf86,ENSG00000162585,-0.257430873780344
 RNF208,ENSG00000212864,-0.745570051192954
 RNF207,ENSG00000158286,0.366308627036597
 STRA6,ENSG00000137868,0.81692908073972
 SIGLEC14,ENSG00000254415,-0.759093532170526
 SIGLEC15,ENSG00000197046,0.472286396879629
 SIGLEC10,ENSG00000142512,0.327174904523248
 SIGLEC11,ENSG00000161640,0.711184364293026
 KIFC2,ENSG00000167702,-0.157067104553569
 KIFC1,ENSG00000237649,-0.220482769443938
 PSMA7,ENSG00000101182,0.0878969697048474
 NLGN1,ENSG00000169760,0.629404027519897
 SYNPO2,ENSG00000172403,0.486458565571156
 DMRT1,ENSG00000137090,-0.61384381653695
 DMRT2,ENSG00000173253,-0.251582177082851
 DMRT3,ENSG00000064218,-0.743503666332865
 RP11-664I21.6,ENSG00000254943,1.00715900406764
 PROS1,ENSG00000184500,0.547446675744505
 ARHGEF10L,ENSG00000074964,-0.213487873000814
 NCKAP5L,ENSG00000167566,0.0607596638531498
 PLA2G12B,ENSG00000138308,-0.560943315933475
 PLA2G12A,ENSG00000123739,0.0562572020614549
 LYRM2,ENSG00000083099,-0.153095082686386
 IQCA1,ENSG00000132321,1.97575179283294
 TNKS2,ENSG00000107854,-0.102710933124216
 EPOR,ENSG00000187266,0.19036121741936
 ERAS,ENSG00000187682,-0.0340539282873176
 HS6ST1,ENSG00000136720,0.10225809213514
 HS6ST2,ENSG00000171004,-0.485038400703096
 HS6ST3,ENSG00000185352,-0.97028390553238
 PROSC,ENSG00000147471,0.054113325747495
 TCERG1,ENSG00000113649,-0.0570072773620906
 CNBP,ENSG00000169714,-0.0718583866258481
 INTS12,ENSG00000138785,-0.0511287102933265
 INTS10,ENSG00000104613,-0.0240094746316516
 TXN2,ENSG00000100348,0.0611795532655359
 AGAP1,ENSG00000157985,-0.544073593423812
 AGAP2,ENSG00000135439,-0.442830141286114
 AGAP3,ENSG00000133612,-0.152519721444968
 AGAP4,ENSG00000188234,0.391956742630093
 AGAP5,ENSG00000172650,0.0838366954985408
 AGAP6,ENSG00000204149,0.249298741826695
 SLC23A1,ENSG00000170482,0.0322289517504298
 GDPD3,ENSG00000102886,0.728407526773237
 SLC23A3,ENSG00000213901,0.682070325401951
 GDPD1,ENSG00000153982,-0.548613375017603
 GDPD4,ENSG00000178795,0.336950140408565
 GDPD5,ENSG00000158555,0.858061760196958
 OSGEPL1,ENSG00000128694,0.051237820935848
 C6orf106,ENSG00000196821,-0.239131910484626
 YWHAQ,ENSG00000134308,-0.190782992126637
 C6orf100,ENSG00000204709,0.111528368065777
 YWHAH,ENSG00000128245,0.0818698664968326
 YWHAB,ENSG00000166913,-0.0186413110976251
 FCRL1,ENSG00000163534,1.79125275336154
 FCRL2,ENSG00000132704,1.58631664361652
 FCRL3,ENSG00000160856,0.591475581911541
 FCRL4,ENSG00000163518,0.706658677159375
 FCRL5,ENSG00000143297,1.43484426851301
 FCRL6,ENSG00000181036,0.913668790880873
 YWHAE,ENSG00000108953,0.0032041871809075
 FCRLA,ENSG00000132185,0.512708735689263
 FCRLB,ENSG00000162746,0.313258706941557
 CKAP2,ENSG00000136108,-0.292093630712317
 AP005482.1,ENSG00000215527,-0.559179721132937
 PDCD1LG2,ENSG00000197646,0.562550242797359
 SLC20A2,ENSG00000168575,-0.637920462774766
 CHST10,ENSG00000115526,-0.400151869889696
 CHST13,ENSG00000180767,0.254010061240023
 SLC20A1,ENSG00000144136,0.240525075659601
 CHST15,ENSG00000182022,0.567248958732142
 CHST14,ENSG00000169105,0.332575351301207
 ROCK2,ENSG00000134318,0.131031147209428
 CLASRP,ENSG00000104859,-0.0481573503484016
 RP11-6L6.2,ENSG00000250673,0.0924888093628032
 FAM92A1,ENSG00000188343,-0.155761810897665
 LRRC9,ENSG00000131951,-0.814814593042107
 LRRC4,ENSG00000128594,-0.175662490129512
 WNK3,ENSG00000196632,-0.525258632536328
 LRRC6,ENSG00000129295,0.275677417050747
 LRRC7,ENSG00000033122,-1.2734720723899
 LRRC1,ENSG00000137269,0.27235918304954
 LRRC3,ENSG00000160233,0.233393043151391
 RFNG,ENSG00000169733,0.0457205932730719
 MORN5,ENSG00000185681,-2.11292570707662
 PLD5,ENSG00000180287,0.0584575331099169
 PLD6,ENSG00000179598,0.064196414105743
 MORN1,ENSG00000116151,-0.107791716024835
 PLD1,ENSG00000075651,0.510910188050002
 MORN3,ENSG00000139714,-0.273755515262377
 MORN2,ENSG00000188010,-0.167947715149085
 DOCK8,ENSG00000107099,0.56811109989981
 DOCK9,ENSG00000088387,-0.00631663181191268
 RRP8,ENSG00000132275,0.009265642760495
 DOCK3,ENSG00000088538,-0.963359824027692
 GRIA1,ENSG00000155511,0.361845798015519
 DOCK6,ENSG00000130158,0.36137903226561
 DOCK7,ENSG00000116641,-0.0180971517666602
 GRIA4,ENSG00000152578,-2.01475110335213
 DOCK5,ENSG00000147459,-0.0869038915762931
 ACSBG1,ENSG00000103740,-0.98347621850791
 ACSBG2,ENSG00000130377,1.34518744956853
 TNFRSF12A,ENSG00000006327,0.27694500849526
 EIF5AL1,ENSG00000253626,-0.0888813353458351
 SCNN1D,ENSG00000162572,0.177122190404782
 SCNN1B,ENSG00000168447,0.949064563190595
 FAM98C,ENSG00000130244,-0.235875321193369
 FAM98B,ENSG00000171262,0.0499140197343601
 FAM98A,ENSG00000119812,-0.0414203900719699
 CLEC9A,ENSG00000197992,-0.842173286039738
 SLAMF6,ENSG00000162739,1.06340739070825
 SCUBE2,ENSG00000175356,0.498398723459445
 SCUBE3,ENSG00000146197,-0.736737466248767
 ZNF750,ENSG00000141579,-0.197226682801615
 RPSAP58,ENSG00000205246,-0.00247828013918287
 SMIM13,ENSG00000224531,-0.14417352205764
 SMIM12,ENSG00000163866,-0.0726455353777379
 RPP38,ENSG00000152464,0.00962348800669941
 SMIM10,ENSG00000184785,0.180696635894226
 SMIM17,ENSG00000268182,0.026727865202369
 SMIM15,ENSG00000188725,0.295629010158244
 SMIM14,ENSG00000163683,-0.073725427206996
 SMIM19,ENSG00000176209,-0.0681757168683408
 SMIM18,ENSG00000253457,-1.29531059020355
 HACE1,ENSG00000085382,-0.0265897841714642
 RBMY1A1,ENSG00000234414,0.0987652079598803
 NT5DC4,ENSG00000144130,-0.871060265698075
 NT5DC2,ENSG00000168268,-0.0825087188280256
 DBR1,ENSG00000138231,0.153949242165112
 NT5DC1,ENSG00000178425,-0.101751781526921
 RUSC2,ENSG00000198853,-0.15371923933831
 RUSC1,ENSG00000160753,-0.0721235472040155
 PPIH,ENSG00000171960,-0.174254756044527
 PPIG,ENSG00000138398,-0.0463385883079501
 PPIF,ENSG00000108179,0.145173470389668
 PPIE,ENSG00000084072,-0.148352772420967
 PPID,ENSG00000171497,0.0360914605430764
 PPIC,ENSG00000168938,0.620043686424921
 PPIB,ENSG00000166794,0.301722009952476
 PPIA,ENSG00000196262,-0.0503705909119081
 BIK,ENSG00000100290,-0.536976089277005
 DCPS,ENSG00000110063,-0.0202202124219448
 PTHLH,ENSG00000087494,-0.477546019646221
 THEMIS2,ENSG00000130775,0.232913643290165
 LLPH,ENSG00000139233,0.142928614956638
 DCP2,ENSG00000172795,-0.0289967820671645
 HDGFRP2,ENSG00000167674,-0.0173296163662506
 PIP5K1C,ENSG00000186111,-0.298499155825698
 LZIC,ENSG00000162441,0.0194490371161218
 NAA50,ENSG00000121579,0.0784640643554454
 CFDP1,ENSG00000153774,0.0594380878468492
 ATF6B,ENSG00000213676,-0.0666973251443359
 NOP56,ENSG00000101361,0.139565883488112
 TDP1,ENSG00000042088,-0.0426856741480573
 OR6M1,ENSG00000196099,-0.117671702628231
 TPPP3,ENSG00000159713,-0.0870039033204307
 PDE7B,ENSG00000171408,0.552734393477113
 FAM193B,ENSG00000146067,0.0423066455564932
 PIP,ENSG00000159763,-2.2012418558917
 PIR,ENSG00000087842,0.192444382605559
 AC011551.3,ENSG00000268423,0.180710503483097
 PI3,ENSG00000124102,-1.11462472432242
 ANKRD52,ENSG00000139645,-0.163368819174582
 ANKRD53,ENSG00000144031,1.23673529767276
 ANKRD50,ENSG00000151458,0.0270628062481993
 ANKRD54,ENSG00000100124,-0.33032637741152
 ANKRD55,ENSG00000164512,0.493712031271207
 KBTBD7,ENSG00000120696,-0.279350960819676
 KBTBD6,ENSG00000165572,-0.254268902470953
 KBTBD4,ENSG00000123444,-0.270480906999216
 KBTBD3,ENSG00000182359,-0.259279361069058
 KBTBD2,ENSG00000170852,0.20170933474998
 AMN,ENSG00000166126,2.40047324328054
 KBTBD8,ENSG00000163376,-0.671277669479057
 AMT,ENSG00000145020,-0.175126395093931
 RASL11B,ENSG00000128045,-0.527328891907793
 RASL11A,ENSG00000122035,0.292361163295089
 CHRM2,ENSG00000181072,-0.649987261843436
 RBM26,ENSG00000139746,0.0416793671449977
 RBM27,ENSG00000091009,0.0451688917366867
 RBM24,ENSG00000112183,0.207788127962048
 RBM25,ENSG00000119707,-0.0538594628280009
 RBM22,ENSG00000086589,0.076699517949324
 RBM23,ENSG00000100461,0.00588527480235415
 RBM20,ENSG00000203867,-0.720731878309372
 RBM28,ENSG00000106344,-0.102241377676227
 EPHA8,ENSG00000070886,-1.63447621265791
 EPHA7,ENSG00000135333,-2.33335005363042
 EPHA6,ENSG00000080224,-1.15791316278524
 EPHA5,ENSG00000145242,-0.0233883721874059
 EPHA3,ENSG00000044524,0.354172914783762
 EPHA2,ENSG00000142627,1.01477832896232
 EPHA1,ENSG00000146904,-0.534436643216239
 LSMEM1,ENSG00000181016,0.00695094835733448
 LSMEM2,ENSG00000179564,0.0460239891177938
 ZGLP1,ENSG00000220201,-0.0268601173138847
 COL9A2,ENSG00000049089,-0.643028530595886
 COL9A3,ENSG00000092758,-0.387827057940065
 COL9A1,ENSG00000112280,0.121729387256206
 LIMD2,ENSG00000136490,-0.114880431161653
 GLB1L2,ENSG00000149328,-0.671298597667195
 GLB1L3,ENSG00000166105,-2.03700718008545
 ARL9,ENSG00000196503,-0.349044276373377
 ARL1,ENSG00000120805,0.0934175652556026
 ARL3,ENSG00000138175,-0.461503990322443
 ARL2,ENSG00000213465,0.107556319588083
 ARL6,ENSG00000113966,-0.176590651383409
 RRM2,ENSG00000171848,-0.0600586885239401
 RRM1,ENSG00000167325,-0.0997223791370736
 ZC3H12A,ENSG00000163874,-0.133962227825216
 ZC3H12B,ENSG00000102053,-0.0100720000330612
 ZC3H12C,ENSG00000149289,0.100400039363521
 ZC3H12D,ENSG00000178199,-0.126827294783204
 TSR1,ENSG00000167721,0.0907756905404924
 TSR3,ENSG00000007520,-0.00132188859684663
 TH,ENSG00000180176,0.616143367073251
 TF,ENSG00000091513,0.451340084945847
 TG,ENSG00000042832,-0.161993631273254
 MLXIPL,ENSG00000009950,2.28464120312751
 TXNL1,ENSG00000091164,-0.162341347358239
 CYP4A11,ENSG00000187048,-0.782702538990859
 SRSF11,ENSG00000116754,0.0527636273178871
 SLMAP,ENSG00000163681,-0.283821061397369
 TSPY3,ENSG00000228927,0.105241867109254
 NBEA,ENSG00000172915,-0.436289876846532
 TSPY2,ENSG00000168757,1.13677988313113
 GNPTAB,ENSG00000111670,-0.27380661970666
 IL2RA,ENSG00000134460,1.77657700536075
 IL2RB,ENSG00000100385,0.943825254021343
 BTG3,ENSG00000154640,0.170609430925543
 SULT1E1,ENSG00000109193,-0.0274745873042023
 RAB33A,ENSG00000134594,-0.430467433240116
 ZFYVE26,ENSG00000072121,-0.0753940751777259
 BBOX1,ENSG00000129151,-2.16536202653778
 CRYBA2,ENSG00000163499,-1.28485958948375
 CRYBA1,ENSG00000108255,-1.19371215770078
 RWDD2A,ENSG00000013392,0.0203677269769881
 RWDD2B,ENSG00000156253,0.03020771977172
 ARL13B,ENSG00000169379,0.121368804032497
 ARL13A,ENSG00000174225,-0.96440486914083
 TICRR,ENSG00000140534,-0.0466339724428613
 RP11-366L20.2,ENSG00000197301,-0.547893120490363
 MC3R,ENSG00000124089,-0.100234618090629
 UBALD1,ENSG00000153443,-0.450235356709282
 UBALD2,ENSG00000185262,-0.171902442784594
 GFM1,ENSG00000168827,0.0757008447951002
 RIPPLY1,ENSG00000147223,0.413649932940248
 RIPPLY3,ENSG00000183145,-1.42455138882565
 RIPPLY2,ENSG00000203877,0.354746422086179
 C16orf54,ENSG00000185905,0.384220650829758
 SLC4A5,ENSG00000188687,-0.491112766269366
 SLC4A4,ENSG00000080493,1.23794208513062
 SLC4A7,ENSG00000033867,-0.250618557406732
 SLC4A1,ENSG00000004939,-0.204584612661213
 SLC4A3,ENSG00000114923,0.278937860412073
 SLC4A2,ENSG00000164889,0.293820409427788
 DCTN2,ENSG00000175203,-0.154382849744495
 DCTN3,ENSG00000137100,-0.265832734378757
 DCTN1,ENSG00000204843,-0.238778485904363
 SLC4A9,ENSG00000113073,1.49003765154645
 SLC4A8,ENSG00000050438,-1.25994164844954
 DCTN4,ENSG00000132912,-0.0694902397255934
 DCTN5,ENSG00000166847,-0.184008536617347
 RPS4Y2,ENSG00000157828,0.277209760378007
 KCMF1,ENSG00000176407,-0.249597360395614
 RPS4Y1,ENSG00000129824,1.38421600003802
 ITCH,ENSG00000078747,-0.131287855207924
 KNTC1,ENSG00000184445,0.24295246632466
 BROX,ENSG00000162819,0.106205900675287
 CTD-2267D19.3,ENSG00000266208,0.0150086634412837
 PLCL2,ENSG00000154822,-0.0274136699387208
 PLCL1,ENSG00000115896,-0.283162724956785
 MXRA5,ENSG00000101825,1.50086349892608
 MXRA7,ENSG00000182534,-0.145021525050096
 MXRA8,ENSG00000162576,0.39991176814636
 HHATL,ENSG00000010282,-2.30201409528506
 IRGQ,ENSG00000167378,-0.370233091520761
 ARG2,ENSG00000081181,-0.218066143834966
 IGSF8,ENSG00000162729,-0.212871382324171
 IGSF9,ENSG00000085552,3.9922303355169
 FAM211A,ENSG00000181350,-0.456094053090506
 TRAK2,ENSG00000115993,-0.217683303761124
 IGSF5,ENSG00000183067,-1.10573588971423
 IGSF6,ENSG00000140749,-0.337496327518459
 IGSF3,ENSG00000143061,-0.0265757221907881
 MOB1A,ENSG00000114978,0.195786044645352
 MOB1B,ENSG00000173542,-0.187244955036017
 C18orf42,ENSG00000231824,-0.0482557061790326
 ILVBL,ENSG00000105135,0.25542520064463
 ITGB1,ENSG00000150093,0.323628817177942
 ITGB3,ENSG00000259207,-0.144039337601592
 ITGB2,ENSG00000160255,0.25047750092372
 ITGB5,ENSG00000082781,0.499056321291237
 ITGB4,ENSG00000132470,-0.0241574482160817
 ITGB7,ENSG00000139626,0.0776589111749112
 ITGB6,ENSG00000115221,-1.96999363828421
 ITGB8,ENSG00000105855,1.11379840603373
 SLC37A1,ENSG00000160190,-0.268780958930743
 CDK13,ENSG00000065883,0.00521500656490413
 KCNA10,ENSG00000143105,-0.666488690764459
 AICDA,ENSG00000111732,-0.407260399091454
 MAT1A,ENSG00000151224,0.2403183510948
 RAN,ENSG00000132341,0.0244932049034445
 FGR,ENSG00000000938,0.314865968185507
 SHMT2,ENSG00000182199,0.426999348352109
 USP36,ENSG00000055483,0.282535253849145
 FGG,ENSG00000171557,0.0812260374736185
 FGA,ENSG00000171560,0.159273816273688
 FGB,ENSG00000171564,0.0973813899866721
 EXT2,ENSG00000151348,0.288088963314247
 EXT1,ENSG00000182197,0.229271987341337
 ALDH5A1,ENSG00000112294,-0.0179842049701539
 C14orf164,ENSG00000215277,-0.314706422094566
 SPTY2D1,ENSG00000179119,0.343727774148033
 TCTA,ENSG00000145022,0.0561320558715684
 OCM,ENSG00000122543,-0.87500134414079
 TEFM,ENSG00000172171,0.211357301648098
 CASD1,ENSG00000127995,0.0204203920986277
 APOBEC2,ENSG00000124701,-1.7314423170309
 CEL,ENSG00000170835,0.407325325183913
 UBA52,ENSG00000221983,0.071567346993153
 IL9R,ENSG00000124334,0.111471474871289
 UHRF1BP1L,ENSG00000111647,-0.237155446946607
 BFSP1,ENSG00000125864,-0.155194547594183
 RNASEH2A,ENSG00000104889,-0.256922883085538
 RNASEH2C,ENSG00000172922,0.0256761830795745
 RNASEH2B,ENSG00000136104,-0.0744574750279224
 MAOB,ENSG00000069535,0.0888215492472181
