 gene    name , gene    ENS ,Breast-MammaryTissue
 COMT,ENSG00000093010,-0.0965429510690339
 SLC47A2,ENSG00000180638,-0.726666373450396
 ZNF154,ENSG00000179909,-0.0252466718008779
 SLC47A1,ENSG00000142494,-1.41508715890646
 IL18,ENSG00000150782,-1.58874208803089
 IL19,ENSG00000142224,-0.371947472816203
 IL10,ENSG00000136634,0.0690717637439815
 IL11,ENSG00000095752,-0.774031767471086
 IL15,ENSG00000164136,0.226960201341239
 IL16,ENSG00000172349,0.370877973945594
 EFHD2,ENSG00000142634,-0.244800974373998
 EFHD1,ENSG00000115468,0.822967269469777
 PINX1,ENSG00000254093,0.0844372168078371
 AEBP1,ENSG00000106624,0.49551023254397
 GNAZ,ENSG00000128266,0.492069480655874
 AEBP2,ENSG00000139154,0.0670324703050749
 LTA4H,ENSG00000111144,-0.0798267302533604
 AC006116.20,ENSG00000267710,0.187222744307002
 ABHD12B,ENSG00000131969,-0.781607540391277
 ZDHHC20,ENSG00000180776,-0.373202749557228
 ZDHHC21,ENSG00000175893,-0.0969612043310934
 ZDHHC22,ENSG00000177108,-2.09714861042833
 ZDHHC23,ENSG00000184307,-0.089906166209511
 ZDHHC24,ENSG00000174165,0.0464130739102846
 ISL1,ENSG00000016082,-2.00434777694352
 ISL2,ENSG00000159556,-2.07350419349237
 MROH9,ENSG00000117501,0.182779445059089
 MROH8,ENSG00000101353,-0.396029380480134
 MS4A8,ENSG00000166959,-1.00897694904599
 MS4A7,ENSG00000166927,0.79569851574315
 MROH7,ENSG00000184313,-1.93456448791145
 MROH6,ENSG00000204839,-0.343551711242862
 MROH1,ENSG00000179832,-0.232468879297489
 MS4A3,ENSG00000149516,-0.713502841838121
 MS4A1,ENSG00000156738,0.262545630026829
 ZNF141,ENSG00000131127,-0.102217007393489
 ZNF140,ENSG00000196387,0.0743228942782406
 ZNF143,ENSG00000166478,0.113710468624991
 ZNF142,ENSG00000115568,-0.146735059453385
 DNTT,ENSG00000107447,-0.93751497902222
 ZNF146,ENSG00000167635,0.00201643822397114
 ZNF148,ENSG00000163848,-0.0327222442382617
 DSC2,ENSG00000134755,1.35838965198992
 DSC1,ENSG00000134765,-0.0635383355681334
 MAGOH,ENSG00000162385,0.245904387794785
 SOD2,ENSG00000112096,0.274972447519839
 SOD3,ENSG00000109610,0.691966682280352
 VWA8,ENSG00000102763,-0.00540859377205223
 VWA9,ENSG00000138614,0.10784493197428
 VWA2,ENSG00000165816,0.860608551799433
 RANGAP1,ENSG00000100401,-0.449456290159822
 VWA1,ENSG00000179403,0.0235386432975443
 KCNN4,ENSG00000104783,1.71501148089685
 KCNN3,ENSG00000143603,-0.773773142468371
 KCNN2,ENSG00000080709,-1.24656479246695
 ISLR,ENSG00000129009,0.71362438139966
 PKIA,ENSG00000171033,-1.59136307946771
 PKIB,ENSG00000135549,0.744010213622806
 CBFA2T2,ENSG00000078699,-0.374572470814847
 NIT2,ENSG00000114021,0.322316461415323
 NIT1,ENSG00000158793,0.0531796879551841
 HCFC1R1,ENSG00000103145,-0.359692666084909
 TYSND1,ENSG00000156521,0.348174111656629
 INO80,ENSG00000128908,0.0719702171338069
 CLEC18A,ENSG00000157322,-0.270800289263074
 CLEC18C,ENSG00000157335,-0.463518094210743
 KANSL1L,ENSG00000144445,-0.132972707349156
 CYHR1,ENSG00000187954,-0.189543535257618
 UQCRFS1,ENSG00000169021,-0.0450648872338658
 TCEANC2,ENSG00000116205,-0.127862436502798
 CR1L,ENSG00000197721,0.136076592183159
 NUP153,ENSG00000124789,0.172076760462222
 OR2F1,ENSG00000213215,-0.687368543549194
 SORCS1,ENSG00000108018,-0.529333137408404
 SORCS2,ENSG00000184985,-0.945135827038823
 SORCS3,ENSG00000156395,-2.4561879377544
 CARS2,ENSG00000134905,-0.0596626811047098
 GPKOW,ENSG00000068394,0.00300139626974811
 NANOG,ENSG00000111704,-0.000777340510810879
 RRH,ENSG00000180245,0.314490745472135
 MAPK3,ENSG00000102882,0.161835148674812
 MAPK1,ENSG00000100030,-0.380463055966037
 MAPK6,ENSG00000069956,-0.211399206154461
 MAPK7,ENSG00000166484,0.0382228655797539
 BCO2,ENSG00000197580,-1.10490801481142
 MAPK8,ENSG00000107643,0.137822272676739
 MAPK9,ENSG00000050748,-0.332761179874107
 CUZD1,ENSG00000138161,0.230154885555478
 LYL1,ENSG00000104903,0.237378498592736
 C20orf85,ENSG00000124237,-0.624288511675223
 SERINC1,ENSG00000111897,-0.0882536926765169
 C1QTNF8,ENSG00000184471,-1.1646610932913
 BCOR,ENSG00000183337,-0.0443817876657036
 VWA3B,ENSG00000168658,-0.142536420943845
 THNSL2,ENSG00000144115,0.440730957417335
 THNSL1,ENSG00000185875,-0.304495571035402
 VWA3A,ENSG00000175267,-0.245200148155995
 CCL11,ENSG00000172156,-1.57700071370848
 ZMYM6NB,ENSG00000243749,0.438126787076939
 CCL13,ENSG00000181374,0.669010492099868
 GPBP1L1,ENSG00000159592,-0.0547475213783045
 CCL17,ENSG00000102970,0.658230509429231
 CCL19,ENSG00000172724,1.44284848516554
 STAT5B,ENSG00000173757,0.173896630516781
 STAT5A,ENSG00000126561,0.974528529791797
 C1QTNF1,ENSG00000173918,0.555507998464935
 PLEKHN1,ENSG00000187583,0.876901328736928
 KCNT1,ENSG00000107147,-0.863120779844222
 EXOC6B,ENSG00000144036,-0.194878436531606
 SERPINA9,ENSG00000170054,-0.0646613229053664
 ZC3HC1,ENSG00000091732,0.040180862536574
 FOXRED2,ENSG00000100350,-0.48027608396832
 FOXRED1,ENSG00000110074,-0.162344588915486
 CREB3L1,ENSG00000157613,0.588272744747901
 RP11-826N14.2,ENSG00000248469,-1.01349513079846
 GATAD1,ENSG00000157259,0.317999444691994
 GAGE10,ENSG00000215274,-0.798284887738775
 SYNPO,ENSG00000171992,-0.0391027832751696
 ANP32E,ENSG00000143401,-0.314665996431154
 ANP32B,ENSG00000136938,0.249806504859821
 ANP32A,ENSG00000140350,0.119967019111315
 SYNPR,ENSG00000163630,-1.82769348818525
 HPSE2,ENSG00000172987,1.8224124818669
 TAT,ENSG00000198650,4.76564853202503
 SLC43A3,ENSG00000134802,0.692489352366657
 C17orf74,ENSG00000184560,-0.57176453688414
 PRR23A,ENSG00000206260,-0.193095931004433
 ALMS1,ENSG00000116127,-0.0149806177609961
 PRR23C,ENSG00000233701,-0.127701984179434
 PRR23B,ENSG00000184814,-0.0638002472757146
 ATRNL1,ENSG00000107518,-1.00183703581781
 PRIM1,ENSG00000198056,0.0428311413071578
 SLC43A1,ENSG00000149150,0.126787193727538
 PRIM2,ENSG00000146143,-0.0241138754799964
 ALOXE3,ENSG00000179148,-0.833944236139855
 LIPC,ENSG00000166035,-0.495141256130284
 MUC19,ENSG00000205592,0.0589996948222973
 MUC17,ENSG00000169876,0.240933502382267
 MUC16,ENSG00000181143,2.34623329016343
 MUC15,ENSG00000169550,1.08132821225354
 MUC13,ENSG00000173702,0.143248627391133
 MUC12,ENSG00000205277,-0.747210495410292
 PPP1R9B,ENSG00000108819,-0.347682818531367
 MBTD1,ENSG00000011258,0.12604683124744
 ERBB2,ENSG00000141736,0.0921984517138472
 SYAP1,ENSG00000169895,-0.0162142273338304
 GPR116,ENSG00000069122,0.757871198579846
 GPR115,ENSG00000153294,-2.35674148831709
 GPR114,ENSG00000159618,0.199380708746996
 GPR113,ENSG00000173567,0.139707943640683
 GPR112,ENSG00000156920,0.87204865908223
 GPR111,ENSG00000164393,-1.69875751823618
 RARS2,ENSG00000146282,0.165018760780356
 RASGRP2,ENSG00000068831,0.0779938938820191
 RASGRP3,ENSG00000152689,0.625039344319946
 RASGRP1,ENSG00000172575,-0.599874982823153
 RASGRP4,ENSG00000171777,-0.134641359403796
 LRRN3,ENSG00000173114,-0.644932955372415
 WNT6,ENSG00000115596,0.915819674903051
 COX7B2,ENSG00000170516,-0.182641845401865
 HSCB,ENSG00000100209,0.291149649163758
 LIPG,ENSG00000101670,-1.12453313597174
 HCK,ENSG00000101336,0.0597434050660481
 FIBCD1,ENSG00000130720,-0.216432608874858
 C7orf25,ENSG00000136197,-0.0416687851999994
 C7orf26,ENSG00000146576,0.0683252383030836
 ZNF426,ENSG00000130818,0.293008011068333
 ZNF425,ENSG00000204947,-0.653201777212674
 RP11-180C1.1,ENSG00000250038,-0.10939544309764
 ZNF420,ENSG00000197050,-0.100221551361718
 ZNF428,ENSG00000131116,-0.352363591331483
 ZNF429,ENSG00000197013,-0.175505634409448
 CCDC181,ENSG00000117477,-1.323895953665
 CCDC180,ENSG00000197816,-0.106764576018473
 AP1AR,ENSG00000138660,0.237331933168845
 NEDD8,ENSG00000129559,-0.0782669186016047
 P2RY14,ENSG00000174944,0.739089282069928
 NEDD1,ENSG00000139350,0.397997920085216
 NEDD4,ENSG00000069869,0.350971538391615
 P2RY12,ENSG00000169313,0.014906369229588
 P2RY13,ENSG00000181631,-0.161693260089874
 GPRIN2,ENSG00000204175,-1.02916748159001
 GARNL3,ENSG00000136895,-0.414486080230985
 SFR1,ENSG00000156384,0.05320655265801
 KIAA0226,ENSG00000145016,-0.408005716530085
 HEBP2,ENSG00000051620,0.805577843149145
 LMOD1,ENSG00000163431,0.337410013143516
 LMOD3,ENSG00000163380,-0.637354842248406
 LMOD2,ENSG00000170807,-0.808862971804162
 FOXN4,ENSG00000139445,-0.0650718827659208
 AGXT2,ENSG00000113492,0.358566837136966
 DAB2,ENSG00000153071,0.671392149394513
 DAB1,ENSG00000173406,-1.39811287417729
 RHOXF2B,ENSG00000203989,-0.296969651309253
 RAB5A,ENSG00000144566,-0.0920313463573275
 RAB5C,ENSG00000108774,0.267623298255317
 RAB5B,ENSG00000111540,-0.277063469945164
 THEGL,ENSG00000249693,-0.0302596432657268
 WNT7A,ENSG00000154764,-1.83782674794201
 OSCAR,ENSG00000170909,-0.392689791272127
 CSRNP1,ENSG00000144655,0.895848932566438
 CSRNP2,ENSG00000110925,-0.145070576290252
 CSRNP3,ENSG00000178662,-0.361372925452382
 COX6C,ENSG00000164919,-0.234719200985157
 BUB1,ENSG00000169679,-0.310303807002025
 BUB3,ENSG00000154473,0.00592487194400237
 NUPR1,ENSG00000176046,0.480170133477113
 ADSSL1,ENSG00000185100,-0.130488705799349
 NASP,ENSG00000132780,0.0822619010190268
 TMEM133,ENSG00000170647,0.20878830718655
 TMEM130,ENSG00000166448,-1.0347908864858
 TMEM131,ENSG00000075568,-0.0951897646445535
 TMEM136,ENSG00000181264,-0.160433328078377
 TMEM134,ENSG00000172663,-0.13363349121853
 TMEM135,ENSG00000166575,0.731051495012984
 TMEM138,ENSG00000149483,0.243334391057843
 TMEM139,ENSG00000178826,1.14034107056535
 FOXE1,ENSG00000178919,-1.27029595534225
 FOXE3,ENSG00000186790,-0.555082817103437
 CLPSL2,ENSG00000196748,0.370036306171185
 C1orf173,ENSG00000178965,0.251567227563888
 SLC35C2,ENSG00000080189,-0.0512404122711401
 SLC35C1,ENSG00000181830,0.0750135288584625
 XK,ENSG00000047597,-1.83854206412646
 XG,ENSG00000124343,1.39681784723767
 C11orf88,ENSG00000183644,-0.12639625326758
 C11orf84,ENSG00000168005,-0.292621173920749
 C11orf85,ENSG00000168070,0.0433372372421277
 C11orf86,ENSG00000173237,0.513805829407444
 C11orf87,ENSG00000185742,0.184856060617014
 C11orf80,ENSG00000173715,-0.283835075208746
 C11orf82,ENSG00000165490,0.330749367822515
 C11orf83,ENSG00000204922,0.0513449331328491
 MUCL1,ENSG00000172551,5.60914642645918
 CRHR2,ENSG00000106113,0.746847812969177
 CRHR1,ENSG00000120088,-0.0812463442560271
 SCGB1D2,ENSG00000124935,4.61300000578026
 SCGB1D4,ENSG00000197745,-0.218001826414226
 CDYL,ENSG00000153046,0.257702457491023
 HCLS1,ENSG00000180353,0.284885629311613
 KRI1,ENSG00000129347,-0.0343568365379713
 TECPR1,ENSG00000205356,-0.0894288026721109
 TECPR2,ENSG00000196663,-0.251022318117556
 IFNL2,ENSG00000183709,-0.0146811820954863
 COQ5,ENSG00000110871,-0.0699147030700852
 IFNL3,ENSG00000197110,-0.403444107229487
 C1R,ENSG00000159403,0.665278813022539
 COQ3,ENSG00000132423,-0.0914160352517887
 FCHO2,ENSG00000157107,0.314007713610942
 FCHO1,ENSG00000130475,-0.75140032040374
 URAD,ENSG00000183463,1.39351107769253
 AUP1,ENSG00000115307,0.0126444778017934
 RP11-867G23.8,ENSG00000255468,-0.0892155631094766
 C8orf12,ENSG00000184608,-1.77717358952064
 PNPO,ENSG00000108439,0.0308991170368718
 C8orf17,ENSG00000250733,0.11253750414769
 APBB1IP,ENSG00000077420,1.02708515864343
 HBZ,ENSG00000130656,0.532267592854565
 SKI,ENSG00000157933,-0.0192206842595518
 C16orf89,ENSG00000153446,0.470907945414937
 C16orf80,ENSG00000070761,0.16676902645029
 LIMCH1,ENSG00000064042,-0.24804065199302
 CLDND1,ENSG00000080822,-0.310263858857734
 C16orf87,ENSG00000155330,-0.3443206274498
 C16orf86,ENSG00000159761,0.00464633232947877
 GEM,ENSG00000164949,1.08457087948206
 RIC8A,ENSG00000177963,-0.0198067480166515
 TPX2,ENSG00000088325,-0.190680860163185
 PCDHGA8,ENSG00000253767,-0.217780035474651
 PCDHGA9,ENSG00000261934,-0.0129791770093498
 F2RL2,ENSG00000164220,1.63960367369056
 PCDHGA2,ENSG00000081853,0.399015177105071
 PCDHGA3,ENSG00000254245,-0.0126916250537597
 PCDHGA1,ENSG00000204956,-0.492903789969106
 PCDHGA6,ENSG00000253731,0.0915388708124862
 PCDHGA7,ENSG00000253537,-0.161197100290665
 PCDHGA4,ENSG00000262576,-0.0720328940901548
 PCDHGA5,ENSG00000253485,0.231454980486096
 XAB2,ENSG00000076924,0.0573863838792633
 PHF8,ENSG00000172943,0.226625202633088
 PHF7,ENSG00000010318,0.272748994178351
 PHF2,ENSG00000197724,0.0424223791446815
 PHF3,ENSG00000118482,0.224582432860401
 C2CD4A,ENSG00000198535,-0.106612381706097
 C2CD4B,ENSG00000205502,1.93621965633406
 C2CD4C,ENSG00000183186,0.47820695478882
 C2CD4D,ENSG00000225556,0.175750527935989
 WHSC1L1,ENSG00000147548,0.0348805936277491
 ST6GAL2,ENSG00000144057,-1.76971650683777
 ST6GAL1,ENSG00000073849,0.0084419478350949
 VARS2,ENSG00000137411,-0.234081571065239
 RPS26,ENSG00000197728,0.182536544542973
 RPS27,ENSG00000177954,0.342466646803906
 RPS24,ENSG00000138326,0.331094047222463
 RPS25,ENSG00000118181,0.401907442092952
 RPS23,ENSG00000186468,0.244610854997045
 RPS20,ENSG00000008988,0.427217696712069
 RPS21,ENSG00000171858,0.367632961140561
 RPS28,ENSG00000233927,0.286271018842307
 RPS29,ENSG00000213741,0.32686585703161
 OR1E1,ENSG00000180016,1.35214180411672
 CHMP1A,ENSG00000131165,-0.178580302112464
 PREB,ENSG00000138073,0.068528892796713
 PREP,ENSG00000085377,0.0266762532799134
 MIEN1,ENSG00000141741,-0.140239151175278
 RP11-65D24.2,ENSG00000204398,0.193376569595053
 NBAS,ENSG00000151779,-0.254575907724785
 NIF3L1,ENSG00000196290,-0.0824704686931512
 TMBIM6,ENSG00000139644,0.0623339300198064
 TMBIM4,ENSG00000155957,0.211515894087391
 TMBIM1,ENSG00000135926,0.303564014532611
 DRD4,ENSG00000069696,-0.448600081288983
 DRD5,ENSG00000169676,-0.897540651713084
 DRD2,ENSG00000149295,0.93486628443508
 DRD3,ENSG00000151577,-0.446465703959364
 DRD1,ENSG00000184845,0.063604579994689
 CEP112,ENSG00000154240,0.461565783090015
 GLG1,ENSG00000090863,-0.0324855659143876
 TTC9C,ENSG00000162222,-0.147746958726342
 TTC9B,ENSG00000174521,-1.32721673364686
 NOSIP,ENSG00000142546,-0.0608129046791335
 ERO1LB,ENSG00000086619,-0.0812405892900553
 ENTPD7,ENSG00000198018,-0.0550633508800491
 ENTPD6,ENSG00000197586,-0.0431531083540552
 ENTPD4,ENSG00000197217,-0.0132019649519389
 ENTPD3,ENSG00000168032,0.15348088110623
 ENTPD2,ENSG00000054179,0.469443420047383
 ENTPD1,ENSG00000138185,-0.212620250812077
 ENTPD8,ENSG00000188833,1.49619366737809
 SNAPC3,ENSG00000164975,-0.136812357001349
 SNAPC2,ENSG00000104976,-0.100749285486127
 SNAPC1,ENSG00000023608,0.0475773758172318
 RSPH10B,ENSG00000155026,-0.458736574230546
 XIAP,ENSG00000101966,-0.180268727045981
 HESX1,ENSG00000163666,0.287333623725446
 GNS,ENSG00000135677,0.355439787294458
 CAGE1,ENSG00000164304,-0.140218744588468
 PROCR,ENSG00000101000,0.521614672830736
 ODF3,ENSG00000177947,0.506775509028936
 ODF2,ENSG00000136811,0.0738780673294679
 ODF1,ENSG00000155087,-0.352528077296001
 ODF4,ENSG00000184650,0.495227425283796
 KIF3B,ENSG00000101350,-0.250388690932173
 KIF3C,ENSG00000084731,-0.573492313877584
 KIF3A,ENSG00000131437,-0.47793330297245
 TMEFF1,ENSG00000241697,-0.831737791443016
 TMEFF2,ENSG00000144339,-1.4454725704657
 STAMBP,ENSG00000124356,-0.11801943687412
 TLR10,ENSG00000174123,-0.365706460375126
 SUCNR1,ENSG00000198829,1.07962676006318
 FAM209B,ENSG00000213714,-0.0594516866910021
 TBXA2R,ENSG00000006638,-0.272190579332485
 SEL1L,ENSG00000071537,0.0108504400923766
 FAM209A,ENSG00000124103,0.178794456106322
 CGB8,ENSG00000213030,-0.135051857678598
 CGB5,ENSG00000189052,0.162260341740765
 CGB7,ENSG00000196337,0.940122615431641
 PDSS2,ENSG00000164494,0.145925863562478
 PDSS1,ENSG00000148459,0.0534400880152357
 KIAA2018,ENSG00000176542,-0.0657383002899712
 KIAA2013,ENSG00000116685,-0.152599009498659
 CNTLN,ENSG00000044459,0.350204620543756
 EMP2,ENSG00000213853,0.221341789205478
 EMP3,ENSG00000142227,-0.0497163590474907
 EMP1,ENSG00000134531,1.22220906980556
 TMSB4Y,ENSG00000154620,-0.476411268718758
 CCDC23,ENSG00000177868,0.153811700581273
 CCDC22,ENSG00000101997,-0.050668478107166
 CCDC25,ENSG00000147419,-0.186478781287521
 CCDC24,ENSG00000159214,0.0855622862521205
 CCDC27,ENSG00000162592,-0.33698688643263
 VHL,ENSG00000134086,-0.10982801453387
 FIBIN,ENSG00000176971,0.0315946999327939
 GALM,ENSG00000143891,-0.00101535967697043
 CDKN3,ENSG00000100526,-0.670797454621933
 LRRC66,ENSG00000188993,-0.24211941484843
 UBE2G2,ENSG00000184787,0.0947939437434974
 UBE2G1,ENSG00000132388,-0.19148560260938
 KCTD20,ENSG00000112078,-0.119580488244651
 KCTD21,ENSG00000188997,-0.32828414800584
 KIAA1430,ENSG00000164323,0.220315800686367
 KIAA1432,ENSG00000107036,0.0603344110287467
 FAM96B,ENSG00000166595,-0.190785939866283
 RANBP3L,ENSG00000164188,-0.160053515934379
 HEPHL1,ENSG00000181333,-0.386934654892711
 FAM101B,ENSG00000183688,0.706702223458399
 FAM101A,ENSG00000178882,0.402255867145669
 SGPL1,ENSG00000166224,-0.31284853050659
 APBB1,ENSG00000166313,-0.649241653259974
 APBB2,ENSG00000163697,0.471417564270917
 APBB3,ENSG00000113108,0.086901374016181
 UNKL,ENSG00000059145,0.165584611470316
 WDR6,ENSG00000178252,-0.0825956674022186
 WDR5,ENSG00000196363,-0.141817136718031
 WDR4,ENSG00000160193,0.0965305367206241
 WDR3,ENSG00000065183,0.275119254731759
 DIAPH1,ENSG00000131504,-0.153984586281245
 WDR1,ENSG00000071127,0.0760885335730752
 DIAPH3,ENSG00000139734,-0.725075482598828
 SMR3B,ENSG00000171201,0.508331696183093
 SMR3A,ENSG00000109208,-0.146373167126908
 COX6A1,ENSG00000111775,-0.0311655481426717
 COX6A2,ENSG00000156885,-1.16909747181937
 POU2AF1,ENSG00000110777,1.26030220557318
 NDNF,ENSG00000173376,0.274269164816319
 MAGEE2,ENSG00000186675,-0.744361296147114
 MAGEE1,ENSG00000198934,-0.483631069071359
 IRG1,ENSG00000102794,-0.217580946171087
 SNX31,ENSG00000174226,-0.110939467071921
 SNX30,ENSG00000148158,-0.255183300691255
 SNX33,ENSG00000173548,0.291369308288796
 SNX32,ENSG00000172803,-0.420676280571745
 MARS,ENSG00000166986,-0.103771250107981
 IRGC,ENSG00000124449,-0.0249229515766289
 IRGM,ENSG00000237693,0.202991713158223
 C1orf145,ENSG00000162913,-0.0414636872099586
 C1orf146,ENSG00000203910,-0.412374988949401
 C1orf147,ENSG00000162888,-0.127404456740463
 C1orf141,ENSG00000203963,-0.975511110642531
 GABRR1,ENSG00000146276,0.301299892574531
 GABRR2,ENSG00000111886,-0.029170653927667
 GABRR3,ENSG00000183185,-0.143393212173496
 TRIM58,ENSG00000162722,-0.442470869482712
 TRIM55,ENSG00000147573,-0.372144647717958
 TRIM54,ENSG00000138100,-0.968354352771656
 TRIM56,ENSG00000169871,0.30681459797319
 RNASET2,ENSG00000026297,-0.252487725072332
 TRIM50,ENSG00000146755,0.273086325648651
 TRIM52,ENSG00000183718,-0.228027645904708
 CCNDBP1,ENSG00000166946,0.101636067369259
 ZNF213,ENSG00000085644,-0.131622962937423
 NUS1,ENSG00000153989,-0.0589432277202754
 RP11-944C7.1,ENSG00000258792,-0.436729417602708
 NREP,ENSG00000134986,-0.505394965868846
 GSTZ1,ENSG00000100577,0.116305554559727
 ATP6V1E2,ENSG00000250565,-0.0740782061662092
 KRTCAP2,ENSG00000163463,0.195771002463248
 KRTCAP3,ENSG00000157992,0.839009935456402
 CFD,ENSG00000197766,1.47497927376321
 C1orf227,ENSG00000185523,-0.406962206750225
 GNG5P2,ENSG00000133136,-0.29537459484454
 MAB21L1,ENSG00000180660,2.21023857334372
 AC092687.4,ENSG00000232056,-0.262970509117898
 MAB21L3,ENSG00000173212,-1.60294040840062
 HSD17B8,ENSG00000204228,0.169701936296146
 HMGCL,ENSG00000117305,-0.0345147071779879
 PRMT3,ENSG00000185238,0.0709721018943281
 HSD17B1,ENSG00000108786,0.114154908170273
 HSD17B2,ENSG00000086696,3.81047312650032
 HSD17B4,ENSG00000133835,0.0246782545600617
 HSD17B6,ENSG00000025423,-3.50025134150005
 HSD17B7,ENSG00000132196,-0.0964282519478206
 ALDH3B2,ENSG00000132746,3.90306306677231
 ZNF219,ENSG00000165804,0.22969888025292
 PARD3,ENSG00000148498,0.0410660612288153
 GNPTG,ENSG00000090581,-0.0532161924630777
 PSKH1,ENSG00000159792,0.0200980306014326
 IL1RL1,ENSG00000115602,0.650053002829199
 IL1RL2,ENSG00000115598,0.599627616556424
 PEBP1,ENSG00000089220,-0.505813411885208
 PEBP4,ENSG00000134020,-1.41189946368554
 SLCO5A1,ENSG00000137571,-1.20504503927018
 CEP192,ENSG00000101639,-0.0514905775130772
 UTP14A,ENSG00000156697,0.256743721675621
 TNFRSF21,ENSG00000146072,0.473686494115393
 UTP14C,ENSG00000253797,-0.0239289318790224
 TNFRSF25,ENSG00000215788,0.214585415024302
 PROSER1,ENSG00000120685,-0.0683349295391639
 PROSER2,ENSG00000148426,0.0557222019986746
 HTATIP2,ENSG00000109854,-0.216016632901657
 SLX4IP,ENSG00000149346,0.0309456512325836
 MAMLD1,ENSG00000013619,-0.0552392520410203
 RNMT,ENSG00000101654,-0.247526964413822
 HUS1B,ENSG00000188996,0.305582479215746
 SLC29A4,ENSG00000164638,0.671675258983669
 SLC29A3,ENSG00000198246,0.180967255148085
 SLC29A2,ENSG00000174669,0.625828615480175
 SLC29A1,ENSG00000112759,0.866262395313737
 C6orf201,ENSG00000185689,0.469585937303981
 C6orf203,ENSG00000130349,-0.104273768582292
 MRAS,ENSG00000158186,0.485646165841975
 MRAP,ENSG00000170262,2.13309299588006
 SARM1,ENSG00000004139,-0.165929821727665
 GNL3L,ENSG00000130119,0.086663229414333
 ZFHX4,ENSG00000091656,0.765715272374311
 RFC1,ENSG00000035928,0.0515991295389386
 RFC3,ENSG00000133119,0.291298931554084
 RFC2,ENSG00000049541,0.0246380768132816
 CBX8,ENSG00000141570,0.234138943588996
 CBX7,ENSG00000100307,-0.321810910849929
 CBX6,ENSG00000183741,-0.660127363645001
 CBX4,ENSG00000141582,-0.221192772109589
 CBX3,ENSG00000122565,0.173604325912626
 CBX2,ENSG00000173894,0.35519972398066
 CBX1,ENSG00000108468,-0.259268855556347
 CSF2RB,ENSG00000100368,0.723323783654077
 CKS2,ENSG00000123975,-0.448390881870467
 ACADSB,ENSG00000196177,0.113285223582078
 LARGE,ENSG00000133424,-0.312385102937743
 SHOC2,ENSG00000108061,0.0624321730213279
 HKR1,ENSG00000181666,0.0396851328388888
 GNAS,ENSG00000087460,-0.277222892314977
 ERCC8,ENSG00000049167,0.0900471969763039
 ERCC1,ENSG00000012061,0.0819728779567599
 ERCC2,ENSG00000104884,-0.221776694537362
 ERCC3,ENSG00000163161,-0.07572551185582
 ERCC4,ENSG00000175595,-0.137574516296452
 ERCC5,ENSG00000134899,0.00561993815164572
 ERCC6,ENSG00000225830,-0.231377047073502
 MRPS17,ENSG00000239789,-0.145189779668802
 MRPS16,ENSG00000182180,0.0182356062395297
 MRPS15,ENSG00000116898,0.0794582750688496
 CD247,ENSG00000198821,0.287424630798459
 MRPS12,ENSG00000128626,-0.0544127667647584
 MRPS11,ENSG00000181991,-0.0248136713236481
 MRPS10,ENSG00000048544,0.0120214958562612
 CD248,ENSG00000174807,1.00626069794634
 PFKP,ENSG00000067057,-0.497814750279635
 PFKM,ENSG00000152556,-0.840592606713686
 PFKL,ENSG00000141959,0.0165050452937302
 PRIMPOL,ENSG00000164306,0.161813181703913
 SNURF,ENSG00000273173,-0.486730326070701
 WARS,ENSG00000140105,0.270936602483727
 THOP1,ENSG00000172009,-0.357811103063446
 CLEC4M,ENSG00000104938,-0.490079771335875
 CLEC4G,ENSG00000182566,0.106873510348883
 CLEC4F,ENSG00000152672,0.89246414498057
 CLEC4E,ENSG00000166523,-0.325518404995072
 CLEC4D,ENSG00000166527,-0.0593846328975028
 CLEC4C,ENSG00000198178,0.481106442276971
 CLEC4A,ENSG00000111729,0.0648781763908794
 SSR1,ENSG00000124783,0.0150900773700879
 SSR2,ENSG00000163479,0.381013188454706
 SSR3,ENSG00000114850,0.252406382219
 SSR4,ENSG00000180879,-0.0323002209721819
 CTTNBP2NL,ENSG00000143079,0.374129647932855
 CASP8AP2,ENSG00000118412,-0.00202800221376328
 APOC4,ENSG00000267467,0.175181851225201
 APOC2,ENSG00000234906,-0.66431152698214
 APOC3,ENSG00000110245,0.176067834479955
 APOC1,ENSG00000130208,0.71662834119223
 USB1,ENSG00000103005,-0.0688793112423612
 POU6F2,ENSG00000106536,-0.699388980563505
 ZFPM2,ENSG00000169946,0.0508236953894771
 POU6F1,ENSG00000184271,-0.0795965787014127
 KLHDC10,ENSG00000128607,-0.22835773802981
 ZFPM1,ENSG00000179588,-0.312315229164408
 SPERT,ENSG00000174015,-0.112921652462895
 DGCR2,ENSG00000070413,-0.270286129311498
 PAGE4,ENSG00000101951,-1.31784719509502
 PAGE2,ENSG00000234068,-0.152256887992133
 SPDYE2B,ENSG00000173678,0.0770921247076548
 EGF,ENSG00000138798,2.4888227964548
 PGK2,ENSG00000170950,-0.850902790104732
 PGK1,ENSG00000102144,-0.19142797488834
 BECN1,ENSG00000126581,0.0297174510361983
 RPP25L,ENSG00000164967,-0.104550554792118
 SMAGP,ENSG00000170545,0.761154986973981
 UBE2B,ENSG00000119048,-0.0486665949409813
 OXA1L,ENSG00000155463,0.151564077030927
 C6orf57,ENSG00000154079,0.102626965612026
 C6orf52,ENSG00000137434,0.0834545320096699
 DOCK10,ENSG00000135905,-0.124076827399584
 DOCK11,ENSG00000147251,0.704884961051569
