 gene    name , gene    ENS ,Adipose-Subcutaneous
 ZFR2,ENSG00000105278,-1.45924481901634
 FDFT1,ENSG00000079459,0.0493432926101425
 FAM135A,ENSG00000082269,0.190611105755712
 FAM135B,ENSG00000147724,-1.57178301825261
 IGF2,ENSG00000167244,1.60503337610357
 IGF1,ENSG00000017427,1.38037555203794
 SST,ENSG00000157005,-1.01867424514668
 CYP27A1,ENSG00000135929,-0.237714280526583
 DDRGK1,ENSG00000198171,-0.266530198456927
 FBXL20,ENSG00000108306,-0.164799568957903
 FBXL22,ENSG00000197361,0.448924283433273
 SSB,ENSG00000138385,0.481894810102843
 TSG101,ENSG00000074319,-0.0105315770014396
 ZNF334,ENSG00000198185,-1.12216884858575
 FAM168B,ENSG00000152102,-0.184793837930454
 ZNF333,ENSG00000160961,0.397670774057872
 ZNF330,ENSG00000109445,0.218615856039025
 FAM168A,ENSG00000054965,-0.360403193169647
 TEX15,ENSG00000133863,-1.66789300592682
 TEX14,ENSG00000121101,-0.583544152698669
 TEX11,ENSG00000120498,-0.379758724062826
 TEX10,ENSG00000136891,-0.0749186840855683
 TEX12,ENSG00000150783,0.451974674656901
 NOTCH2NL,ENSG00000213240,0.308490476588444
 TATDN1,ENSG00000147687,0.297000302960669
 TESPA1,ENSG00000135426,-0.0299621291801972
 THYN1,ENSG00000151500,-0.0102832445868629
 NTF3,ENSG00000185652,1.18917838674761
 NTF4,ENSG00000225950,-2.18396019758503
 UGDH,ENSG00000109814,0.785363394986731
 NCAPH2,ENSG00000025770,-0.158190748818098
 SLCO1A2,ENSG00000084453,-2.29258862712163
 TSEN54,ENSG00000182173,-0.511139735675266
 MFSD11,ENSG00000092931,0.143840475961034
 CYP24A1,ENSG00000019186,-1.62873215630133
 GTF3C2,ENSG00000115207,0.016530274676026
 GTF3C1,ENSG00000077235,-0.476835920327106
 ZNF33B,ENSG00000196693,-0.0214271309596843
 ZNF33A,ENSG00000189180,0.0555919897548694
 TTC23,ENSG00000103852,0.261763438309794
 SNRNP48,ENSG00000168566,0.18540432317466
 MAD2L2,ENSG00000116670,-0.115652844294975
 MAD2L1,ENSG00000164109,-0.0754619673723079
 BMPER,ENSG00000164619,0.404636656394986
 LRP2BP,ENSG00000109771,-1.39267644804055
 ENO2,ENSG00000111674,-0.745713614423651
 CDRT15L2,ENSG00000214819,-0.131974877064335
 DYNLL1,ENSG00000088986,-0.409462887867297
 DYNLL2,ENSG00000264364,-0.512025794366725
 KHDC1,ENSG00000135314,-1.2953223197305
 GPS1,ENSG00000169727,-0.112262858573676
 GPS2,ENSG00000132522,-0.0489438609959722
 GLO1,ENSG00000124767,-0.182478899479463
 AC112715.2,ENSG00000224132,1.84850203327047
 NPY1R,ENSG00000164128,1.93562886975244
 TTC14,ENSG00000163728,0.0314461988485426
 TTC17,ENSG00000052841,0.167755211100096
 TTC16,ENSG00000167094,-0.0754524099040917
 TTC13,ENSG00000143643,0.110931334444467
 TTC12,ENSG00000149292,-0.068663936600172
 TTC19,ENSG00000011295,-0.074043311016407
 TTC18,ENSG00000156042,-0.185834915649235
 EPGN,ENSG00000182585,-0.597993302768589
 SLC31A2,ENSG00000136867,0.306406929244894
 ZFP92,ENSG00000189420,0.429057270661087
 ZFP90,ENSG00000184939,0.0501184986583338
 RICTOR,ENSG00000164327,0.0229751351916544
 EGR2,ENSG00000122877,-0.625014980885567
 EGR3,ENSG00000179388,-0.627514310079703
 EGR1,ENSG00000120738,0.0195884937987051
 EGR4,ENSG00000135625,-2.05420023781
 DALRD3,ENSG00000178149,0.0427133558521264
 INF2,ENSG00000203485,0.323806072539701
 PCDHA10,ENSG00000250120,-0.142921773295516
 PCDHA11,ENSG00000249158,-1.18186585541136
 PCDHA12,ENSG00000251664,-1.30633717017125
 PCDHA13,ENSG00000239389,0.999553346159182
 PROK1,ENSG00000143125,1.78897513014798
 PROK2,ENSG00000163421,-0.0516778618304253
 EPG5,ENSG00000152223,-0.0160822838453766
 PTDSS1,ENSG00000156471,-0.191946247460619
 PTDSS2,ENSG00000174915,-0.356673469627577
 MLIP,ENSG00000146147,-1.0856551411522
 CHCHD10,ENSG00000250479,-0.11766348146877
 CNTD1,ENSG00000176563,0.203004531168095
 CNTD2,ENSG00000105219,0.738242207164188
 HPDL,ENSG00000186603,-0.583542904580374
 AC008132.13,ENSG00000161103,-0.646975146340489
 GTF2A1L,ENSG00000242441,0.01755407733551
 ZEB2,ENSG00000169554,0.912281923962318
 FBXO45,ENSG00000174013,-0.314697798285283
 FBXO44,ENSG00000132879,-1.21024560537049
 FBXO47,ENSG00000204952,0.330237398546941
 FBXO40,ENSG00000163833,0.816983757551504
 FBXO43,ENSG00000156509,0.335977500907467
 FBXO42,ENSG00000037637,-0.269542975083612
 DCDC2B,ENSG00000222046,-0.311826137968316
 DCDC2C,ENSG00000214866,-0.360271103676603
 FBXO48,ENSG00000204923,0.28412711448905
 SFRP2,ENSG00000145423,-0.37511290891063
 SFRP1,ENSG00000104332,0.170664671976509
 SFRP4,ENSG00000106483,0.464653865986195
 SFRP5,ENSG00000120057,-2.4137053220262
 ATAD5,ENSG00000176208,0.365708157723407
 PRDM9,ENSG00000164256,-0.0767229277477857
 COL1A2,ENSG00000164692,1.22474837857462
 WAPAL,ENSG00000062650,0.089705598087343
 COL1A1,ENSG00000108821,1.43984329342517
 KIAA1210,ENSG00000250423,-1.19161940253273
 KIAA1211,ENSG00000109265,-1.9270952707208
 LACRT,ENSG00000135413,-0.227232490510781
 ATAD2,ENSG00000156802,-0.312911644575349
 EIF1B,ENSG00000114784,-0.426398344741162
 C22orf29,ENSG00000215012,-0.347657249325312
 UNCX,ENSG00000164853,-0.359976946900848
 COG3,ENSG00000136152,0.088992687335646
 AADAT,ENSG00000109576,0.034356625075129
 C19orf35,ENSG00000188305,-0.0293994130421393
 AADAC,ENSG00000114771,3.38272741904625
 COG5,ENSG00000164597,0.0307292658660605
 C19orf33,ENSG00000167644,-0.435112906178521
 EPCAM,ENSG00000119888,-2.32309980529211
 COG4,ENSG00000103051,-0.264269103160192
 C12orf49,ENSG00000111412,-0.215366292005164
 C22orf23,ENSG00000128346,-0.46750652168222
 COL6A1,ENSG00000142156,1.1480722497974
 WBP2,ENSG00000132471,-0.416644704400672
 COL6A3,ENSG00000163359,2.17564755401763
 COL6A2,ENSG00000142173,1.39526361045532
 COL6A5,ENSG00000172752,-1.91103776282683
 WBP5,ENSG00000185222,0.115260626763119
 COL6A6,ENSG00000206384,0.657157794159452
 KLK12,ENSG00000186474,-1.32149142974075
 KLK13,ENSG00000167759,-1.67341314912766
 KLK10,ENSG00000129451,-3.23514902861103
 KLK11,ENSG00000167757,-2.98153222868138
 KLK15,ENSG00000174562,-0.359080234755315
 PLLP,ENSG00000102934,-1.4771030568483
 TMA16,ENSG00000198498,0.26228773924086
 SPG20OS,ENSG00000120664,0.130008039504506
 PCM1,ENSG00000078674,-0.176928461343581
 LRRK1,ENSG00000154237,0.593798108400355
 LRRK2,ENSG00000188906,-0.203208358139872
 TGFB1I1,ENSG00000140682,0.996020589166915
 MRPL11,ENSG00000174547,-0.0781430208063803
 MRPL13,ENSG00000172172,0.143578519018329
 MRPL14,ENSG00000180992,-0.474109954278166
 MRPL15,ENSG00000137547,0.0788130381033074
 MRPL16,ENSG00000166902,0.0890695203817571
 MRPL17,ENSG00000158042,-0.00989274675234875
 MRPL18,ENSG00000112110,-0.102609250395649
 MRPL19,ENSG00000115364,-0.0590121229582425
 PLA1A,ENSG00000144837,0.547927812930739
 ANKRD20A2,ENSG00000183148,0.277052812174917
 ANKRD20A4,ENSG00000172014,0.272235782111549
 SNCG,ENSG00000173267,1.74702355937576
 SNCB,ENSG00000074317,-1.69938485720971
 SNCA,ENSG00000145335,-1.80780464208478
 RNF125,ENSG00000101695,1.28183088808153
 RNF123,ENSG00000164068,-0.319000135145952
 RNF122,ENSG00000133874,0.299881334879516
 RNF121,ENSG00000137522,-0.258585114914187
 OR11A1,ENSG00000204694,-0.253400197608369
 SACS,ENSG00000151835,-0.0636468310127873
 TGFBR3L,ENSG00000260001,-1.22879827936137
 EBF4,ENSG00000088881,-0.88216236943751
 GPN3,ENSG00000111231,0.0965616693224105
 NBN,ENSG00000104320,0.116266384796404
 GPN1,ENSG00000198522,0.168173101269665
 NFKB1,ENSG00000109320,0.322807948936585
 NFKB2,ENSG00000077150,0.327810551585607
 DNPEP,ENSG00000123992,0.0975320986535356
 RAB40AL,ENSG00000102128,0.166352673522532
 SIAH1,ENSG00000196470,0.22357505662168
 SIAH2,ENSG00000181788,-0.261566838112625
 SIAH3,ENSG00000215475,-1.94737269110835
 NSA2,ENSG00000164346,0.132436290938959
 PDZRN4,ENSG00000165966,-0.0296401053998894
 DDX27,ENSG00000124228,-0.123882432472493
 PHLPP1,ENSG00000081913,-0.224091109948578
 PDZRN3,ENSG00000121440,0.339359613452326
 EMILIN2,ENSG00000132205,1.24553834503137
 EMILIN1,ENSG00000138080,0.359301285246939
 ZNF155,ENSG00000204920,0.294667367776038
 TWSG1,ENSG00000128791,0.3299139488075
 P2RX1,ENSG00000108405,0.976667923772582
 P2RX3,ENSG00000109991,-0.468042138853985
 P2RX2,ENSG00000187848,-2.7128553628344
 P2RX5,ENSG00000083454,-1.94397245726512
 P2RX4,ENSG00000135124,0.200275750250261
 P2RX7,ENSG00000089041,0.13170932708891
 PHF6,ENSG00000156531,-0.0615735137828399
 METRNL,ENSG00000176845,0.585170648829659
 RMDN2,ENSG00000115841,-0.104765024158636
 RMDN3,ENSG00000137824,0.0148184497910075
 RMDN1,ENSG00000176623,0.243105655846346
 DIS3,ENSG00000083520,0.0802591559653917
 RP3-422G23.4,ENSG00000262543,-0.428724600287522
 BAP1,ENSG00000163930,-0.368705630659432
 SHARPIN,ENSG00000179526,-0.0335406550920194
 ZCCHC13,ENSG00000187969,0.0946379036424649
 ERRFI1,ENSG00000116285,0.375799202080552
 ZCCHC11,ENSG00000134744,-0.267926206250437
 ZCCHC10,ENSG00000155329,0.0271213705577256
 ZCCHC17,ENSG00000121766,-0.33666716269544
 ZCCHC16,ENSG00000187823,-0.756720839443127
 ZCCHC18,ENSG00000166707,-0.203083979988863
 CDRT1,ENSG00000241322,1.28089153367557
 ANKS4B,ENSG00000175311,-0.142814539536004
 FKBP10,ENSG00000141756,0.420966286308429
 GUCY1A3,ENSG00000164116,0.891475277155416
 SLC45A4,ENSG00000022567,-0.950356151996213
 SLC45A1,ENSG00000162426,-0.0972374599812164
 PTGR1,ENSG00000106853,0.751828394841671
 SLC45A3,ENSG00000158715,0.108171288090597
 SLC45A2,ENSG00000164175,-1.79424930148341
 MTUS2,ENSG00000132938,-2.80023608859678
 IFRD1,ENSG00000006652,-0.2273247199596
 IFRD2,ENSG00000214706,0.0328326229477725
 ALS2CL,ENSG00000178038,0.17236068145893
 RNF222,ENSG00000189051,-0.655185909124809
 FGL1,ENSG00000104760,-2.00459231711313
 IMPAD1,ENSG00000104331,0.310493870137354
 FZD10,ENSG00000111432,0.96122224856433
 ADARB1,ENSG00000197381,-0.330976307075002
 CHKA,ENSG00000110721,-0.281179705171999
 CHKB,ENSG00000100288,0.207221513897822
 BMS1,ENSG00000165733,-0.0158540000760066
 MRI1,ENSG00000037757,0.237485176689089
 MAPK1IP1L,ENSG00000168175,-0.0876302755907677
 DST,ENSG00000151914,-0.329316676425294
 DSP,ENSG00000096696,-1.09608778729449
 C17orf112,ENSG00000227011,-0.0681116287857345
 THBD,ENSG00000178726,0.919964234074344
 DSE,ENSG00000111817,0.985899227003975
 PDAP1,ENSG00000106244,-0.0658535545939424
 CENPBD1,ENSG00000177946,0.124243809712241
 TRAPPC2P1,ENSG00000256060,0.0782508187424072
 BCLAF1,ENSG00000029363,0.111284057090987
 SLC22A23,ENSG00000137266,-0.106661904106976
 SLC22A25,ENSG00000196600,2.08851554880364
 SLC22A24,ENSG00000197658,0.209291235894752
 ZNF83,ENSG00000167766,-0.00863690862563752
 ZNF81,ENSG00000197779,-0.0607321672746364
 ZNF80,ENSG00000174255,-0.429863325740822
 PFN1,ENSG00000108518,0.188938358759134
 CAPZA3,ENSG00000177938,-0.694581936160268
 CAPZA2,ENSG00000198898,0.359834759066297
 CAPZA1,ENSG00000116489,0.086559591680739
 SCARF2,ENSG00000244486,0.309372996548163
 SCARF1,ENSG00000074660,1.22126764436406
 MAGEA8,ENSG00000156009,-0.898727151079251
 C14orf178,ENSG00000197734,-0.00179539730855047
 TRPC4AP,ENSG00000100991,0.216622274602481
 KRTAP1-1,ENSG00000188581,-0.22217542839613
 C10orf88,ENSG00000119965,0.0429985738567012
 CER1,ENSG00000147869,0.707208711736441
 C10orf82,ENSG00000165863,-2.3936660635472
 C10orf85,ENSG00000177234,-0.755273726893273
 AC110781.3,ENSG00000176349,-0.515326949421782
 GRIN3A,ENSG00000198785,0.124693982822818
 GRIN3B,ENSG00000116032,-0.290836371483505
 CPVL,ENSG00000106066,0.269955996890468
 CERK,ENSG00000100422,-0.0711436069622947
 EEA1,ENSG00000102189,0.698390339700814
 RGCC,ENSG00000102760,0.495996277595329
 LIN7A,ENSG00000111052,0.648116369561747
 LIN7C,ENSG00000148943,-0.0331513545979535
 LIN7B,ENSG00000104863,-0.991739669079428
 FADD,ENSG00000168040,0.267150693806166
 NFATC1,ENSG00000131196,0.385851510761223
 NFATC2,ENSG00000101096,0.531191694257428
 RPL37A,ENSG00000197756,-0.0690970961135312
 NFATC4,ENSG00000100968,0.602330259546963
 TNFAIP8L2,ENSG00000163154,0.913988997556085
 TNFAIP8L1,ENSG00000185361,0.590585957641458
 TAS2R20,ENSG00000255837,0.23069874228127
 CSHL1,ENSG00000204414,0.177483617137113
 GFER,ENSG00000127554,-0.156015218624742
 CYP26B1,ENSG00000003137,1.82656873385527
 PPP1R14D,ENSG00000166143,-0.685865676127876
 PPP1R14B,ENSG00000173457,0.0943230845668697
 PPP1R14C,ENSG00000198729,-3.17445705305959
 PPP1R14A,ENSG00000167641,0.31311308472924
 SSC5D,ENSG00000179954,1.21021254401996
 SRRT,ENSG00000087087,-0.133625433562418
 PCDH12,ENSG00000113555,0.630973433001126
 PCDH10,ENSG00000138650,-2.18685152473045
 PCDH17,ENSG00000118946,-0.664100161818672
 ALKBH8,ENSG00000137760,0.320057197850877
 PCDH15,ENSG00000150275,-1.82797238001394
 VPS53,ENSG00000141252,-0.426207466005696
 VPS52,ENSG00000223501,-0.0213340974148686
 VPS51,ENSG00000149823,-0.006769723419922
 ALKBH5,ENSG00000091542,-0.321588207234102
 ALKBH2,ENSG00000189046,0.254702504035648
 ALKBH3,ENSG00000166199,0.213508017179586
 VPS54,ENSG00000143952,0.201095457710362
 PVR,ENSG00000073008,-0.508720795233178
 KISS1,ENSG00000170498,-0.327803570054664
 PPP1R13B,ENSG00000088808,-0.143382931078717
 SNW1,ENSG00000100603,0.185497557046933
 COL17A1,ENSG00000065618,-1.34655260131111
 LIME1,ENSG00000203896,-0.693456793642481
 FAM219B,ENSG00000178761,0.154488337791167
 FAM219A,ENSG00000164970,-0.0676950920663934
 DHH,ENSG00000139549,-0.101666562256557
 MPST,ENSG00000128309,0.0403438634136128
 CDK20,ENSG00000156345,-0.755050876975519
 ALPPL2,ENSG00000163286,-0.432731678944044
 NRIP1,ENSG00000180530,1.10024587716031
 NRIP2,ENSG00000053702,-0.0535186159865096
 NRIP3,ENSG00000175352,-0.321759689565166
 VTI1A,ENSG00000151532,0.155327521665086
 VTI1B,ENSG00000100568,0.125586530132932
 CDKN2AIP,ENSG00000168564,0.265636008401162
 CHSY1,ENSG00000131873,0.548115431327727
 AMACR,ENSG00000242110,0.0144133165092246
 OCIAD2,ENSG00000145247,0.044246346768805
 OCIAD1,ENSG00000109180,-0.178865612113394
 AHCTF1,ENSG00000153207,0.209170808443824
 KIAA1009,ENSG00000135315,0.199853855263509
 SH3GLB1,ENSG00000097033,0.525368146669187
 SH3GLB2,ENSG00000148341,-0.857285265429761
 LGALS9C,ENSG00000171916,0.220843933803715
 CHERP,ENSG00000085872,-0.0312894709114234
 NKAIN4,ENSG00000101198,-2.00349730587437
 RCBTB2,ENSG00000136161,0.284890026390568
 HELT,ENSG00000187821,-0.595373429689592
 HELQ,ENSG00000163312,0.259366147021163
 RCBTB1,ENSG00000136144,-0.00200312267060583
 CLSPN,ENSG00000092853,0.376763668401448
 HELZ,ENSG00000198265,0.135816691585556
 TEX19,ENSG00000182459,-0.251573659782884
 HELB,ENSG00000127311,0.374025473911394
 RBAK,ENSG00000146587,0.139505191595699
 TEKT1,ENSG00000167858,-0.521152104613258
 TEKT3,ENSG00000125409,-0.0182456156459122
 TEKT2,ENSG00000092850,-1.26821086991896
 TEKT5,ENSG00000153060,0.208446234245048
 TEKT4,ENSG00000163060,-0.173121927270289
 CLUH,ENSG00000132361,-0.0550960409528358
 HMCES,ENSG00000183624,0.178776241851834
 FOS,ENSG00000170345,-0.323310188061834
 KIAA0754,ENSG00000255103,0.82076687945054
 KIAA0753,ENSG00000198920,-0.0794783871904296
 SAFB2,ENSG00000130254,-0.300610676305975
 LCK,ENSG00000182866,0.393148345733079
 SEC14L3,ENSG00000100012,-0.796838449388685
 SEC14L2,ENSG00000100003,-1.52115207813852
 SEC14L1,ENSG00000129657,0.643452802282383
 SEC14L6,ENSG00000214491,-3.00204060908181
 SEC14L5,ENSG00000103184,-1.06243737605513
 SEC14L4,ENSG00000133488,-2.15202485314011
 UPF1,ENSG00000005007,-0.14778272452677
 UPF2,ENSG00000151461,0.0571336531383371
 SNED1,ENSG00000162804,0.881911597572038
 DESI2,ENSG00000121644,0.0860863287515062
 IL1B,ENSG00000125538,-0.9908895426614
 KRT6B,ENSG00000185479,-1.86328132697671
 KRT6C,ENSG00000170465,-1.11585484622295
 KRT6A,ENSG00000205420,-1.50800942495926
 ZNF253,ENSG00000256771,0.0147365076054047
 COMP,ENSG00000105664,1.4356938802986
 COMT,ENSG00000093010,-0.194727239458168
 SLC47A2,ENSG00000180638,-0.970501156398508
 ZNF154,ENSG00000179909,-0.25653339557181
 SLC47A1,ENSG00000142494,-0.765094329776693
 IL18,ENSG00000150782,-0.603354161443024
 IL19,ENSG00000142224,-0.393788420745054
 IL10,ENSG00000136634,1.06631293921591
 IL11,ENSG00000095752,-3.48273432772035
 IL15,ENSG00000164136,0.879236501727825
 IL16,ENSG00000172349,0.539313799777168
 EFHD2,ENSG00000142634,0.207193100424976
 EFHD1,ENSG00000115468,0.574446452069599
 PINX1,ENSG00000254093,-0.0707183932798194
 AEBP1,ENSG00000106624,1.07177364721168
 GNAZ,ENSG00000128266,0.515958316376964
 AEBP2,ENSG00000139154,0.18350121434907
 LTA4H,ENSG00000111144,-0.162175872952735
 AC006116.20,ENSG00000267710,-0.46545555675972
 ABHD12B,ENSG00000131969,-0.443901745229532
 ZDHHC20,ENSG00000180776,0.139468625552341
 ZDHHC21,ENSG00000175893,-0.258294261738522
 ZDHHC22,ENSG00000177108,-1.86372668000239
 ZDHHC23,ENSG00000184307,-0.90102708931451
 ZDHHC24,ENSG00000174165,0.325143356660461
 ISL1,ENSG00000016082,-1.30146200248909
 ISL2,ENSG00000159556,-1.38900079169653
 MROH9,ENSG00000117501,0.356681290869584
 MROH8,ENSG00000101353,0.0344910095672256
 MS4A8,ENSG00000166959,-0.803455505307156
 MS4A7,ENSG00000166927,1.49652714369733
 MROH7,ENSG00000184313,-1.67355583197882
 MROH6,ENSG00000204839,-0.334758492690853
 MROH1,ENSG00000179832,-0.202363818576688
 MS4A3,ENSG00000149516,0.740759544156479
 MS4A1,ENSG00000156738,0.253632242655278
 ZNF141,ENSG00000131127,-0.079767160999596
 ZNF140,ENSG00000196387,-0.0936016517049557
 ZNF143,ENSG00000166478,0.040034558632371
 ZNF142,ENSG00000115568,-0.00632586409086278
 DNTT,ENSG00000107447,0.009326788410273
 ZNF146,ENSG00000167635,0.00760114000247645
 ZNF148,ENSG00000163848,0.181556913944662
 DSC2,ENSG00000134755,1.31519091581637
 DSC1,ENSG00000134765,-1.2081320700126
 MAGOH,ENSG00000162385,0.0981768220472471
 SOD2,ENSG00000112096,0.185753581320153
 SOD3,ENSG00000109610,1.17763224015219
 VWA8,ENSG00000102763,-0.241148194387591
 VWA9,ENSG00000138614,0.10601530566643
 VWA2,ENSG00000165816,-0.60683635980361
 RANGAP1,ENSG00000100401,-0.808476126932258
 VWA1,ENSG00000179403,0.0181829200535047
 KCNN4,ENSG00000104783,-0.0366596158667663
 KCNN3,ENSG00000143603,-0.996494302113216
 KCNN2,ENSG00000080709,-0.421070731435472
 ISLR,ENSG00000129009,1.1405635404652
 PKIA,ENSG00000171033,-1.78967102531522
 PKIB,ENSG00000135549,-1.06279227248785
 CBFA2T2,ENSG00000078699,-0.188394981271646
 NIT2,ENSG00000114021,0.356057899000822
 NIT1,ENSG00000158793,0.0343996107657632
 HCFC1R1,ENSG00000103145,-0.435855737132745
 TYSND1,ENSG00000156521,0.46429151738232
 INO80,ENSG00000128908,0.0950068335042481
 CLEC18A,ENSG00000157322,-1.01016879132383
 CLEC18C,ENSG00000157335,-0.933556516363643
 KANSL1L,ENSG00000144445,0.0368944887903182
 CYHR1,ENSG00000187954,-0.410232806014733
 UQCRFS1,ENSG00000169021,-0.200425083375266
 TCEANC2,ENSG00000116205,0.306644345834966
 CR1L,ENSG00000197721,-0.068202832585132
 NUP153,ENSG00000124789,0.261816006681112
 OR2F1,ENSG00000213215,0.370590958741416
 SORCS1,ENSG00000108018,-2.47734516729418
 SORCS2,ENSG00000184985,-1.87029873935641
 SORCS3,ENSG00000156395,-2.28204321727323
 CARS2,ENSG00000134905,-0.063468859409593
 GPKOW,ENSG00000068394,-0.029242507887273
 NANOG,ENSG00000111704,0.527448696259197
 RRH,ENSG00000180245,0.134839911289157
 MAPK3,ENSG00000102882,0.251004555612103
 MAPK1,ENSG00000100030,-0.276239502148
 MAPK6,ENSG00000069956,-0.375385613790601
 MAPK7,ENSG00000166484,0.162295113675766
 BCO2,ENSG00000197580,-1.27725536420281
 MAPK8,ENSG00000107643,-0.0291066243821085
 MAPK9,ENSG00000050748,-0.252224079509189
 CUZD1,ENSG00000138161,0.050311939335659
 LYL1,ENSG00000104903,0.752169545357664
 C20orf85,ENSG00000124237,-0.078688479819094
 SERINC1,ENSG00000111897,0.101821425892011
 C1QTNF8,ENSG00000184471,-0.7706547126275
 BCOR,ENSG00000183337,-2.96549277270158e-05
 VWA3B,ENSG00000168658,-2.11654273405088
 THNSL2,ENSG00000144115,-0.0835868019078492
 THNSL1,ENSG00000185875,-0.408758804034602
 VWA3A,ENSG00000175267,-1.14330756915604
 CCL11,ENSG00000172156,-2.42695452756015
 ZMYM6NB,ENSG00000243749,0.535612907678552
 CCL13,ENSG00000181374,2.38654280172541
 GPBP1L1,ENSG00000159592,-0.0400335771459987
 CCL17,ENSG00000102970,0.320690111456982
 CCL19,ENSG00000172724,2.62488994810785
 STAT5B,ENSG00000173757,0.38885692220045
 STAT5A,ENSG00000126561,1.39872811705028
 C1QTNF1,ENSG00000173918,1.60756070527841
 PLEKHN1,ENSG00000187583,-0.810609076501337
 KCNT1,ENSG00000107147,-1.06719247369373
 EXOC6B,ENSG00000144036,-0.0382247074856299
 SERPINA9,ENSG00000170054,-0.573263557447277
 ZC3HC1,ENSG00000091732,-0.0175786416670245
 FOXRED2,ENSG00000100350,-0.294647853693768
 FOXRED1,ENSG00000110074,-0.17531004418242
 CREB3L1,ENSG00000157613,0.288566877011246
 RP11-826N14.2,ENSG00000248469,-2.01410957934497
 GATAD1,ENSG00000157259,0.440707419023442
 GAGE10,ENSG00000215274,-0.384445873325479
 SYNPO,ENSG00000171992,-0.145136299542274
 ANP32E,ENSG00000143401,-0.27487554915371
 ANP32B,ENSG00000136938,0.201247256480261
 ANP32A,ENSG00000140350,0.0630300063484726
 SYNPR,ENSG00000163630,-2.08006696893941
 HPSE2,ENSG00000172987,0.460560580713209
 TAT,ENSG00000198650,-0.466493166631378
 SLC43A3,ENSG00000134802,0.785085391356159
 C17orf74,ENSG00000184560,-0.117259128261598
 PRR23A,ENSG00000206260,-0.28005344482468
 ALMS1,ENSG00000116127,0.0732489652829224
 PRR23C,ENSG00000233701,0.0734315946699926
 PRR23B,ENSG00000184814,-0.0384221525130216
 ATRNL1,ENSG00000107518,-1.93984627026186
 PRIM1,ENSG00000198056,0.289375859049162
 SLC43A1,ENSG00000149150,0.467015012196421
 PRIM2,ENSG00000146143,0.31502272727682
 ALOXE3,ENSG00000179148,-2.10007121402969
 LIPC,ENSG00000166035,0.225804503202071
 MUC19,ENSG00000205592,-0.743787832497823
 MUC17,ENSG00000169876,0.983289820140588
 MUC16,ENSG00000181143,-1.98182489170762
 MUC15,ENSG00000169550,-1.77416144542722
 MUC13,ENSG00000173702,-0.00792305643984611
 MUC12,ENSG00000205277,0.481484938240774
 PPP1R9B,ENSG00000108819,-0.196447161178996
 MBTD1,ENSG00000011258,0.165157163861465
 ERBB2,ENSG00000141736,-1.05581238904432
 SYAP1,ENSG00000169895,0.0167929819365411
 GPR116,ENSG00000069122,1.99395511112818
 GPR115,ENSG00000153294,-1.50901758801796
 GPR114,ENSG00000159618,-0.808719474479221
 GPR113,ENSG00000173567,-0.643381822199175
 GPR112,ENSG00000156920,1.13645716965796
 GPR111,ENSG00000164393,-0.383678417730778
 RARS2,ENSG00000146282,0.41283102982875
 RASGRP2,ENSG00000068831,0.0518559224385645
 RASGRP3,ENSG00000152689,0.495263796100781
 RASGRP1,ENSG00000172575,-0.963657972339426
 RASGRP4,ENSG00000171777,1.11840488347446
 LRRN3,ENSG00000173114,0.991730166869443
 WNT6,ENSG00000115596,-0.207588256836946
 COX7B2,ENSG00000170516,-0.172361947945239
 HSCB,ENSG00000100209,0.0571043529466563
 LIPG,ENSG00000101670,0.120600866424069
 HCK,ENSG00000101336,0.9665500598107
 FIBCD1,ENSG00000130720,-1.67722762230616
 C7orf25,ENSG00000136197,0.106811976301412
 C7orf26,ENSG00000146576,0.0347759466414463
 ZNF426,ENSG00000130818,0.348039210679658
 ZNF425,ENSG00000204947,-0.545053521315311
 RP11-180C1.1,ENSG00000250038,-0.115027001794856
 ZNF420,ENSG00000197050,-0.0193196074317536
 ZNF428,ENSG00000131116,-0.533171446124226
 ZNF429,ENSG00000197013,-0.0407823025704352
 CCDC181,ENSG00000117477,-2.23572254712582
 CCDC180,ENSG00000197816,-0.0618233941802784
 AP1AR,ENSG00000138660,0.201114018302032
 NEDD8,ENSG00000129559,-0.0387126398021432
 P2RY14,ENSG00000174944,1.45290058705941
 NEDD1,ENSG00000139350,0.43556783086104
 NEDD4,ENSG00000069869,0.418250589138985
 P2RY12,ENSG00000169313,0.630601685096755
 P2RY13,ENSG00000181631,0.683709423687202
 GPRIN2,ENSG00000204175,-3.39411612014241
 GARNL3,ENSG00000136895,-0.0717901333623674
 SFR1,ENSG00000156384,0.264899453257675
 KIAA0226,ENSG00000145016,-0.308075327219173
 HEBP2,ENSG00000051620,0.948428341741526
 LMOD1,ENSG00000163431,1.4618642736984
 LMOD3,ENSG00000163380,-0.689142630016336
 LMOD2,ENSG00000170807,-0.786075280485547
 FOXN4,ENSG00000139445,-0.314017192805409
 AGXT2,ENSG00000113492,-0.398041063856071
 DAB2,ENSG00000153071,1.63957363118908
 DAB1,ENSG00000173406,0.0468030155726309
 RHOXF2B,ENSG00000203989,0.310144303133633
 RAB5A,ENSG00000144566,0.00796846564378417
 RAB5C,ENSG00000108774,0.428376639787921
 RAB5B,ENSG00000111540,-0.055151626746326
 THEGL,ENSG00000249693,-0.0825223380053257
 WNT7A,ENSG00000154764,-1.33053941741568
 OSCAR,ENSG00000170909,0.673488415206124
 CSRNP1,ENSG00000144655,-0.110397357910288
