 gene    name , gene    ENS ,Skin-SunExposed(Lowerleg)
 RP11-770J1.5,ENSG00000254873,0.554203910792615
 FBXL2,ENSG00000153558,-1.11087481902746
 SIGLECL1,ENSG00000179213,-0.232785108219738
 DES,ENSG00000175084,0.0281490488561216
 FBXL4,ENSG00000112234,-0.0487524666106784
 DEK,ENSG00000124795,-0.350847132367061
 MANEA,ENSG00000172469,-0.633750962048054
 LRP5L,ENSG00000100068,0.387659092500015
 HTR2A,ENSG00000102468,-1.8413628032388
 HTR2C,ENSG00000147246,0.271723033629371
 HTR2B,ENSG00000135914,-0.844585166869892
 GBA2,ENSG00000070610,-0.270658617608223
 KIAA0895,ENSG00000164542,0.106735559260957
 GBAS,ENSG00000146729,-0.733320343508862
 TBPL2,ENSG00000182521,0.428235800968325
 TBPL1,ENSG00000028839,-0.492781848206866
 ESAM,ENSG00000149564,-0.445423758686018
 SERF2,ENSG00000140264,-0.000336350532301069
 ERMN,ENSG00000136541,-1.43340667672839
 ACE,ENSG00000159640,-0.0766684247001582
 ACD,ENSG00000102977,-0.293280843303263
 ATP5S,ENSG00000125375,-0.00483785637062555
 ATP5J,ENSG00000154723,-0.619096186738886
 ATP5I,ENSG00000169020,-0.314399675462961
 ATP5H,ENSG00000167863,0.0672413892775427
 ME1,ENSG00000065833,-0.0512732106290196
 ME3,ENSG00000151376,-1.40096815506484
 ATP5L,ENSG00000167283,-0.28587581227548
 ATP5B,ENSG00000110955,0.137916618316024
 ATP5E,ENSG00000124172,-0.482381117612459
 ATP5D,ENSG00000099624,0.0666828403686209
 MPZL2,ENSG00000149573,1.35701806738116
 MPZL3,ENSG00000160588,2.45844413151805
 TBK1,ENSG00000183735,-0.251229220702363
 MPZL1,ENSG00000197965,0.210019784226755
 MAGEA11,ENSG00000185247,0.92578468368594
 MET,ENSG00000105976,0.516778635981156
 CLPX,ENSG00000166855,0.409447054583749
 SPATA5,ENSG00000145375,-0.0503404224837037
 CLPP,ENSG00000125656,0.231052946436534
 CLPS,ENSG00000137392,-1.58895915308821
 CLPB,ENSG00000162129,-0.554324243528888
 FEZF1,ENSG00000128610,-1.21023021448158
 FEZF2,ENSG00000153266,-1.0830211781487
 SLC9A3R2,ENSG00000065054,-0.791966937668929
 SLC9A3R1,ENSG00000109062,0.462284542852978
 NAT1,ENSG00000171428,-0.266810578194581
 WIPF2,ENSG00000171475,0.402199185499157
 SLC40A1,ENSG00000138449,-0.757794383764632
 CLP1,ENSG00000172409,0.844202535850476
 MON1A,ENSG00000164077,-0.274817559530274
 DTWD2,ENSG00000169570,-0.5077626487658
 DTWD1,ENSG00000104047,-0.0955555858556073
 CPO,ENSG00000144410,-0.742360495646358
 CPD,ENSG00000108582,-0.550474207203283
 CPE,ENSG00000109472,-0.807189896518928
 CPZ,ENSG00000109625,0.565713061031133
 CPQ,ENSG00000104324,-0.215671352142337
 CASS4,ENSG00000087589,-0.773977866810535
 CYP46A1,ENSG00000036530,-0.965631596084363
 BANK1,ENSG00000153064,-0.290140462948666
 DOC2B,ENSG00000272636,-0.499579493010311
 LMTK3,ENSG00000142235,0.601358318221065
 LMTK2,ENSG00000164715,0.327473561116208
 HHIP,ENSG00000164161,-2.5690210071535
 SIGLEC9,ENSG00000129450,-0.758177027631482
 CHTF8,ENSG00000168802,0.54898646479814
 HOXB2,ENSG00000173917,0.770604013747894
 PSAP,ENSG00000197746,-0.00558019195626144
 GABRP,ENSG00000094755,3.34508270940038
 KRT16,ENSG00000186832,3.95896286615826
 KRT15,ENSG00000171346,4.14955016910216
 KRT14,ENSG00000186847,5.65439641857525
 KRT13,ENSG00000171401,-1.27210748565271
 KRT12,ENSG00000187242,3.21165107755557
 KRT10,ENSG00000186395,6.89507910965319
 GABRE,ENSG00000102287,1.14505484794147
 GABRD,ENSG00000187730,-1.15069785412588
 KRT19,ENSG00000171345,1.91348823464531
 KRT18,ENSG00000111057,1.10969485198572
 ABHD17A,ENSG00000129968,0.607877096408294
 ABHD17B,ENSG00000107362,-0.107414517269669
 ABHD17C,ENSG00000136379,1.09732920852151
 MIA3,ENSG00000154305,-0.245662863975088
 NBPF8,ENSG00000162825,0.152293159827885
 NBPF6,ENSG00000186086,-0.706537464649918
 NBPF4,ENSG00000196427,-0.503515023969672
 NBPF1,ENSG00000219481,-0.507251405806718
 SLC26A8,ENSG00000112053,-1.30784592246989
 ZFP69B,ENSG00000187801,-0.550516782504113
 PKLR,ENSG00000143627,1.66632598678463
 TMEM259,ENSG00000182087,0.0618958071062825
 TM9SF4,ENSG00000101337,0.378644576803876
 SIGLEC5,ENSG00000105501,-0.392008735939056
 TM9SF1,ENSG00000100926,0.403596188215321
 TM9SF3,ENSG00000077147,0.00304168449869208
 MEPCE,ENSG00000146834,0.316038797292887
 ZNF85,ENSG00000105750,-0.450541420262271
 KCNC4,ENSG00000116396,-0.459853329316908
 KCNC1,ENSG00000129159,-2.01007104202503
 KCNC2,ENSG00000166006,-1.18129286087102
 KCNC3,ENSG00000131398,-0.214687818600591
 MFSD6L,ENSG00000185156,1.36905859481044
 NGFR,ENSG00000064300,0.798007858373536
 GRIA2,ENSG00000120251,0.549264071001187
 ACAA2,ENSG00000167315,-0.209236367890842
 ACAA1,ENSG00000060971,-0.410468998320499
 OR3A1,ENSG00000180090,-0.0977560388642894
 GRIA3,ENSG00000125675,-1.08195632963098
 ARIH1,ENSG00000166233,0.165836416606051
 SUFU,ENSG00000107882,0.910121701698508
 PLA2G4B,ENSG00000243708,0.858028039795557
 PLA2G4A,ENSG00000116711,1.0212137626203
 PLA2G4F,ENSG00000168907,5.14153135399795
 PLA2G4E,ENSG00000188089,6.63218570065364
 PLA2G4D,ENSG00000159337,6.09581835626318
 CMTM8,ENSG00000170293,0.431949694669201
 CMTM2,ENSG00000140932,-1.12560575787654
 CMTM3,ENSG00000140931,0.622145181163445
 CMTM1,ENSG00000089505,-0.738580969686802
 CMTM6,ENSG00000091317,0.863550894183614
 CMTM7,ENSG00000153551,0.361095134416571
 CMTM4,ENSG00000183723,-0.125070968933712
 COL11A1,ENSG00000060718,0.51107809831488
 CHRFAM7A,ENSG00000166664,-1.05163725376617
 USP29,ENSG00000131864,-0.359121075057745
 LAD1,ENSG00000159166,4.96120654083136
 NDUFA11,ENSG00000174886,-0.0221200328648594
 NDUFA12,ENSG00000184752,-0.289716079353958
 NDUFA13,ENSG00000186010,-0.176446624412803
 ALDH1L2,ENSG00000136010,0.165216797635356
 ALDH1L1,ENSG00000144908,-1.02462311795045
 GNG7,ENSG00000176533,-1.42440757912072
 GNG4,ENSG00000168243,-2.45624324161943
 GNG5,ENSG00000174021,0.135018473317743
 GNG2,ENSG00000186469,-1.15007936746352
 GNG3,ENSG00000162188,-1.34463812141175
 GNG8,ENSG00000167414,-1.64818646453774
 DIABLO,ENSG00000184047,-0.167702601898646
 FUS,ENSG00000089280,-0.052443525065343
 UGT3A2,ENSG00000168671,5.72448927981365
 UGT3A1,ENSG00000145626,0.286752067920442
 FUZ,ENSG00000010361,-0.724452047649495
 SMARCE1,ENSG00000073584,0.0935420655427664
 FUK,ENSG00000157353,0.27920448580724
 RASGEF1C,ENSG00000146090,-0.673528098986215
 RASGEF1B,ENSG00000138670,1.1802306190583
 RASGEF1A,ENSG00000198915,-1.12155991856826
 TTLL9,ENSG00000131044,-1.66026568284422
 PLEKHS1,ENSG00000148735,1.78035540089635
 SMYD4,ENSG00000186532,-0.182401033480867
 SMYD5,ENSG00000135632,-0.00164870338505454
 TRDMT1,ENSG00000107614,-0.418620996763685
 SMYD1,ENSG00000115593,-2.06995257743765
 SMYD2,ENSG00000143499,-0.662137164692424
 SMYD3,ENSG00000185420,-0.142894739201576
 SERPIND1,ENSG00000099937,-1.87443238715438
 FAM78A,ENSG00000126882,-0.634910140498881
 PIGS,ENSG00000087111,0.429089376253584
 FAM78B,ENSG00000188859,-0.234827954029441
 LY75,ENSG00000054219,1.30180732713597
 CLK1,ENSG00000013441,-0.483662658851196
 CLK2,ENSG00000176444,0.0293713821481558
 CLK3,ENSG00000179335,0.0961564630640765
 CLK4,ENSG00000113240,-0.427038839773625
 ONECUT3,ENSG00000205922,-0.26110301912471
 CNKSR1,ENSG00000142675,1.15996223291542
 ONECUT1,ENSG00000169856,-0.429474401662413
 TMEM150C,ENSG00000249242,-0.259735309276566
 TMEM150B,ENSG00000180061,-0.11254611254199
 MTO1,ENSG00000135297,-0.169079018885715
 LYSMD3,ENSG00000176018,-0.785032042198705
 ACVR2A,ENSG00000121989,1.096973436683
 LYSMD1,ENSG00000163155,0.0600082872188073
 RRAS2,ENSG00000133818,-0.324022599574803
 LYSMD4,ENSG00000183060,0.881682845376698
 SPATA33,ENSG00000167523,-0.312966399843205
 SPATA32,ENSG00000184361,0.726632592745601
 MTOR,ENSG00000198793,-0.141805297138079
 MUC5AC,ENSG00000215182,-0.568256512229464
 OMG,ENSG00000126861,-1.77828614684546
 OMD,ENSG00000127083,-0.136382399864976
 C2orf62,ENSG00000158428,-1.27090740295178
 C2orf61,ENSG00000239605,0.972508941821805
 OMP,ENSG00000254550,-0.538870963582162
 CNBD2,ENSG00000149646,0.19233511894685
 C2orf66,ENSG00000187944,1.61316784144613
 CNBD1,ENSG00000176571,0.0298592405938209
 C2orf69,ENSG00000178074,-0.136095471889037
 C2orf68,ENSG00000168887,0.142820659710779
 LRRC8E,ENSG00000171017,3.71878642423054
 MEGF8,ENSG00000105429,-0.54092744841836
 LRRC8A,ENSG00000136802,0.199167778927982
 HIP1,ENSG00000127946,-0.367209008954492
 LRRC8C,ENSG00000171488,0.0349315241110623
 LRRC8B,ENSG00000197147,0.106603493515237
 DSC3,ENSG00000134762,5.75178214160765
 SUPV3L1,ENSG00000156502,0.151529131874013
 CYBB,ENSG00000165168,-0.802772374654274
 CYBA,ENSG00000051523,0.00928725094279847
 CEACAM19,ENSG00000186567,0.908213146816979
 HOXB7,ENSG00000260027,1.59266022749979
 HMHA1,ENSG00000180448,0.201772211826028
 CIDEB,ENSG00000136305,0.771349125235404
 CIDEC,ENSG00000187288,2.82947899007068
 CIDEA,ENSG00000176194,2.37066015522335
 PPM1A,ENSG00000100614,-0.251393109776598
 C4BPA,ENSG00000123838,-1.5885901292714
 HSF1,ENSG00000185122,-0.0560594560521501
 TRMT112,ENSG00000173113,0.0807794896066825
 HSF2,ENSG00000025156,0.0516567715823442
 HSF5,ENSG00000176160,-0.76428739839723
 PRPF4B,ENSG00000112739,-0.0062948372801877
 C7orf55,ENSG00000164898,-0.693467816469885
 C7orf57,ENSG00000164746,-0.402374460191033
 C7orf50,ENSG00000146540,-0.68263332442423
 RORC,ENSG00000143365,2.75508581101087
 RORB,ENSG00000198963,-1.74927144207671
 RORA,ENSG00000069667,2.43183692433655
 ZNF479,ENSG00000185177,-0.100752106225474
 TSPAN10,ENSG00000182612,0.661379665666712
 ZNF471,ENSG00000196263,-0.919172162922093
 ZNF473,ENSG00000142528,-0.339141300341099
 ZNF474,ENSG00000164185,-0.014210535593303
 TSPAN13,ENSG00000106537,-0.729325851373944
 ROR2,ENSG00000169071,1.53468267139582
 ROR1,ENSG00000185483,0.0709588888315234
 SLTM,ENSG00000137776,0.192999844787268
 KPNA7,ENSG00000185467,-0.147202494136248
 KPNA6,ENSG00000025800,0.209398982582721
 KPNA5,ENSG00000196911,-0.604568217941374
 KPNA4,ENSG00000186432,-0.221331867155467
 KPNA3,ENSG00000102753,-0.314901834096394
 KPNA2,ENSG00000182481,-0.168530059707619
 KPNA1,ENSG00000114030,-0.142335083666697
 FRS3,ENSG00000137218,-1.05674733186828
 FRS2,ENSG00000166225,-0.169269474570931
 GOLT1B,ENSG00000111711,-0.382276892427283
 GOLT1A,ENSG00000174567,-0.0560711265529693
 B4GALT1,ENSG00000086062,0.430381149698287
 B4GALT3,ENSG00000158850,0.23045536786207
 B4GALT2,ENSG00000117411,0.292404634682042
 B4GALT5,ENSG00000158470,-0.981438237022033
 B4GALT4,ENSG00000121578,0.560625542928644
 B4GALT7,ENSG00000027847,-0.0861906668632114
 FCN2,ENSG00000160339,-0.588684332349112
 FCN1,ENSG00000085265,0.108166952339606
 TRRAP,ENSG00000196367,0.417711829775235
 MT-ND6,ENSG00000198695,1.17558658131137
 FAM174B,ENSG00000185442,0.328854416399809
 FAM174A,ENSG00000174132,0.407083788561038
 CYP19A1,ENSG00000137869,1.579402169702
 SPRN,ENSG00000203772,-0.765311872997159
 SULT2B1,ENSG00000088002,4.77725662216041
 SOGA3,ENSG00000214338,-1.33752404782626
 SOGA2,ENSG00000168502,0.0687480919419833
 SOGA1,ENSG00000149639,-0.0596924665883656
 VMAC,ENSG00000187650,0.367281939930559
 DOHH,ENSG00000129932,0.25110094308948
 MAGEB10,ENSG00000177689,0.023170127163329
 C21orf67,ENSG00000183250,-0.118377568656024
 CDH8,ENSG00000150394,-0.451872838443375
 PPP2R1A,ENSG00000105568,-0.0713347057187387
 PPP2R1B,ENSG00000137713,-0.0385373996410439
 JHDM1D,ENSG00000006459,0.790132997306418
 ZMYND12,ENSG00000066185,-1.02195042270934
 ZMYND10,ENSG00000004838,-0.408498123567112
 ZMYND11,ENSG00000015171,-0.548206804066507
 ZMYND19,ENSG00000165724,0.691614930351872
 FAM83F,ENSG00000133477,3.27794885789467
 WNT2B,ENSG00000134245,0.955489595594848
 HSPB7,ENSG00000173641,-0.101566923721786
 HSPB2,ENSG00000170276,0.434438254055914
 HSPB3,ENSG00000169271,0.198108418704338
 HSPB1,ENSG00000106211,1.02829365156325
 HSPB8,ENSG00000152137,0.152178126300089
 AGBL5,ENSG00000084693,0.198613962882837
 PBXIP1,ENSG00000163346,-0.508038477299674
 RP11-169F17.1,ENSG00000263711,-0.156440171115389
 NAV1,ENSG00000134369,0.0324913892327991
 NAV3,ENSG00000067798,0.164670616933775
 NAV2,ENSG00000166833,-0.195952021549908
 LIG1,ENSG00000105486,0.624362628596646
 BDP1,ENSG00000145734,-0.0777792567634183
 IREB2,ENSG00000136381,0.0521580329118452
 RNMTL1,ENSG00000171861,0.46921823655982
 BOLL,ENSG00000152430,-0.280120303240906
 CTC-241N9.1,ENSG00000245317,-0.0571163480770009
 BARHL2,ENSG00000143032,-0.3519058832804
 BARHL1,ENSG00000125492,-0.679601275599579
 CSPG5,ENSG00000114646,-0.958836775746097
 SCGB2A2,ENSG00000110484,5.61390037543148
 ZKSCAN1,ENSG00000106261,0.392316037751235
 ZKSCAN3,ENSG00000189298,0.271160745195191
 ALG10B,ENSG00000175548,0.427947201725888
 ZKSCAN5,ENSG00000196652,-0.184941309672727
 ZKSCAN4,ENSG00000187626,0.229920122634522
 ZKSCAN7,ENSG00000196345,-1.09007447905596
 ZKSCAN8,ENSG00000198315,-0.155582094829543
 AJAP1,ENSG00000196581,-0.192002804491894
 TMEM182,ENSG00000170417,-1.60492398129708
 TMEM181,ENSG00000146433,-0.273389829271286
 TMEM180,ENSG00000138111,0.842481892900574
 TMEM187,ENSG00000177854,0.581010132829409
 TMEM186,ENSG00000184857,0.127119555996145
 IL10RB,ENSG00000243646,0.45721035980255
 TMEM189,ENSG00000240849,0.900519374649936
 HCAR3,ENSG00000255398,2.93593668130953
 HCAR2,ENSG00000182782,3.15413832548712
 HCAR1,ENSG00000196917,-0.275154065374448
 PTGIS,ENSG00000124212,0.416809556967216
 SCGB1A1,ENSG00000149021,-0.987345569961248
 TAF7,ENSG00000178913,-0.219295758061728
 TAF6,ENSG00000106290,-0.177369195633027
 TAF5,ENSG00000148835,0.0620775276361706
 TAF4,ENSG00000130699,0.162512335232084
 TAF3,ENSG00000165632,0.0409129872908229
 TAF2,ENSG00000064313,0.0468505484333935
 TAF1,ENSG00000147133,0.247921748094611
 HMOX1,ENSG00000100292,2.68314580295843
 TAF9,ENSG00000085231,-0.530442792671752
 TAF8,ENSG00000137413,0.0775651967381938
 TSPAN32,ENSG00000064201,-0.278141668923575
 TSPAN33,ENSG00000158457,0.577801362141037
 TSPAN31,ENSG00000135452,-0.310778579513847
 ALAD,ENSG00000148218,0.0731156382143947
 PDXK,ENSG00000160209,-0.51158780813563
 CLTCL1,ENSG00000070371,-0.340455226019028
 LRRCC1,ENSG00000133739,-0.594967726330317
 FNIP1,ENSG00000217128,-0.053340380796067
 FNIP2,ENSG00000052795,0.201991535971826
 AKAP8L,ENSG00000011243,0.0220412475040371
 ANKRD65,ENSG00000235098,-0.56722351044375
 PDCD6,ENSG00000249915,0.0261838418867594
 PDCD7,ENSG00000090470,-0.30606867774578
 PDCD4,ENSG00000150593,1.15198807094552
 PDCD2,ENSG00000071994,-0.0726999385646759
 TCF21,ENSG00000118526,-1.15128961048511
 TCF23,ENSG00000163792,0.50528863819584
 PRUNE,ENSG00000143363,-0.0761250169577383
 HDLBP,ENSG00000115677,0.273911342159672
 GVQW1,ENSG00000241043,-0.984844173063927
 KARS,ENSG00000065427,0.192714841003211
 RAB39B,ENSG00000155961,-2.48342900459915
 RAB39A,ENSG00000179331,-0.500831125706323
 TMEM27,ENSG00000147003,-0.157657163525729
 IL12B,ENSG00000113302,0.496521162514805
 IL12A,ENSG00000168811,-1.77688869866119
 DXO,ENSG00000204348,-0.383539371880435
 FIGLA,ENSG00000183733,0.536201711919121
 RPIA,ENSG00000153574,0.112232090528987
 AGRP,ENSG00000159723,0.0923113688834572
 RP11-861L17.3,ENSG00000264472,-0.411557369936391
 SEC22C,ENSG00000093183,-0.50128011467661
 SEC22A,ENSG00000121542,0.187225159749713
 INSL5,ENSG00000172410,-0.78740177160785
 GUCD1,ENSG00000138867,0.327545110430494
 RP11-81K2.1,ENSG00000262039,-0.517814380538221
 ELANE,ENSG00000197561,2.1960734588444
 ADIG,ENSG00000182035,-0.604144792431016
 CELA2A,ENSG00000142615,-1.44157122079499
 CELA2B,ENSG00000215704,-1.12886587333185
 INSL3,ENSG00000248099,-0.97484137580115
 PDCD10,ENSG00000114209,-0.313849637596937
 PDCD11,ENSG00000148843,0.568587040704991
 ATPIF1,ENSG00000130770,-0.219165390922292
 OR14K1,ENSG00000153230,0.2553455436934
 PRNT,ENSG00000180259,-0.136579249011996
 PRNP,ENSG00000171867,-0.387134892234506
 TMEM59,ENSG00000116209,-0.00317910565183977
 TMEM56,ENSG00000152078,-1.88011628067487
 TMEM57,ENSG00000204178,-0.00199592610902116
 TMEM54,ENSG00000121900,1.84615851934619
 SCLY,ENSG00000132330,-0.591710050018193
 TMEM52,ENSG00000178821,0.959256657114097
 TMEM53,ENSG00000126106,-0.194694397501269
 TMEM51,ENSG00000171729,-0.239837750527978
 TBC1D8B,ENSG00000133138,-0.809108182635366
 FAM84B,ENSG00000168672,0.491447783615788
 FAM84A,ENSG00000162981,1.81895736152195
 ZNF677,ENSG00000197928,-0.0813225449454714
 CPSF4L,ENSG00000187959,0.341595833562836
 ZNF675,ENSG00000197372,0.0489265956228886
 ZNF674,ENSG00000251192,-0.299699688879389
 ZNF672,ENSG00000171161,0.137625198148498
 ZNF671,ENSG00000083814,-1.07110312997329
 ZNF670,ENSG00000135747,0.0156496984552423
 SNN,ENSG00000184602,-0.727923999146564
 KTI12,ENSG00000198841,0.12880654429747
 ZNF678,ENSG00000181450,-0.762487392390777
 ACLY,ENSG00000131473,0.0198990116906194
 OR1B1,ENSG00000171484,0.970768493489538
 MGST2,ENSG00000085871,0.496467195949304
 MGST3,ENSG00000143198,-0.360246259372104
 MGST1,ENSG00000008394,-0.533328989633063
 GMDS,ENSG00000112699,-0.2747757264162
 LSR,ENSG00000105699,1.35406849416811
 LSS,ENSG00000160285,0.543541701366474
 AGPAT3,ENSG00000160216,-0.0710522584090798
 PRSS55,ENSG00000184647,-0.682589663235248
 OTUD7A,ENSG00000169918,0.70800092855729
 PRSS57,ENSG00000185198,-0.0790890458095766
 PRSS56,ENSG00000237412,-0.70464187574226
 PRSS50,ENSG00000206549,-1.44881805877389
 PRSS53,ENSG00000151006,0.239353682839338
 MPV17,ENSG00000115204,-0.195284144478648
 PRSS58,ENSG00000258223,-0.209714537265578
 LIN28A,ENSG00000131914,0.586311314430023
 SNRPB2,ENSG00000125870,-0.461047528506938
 SH3D19,ENSG00000109686,0.706741123354633
 TOPAZ1,ENSG00000173769,-0.7273120715775
 VAPB,ENSG00000124164,-0.554472697385065
 VAPA,ENSG00000101558,-0.176179520825792
 RP1-127H14.3,ENSG00000255692,-0.0521716230174349
 FOXO3,ENSG00000118689,0.0325300034958105
 BPIFA2,ENSG00000131050,-0.418915858961921
 BPIFA1,ENSG00000198183,0.15010584198006
 FOXO1,ENSG00000150907,0.173206367380473
 NRN1L,ENSG00000188038,0.126761238436097
 IFIH1,ENSG00000115267,-0.221919597568214
 ACTR10,ENSG00000131966,-0.132271980798161
 ARL11,ENSG00000152213,0.0753808247374017
 ARL10,ENSG00000175414,-0.095470398195981
 SLFN12L,ENSG00000205045,-0.645767330496227
 ARL15,ENSG00000185305,0.251416549906608
 ARL14,ENSG00000179674,0.289277685408108
 ARL16,ENSG00000214087,-0.199989443501375
 WDR45B,ENSG00000141580,0.0993407892253235
 KIF4B,ENSG00000226650,-0.492934635272585
 KIF4A,ENSG00000090889,1.44265864710154
 ANGEL2,ENSG00000174606,-0.0201587145640956
 RABAC1,ENSG00000105404,0.115378379647763
 DHRS7B,ENSG00000109016,0.448110612628823
 DHRS7C,ENSG00000184544,-1.412942609389
 DMTN,ENSG00000158856,-0.201333134242062
 MANBAL,ENSG00000101363,0.337506927138043
 EIF4E3,ENSG00000163412,-0.906153642156986
 EIF4E2,ENSG00000135930,-0.130827224568596
 SERP2,ENSG00000151778,-1.54834003053536
 WDR78,ENSG00000152763,-0.482216823342665
 ACTR1B,ENSG00000115073,-0.180089317483319
 ACTR1A,ENSG00000138107,0.124230968527565
 WDR70,ENSG00000082068,0.194372895133238
 WDR73,ENSG00000177082,-0.230093865471975
 WDR72,ENSG00000166415,4.34691136117456
 WDR75,ENSG00000115368,0.0502293184994863
 WDR74,ENSG00000133316,0.37451570538362
 WDR77,ENSG00000116455,-0.428875913177371
 WDR76,ENSG00000092470,0.599490940487776
 MCF2,ENSG00000101977,-2.53415154391791
 CDO1,ENSG00000129596,-1.97567291369993
 PRPF8,ENSG00000174231,0.297429638043468
 PRPF3,ENSG00000117360,-0.160910637496801
 PRPF4,ENSG00000136875,0.273891142555639
 PRPF6,ENSG00000101161,0.412106468898104
 CD177,ENSG00000204936,-0.797626471096476
 PCF11,ENSG00000165494,0.441684127509118
 ZFP69,ENSG00000187815,-0.509414911399258
 PIP4K2A,ENSG00000150867,-0.73272219325601
 ZFP62,ENSG00000196670,0.0527558271274349
 PIP4K2C,ENSG00000166908,0.354564483088965
 ARL14EP,ENSG00000152219,-0.714993343970413
 C7orf55-LUC7L2,ENSG00000146963,0.0200443596530299
 CDON,ENSG00000064309,1.364177322474
 RPRM,ENSG00000177519,1.68264327852306
 TCP10L,ENSG00000242220,-0.716045058692531
 DEFB119,ENSG00000180483,-0.319776226186806
 DMBT1,ENSG00000187908,0.550907280636576
 PRKG1,ENSG00000185532,-0.693161510976402
 FECH,ENSG00000066926,-0.259612690643401
 PRKG2,ENSG00000138669,1.58482733934108
 PMEPA1,ENSG00000124225,0.0363958412730368
 CALML6,ENSG00000169885,0.544114901269387
 CALML5,ENSG00000178372,7.32164014099417
 CALML4,ENSG00000129007,0.0247558268232728
 MLTK,ENSG00000091436,-0.323038897024116
 CREM,ENSG00000095794,-1.25770490099454
 PDGFRB,ENSG00000113721,0.805094707232823
 PDGFRA,ENSG00000134853,0.155358084010095
 ANKRD13B,ENSG00000198720,-0.526082276008979
 ANKRD13C,ENSG00000118454,-0.0432262901616591
 ANKRD13A,ENSG00000076513,0.75085039820532
 KIAA1467,ENSG00000084444,0.88844081195474
 AIDA,ENSG00000186063,-0.426978527023331
 KIAA1462,ENSG00000165757,-0.674050150965029
 PDGFRL,ENSG00000104213,0.870170096191554
 TMSB10,ENSG00000034510,-0.182256432300608
 MCTP1,ENSG00000175471,-0.553979951047379
 MCTP2,ENSG00000140563,1.25951703456714
 SMNDC1,ENSG00000119953,-0.1621210502996
 IER5L,ENSG00000188483,0.250366223789416
 PCIF1,ENSG00000100982,0.34387869588174
 NDOR1,ENSG00000188566,0.263172693868211
 BABAM1,ENSG00000105393,-0.163179260791061
 AGRN,ENSG00000188157,0.213859166837285
 RABL6,ENSG00000196642,-0.115616209259967
 RABL5,ENSG00000128581,-0.440248172846731
 RABL3,ENSG00000144840,-0.354277996079341
 SYCN,ENSG00000179751,0.332970141765123
 PACRGL,ENSG00000163138,-0.191376402642568
 RUFY3,ENSG00000018189,-0.168895665945547
 RUFY2,ENSG00000204130,-0.277673873121989
 RUFY4,ENSG00000188282,-0.809657411171882
 KB-1980E6.3,ENSG00000253633,-0.107507682282002
 AGR2,ENSG00000106541,1.85649568266729
 AGR3,ENSG00000173467,1.87648369807751
 OR13A1,ENSG00000256574,-0.723134129597178
 AP000322.53,ENSG00000243627,0.332122840952679
 AP000322.54,ENSG00000222018,-0.50352464019652
 GPAM,ENSG00000119927,-0.765837449412073
 ACSM1,ENSG00000166743,0.18759579779949
 ACSM4,ENSG00000215009,0.356626240401773
 NDC1,ENSG00000058804,0.213680002590393
 EIF4ENIF1,ENSG00000184708,0.217783352781378
 TRIM28,ENSG00000130726,0.363279883417725
 TRIM29,ENSG00000137699,5.01760434535741
 TRIM24,ENSG00000122779,0.0491345953703242
 TRIM25,ENSG00000121060,0.51581034234555
 TRIM26,ENSG00000234127,0.363635594243024
 TRIM27,ENSG00000204713,-0.192275727020852
 TRIM21,ENSG00000132109,0.0404709237734801
 TRIM22,ENSG00000132274,-0.306893835377877
 TRIM23,ENSG00000113595,-0.708675344123851
 GNPAT,ENSG00000116906,-0.157284939309892
 F2R,ENSG00000181104,1.88461506835351
 IHH,ENSG00000163501,-0.677839553930825
 PPDPF,ENSG00000125534,0.561229352378679
 DNAJC28,ENSG00000177692,-0.606748780669201
 DNAJC27,ENSG00000115137,-0.658640350188352
 DNAJC25,ENSG00000059769,-0.239936403626281
 DNAJC24,ENSG00000170946,-0.149396432916478
 NTSR2,ENSG00000169006,-1.71006138535921
 DNAJC22,ENSG00000178401,0.340939427144573
 DNAJC21,ENSG00000168724,-0.368875790305459
 DTD1,ENSG00000125821,0.290419445104316
 DTD2,ENSG00000129480,-0.507274614326569
 GSAP,ENSG00000186088,-0.149455757255986
 HEMGN,ENSG00000136929,-1.82766668130651
 BAG2,ENSG00000112208,-1.00901709205002
 BAG3,ENSG00000151929,0.280820767837265
 BAG1,ENSG00000107262,0.541668964043841
 BAG6,ENSG00000204463,0.245171843020545
 BAG4,ENSG00000156735,-0.240784759167765
 BAG5,ENSG00000166170,0.52339970556892
 KMO,ENSG00000117009,-1.13360215798558
 ATXN1L,ENSG00000224470,0.402204518627147
 ZNF385C,ENSG00000187595,-0.537598048091462
 ZNF385B,ENSG00000144331,-2.21979041725348
 ZNF385A,ENSG00000161642,1.98995307395954
 UTP11L,ENSG00000183520,-0.129261748588899
 BNIP2,ENSG00000140299,-0.125696457821288
 ATXN10,ENSG00000130638,-0.613726010005376
 RAP1GAP2,ENSG00000132359,0.0155778515220726
 MYL12B,ENSG00000118680,0.212565900163165
 MYL12A,ENSG00000101608,0.173189214670594
 TMPO,ENSG00000120802,-0.251555169271896
 ECM2,ENSG00000106823,0.0301686568430027
 ECM1,ENSG00000143369,1.36948540926807
 RAB3IL1,ENSG00000167994,0.480832482163452
 NAP1L1,ENSG00000187109,-0.728255185779498
 NAP1L2,ENSG00000186462,-0.584458185699285
 NAP1L3,ENSG00000186310,-1.43146223038644
 NAP1L4,ENSG00000205531,-0.42568631118454
 NAP1L5,ENSG00000177432,-1.5249383423769
 NAP1L6,ENSG00000204118,-0.86489065091588
 PEAK1,ENSG00000173517,-0.274841143789396
