 gene    name , gene    ENS ,Esophagus-Muscularis
 FAM135B,ENSG00000147724,2.36043732036399
 IGF2,ENSG00000167244,0.790178454156724
 IGF1,ENSG00000017427,1.04768302045652
 SST,ENSG00000157005,1.59218839689256
 CYP27A1,ENSG00000135929,0.269754341498576
 DDRGK1,ENSG00000198171,-0.169911497131015
 FBXL20,ENSG00000108306,-0.343898700640251
 FBXL22,ENSG00000197361,1.96101102504597
 SSB,ENSG00000138385,-0.148230322915922
 TSG101,ENSG00000074319,-0.303085201594451
 ZNF334,ENSG00000198185,-0.137674436010638
 FAM168B,ENSG00000152102,0.354827885583114
 ZNF333,ENSG00000160961,0.283413877725411
 ZNF330,ENSG00000109445,0.155011650237142
 FAM168A,ENSG00000054965,0.0121294874725363
 TEX15,ENSG00000133863,0.0982136742160612
 TEX14,ENSG00000121101,0.137510366234166
 TEX11,ENSG00000120498,-1.03922422744097
 TEX10,ENSG00000136891,-0.127180231115168
 TEX12,ENSG00000150783,0.338700247458653
 NOTCH2NL,ENSG00000213240,-0.0994360982132323
 TATDN1,ENSG00000147687,-0.340188431992924
 TESPA1,ENSG00000135426,1.25657585782207
 THYN1,ENSG00000151500,0.111051047579448
 NTF3,ENSG00000185652,-1.54266793854401
 NTF4,ENSG00000225950,-1.58436442681601
 UGDH,ENSG00000109814,0.163661697012325
 NCAPH2,ENSG00000025770,-0.015735272559077
 SLCO1A2,ENSG00000084453,-2.75295845772393
 TSEN54,ENSG00000182173,0.158780439647584
 MFSD11,ENSG00000092931,-0.408584789456805
 CYP24A1,ENSG00000019186,-1.59818510586377
 GTF3C2,ENSG00000115207,0.0207134542592837
 GTF3C1,ENSG00000077235,-0.248553138533861
 ZNF33B,ENSG00000196693,-0.668662982576469
 ZNF33A,ENSG00000189180,-0.0494737948219722
 TTC23,ENSG00000103852,1.24080249797144
 SNRNP48,ENSG00000168566,-0.221224039003912
 MAD2L2,ENSG00000116670,-0.0615229814777015
 MAD2L1,ENSG00000164109,-0.686203699310633
 BMPER,ENSG00000164619,-0.828625661338803
 LRP2BP,ENSG00000109771,0.301714245951644
 ENO2,ENSG00000111674,0.140615316696996
 CDRT15L2,ENSG00000214819,-0.301639443184072
 DYNLL1,ENSG00000088986,-0.0530786506122488
 DYNLL2,ENSG00000264364,-0.174488595113043
 KHDC1,ENSG00000135314,0.450771687346779
 GPS1,ENSG00000169727,-0.0710123823875322
 GPS2,ENSG00000132522,0.136580813774943
 GLO1,ENSG00000124767,-0.489111537450521
 AC112715.2,ENSG00000224132,0.845964992320334
 NPY1R,ENSG00000164128,-0.865037988239373
 TTC14,ENSG00000163728,0.175483008408074
 TTC17,ENSG00000052841,0.111467355048163
 TTC16,ENSG00000167094,-0.707428536219208
 TTC13,ENSG00000143643,-0.183060503211979
 TTC12,ENSG00000149292,0.0271642582689686
 TTC19,ENSG00000011295,-0.394534428230125
 TTC18,ENSG00000156042,0.196193936904846
 EPGN,ENSG00000182585,0.372387459370339
 SLC31A2,ENSG00000136867,-0.588719184919727
 ZFP92,ENSG00000189420,0.404715958470876
 ZFP90,ENSG00000184939,-0.18631105831399
 RICTOR,ENSG00000164327,0.00790124408046464
 EGR2,ENSG00000122877,-0.0558340385221771
 EGR3,ENSG00000179388,0.262541077057589
 EGR1,ENSG00000120738,0.55903190078277
 EGR4,ENSG00000135625,-0.625613745627059
 DALRD3,ENSG00000178149,-0.468407491099929
 INF2,ENSG00000203485,-0.0235218319413451
 PCDHA10,ENSG00000250120,0.126163548937627
 PCDHA11,ENSG00000249158,0.711216730790557
 PCDHA12,ENSG00000251664,0.331589398515416
 PCDHA13,ENSG00000239389,2.02512249528734
 PROK1,ENSG00000143125,-1.16631519317488
 PROK2,ENSG00000163421,-0.624360376930282
 EPG5,ENSG00000152223,-0.141004664365209
 PTDSS1,ENSG00000156471,-0.547279075471505
 PTDSS2,ENSG00000174915,-0.0597599946119751
 MLIP,ENSG00000146147,-1.36181488298187
 CHCHD10,ENSG00000250479,1.5070265678071
 CNTD1,ENSG00000176563,0.432422649020013
 CNTD2,ENSG00000105219,-0.518924550382469
 HPDL,ENSG00000186603,-1.01384890692324
 AC008132.13,ENSG00000161103,-0.715989214007893
 GTF2A1L,ENSG00000242441,2.61791881511747
 ZEB2,ENSG00000169554,-0.117387940590236
 FBXO45,ENSG00000174013,-0.102571727554968
 FBXO44,ENSG00000132879,-0.18100580886255
 FBXO47,ENSG00000204952,0.05973272515254
 FBXO40,ENSG00000163833,-2.71789304225713
 FBXO43,ENSG00000156509,-0.267106346951762
 FBXO42,ENSG00000037637,-0.251888454080047
 DCDC2B,ENSG00000222046,-0.163944294912012
 DCDC2C,ENSG00000214866,0.239887325834729
 FBXO48,ENSG00000204923,-0.312249991431245
 SFRP2,ENSG00000145423,2.35463345116476
 SFRP1,ENSG00000104332,-0.452698473995512
 SFRP4,ENSG00000106483,-0.362687845093997
 SFRP5,ENSG00000120057,2.17706802828218
 ATAD5,ENSG00000176208,-0.118677834117297
 PRDM9,ENSG00000164256,0.0157647467010547
 COL1A2,ENSG00000164692,0.849263706582856
 WAPAL,ENSG00000062650,-0.0445610537988784
 COL1A1,ENSG00000108821,0.346336743631587
 KIAA1210,ENSG00000250423,-1.21372799329375
 KIAA1211,ENSG00000109265,-0.0842019664087845
 LACRT,ENSG00000135413,-0.00622241838551343
 ATAD2,ENSG00000156802,-0.711406471900476
 EIF1B,ENSG00000114784,-0.458227953174192
 C22orf29,ENSG00000215012,-0.129274568235172
 UNCX,ENSG00000164853,-1.21736194274151
 COG3,ENSG00000136152,-0.161858685222636
 AADAT,ENSG00000109576,0.374953302369736
 C19orf35,ENSG00000188305,0.498449950362713
 AADAC,ENSG00000114771,-1.2531645853271
 COG5,ENSG00000164597,-0.352645413431694
 C19orf33,ENSG00000167644,0.125148130973202
 EPCAM,ENSG00000119888,-1.67464503794386
 COG4,ENSG00000103051,-0.128622415229822
 C12orf49,ENSG00000111412,-0.458381128403805
 C22orf23,ENSG00000128346,1.1136592722324
 COL6A1,ENSG00000142156,1.93385633295256
 WBP2,ENSG00000132471,-0.402839926032565
 COL6A3,ENSG00000163359,1.47754348631698
 COL6A2,ENSG00000142173,2.16164773926511
 COL6A5,ENSG00000172752,-0.127001829044037
 WBP5,ENSG00000185222,-0.121610845808531
 COL6A6,ENSG00000206384,-0.892043883692277
 KLK12,ENSG00000186474,1.02899757848387
 KLK13,ENSG00000167759,1.05729476245222
 KLK10,ENSG00000129451,-0.603185447221108
 KLK11,ENSG00000167757,-0.551424270131515
 KLK15,ENSG00000174562,-0.426131632233687
 PLLP,ENSG00000102934,-0.670007613653908
 TMA16,ENSG00000198498,-0.204602028610532
 SPG20OS,ENSG00000120664,-0.270115031539164
 PCM1,ENSG00000078674,-0.186495665142582
 LRRK1,ENSG00000154237,0.176595697009795
 LRRK2,ENSG00000188906,0.530006591521999
 TGFB1I1,ENSG00000140682,2.36741606741935
 MRPL11,ENSG00000174547,0.326837043125246
 MRPL13,ENSG00000172172,0.0384246339633844
 MRPL14,ENSG00000180992,-0.0719707911589876
 MRPL15,ENSG00000137547,0.196078235689025
 MRPL16,ENSG00000166902,0.384441968389512
 MRPL17,ENSG00000158042,-0.36352141043392
 MRPL18,ENSG00000112110,0.118232094275784
 MRPL19,ENSG00000115364,-0.251955411696792
 PLA1A,ENSG00000144837,-1.44120920032446
 ANKRD20A2,ENSG00000183148,-0.220399786140954
 ANKRD20A4,ENSG00000172014,0.943469543214389
 SNCG,ENSG00000173267,-0.665292632607607
 SNCB,ENSG00000074317,-1.6951760809921
 SNCA,ENSG00000145335,0.194388097378701
 RNF125,ENSG00000101695,0.573276102213123
 RNF123,ENSG00000164068,-0.101854972476396
 RNF122,ENSG00000133874,0.472383044326837
 RNF121,ENSG00000137522,-0.176281632721291
 OR11A1,ENSG00000204694,0.0539066337861057
 SACS,ENSG00000151835,0.567528775336462
 TGFBR3L,ENSG00000260001,1.10606047027189
 EBF4,ENSG00000088881,1.14442146865385
 GPN3,ENSG00000111231,-0.113128093040633
 NBN,ENSG00000104320,0.519539147842513
 GPN1,ENSG00000198522,-0.200165790486696
 NFKB1,ENSG00000109320,0.13428519570471
 NFKB2,ENSG00000077150,0.856279864629896
 DNPEP,ENSG00000123992,0.187607605004761
 RAB40AL,ENSG00000102128,0.112830977435469
 SIAH1,ENSG00000196470,-0.0112360361742466
 SIAH2,ENSG00000181788,-0.105526845198709
 SIAH3,ENSG00000215475,-1.55160252827567
 NSA2,ENSG00000164346,0.122702589146036
 PDZRN4,ENSG00000165966,2.44582709953552
 DDX27,ENSG00000124228,-0.120527242928407
 PHLPP1,ENSG00000081913,0.105436392137498
 PDZRN3,ENSG00000121440,1.45638883062318
 EMILIN2,ENSG00000132205,0.602356325424545
 EMILIN1,ENSG00000138080,1.7403101672597
 ZNF155,ENSG00000204920,-0.28264817962605
 TWSG1,ENSG00000128791,0.861594517183601
 P2RX1,ENSG00000108405,2.59579734222566
 P2RX3,ENSG00000109991,1.49294510980793
 P2RX2,ENSG00000187848,6.85919102165185
 P2RX5,ENSG00000083454,-1.73462308808602
 P2RX4,ENSG00000135124,-0.0492372593958176
 P2RX7,ENSG00000089041,-0.585097657560553
 PHF6,ENSG00000156531,-0.116713955121804
 METRNL,ENSG00000176845,0.0316646367141647
 RMDN2,ENSG00000115841,0.0598355988522906
 RMDN3,ENSG00000137824,-0.0663460614140073
 RMDN1,ENSG00000176623,0.285082377559019
 DIS3,ENSG00000083520,-0.234023652265805
 RP3-422G23.4,ENSG00000262543,0.108497636301247
 BAP1,ENSG00000163930,-0.0640884502203752
 SHARPIN,ENSG00000179526,0.286891475049871
 ZCCHC13,ENSG00000187969,0.151710019161932
 ERRFI1,ENSG00000116285,1.50373277966345
 ZCCHC11,ENSG00000134744,-0.126626116862162
 ZCCHC10,ENSG00000155329,0.0140082406416556
 ZCCHC17,ENSG00000121766,-0.0833990783013259
 ZCCHC16,ENSG00000187823,-1.09502095733457
 ZCCHC18,ENSG00000166707,0.141045279658052
 CDRT1,ENSG00000241322,0.527081169360009
 ANKS4B,ENSG00000175311,-0.735835329394952
 FKBP10,ENSG00000141756,0.441678243132162
 GUCY1A3,ENSG00000164116,0.642141693400927
 SLC45A4,ENSG00000022567,-0.633692499693398
 SLC45A1,ENSG00000162426,0.56750521850512
 PTGR1,ENSG00000106853,-0.0199704473797793
 SLC45A3,ENSG00000158715,0.347349636182356
 SLC45A2,ENSG00000164175,-0.735324175153233
 MTUS2,ENSG00000132938,0.936271700994252
 IFRD1,ENSG00000006652,-0.168836587705227
 IFRD2,ENSG00000214706,0.255048822682844
 ALS2CL,ENSG00000178038,-0.186981276670266
 RNF222,ENSG00000189051,0.294541112016169
 FGL1,ENSG00000104760,0.688595554068607
 IMPAD1,ENSG00000104331,0.0258605108233694
 FZD10,ENSG00000111432,-0.0498069761073768
 ADARB1,ENSG00000197381,1.67578280571376
 CHKA,ENSG00000110721,0.397725135464838
 CHKB,ENSG00000100288,0.339717519488873
 BMS1,ENSG00000165733,-0.201916407896899
 MRI1,ENSG00000037757,-0.0328426084330457
 MAPK1IP1L,ENSG00000168175,0.170355741353506
 DST,ENSG00000151914,0.413762678850302
 DSP,ENSG00000096696,-1.33150246081962
 C17orf112,ENSG00000227011,0.0565634812374076
 THBD,ENSG00000178726,0.563741138626359
 DSE,ENSG00000111817,0.211794173074778
 PDAP1,ENSG00000106244,0.113899884457865
 CENPBD1,ENSG00000177946,-0.00669404697944483
 TRAPPC2P1,ENSG00000256060,-0.0465125606946621
 BCLAF1,ENSG00000029363,-0.112942146590797
 SLC22A23,ENSG00000137266,-0.099676290166697
 SLC22A25,ENSG00000196600,-0.179216319154378
 SLC22A24,ENSG00000197658,-0.0948727440401105
 ZNF83,ENSG00000167766,0.394590849402308
 ZNF81,ENSG00000197779,0.0953467718654315
 ZNF80,ENSG00000174255,-0.333137635652155
 PFN1,ENSG00000108518,1.24428775070214
 CAPZA3,ENSG00000177938,0.635831644974731
 CAPZA2,ENSG00000198898,0.26940960112462
 CAPZA1,ENSG00000116489,-0.308515639503176
 SCARF2,ENSG00000244486,0.211156791440917
 SCARF1,ENSG00000074660,-0.0386838894766189
 MAGEA8,ENSG00000156009,0.710758401857941
 C14orf178,ENSG00000197734,-0.0830077942904255
 TRPC4AP,ENSG00000100991,-0.184066346198562
 KRTAP1-1,ENSG00000188581,0.219830715807257
 C10orf88,ENSG00000119965,-0.111548995694389
 CER1,ENSG00000147869,-0.593444027142848
 C10orf82,ENSG00000165863,2.42213237179733
 C10orf85,ENSG00000177234,2.11566049512516
 AC110781.3,ENSG00000176349,-0.539050786751684
 GRIN3A,ENSG00000198785,0.396078742168871
 GRIN3B,ENSG00000116032,-0.0444297659361582
 CPVL,ENSG00000106066,-0.61603138271664
 CERK,ENSG00000100422,-0.261738086033051
 EEA1,ENSG00000102189,-0.131396125808612
 RGCC,ENSG00000102760,-0.139384043889267
 LIN7A,ENSG00000111052,-0.666133050572821
 LIN7C,ENSG00000148943,-0.150363000659077
 LIN7B,ENSG00000104863,-0.173078634047264
 FADD,ENSG00000168040,0.108196787490871
 NFATC1,ENSG00000131196,0.775081120102208
 NFATC2,ENSG00000101096,0.822980784198163
 RPL37A,ENSG00000197756,-0.0241948142826129
 NFATC4,ENSG00000100968,0.986621272207972
 TNFAIP8L2,ENSG00000163154,-0.314667317987773
 TNFAIP8L1,ENSG00000185361,0.623443968818295
 TAS2R20,ENSG00000255837,0.0707037482698309
 CSHL1,ENSG00000204414,-0.386946125678195
 GFER,ENSG00000127554,0.349355106515345
 CYP26B1,ENSG00000003137,-1.60096327283956
 PPP1R14D,ENSG00000166143,-1.14543260655915
 PPP1R14B,ENSG00000173457,0.137056138679041
 PPP1R14C,ENSG00000198729,-4.17909856271203
 PPP1R14A,ENSG00000167641,2.07141947143944
 SSC5D,ENSG00000179954,1.7441726104782
 SRRT,ENSG00000087087,0.00723288130609916
 PCDH12,ENSG00000113555,-0.0519820926445602
 PCDH10,ENSG00000138650,-1.55110911197186
 PCDH17,ENSG00000118946,0.319242537332189
 ALKBH8,ENSG00000137760,-0.0388587999012888
 PCDH15,ENSG00000150275,0.470210598308419
 VPS53,ENSG00000141252,-0.384435543622373
 VPS52,ENSG00000223501,-0.0900868256838256
 VPS51,ENSG00000149823,-0.142712975678112
 ALKBH5,ENSG00000091542,0.205503479493545
 ALKBH2,ENSG00000189046,-0.0609267035442146
 ALKBH3,ENSG00000166199,0.11270814608813
 VPS54,ENSG00000143952,0.0405224358910159
 PVR,ENSG00000073008,-0.16857918588057
 KISS1,ENSG00000170498,-0.435544335868185
 PPP1R13B,ENSG00000088808,0.0875097171450372
 SNW1,ENSG00000100603,0.0101579189575324
 COL17A1,ENSG00000065618,-1.57074816653175
 LIME1,ENSG00000203896,-0.187835864562455
 FAM219B,ENSG00000178761,0.143050376430493
 FAM219A,ENSG00000164970,-0.19842099644145
 DHH,ENSG00000139549,0.91818635575749
 MPST,ENSG00000128309,0.15628075123469
 CDK20,ENSG00000156345,0.124068794302175
 ALPPL2,ENSG00000163286,-0.618125290372397
 NRIP1,ENSG00000180530,0.023903200235575
 NRIP2,ENSG00000053702,-0.509791073441396
 NRIP3,ENSG00000175352,0.347532250023574
 VTI1A,ENSG00000151532,-0.275558612765198
 VTI1B,ENSG00000100568,-0.13500062249663
 CDKN2AIP,ENSG00000168564,-0.0263556450129807
 CHSY1,ENSG00000131873,-0.31994588781192
 AMACR,ENSG00000242110,0.15681890562301
 OCIAD2,ENSG00000145247,-0.330648981128525
 OCIAD1,ENSG00000109180,-0.338759059761577
 AHCTF1,ENSG00000153207,0.0538660272761676
 KIAA1009,ENSG00000135315,-0.0707473635362003
 SH3GLB1,ENSG00000097033,0.000631878571134096
 SH3GLB2,ENSG00000148341,0.0538789289039517
 LGALS9C,ENSG00000171916,-0.882518738706383
 CHERP,ENSG00000085872,0.0349370759362247
 NKAIN4,ENSG00000101198,0.334678247762012
 RCBTB2,ENSG00000136161,0.14392782491741
 HELT,ENSG00000187821,-0.264611340824463
 HELQ,ENSG00000163312,-0.170918523621993
 RCBTB1,ENSG00000136144,-0.377595780937566
 CLSPN,ENSG00000092853,-1.32774763080252
 HELZ,ENSG00000198265,0.00989003476698433
 TEX19,ENSG00000182459,-0.512171062917799
 HELB,ENSG00000127311,0.177628823846802
 RBAK,ENSG00000146587,-0.0302850085947162
 TEKT1,ENSG00000167858,-1.31252657016033
 TEKT3,ENSG00000125409,-1.12712663982442
 TEKT2,ENSG00000092850,0.146777735158385
 TEKT5,ENSG00000153060,-1.45936552877037
 TEKT4,ENSG00000163060,0.491339308910102
 CLUH,ENSG00000132361,0.298342893774544
 HMCES,ENSG00000183624,-0.145033906706182
 FOS,ENSG00000170345,0.657387525105974
 KIAA0754,ENSG00000255103,0.0362284736373288
 KIAA0753,ENSG00000198920,1.13148447255076
 SAFB2,ENSG00000130254,0.139678241239105
 LCK,ENSG00000182866,-0.0773358087022114
 SEC14L3,ENSG00000100012,-0.678282864143458
 SEC14L2,ENSG00000100003,-0.0827283131751917
 SEC14L1,ENSG00000129657,-0.259146658300661
 SEC14L6,ENSG00000214491,0.395132446659791
 SEC14L5,ENSG00000103184,-1.12441079662214
 SEC14L4,ENSG00000133488,0.0224191053171861
 UPF1,ENSG00000005007,0.194929994798525
 UPF2,ENSG00000151461,-0.0473883134257871
 SNED1,ENSG00000162804,-1.01231943159227
 DESI2,ENSG00000121644,0.0832198016409786
 IL1B,ENSG00000125538,-1.03619261130332
 KRT6B,ENSG00000185479,1.7120814409437
 KRT6C,ENSG00000170465,1.64806810901946
 KRT6A,ENSG00000205420,1.08512753700775
 ZNF253,ENSG00000256771,-0.0322818908677035
 COMP,ENSG00000105664,-3.56470297139043
 COMT,ENSG00000093010,-0.275083019980376
 SLC47A2,ENSG00000180638,-0.845955124519417
 ZNF154,ENSG00000179909,1.54885221079507
 SLC47A1,ENSG00000142494,-3.14006959315477
 IL18,ENSG00000150782,0.314587519023661
 IL19,ENSG00000142224,0.284532678432939
 IL10,ENSG00000136634,1.3326227813599
 IL11,ENSG00000095752,-0.501564653783961
 IL15,ENSG00000164136,-0.0964346473883744
 IL16,ENSG00000172349,0.647649991872627
 EFHD2,ENSG00000142634,0.459758441682935
 EFHD1,ENSG00000115468,-0.403555532211161
 PINX1,ENSG00000254093,0.14396197694781
 AEBP1,ENSG00000106624,0.717758351529486
 GNAZ,ENSG00000128266,1.33096194795082
 AEBP2,ENSG00000139154,-0.0696025634236045
 LTA4H,ENSG00000111144,-0.134878199940492
 AC006116.20,ENSG00000267710,-0.613801279445841
 ABHD12B,ENSG00000131969,-1.41376971445331
 ZDHHC20,ENSG00000180776,-0.339999869394548
 ZDHHC21,ENSG00000175893,-0.106183946808252
 ZDHHC22,ENSG00000177108,-0.224988521319579
 ZDHHC23,ENSG00000184307,-0.0788487986518388
 ZDHHC24,ENSG00000174165,-0.211704900483242
 ISL1,ENSG00000016082,-2.05686366896138
 ISL2,ENSG00000159556,4.58370206680584
 MROH9,ENSG00000117501,-0.203036209046669
 MROH8,ENSG00000101353,0.0298876709798263
 MS4A8,ENSG00000166959,-1.37888469039251
 MS4A7,ENSG00000166927,0.789381232789534
 MROH7,ENSG00000184313,1.93650325517646
 MROH6,ENSG00000204839,-0.269861396220602
 MROH1,ENSG00000179832,-0.0149996418945398
 MS4A3,ENSG00000149516,0.743519678288201
 MS4A1,ENSG00000156738,-0.111177282243641
 ZNF141,ENSG00000131127,-0.0593515788289672
 ZNF140,ENSG00000196387,0.098210601201928
 ZNF143,ENSG00000166478,0.0232241862770274
 ZNF142,ENSG00000115568,0.159470054261907
 DNTT,ENSG00000107447,-0.556859946848993
 ZNF146,ENSG00000167635,-0.106554367996907
 ZNF148,ENSG00000163848,-0.000563280229107466
 DSC2,ENSG00000134755,-0.909291866504946
 DSC1,ENSG00000134765,-1.12651498084297
 MAGOH,ENSG00000162385,-0.0782140403673696
 SOD2,ENSG00000112096,-0.145233105123473
 SOD3,ENSG00000109610,2.23844623849988
 VWA8,ENSG00000102763,0.118782669467363
 VWA9,ENSG00000138614,-0.0451997289239397
 VWA2,ENSG00000165816,-0.0622595976199938
 RANGAP1,ENSG00000100401,-0.697639282391027
 VWA1,ENSG00000179403,1.62629681337612
 KCNN4,ENSG00000104783,0.683787245503104
 KCNN3,ENSG00000143603,1.88127321855138
 KCNN2,ENSG00000080709,1.53670071092092
 ISLR,ENSG00000129009,1.18802374428273
 PKIA,ENSG00000171033,-0.843393193149212
 PKIB,ENSG00000135549,-1.51556809083907
 CBFA2T2,ENSG00000078699,0.0635936164199891
 NIT2,ENSG00000114021,0.158246242429698
 NIT1,ENSG00000158793,0.0404794445576651
 HCFC1R1,ENSG00000103145,0.467465241463449
 TYSND1,ENSG00000156521,-0.143529102962783
 INO80,ENSG00000128908,-0.0317532270831391
 CLEC18A,ENSG00000157322,-1.64046775692243
 CLEC18C,ENSG00000157335,-0.627503026364187
 KANSL1L,ENSG00000144445,-0.121195608130126
 CYHR1,ENSG00000187954,-0.0856987986394205
 UQCRFS1,ENSG00000169021,0.240683714915706
 TCEANC2,ENSG00000116205,0.0267451172804194
 CR1L,ENSG00000197721,0.0539067229371156
 NUP153,ENSG00000124789,-0.173943864288403
 OR2F1,ENSG00000213215,-0.03518779298304
 SORCS1,ENSG00000108018,1.97488708737428
 SORCS2,ENSG00000184985,1.45042618867516
 SORCS3,ENSG00000156395,0.591635533681921
 CARS2,ENSG00000134905,0.061984449144863
 GPKOW,ENSG00000068394,-0.0654443262058251
 NANOG,ENSG00000111704,1.23807997525518
 RRH,ENSG00000180245,-0.100248065818066
 MAPK3,ENSG00000102882,-0.430105781978719
 MAPK1,ENSG00000100030,-0.186657586815792
 MAPK6,ENSG00000069956,-0.596292062548318
 MAPK7,ENSG00000166484,0.233595051113361
 BCO2,ENSG00000197580,-0.318576079003335
 MAPK8,ENSG00000107643,-0.111377942459033
 MAPK9,ENSG00000050748,-0.217943344016733
 CUZD1,ENSG00000138161,0.378593352651569
 LYL1,ENSG00000104903,0.270377561002402
 C20orf85,ENSG00000124237,-0.288319495211323
 SERINC1,ENSG00000111897,-0.244207363077802
 C1QTNF8,ENSG00000184471,-2.05423640527685
 BCOR,ENSG00000183337,-0.100637409724522
 VWA3B,ENSG00000168658,-1.09050203658398
 THNSL2,ENSG00000144115,0.402892008887326
 THNSL1,ENSG00000185875,-0.786757127313507
 VWA3A,ENSG00000175267,0.350729214626091
 CCL11,ENSG00000172156,3.44970125836424
 ZMYM6NB,ENSG00000243749,0.260836047113059
 CCL13,ENSG00000181374,1.0718641670575
 GPBP1L1,ENSG00000159592,-0.0213210800574869
 CCL17,ENSG00000102970,-0.728981138286249
 CCL19,ENSG00000172724,-1.45104367128944
 STAT5B,ENSG00000173757,-0.0347952494762186
 STAT5A,ENSG00000126561,0.491930789046527
 C1QTNF1,ENSG00000173918,0.632206396438599
 PLEKHN1,ENSG00000187583,-0.422457419252493
 KCNT1,ENSG00000107147,-1.33818689960057
 EXOC6B,ENSG00000144036,-0.356993619111763
 SERPINA9,ENSG00000170054,-0.542146155566274
 ZC3HC1,ENSG00000091732,0.0717451785755356
 FOXRED2,ENSG00000100350,-0.664382860919656
 FOXRED1,ENSG00000110074,-0.094146527407598
 CREB3L1,ENSG00000157613,0.0291955456444886
 RP11-826N14.2,ENSG00000248469,-1.1877792765493
 GATAD1,ENSG00000157259,0.241325923095581
 GAGE10,ENSG00000215274,1.13811555958692
 SYNPO,ENSG00000171992,-0.732645595113951
 ANP32E,ENSG00000143401,-0.22975578243212
 ANP32B,ENSG00000136938,-0.0752655276422416
 ANP32A,ENSG00000140350,-0.430842869357868
 SYNPR,ENSG00000163630,-1.13052531730053
 HPSE2,ENSG00000172987,5.10476164193963
 TAT,ENSG00000198650,0.450771203439449
 SLC43A3,ENSG00000134802,0.473743846983647
 C17orf74,ENSG00000184560,0.27361368131213
 PRR23A,ENSG00000206260,-0.342375981877578
 ALMS1,ENSG00000116127,-0.01309200037729
 PRR23C,ENSG00000233701,0.17127363695276
 PRR23B,ENSG00000184814,0.14124440360364
 ATRNL1,ENSG00000107518,0.4482249039214
 PRIM1,ENSG00000198056,-0.326060121730219
 SLC43A1,ENSG00000149150,0.612452476114223
 PRIM2,ENSG00000146143,0.23709230781391
 ALOXE3,ENSG00000179148,-0.65285126029613
 LIPC,ENSG00000166035,-0.0718080004967651
 MUC19,ENSG00000205592,1.07616025309115
 MUC17,ENSG00000169876,0.175179599697103
 MUC16,ENSG00000181143,-0.82529571615249
 MUC15,ENSG00000169550,4.07745478500423
 MUC13,ENSG00000173702,0.0480930167465873
 MUC12,ENSG00000205277,0.802012655888344
 PPP1R9B,ENSG00000108819,-0.374173489834289
 MBTD1,ENSG00000011258,0.00357648268227791
 ERBB2,ENSG00000141736,0.0596722554576297
 SYAP1,ENSG00000169895,-0.0848136927266004
 GPR116,ENSG00000069122,0.497365851247936
 GPR115,ENSG00000153294,0.176474550949386
 GPR114,ENSG00000159618,-0.935571737010939
 GPR113,ENSG00000173567,-0.450417762880315
 GPR112,ENSG00000156920,1.93979285596911
 GPR111,ENSG00000164393,0.383042731051428
 RARS2,ENSG00000146282,-0.204513597147017
 RASGRP2,ENSG00000068831,1.14429860592395
 RASGRP3,ENSG00000152689,-0.401535261001948
 RASGRP1,ENSG00000172575,-1.93595861520291
 RASGRP4,ENSG00000171777,0.9194738114953
 LRRN3,ENSG00000173114,-0.970096163569929
 WNT6,ENSG00000115596,1.02577314653702
 COX7B2,ENSG00000170516,-0.0181463987141885
 HSCB,ENSG00000100209,0.117212346991668
 LIPG,ENSG00000101670,-0.185474982177427
 HCK,ENSG00000101336,-0.437396651168348
 FIBCD1,ENSG00000130720,-0.895434631292813
 C7orf25,ENSG00000136197,-0.0012482070184728
 C7orf26,ENSG00000146576,0.246575076717855
 ZNF426,ENSG00000130818,0.158271565048965
 ZNF425,ENSG00000204947,0.392853123196563
 RP11-180C1.1,ENSG00000250038,0.101988715564338
 ZNF420,ENSG00000197050,0.150495352293345
 ZNF428,ENSG00000131116,0.184435444070168
 ZNF429,ENSG00000197013,-0.293470812795322
 CCDC181,ENSG00000117477,0.0184343086697346
 CCDC180,ENSG00000197816,0.141949008950233
 AP1AR,ENSG00000138660,-0.26594076773972
 NEDD8,ENSG00000129559,-0.156896809702749
 P2RY14,ENSG00000174944,0.772200559584365
 NEDD1,ENSG00000139350,0.297220896995518
 NEDD4,ENSG00000069869,0.25733305530362
 P2RY12,ENSG00000169313,0.959977298821389
 P2RY13,ENSG00000181631,-0.0698963530275716
 GPRIN2,ENSG00000204175,-1.65167074523254
 GARNL3,ENSG00000136895,-0.362458681443981
 SFR1,ENSG00000156384,-0.0883548351942397
 KIAA0226,ENSG00000145016,0.0235172981717132
 HEBP2,ENSG00000051620,0.493720212281411
 LMOD1,ENSG00000163431,3.11274451232848
 LMOD3,ENSG00000163380,2.14754472241707
 LMOD2,ENSG00000170807,-2.12411885577841
 FOXN4,ENSG00000139445,2.01655622453539
 AGXT2,ENSG00000113492,-0.134549192609949
 DAB2,ENSG00000153071,0.599707516345375
 DAB1,ENSG00000173406,-0.262963563098348
 RHOXF2B,ENSG00000203989,0.0692827158659374
 RAB5A,ENSG00000144566,-0.266197089531112
 RAB5C,ENSG00000108774,0.0484349895153827
 RAB5B,ENSG00000111540,-0.0931230282168147
 THEGL,ENSG00000249693,-0.198649793937018
 WNT7A,ENSG00000154764,-1.90568240577714
 OSCAR,ENSG00000170909,-0.49621212056653
 CSRNP1,ENSG00000144655,0.417243890959955
 CSRNP2,ENSG00000110925,0.0470380777990701
 CSRNP3,ENSG00000178662,-0.104319783332465
 COX6C,ENSG00000164919,0.304389683066511
