 gene    name , gene    ENS ,Skin-NotSunExposed(Suprapubic)
 CXorf57,ENSG00000147231,-0.311414389678976
 LYZ,ENSG00000090382,-0.076587928530508
 C9orf147,ENSG00000230185,-0.285391061899118
 LYN,ENSG00000254087,-0.547969621530539
 PRH2,ENSG00000134551,-0.16454780506985
 LY9,ENSG00000122224,0.181460396827627
 IP6K3,ENSG00000161896,-2.2263443486716
 IP6K2,ENSG00000068745,0.452334973066924
 DPCR1,ENSG00000168631,-1.16731889129044
 VPS13C,ENSG00000129003,-0.0845603704329934
 MYO15A,ENSG00000091536,-0.888962217223452
 KATNBL1,ENSG00000134152,0.240185541837722
 NFKBIB,ENSG00000104825,-0.0470101394637923
 SVOPL,ENSG00000157703,0.166841026511342
 NFKBID,ENSG00000167604,-0.221185515103399
 NFKBIE,ENSG00000146232,0.124519029204982
 NFKBIZ,ENSG00000144802,0.744963455582561
 PLAC1,ENSG00000170965,0.0172632647289403
 TP53RK,ENSG00000172315,0.31691681510939
 PLAC9,ENSG00000189129,0.142567545151635
 PLAC8,ENSG00000145287,-1.8625245711806
 PRSS33,ENSG00000103355,-0.438539465412108
 PRSS37,ENSG00000165076,-0.378388798546606
 NR5A2,ENSG00000116833,0.44855119320215
 NR5A1,ENSG00000136931,-1.20817997308523
 RPGRIP1,ENSG00000092200,-0.356001911684548
 DLX5,ENSG00000105880,1.76090376387369
 DLX6,ENSG00000006377,0.0989586969678018
 PRSS38,ENSG00000185888,-0.144528037192705
 DLX1,ENSG00000144355,0.236864298579585
 DLX2,ENSG00000115844,1.35211469654061
 DLX3,ENSG00000064195,3.38436234507226
 ACVRL1,ENSG00000139567,0.107910219614031
 ACTB,ENSG00000075624,-0.0145556726038341
 SEC23A,ENSG00000100934,-0.291864755884352
 VAV1,ENSG00000141968,-0.357071483081134
 VAV3,ENSG00000134215,1.72950998320453
 VAV2,ENSG00000160293,-0.231711091020524
 KCNIP4,ENSG00000185774,-0.912593913191435
 TP63,ENSG00000073282,3.24098462203343
 NR6A1,ENSG00000148200,0.327952052489508
 MARS2,ENSG00000247626,0.269928762226831
 PYGO1,ENSG00000171016,-0.593584072516566
 PYGO2,ENSG00000163348,0.0552390045791252
 CRHBP,ENSG00000145708,-0.57017903593427
 FERMT3,ENSG00000149781,-0.31124504220894
 WDR91,ENSG00000105875,0.0744061594766098
 ALS2CR11,ENSG00000155754,-1.19275333882854
 ZFX,ENSG00000005889,-0.075700072781146
 PRPH2,ENSG00000112619,-1.00546413725323
 C9orf62,ENSG00000178243,0.105230686502975
 GRIN2A,ENSG00000183454,-0.166963406807428
 C9orf66,ENSG00000183784,0.218939901341242
 C9orf64,ENSG00000165118,-0.322891546377136
 USP6NL,ENSG00000148429,0.48857842075104
 C9orf69,ENSG00000238227,0.520051556094362
 GRIN2D,ENSG00000105464,-0.4041905443142
 USP12,ENSG00000152484,0.317423251550283
 USP13,ENSG00000058056,-0.646539005526525
 USP10,ENSG00000103194,0.180178219709823
 USP11,ENSG00000102226,-0.771913756586621
 USP16,ENSG00000156256,-0.119561256615781
 USP14,ENSG00000101557,-0.0768956159329679
 USP18,ENSG00000184979,-0.393539314228575
 USP19,ENSG00000172046,0.0718323625126972
 INPP1,ENSG00000151689,-0.0283297460138151
 RLTPR,ENSG00000159753,-0.740996287174253
 CTB-133G6.1,ENSG00000263264,-1.10022883989926
 IFFO1,ENSG00000010295,-0.694622321791395
 CRKL,ENSG00000099942,0.0368619116387629
 CXXC11,ENSG00000188011,-2.02527814619286
 IFFO2,ENSG00000169991,1.43422056393849
 UBAC1,ENSG00000130560,0.345364139785238
 SUPT5H,ENSG00000196235,-0.054093722849493
 RETN,ENSG00000104918,-0.287101089577681
 RPTN,ENSG00000215853,1.97829557914197
 SLC35E2B,ENSG00000189339,0.00529860629542787
 SF3A1,ENSG00000099995,0.150600133299796
 SF3A2,ENSG00000104897,0.111253247363425
 FXR1,ENSG00000114416,-0.207182578353312
 FXR2,ENSG00000129245,-0.228629985616014
 CYP4X1,ENSG00000186377,-0.719215331544508
 RHBDD2,ENSG00000005486,-0.317996755564926
 RHBDD3,ENSG00000100263,-0.089172371714732
 RHBDD1,ENSG00000144468,0.331547477922331
 KLC1,ENSG00000126214,-0.326016377656463
 KLC2,ENSG00000174996,-0.154137778373772
 KLC3,ENSG00000104892,2.93657922350478
 KLC4,ENSG00000137171,-0.234372418639066
 CHURC1,ENSG00000258289,-0.0962358890384753
 CHCHD2,ENSG00000106153,-0.0386889108777052
 CHCHD3,ENSG00000106554,-0.0383002186815459
 CHCHD1,ENSG00000172586,0.0831392200036067
 CHCHD6,ENSG00000159685,0.12019927662421
 CHCHD7,ENSG00000170791,0.0616330388235267
 CHCHD4,ENSG00000163528,0.110271943592225
 CHCHD5,ENSG00000125611,0.137609546424792
 ZNF519,ENSG00000175322,-0.377350713354944
 ZNF513,ENSG00000163795,0.188034593570857
 ZNF510,ENSG00000081386,-0.147236766748573
 ZNF511,ENSG00000198546,-0.254162800606722
 ZNF516,ENSG00000101493,-0.00380160420832491
 ZNF517,ENSG00000197363,-0.117893969543899
 ZNF514,ENSG00000144026,0.169855647324991
 TSPYL4,ENSG00000187189,-0.734241203610986
 TSPYL5,ENSG00000180543,-0.472671113207646
 TSPYL1,ENSG00000189241,-0.201710700625607
 TSPYL2,ENSG00000184205,-0.774594548978336
 XIRP1,ENSG00000168334,-0.571497547266596
 XIRP2,ENSG00000163092,-0.923113839920505
 CTDP1,ENSG00000060069,0.392312512976308
 VWF,ENSG00000110799,-0.60152228370092
 CDH13,ENSG00000140945,0.456028092480301
 CDH15,ENSG00000129910,-0.85650379335899
 CREG2,ENSG00000175874,-0.69184428428229
 NTN1,ENSG00000065320,-0.145885459861121
 NTN3,ENSG00000162068,-0.67427237075343
 NTN4,ENSG00000074527,-0.317393708423289
 NTN5,ENSG00000142233,0.30751275021655
 SI,ENSG00000090402,-0.0718969136268964
 IFNA21,ENSG00000137080,-0.532708509850211
 B4GALNT4,ENSG00000182272,-0.307692112960585
 B4GALNT1,ENSG00000135454,-0.865322554390539
 RPL23A,ENSG00000198242,0.393046588973221
 B4GALNT3,ENSG00000139044,1.47634984060015
 NUDC,ENSG00000090273,0.0240550078603278
 DEFA6,ENSG00000164822,-0.280093016315519
 DEFA5,ENSG00000164816,-0.230686045300936
 DEFA4,ENSG00000164821,-0.839468183626975
 DEFA1,ENSG00000206047,-0.0267015503390065
 NUMBL,ENSG00000105245,-0.428535503016396
 BCAT1,ENSG00000060982,-1.47283143466088
 NRP1,ENSG00000099250,-0.0205337767973117
 NRP2,ENSG00000118257,-0.266620162958095
 C12orf61,ENSG00000221949,0.443724386152138
 C12orf66,ENSG00000174206,0.475851885439049
 C12orf65,ENSG00000130921,-0.0516835686135257
 C12orf68,ENSG00000177875,-1.59716358432868
 SPHKAP,ENSG00000153820,-1.21506999048268
 MAGED4B,ENSG00000187243,-0.484847134214306
 GSTA4,ENSG00000170899,0.620436269572105
 GSTA5,ENSG00000182793,-0.183676596864612
 GSTA1,ENSG00000243955,-1.45014549837065
 GSTA2,ENSG00000244067,-0.828464307432483
 GSTA3,ENSG00000174156,4.14560824179368
 FKSG62,ENSG00000259752,0.853840573504679
 GAN,ENSG00000261609,1.22191175532239
 DYNLT1,ENSG00000146425,-0.197277409048755
 DYNLT3,ENSG00000165169,-0.454035757060984
 STRAP,ENSG00000023734,0.0117048263952747
 C1orf85,ENSG00000198715,0.346713159598811
 C1orf86,ENSG00000162585,-0.0909755486505471
 RNF208,ENSG00000212864,-0.240322254350467
 RNF207,ENSG00000158286,-0.67797201252044
 STRA6,ENSG00000137868,0.625090458271295
 SIGLEC14,ENSG00000254415,-1.79058146453589
 SIGLEC15,ENSG00000197046,0.470377682031533
 SIGLEC10,ENSG00000142512,0.458820163191005
 SIGLEC11,ENSG00000161640,-1.62884858938863
 KIFC2,ENSG00000167702,0.638677187042987
 KIFC1,ENSG00000237649,1.37038195508689
 PSMA7,ENSG00000101182,0.109981191913937
 NLGN1,ENSG00000169760,-1.0341483973053
 SYNPO2,ENSG00000172403,-0.628723203203219
 DMRT1,ENSG00000137090,-0.023922452833702
 DMRT2,ENSG00000173253,-0.350157262896119
 DMRT3,ENSG00000064218,0.721862920772854
 RP11-664I21.6,ENSG00000254943,-0.423691901929682
 PROS1,ENSG00000184500,-0.205295423550993
 ARHGEF10L,ENSG00000074964,0.122333621002781
 NCKAP5L,ENSG00000167566,-0.22223401981637
 PLA2G12B,ENSG00000138308,-1.35188324962017
 PLA2G12A,ENSG00000123739,-0.0511664176838503
 LYRM2,ENSG00000083099,-0.111755815289387
 IQCA1,ENSG00000132321,-1.39245229139762
 TNKS2,ENSG00000107854,0.0795193367661206
 EPOR,ENSG00000187266,-0.848058904823348
 ERAS,ENSG00000187682,-0.402171777123854
 HS6ST1,ENSG00000136720,0.219186596959466
 HS6ST2,ENSG00000171004,0.0238627092317229
 HS6ST3,ENSG00000185352,-1.81660013489501
 PROSC,ENSG00000147471,-0.196946282892471
 TCERG1,ENSG00000113649,0.0905166699145325
 CNBP,ENSG00000169714,0.0277660959652623
 INTS12,ENSG00000138785,0.0363595654808736
 INTS10,ENSG00000104613,0.229522490801418
 TXN2,ENSG00000100348,-0.0538288144017742
 AGAP1,ENSG00000157985,-0.44740485593041
 AGAP2,ENSG00000135439,-0.771042050820437
 AGAP3,ENSG00000133612,0.0720514490709511
 AGAP4,ENSG00000188234,-0.49598999713789
 AGAP5,ENSG00000172650,0.164788925306199
 AGAP6,ENSG00000204149,0.100355916246755
 SLC23A1,ENSG00000170482,0.479821722785796
 GDPD3,ENSG00000102886,0.0558444292684837
 SLC23A3,ENSG00000213901,1.03448154732312
 GDPD1,ENSG00000153982,-0.316304687958057
 GDPD4,ENSG00000178795,-0.846990146414036
 GDPD5,ENSG00000158555,-0.559311806745151
 OSGEPL1,ENSG00000128694,-0.156679266113332
 C6orf106,ENSG00000196821,-0.185793246279691
 YWHAQ,ENSG00000134308,-0.0318614358823333
 C6orf100,ENSG00000204709,-0.273148311076966
 YWHAH,ENSG00000128245,-0.328083104549684
 YWHAB,ENSG00000166913,0.061333279352705
 FCRL1,ENSG00000163534,0.154499942206372
 FCRL2,ENSG00000132704,-0.986962578974718
 FCRL3,ENSG00000160856,-2.19046088336676
 FCRL4,ENSG00000163518,0.215478187178051
 FCRL5,ENSG00000143297,0.889999115775735
 FCRL6,ENSG00000181036,-0.916923483887337
 YWHAE,ENSG00000108953,0.0208744016472957
 FCRLA,ENSG00000132185,1.10723614366543
 FCRLB,ENSG00000162746,-0.201404211487573
 CKAP2,ENSG00000136108,0.517442455597643
 AP005482.1,ENSG00000215527,-0.588927222688002
 PDCD1LG2,ENSG00000197646,-0.00256318008331441
 SLC20A2,ENSG00000168575,-0.0616597902359789
 CHST10,ENSG00000115526,-0.973081517335872
 CHST13,ENSG00000180767,-1.22533120071341
 SLC20A1,ENSG00000144136,-0.0558637568939035
 CHST15,ENSG00000182022,0.0999300642462956
 CHST14,ENSG00000169105,0.00454193442450721
 ROCK2,ENSG00000134318,-0.299155576202353
 CLASRP,ENSG00000104859,0.113096691896881
 RP11-6L6.2,ENSG00000250673,0.0225382418290228
 FAM92A1,ENSG00000188343,-0.552704034966751
 LRRC9,ENSG00000131951,-0.602697545307539
 LRRC4,ENSG00000128594,-1.18927842368871
 WNK3,ENSG00000196632,-0.416299083737529
 LRRC6,ENSG00000129295,-0.235537322882065
 LRRC7,ENSG00000033122,-0.328283594801729
 LRRC1,ENSG00000137269,0.977144190112638
 LRRC3,ENSG00000160233,0.427555806125461
 RFNG,ENSG00000169733,-0.0716794111691326
 MORN5,ENSG00000185681,-2.11507906330446
 PLD5,ENSG00000180287,-1.65389116658526
 PLD6,ENSG00000179598,-0.222950675443124
 MORN1,ENSG00000116151,-0.350600044955715
 PLD1,ENSG00000075651,0.831089083208195
 MORN3,ENSG00000139714,1.06814114239287
 MORN2,ENSG00000188010,-0.194851184788339
 DOCK8,ENSG00000107099,0.232278160687405
 DOCK9,ENSG00000088387,0.180934607500696
 RRP8,ENSG00000132275,0.143815940506291
 DOCK3,ENSG00000088538,-0.994293911490796
 GRIA1,ENSG00000155511,0.118731545652569
 DOCK6,ENSG00000130158,0.323773630974337
 DOCK7,ENSG00000116641,0.12808247790565
 GRIA4,ENSG00000152578,0.488344135710621
 DOCK5,ENSG00000147459,-0.370395293730929
 ACSBG1,ENSG00000103740,1.91878128641255
 ACSBG2,ENSG00000130377,0.214008592019292
 TNFRSF12A,ENSG00000006327,0.455568470309968
 EIF5AL1,ENSG00000253626,0.210443467439616
 SCNN1D,ENSG00000162572,-0.272402766670413
 SCNN1B,ENSG00000168447,2.21281856256509
 FAM98C,ENSG00000130244,0.36344018094174
 FAM98B,ENSG00000171262,0.135422511570269
 FAM98A,ENSG00000119812,-0.218444024200461
 CLEC9A,ENSG00000197992,-0.239315769532968
 SLAMF6,ENSG00000162739,-0.124027350794905
 SCUBE2,ENSG00000175356,0.598457618569865
 SCUBE3,ENSG00000146197,0.133122868959752
 ZNF750,ENSG00000141579,3.038688390569
 RPSAP58,ENSG00000205246,0.296515452371236
 SMIM13,ENSG00000224531,-0.101907111139313
 SMIM12,ENSG00000163866,-0.145511090374451
 RPP38,ENSG00000152464,0.229491820697776
 SMIM10,ENSG00000184785,-0.630773130451878
 SMIM17,ENSG00000268182,-0.589167190894613
 SMIM15,ENSG00000188725,0.157221209148053
 SMIM14,ENSG00000163683,-0.0353827559340444
 SMIM19,ENSG00000176209,0.0172649824517479
 SMIM18,ENSG00000253457,-0.66683499502146
 HACE1,ENSG00000085382,-0.0299211515381875
 RBMY1A1,ENSG00000234414,0.0187706232900976
 NT5DC4,ENSG00000144130,0.928199196617826
 NT5DC2,ENSG00000168268,0.30373766845561
 DBR1,ENSG00000138231,0.0981317847723736
 NT5DC1,ENSG00000178425,0.0472217854581203
 RUSC2,ENSG00000198853,-1.07270858115696
 RUSC1,ENSG00000160753,0.043144811448276
 PPIH,ENSG00000171960,0.198126207989713
 PPIG,ENSG00000138398,0.0554660525748393
 PPIF,ENSG00000108179,-0.0663922074994027
 PPIE,ENSG00000084072,0.146975580521377
 PPID,ENSG00000171497,0.0997233782729639
 PPIC,ENSG00000168938,0.511590358355808
 PPIB,ENSG00000166794,-0.069796533360293
 PPIA,ENSG00000196262,0.343075936681297
 BIK,ENSG00000100290,1.19129529584217
 DCPS,ENSG00000110063,0.436774792687215
 PTHLH,ENSG00000087494,-0.150459699857779
 THEMIS2,ENSG00000130775,-0.666527007245115
 LLPH,ENSG00000139233,0.0125202748375597
 DCP2,ENSG00000172795,-0.0385475529101157
 HDGFRP2,ENSG00000167674,0.013277171350527
 PIP5K1C,ENSG00000186111,-0.383074385516195
 LZIC,ENSG00000162441,0.181669260522978
 NAA50,ENSG00000121579,0.192217060986835
 CFDP1,ENSG00000153774,0.114924703840869
 ATF6B,ENSG00000213676,0.273479051127183
 NOP56,ENSG00000101361,0.146718925506312
 TDP1,ENSG00000042088,0.229022345371807
 OR6M1,ENSG00000196099,-0.110985543686812
 TPPP3,ENSG00000159713,1.16420921794825
 PDE7B,ENSG00000171408,-1.34838331502684
 FAM193B,ENSG00000146067,0.263569965280848
 PIP,ENSG00000159763,2.72864198155174
 PIR,ENSG00000087842,-0.0751681326971449
 AC011551.3,ENSG00000268423,-0.251382794738867
 PI3,ENSG00000124102,0.695713611325713
 ANKRD52,ENSG00000139645,-0.0849230010280288
 ANKRD53,ENSG00000144031,-0.558252244635283
 ANKRD50,ENSG00000151458,0.663700575231491
 ANKRD54,ENSG00000100124,0.0433557387173772
 ANKRD55,ENSG00000164512,-1.16928633098594
 KBTBD7,ENSG00000120696,-0.0262766640512832
 KBTBD6,ENSG00000165572,-0.317113173887169
 KBTBD4,ENSG00000123444,-0.0373967875927379
 KBTBD3,ENSG00000182359,-0.0399104612373247
 KBTBD2,ENSG00000170852,-0.16485573850212
 AMN,ENSG00000166126,1.22576300526455
 KBTBD8,ENSG00000163376,-0.63638220778193
 AMT,ENSG00000145020,-0.0595820331353602
 RASL11B,ENSG00000128045,-0.212987656246562
 RASL11A,ENSG00000122035,-0.406216605003486
 CHRM2,ENSG00000181072,-1.27371071870185
 RBM26,ENSG00000139746,0.114886482351748
 RBM27,ENSG00000091009,0.204331522675
 RBM24,ENSG00000112183,-1.10007778440254
 RBM25,ENSG00000119707,0.0761612844582952
 RBM22,ENSG00000086589,-0.0525434304918224
 RBM23,ENSG00000100461,0.0467224111092119
 RBM20,ENSG00000203867,-0.112581971647458
 RBM28,ENSG00000106344,-0.0555896228181392
 EPHA8,ENSG00000070886,-0.877996154702757
 EPHA7,ENSG00000135333,-0.769431999387015
 EPHA6,ENSG00000080224,-1.03522954233101
 EPHA5,ENSG00000145242,-0.489912543403849
 EPHA3,ENSG00000044524,-0.256579765723477
 EPHA2,ENSG00000142627,0.940307961400631
 EPHA1,ENSG00000146904,1.60836713721985
 LSMEM1,ENSG00000181016,-0.426892432608752
 LSMEM2,ENSG00000179564,-1.13466450774227
 ZGLP1,ENSG00000220201,0.0393970573824573
 COL9A2,ENSG00000049089,0.380200543181526
 COL9A3,ENSG00000092758,0.139633793706373
 COL9A1,ENSG00000112280,-1.31188913719215
 LIMD2,ENSG00000136490,-0.632677459448268
 GLB1L2,ENSG00000149328,0.567969347191738
 GLB1L3,ENSG00000166105,1.62978344818489
 ARL9,ENSG00000196503,0.544560607130787
 ARL1,ENSG00000120805,-0.118046173507867
 ARL3,ENSG00000138175,-0.313221683011315
 ARL2,ENSG00000213465,-0.134550157911757
 ARL6,ENSG00000113966,-0.170684314876619
 RRM2,ENSG00000171848,1.80690604228277
 RRM1,ENSG00000167325,0.68069544627996
 ZC3H12A,ENSG00000163874,1.21543861360805
 ZC3H12B,ENSG00000102053,-0.519139367277516
 ZC3H12C,ENSG00000149289,0.441269306015906
 ZC3H12D,ENSG00000178199,0.118643271241002
 TSR1,ENSG00000167721,0.223450602216075
 TSR3,ENSG00000007520,0.0674464145731237
 TH,ENSG00000180176,0.0469169551605488
 TF,ENSG00000091513,-0.487006703077016
 TG,ENSG00000042832,0.464865320963876
 MLXIPL,ENSG00000009950,-0.115901532946071
 TXNL1,ENSG00000091164,-0.0887383055328041
 CYP4A11,ENSG00000187048,-0.327584722530461
 SRSF11,ENSG00000116754,0.143711452453199
 SLMAP,ENSG00000163681,-0.0152730674759878
 TSPY3,ENSG00000228927,0.031717836310685
 NBEA,ENSG00000172915,-0.573630264539622
 TSPY2,ENSG00000168757,-0.298754869014985
 GNPTAB,ENSG00000111670,0.184411943389735
 IL2RA,ENSG00000134460,0.29304872128695
 IL2RB,ENSG00000100385,0.719884781478174
 BTG3,ENSG00000154640,0.663909430248917
 SULT1E1,ENSG00000109193,3.01484323192986
 RAB33A,ENSG00000134594,-1.51014366645618
 ZFYVE26,ENSG00000072121,0.186130160966896
 BBOX1,ENSG00000129151,2.22242173220254
 CRYBA2,ENSG00000163499,-1.15243456108104
 CRYBA1,ENSG00000108255,-0.105980984631957
 RWDD2A,ENSG00000013392,-0.551947952566464
 RWDD2B,ENSG00000156253,0.174035569367321
 ARL13B,ENSG00000169379,0.109802446262346
 ARL13A,ENSG00000174225,0.801979251388323
 TICRR,ENSG00000140534,0.479748776346692
 RP11-366L20.2,ENSG00000197301,0.132246451851999
 MC3R,ENSG00000124089,-0.256322866107078
 UBALD1,ENSG00000153443,-0.242873286796061
 UBALD2,ENSG00000185262,0.107285710967001
 GFM1,ENSG00000168827,0.0125850247833701
 RIPPLY1,ENSG00000147223,-0.2519513347348
 RIPPLY3,ENSG00000183145,0.597121321220143
 RIPPLY2,ENSG00000203877,-0.531886650474687
 C16orf54,ENSG00000185905,-0.169400292255958
 SLC4A5,ENSG00000188687,-0.269144133714314
 SLC4A4,ENSG00000080493,-3.25213509475364
 SLC4A7,ENSG00000033867,-0.189251369555726
 SLC4A1,ENSG00000004939,0.482900511554697
 SLC4A3,ENSG00000114923,-0.54184043329399
 SLC4A2,ENSG00000164889,0.0628532492602196
 DCTN2,ENSG00000175203,0.0473105010754054
 DCTN3,ENSG00000137100,0.0663421472853735
 DCTN1,ENSG00000204843,-0.116064026634104
 SLC4A9,ENSG00000113073,-0.270688697632002
 SLC4A8,ENSG00000050438,-1.61283135382464
 DCTN4,ENSG00000132912,-0.0981742107020584
 DCTN5,ENSG00000166847,0.246083228085796
 RPS4Y2,ENSG00000157828,0.0484918982026567
 KCMF1,ENSG00000176407,-0.062139646047618
 RPS4Y1,ENSG00000129824,1.42407660028234
 ITCH,ENSG00000078747,-0.196137845065466
 KNTC1,ENSG00000184445,0.606219772369643
 BROX,ENSG00000162819,-0.0292119774446082
 CTD-2267D19.3,ENSG00000266208,0.710579645115698
 PLCL2,ENSG00000154822,-1.29389284710004
 PLCL1,ENSG00000115896,-0.947171276279556
 MXRA5,ENSG00000101825,1.93725167733847
 MXRA7,ENSG00000182534,-0.795326777176371
 MXRA8,ENSG00000162576,-0.196740862835146
 HHATL,ENSG00000010282,-1.79301484629041
 IRGQ,ENSG00000167378,-0.364928310593447
 ARG2,ENSG00000081181,-0.597117407090296
 IGSF8,ENSG00000162729,0.225997257376549
 IGSF9,ENSG00000085552,2.32587562893231
 FAM211A,ENSG00000181350,-0.704046502844621
 TRAK2,ENSG00000115993,-0.558719872641435
 IGSF5,ENSG00000183067,0.162233104543566
 IGSF6,ENSG00000140749,-0.255883517490952
 IGSF3,ENSG00000143061,1.271934068001
 MOB1A,ENSG00000114978,0.143899519018591
 MOB1B,ENSG00000173542,0.0984662343308317
 C18orf42,ENSG00000231824,-0.923332061826531
 ILVBL,ENSG00000105135,0.322126107799755
 ITGB1,ENSG00000150093,-0.0474605703104233
 ITGB3,ENSG00000259207,-0.16700727601227
 ITGB2,ENSG00000160255,-0.00440786063870553
 ITGB5,ENSG00000082781,0.361941169563579
 ITGB4,ENSG00000132470,1.39436488568379
 ITGB7,ENSG00000139626,0.267699757589244
 ITGB6,ENSG00000115221,1.25235804163185
 ITGB8,ENSG00000105855,0.533700824151317
 SLC37A1,ENSG00000160190,-0.316273147790201
 CDK13,ENSG00000065883,0.132882086368829
 KCNA10,ENSG00000143105,0.208592779780965
 AICDA,ENSG00000111732,-0.382952967214063
 MAT1A,ENSG00000151224,1.30976102805795
 RAN,ENSG00000132341,0.215288847417752
 FGR,ENSG00000000938,-0.236723602962078
 SHMT2,ENSG00000182199,0.569583000868884
 USP36,ENSG00000055483,0.056921360690493
 FGG,ENSG00000171557,0.801922223681409
 FGA,ENSG00000171560,1.10258767783928
 FGB,ENSG00000171564,0.777643642437049
 EXT2,ENSG00000151348,0.197976275962499
 EXT1,ENSG00000182197,0.694583260933133
 ALDH5A1,ENSG00000112294,-0.268519703978078
 C14orf164,ENSG00000215277,-0.0959237741228142
 SPTY2D1,ENSG00000179119,0.138335361578437
 TCTA,ENSG00000145022,-0.376173546999286
 OCM,ENSG00000122543,0.400627670559634
 TEFM,ENSG00000172171,0.253824713424534
 CASD1,ENSG00000127995,-0.402424601968294
 APOBEC2,ENSG00000124701,-0.339077458340241
 CEL,ENSG00000170835,-0.116285930606961
 UBA52,ENSG00000221983,0.167632673125438
 IL9R,ENSG00000124334,0.429594659308857
 UHRF1BP1L,ENSG00000111647,-0.042350480255727
 BFSP1,ENSG00000125864,-0.285974194587127
 RNASEH2A,ENSG00000104889,0.372048614645636
 RNASEH2C,ENSG00000172922,-0.343625565503644
 RNASEH2B,ENSG00000136104,0.0607433666749793
 MAOB,ENSG00000069535,-1.01992375748591
 MAOA,ENSG00000189221,0.185056169823621
 NEIL1,ENSG00000140398,-0.0414310436058681
 NEIL3,ENSG00000109674,2.10991527879808
 NEIL2,ENSG00000154328,0.242549162281573
 HNRNPR,ENSG00000125944,0.246043827398
 CLYBL,ENSG00000125246,0.0834360757975786
 AHI1,ENSG00000135541,-0.591542755914067
 HNRNPU,ENSG00000153187,0.137728848317015
 MMP25,ENSG00000008516,0.406504862024614
 MESP1,ENSG00000166823,-1.20264134173832
 MESP2,ENSG00000188095,-0.367272456486883
 MMP27,ENSG00000137675,2.23489323137448
 SNCAIP,ENSG00000064692,0.214999988417499
 C1QBP,ENSG00000108561,0.232314098604652
 HNRNPL,ENSG00000104824,0.204885378921007
 UFM1,ENSG00000120686,-0.126410678584651
 TAAR2,ENSG00000146378,0.0658249199963269
 AIFM3,ENSG00000183773,-0.626504991110561
 UVSSA,ENSG00000163945,0.15562765953648
 SCN9A,ENSG00000169432,-0.238044537241643
 VSTM5,ENSG00000214376,0.109088826306561
 VSTM4,ENSG00000165633,-0.252242521007297
 RAD54B,ENSG00000197275,0.103862751888197
 RAD54L,ENSG00000085999,0.588925923800217
 ABCB1,ENSG00000085563,-0.385417534766812
 ABCB7,ENSG00000131269,0.257162533717445
 ABCB6,ENSG00000115657,-0.0176013326650348
 ABCB5,ENSG00000004846,0.467486625645268
 ABCB4,ENSG00000005471,0.309581626140663
 ABCB9,ENSG00000150967,-0.300508999681705
 ABCB8,ENSG00000197150,-0.0248254546800145
 SLC9A7,ENSG00000065923,-0.259150824880098
 GPC4,ENSG00000076716,0.055049722742162
 GOLGB1,ENSG00000173230,0.00616478468703356
 DNLZ,ENSG00000213221,0.14828373152656
 PMAIP1,ENSG00000141682,2.53840561614686
 SLC9A8,ENSG00000197818,-0.348690297648586
 IST1,ENSG00000182149,-0.00390362947024926
 SNRNP200,ENSG00000144028,0.0427677502939122
 GADD45A,ENSG00000116717,0.0642516905821141
 GADD45B,ENSG00000099860,0.193348589864198
 GADD45G,ENSG00000130222,0.380850844399861
 ZYG11B,ENSG00000162378,-0.347894952990408
 ZYG11A,ENSG00000203995,-0.724261072394645
 SPEF1,ENSG00000101222,-1.08762720588808
 SPEF2,ENSG00000152582,-0.489567310985354
 ZNF273,ENSG00000198039,1.30082496098517
 ZNF277,ENSG00000198839,0.329078181943122
 ZNF276,ENSG00000158805,0.10480646040715
 ZNF274,ENSG00000171606,0.14678831149166
 KCNV2,ENSG00000168263,-0.0737429075074813
 KCNV1,ENSG00000164794,-0.651421531495812
 PLCB1,ENSG00000182621,-0.352382778318436
 PLGRKT,ENSG00000107020,0.348579994928286
 ITGA10,ENSG00000143127,-0.913831475960124
 ARHGEF35,ENSG00000213214,0.914353607067865
 AZI1,ENSG00000141577,0.0635706802527061
 XKR6,ENSG00000171044,0.701040901261978
 CTXN2,ENSG00000233932,-0.95918342176487
 CTXN3,ENSG00000205279,-1.06721992488869
 CCKBR,ENSG00000110148,0.968698160771739
 MAML2,ENSG00000184384,0.291804255967716
 MAML3,ENSG00000196782,0.602893277044844
 MAML1,ENSG00000161021,0.117703021263192
 B3GNT5,ENSG00000176597,0.895496141171373
 HERC1,ENSG00000103657,-0.342521309373602
 HERC3,ENSG00000138641,0.0878208179902111
 HERC5,ENSG00000138646,-0.563629077946341
 HERC4,ENSG00000148634,0.137857827216861
 HERC6,ENSG00000138642,-0.409237501280797
 PEX5L,ENSG00000114757,-1.0488577256581
 C17orf59,ENSG00000196544,0.159663165810009
 C17orf58,ENSG00000186665,-0.40584348611805
 SLCO2B1,ENSG00000137491,-0.546242948079885
 C17orf51,ENSG00000212719,-0.760006003312241
 C17orf53,ENSG00000125319,0.421534103093729
 MKNK2,ENSG00000099875,0.157542120387318
 LCLAT1,ENSG00000172954,0.241747309462659
 MKNK1,ENSG00000079277,-0.0549627282714876
 BEAN1,ENSG00000166546,0.349360947568506
 AAR2,ENSG00000131043,0.205194711303975
 BPI,ENSG00000101425,-1.41727373491072
 OSBP2,ENSG00000184792,-0.293376732312566
 LRP2,ENSG00000081479,-2.60258195356518
 LRP3,ENSG00000130881,-0.519171897848615
 LRP1,ENSG00000123384,-0.490430541897696
 LRP6,ENSG00000070018,0.0174113184960229
