 gene    name , gene    ENS ,Artery-Aorta
 CXorf58,ENSG00000165182,-0.790490045835398
 CXorf56,ENSG00000018610,0.164488850735601
 CXorf57,ENSG00000147231,0.107857156777582
 LYZ,ENSG00000090382,0.884427593755033
 C9orf147,ENSG00000230185,-0.747764146570367
 LYN,ENSG00000254087,-0.297117608906075
 PRH2,ENSG00000134551,0.567895207122463
 LY9,ENSG00000122224,0.524272527987439
 IP6K3,ENSG00000161896,-0.945341970128559
 IP6K2,ENSG00000068745,-0.23796810213483
 DPCR1,ENSG00000168631,-1.12461003243204
 VPS13C,ENSG00000129003,-0.0436276423547588
 MYO15A,ENSG00000091536,0.467151056832244
 KATNBL1,ENSG00000134152,0.0110091483826186
 NFKBIB,ENSG00000104825,0.161858731388751
 SVOPL,ENSG00000157703,-1.65288667509128
 NFKBID,ENSG00000167604,-0.274948694173856
 NFKBIE,ENSG00000146232,-0.201107006463005
 NFKBIZ,ENSG00000144802,0.227237388321735
 PLAC1,ENSG00000170965,0.331452225039236
 TP53RK,ENSG00000172315,-0.0237317116731916
 PLAC9,ENSG00000189129,0.655235889040513
 PLAC8,ENSG00000145287,-0.887113072059404
 PRSS33,ENSG00000103355,-0.386666368897771
 PRSS37,ENSG00000165076,-0.0453733437012085
 NR5A2,ENSG00000116833,-0.774983252192377
 NR5A1,ENSG00000136931,-0.829907956135686
 RPGRIP1,ENSG00000092200,-0.243460024688424
 DLX5,ENSG00000105880,-1.4901230432316
 DLX6,ENSG00000006377,-0.828343391653843
 PRSS38,ENSG00000185888,-0.289564876549606
 DLX1,ENSG00000144355,-1.30702311801406
 DLX2,ENSG00000115844,-0.37998460168647
 DLX3,ENSG00000064195,0.259651243544003
 ACVRL1,ENSG00000139567,-0.605695785088803
 ACTB,ENSG00000075624,0.652222342337085
 SEC23A,ENSG00000100934,0.63678342317798
 VAV1,ENSG00000141968,-0.102671535702907
 VAV3,ENSG00000134215,-1.73331568591408
 VAV2,ENSG00000160293,0.169707205407699
 KCNIP4,ENSG00000185774,-0.956052472898329
 TP63,ENSG00000073282,-1.50142359974368
 NR6A1,ENSG00000148200,-2.76614601593493
 MARS2,ENSG00000247626,-0.50374609851695
 PYGO1,ENSG00000171016,0.222010219439697
 PYGO2,ENSG00000163348,0.0504895052657443
 CRHBP,ENSG00000145708,0.232038368076826
 FERMT3,ENSG00000149781,0.400264688807705
 WDR91,ENSG00000105875,0.521888722115205
 ALS2CR11,ENSG00000155754,0.55274937847691
 ZFX,ENSG00000005889,-0.0180595904640969
 PRPH2,ENSG00000112619,-1.24545777253839
 C9orf62,ENSG00000178243,-0.0715020199481036
 GRIN2A,ENSG00000183454,0.947354515609255
 C9orf66,ENSG00000183784,-0.495063449393105
 C9orf64,ENSG00000165118,-0.0309856015910607
 USP6NL,ENSG00000148429,-0.251244477620476
 C9orf69,ENSG00000238227,-0.346581272254861
 GRIN2D,ENSG00000105464,-1.26164000764357
 USP12,ENSG00000152484,0.143944796575441
 USP13,ENSG00000058056,-0.695508597917598
 USP10,ENSG00000103194,-0.317861901810521
 USP11,ENSG00000102226,0.29664633562912
 USP16,ENSG00000156256,0.0385844354216175
 USP14,ENSG00000101557,-0.0903211746276333
 USP18,ENSG00000184979,-0.221884523320945
 USP19,ENSG00000172046,-0.133416126135198
 INPP1,ENSG00000151689,0.244543223939779
 RLTPR,ENSG00000159753,-1.47610560683422
 CTB-133G6.1,ENSG00000263264,-0.409413049117449
 IFFO1,ENSG00000010295,0.691497568655745
 CRKL,ENSG00000099942,-0.284841710813418
 CXXC11,ENSG00000188011,-0.396142579274745
 IFFO2,ENSG00000169991,0.511608033525694
 UBAC1,ENSG00000130560,-0.474706801297667
 SUPT5H,ENSG00000196235,0.077866751859016
 RETN,ENSG00000104918,-0.436880500722882
 RPTN,ENSG00000215853,0.491408861951435
 SLC35E2B,ENSG00000189339,0.0221360818748771
 SF3A1,ENSG00000099995,-0.0500078789162813
 SF3A2,ENSG00000104897,0.319020574222877
 FXR1,ENSG00000114416,0.0588420668449203
 FXR2,ENSG00000129245,-0.151795062248867
 CYP4X1,ENSG00000186377,2.11680644712924
 RHBDD2,ENSG00000005486,-0.454149507239732
 RHBDD3,ENSG00000100263,-0.368900376853776
 RHBDD1,ENSG00000144468,0.24554822952392
 KLC1,ENSG00000126214,0.0241945616729688
 KLC2,ENSG00000174996,0.0760074338542367
 KLC3,ENSG00000104892,-1.51895598918567
 KLC4,ENSG00000137171,-0.0615934445350678
 CHURC1,ENSG00000258289,0.448452105665526
 CHCHD2,ENSG00000106153,0.214792447345345
 CHCHD3,ENSG00000106554,-0.210380071026937
 CHCHD1,ENSG00000172586,-0.118366164451527
 CHCHD6,ENSG00000159685,0.510701661477982
 CHCHD7,ENSG00000170791,-0.43884457695881
 CHCHD4,ENSG00000163528,-0.48521799338733
 CHCHD5,ENSG00000125611,-0.155645641066073
 ZNF519,ENSG00000175322,-0.329128668385499
 ZNF513,ENSG00000163795,0.00138758622741091
 ZNF510,ENSG00000081386,-0.432496691352294
 ZNF511,ENSG00000198546,0.0587978866803452
 ZNF516,ENSG00000101493,0.153148337362044
 ZNF517,ENSG00000197363,0.147908741928689
 ZNF514,ENSG00000144026,0.421865573282878
 TSPYL4,ENSG00000187189,-0.0818935573638529
 TSPYL5,ENSG00000180543,-0.164764218703494
 TSPYL1,ENSG00000189241,-0.253246470387036
 TSPYL2,ENSG00000184205,0.0101375975608353
 XIRP1,ENSG00000168334,-0.969554918363609
 XIRP2,ENSG00000163092,-2.11762238093389
 CTDP1,ENSG00000060069,-0.0443080053258367
 VWF,ENSG00000110799,-0.0389380440319272
 CDH13,ENSG00000140945,3.31744376505655
 CDH15,ENSG00000129910,-1.31542580457454
 CREG2,ENSG00000175874,-2.24937341858018
 NTN1,ENSG00000065320,2.84990340860791
 NTN3,ENSG00000162068,-0.589847792547526
 NTN4,ENSG00000074527,1.19802805885479
 NTN5,ENSG00000142233,-0.0796024117625988
 SI,ENSG00000090402,-0.229032371543865
 IFNA21,ENSG00000137080,-0.470832005771411
 B4GALNT4,ENSG00000182272,-3.38169039741262
 B4GALNT1,ENSG00000135454,0.0263818339062418
 RPL23A,ENSG00000198242,0.237356707450818
 B4GALNT3,ENSG00000139044,2.12256232390319
 NUDC,ENSG00000090273,-0.0065332148823432
 DEFA6,ENSG00000164822,0.00554103632891543
 DEFA5,ENSG00000164816,0.74953085036801
 DEFA4,ENSG00000164821,0.160514887071716
 DEFA1,ENSG00000206047,0.0496342147615234
 NUMBL,ENSG00000105245,0.635276645512568
 BCAT1,ENSG00000060982,0.411605114708521
 NRP1,ENSG00000099250,0.294623614626008
 NRP2,ENSG00000118257,-0.100585522288921
 C12orf61,ENSG00000221949,-0.236778232259284
 C12orf66,ENSG00000174206,-0.701693996157514
 C12orf65,ENSG00000130921,-0.0804864811805107
 C12orf68,ENSG00000177875,0.0498266207279412
 SPHKAP,ENSG00000153820,-3.31717848750898
 MAGED4B,ENSG00000187243,-0.600032584223778
 GSTA4,ENSG00000170899,-0.0189173989431142
 GSTA5,ENSG00000182793,0.101864836458594
 GSTA1,ENSG00000243955,1.50080314754554
 GSTA2,ENSG00000244067,0.520638266138766
 GSTA3,ENSG00000174156,-0.704351579878645
 FKSG62,ENSG00000259752,0.142571131137067
 GAN,ENSG00000261609,-0.211464520645721
 DYNLT1,ENSG00000146425,-0.248315441541625
 DYNLT3,ENSG00000165169,0.616164659652972
 STRAP,ENSG00000023734,-0.0587934335706878
 C1orf85,ENSG00000198715,0.297208377403624
 C1orf86,ENSG00000162585,0.286512907353468
 RNF208,ENSG00000212864,-0.264926273355895
 RNF207,ENSG00000158286,0.350945547711686
 STRA6,ENSG00000137868,-1.38376225642467
 SIGLEC14,ENSG00000254415,-0.350989308951418
 SIGLEC15,ENSG00000197046,2.11657891615579
 SIGLEC10,ENSG00000142512,-0.45031314636542
 SIGLEC11,ENSG00000161640,-0.731208371734458
 KIFC2,ENSG00000167702,-0.365324221440582
 KIFC1,ENSG00000237649,-0.408138555934128
 PSMA7,ENSG00000101182,0.0987682343048921
 NLGN1,ENSG00000169760,1.29314019708378
 SYNPO2,ENSG00000172403,0.872951864157644
 DMRT1,ENSG00000137090,-0.62125420115986
 DMRT2,ENSG00000173253,-1.20014560303197
 DMRT3,ENSG00000064218,0.602775582266108
 RP11-664I21.6,ENSG00000254943,-0.504562850320381
 PROS1,ENSG00000184500,1.50874750692443
 ARHGEF10L,ENSG00000074964,1.71574326664816
 NCKAP5L,ENSG00000167566,0.249253531825348
 PLA2G12B,ENSG00000138308,0.444102746996989
 PLA2G12A,ENSG00000123739,-0.109153086755858
 LYRM2,ENSG00000083099,-0.513278609861687
 IQCA1,ENSG00000132321,0.33334573593977
 TNKS2,ENSG00000107854,0.172069979524071
 EPOR,ENSG00000187266,0.332867675047069
 ERAS,ENSG00000187682,-0.141419929410513
 HS6ST1,ENSG00000136720,-0.983488809332539
 HS6ST2,ENSG00000171004,-3.39599800063485
 HS6ST3,ENSG00000185352,-1.31527278408861
 PROSC,ENSG00000147471,0.198743404426833
 TCERG1,ENSG00000113649,-0.144882359057339
 CNBP,ENSG00000169714,0.294760871700011
 INTS12,ENSG00000138785,0.0489513506135684
 INTS10,ENSG00000104613,-0.16209120898968
 TXN2,ENSG00000100348,-0.201461794307697
 AGAP1,ENSG00000157985,-1.09335386103763
 AGAP2,ENSG00000135439,-2.16153947481973
 AGAP3,ENSG00000133612,-0.379230881149548
 AGAP4,ENSG00000188234,-0.169642004067876
 AGAP5,ENSG00000172650,-0.230414166879623
 AGAP6,ENSG00000204149,-0.079731873640844
 SLC23A1,ENSG00000170482,0.157125876814871
 GDPD3,ENSG00000102886,0.233065064111062
 SLC23A3,ENSG00000213901,1.1370127110912
 GDPD1,ENSG00000153982,-0.493273026697559
 GDPD4,ENSG00000178795,-0.175523382727065
 GDPD5,ENSG00000158555,0.286626983081836
 OSGEPL1,ENSG00000128694,-0.262049539910366
 C6orf106,ENSG00000196821,0.0106404118647214
 YWHAQ,ENSG00000134308,0.142776449148658
 C6orf100,ENSG00000204709,0.127340778486473
 YWHAH,ENSG00000128245,0.439464680687017
 YWHAB,ENSG00000166913,0.152899672363273
 FCRL1,ENSG00000163534,-0.517459983760207
 FCRL2,ENSG00000132704,-0.665896657056667
 FCRL3,ENSG00000160856,-0.337467218945916
 FCRL4,ENSG00000163518,-0.0615828012573611
 FCRL5,ENSG00000143297,0.0514362203250274
 FCRL6,ENSG00000181036,-0.514608017262916
 YWHAE,ENSG00000108953,-0.48839232738657
 FCRLA,ENSG00000132185,-1.67975077648879
 FCRLB,ENSG00000162746,0.0421742451227056
 CKAP2,ENSG00000136108,-0.233749308915049
 AP005482.1,ENSG00000215527,1.00979297913177
 PDCD1LG2,ENSG00000197646,0.699406277264732
 SLC20A2,ENSG00000168575,0.238549839743547
 CHST10,ENSG00000115526,-0.538497611973795
 CHST13,ENSG00000180767,-0.741864269381214
 SLC20A1,ENSG00000144136,-0.109278423751423
 CHST15,ENSG00000182022,-0.485422151997491
 CHST14,ENSG00000169105,0.855614691266928
 ROCK2,ENSG00000134318,0.556049154546648
 CLASRP,ENSG00000104859,0.0219054832844141
 RP11-6L6.2,ENSG00000250673,-0.146189786097809
 FAM92A1,ENSG00000188343,-0.0392038715426561
 LRRC9,ENSG00000131951,-0.90442811442636
 LRRC4,ENSG00000128594,-2.54805522708349
 WNK3,ENSG00000196632,0.870416556732422
 LRRC6,ENSG00000129295,-1.42276718316328
 LRRC7,ENSG00000033122,-1.31835553055212
 LRRC1,ENSG00000137269,0.293864432559762
 LRRC3,ENSG00000160233,1.38526947996304
 RFNG,ENSG00000169733,0.103632268127672
 MORN5,ENSG00000185681,-2.20818460956459
 PLD5,ENSG00000180287,3.49872163691785
 PLD6,ENSG00000179598,-0.350054495676669
 MORN1,ENSG00000116151,-0.568363327696513
 PLD1,ENSG00000075651,0.645804883264206
 MORN3,ENSG00000139714,-0.781558216748155
 MORN2,ENSG00000188010,-0.41954018534501
 DOCK8,ENSG00000107099,-0.776642127595105
 DOCK9,ENSG00000088387,-0.894631290056143
 RRP8,ENSG00000132275,-0.136182406504579
 DOCK3,ENSG00000088538,-2.18522785880513
 GRIA1,ENSG00000155511,3.3654533046463
 DOCK6,ENSG00000130158,0.128672032948997
 DOCK7,ENSG00000116641,0.677876382574263
 GRIA4,ENSG00000152578,0.0246133468516851
 DOCK5,ENSG00000147459,1.28346830731706
 ACSBG1,ENSG00000103740,-1.63358538738802
 ACSBG2,ENSG00000130377,0.456178375956244
 TNFRSF12A,ENSG00000006327,1.95052659137133
 EIF5AL1,ENSG00000253626,-0.230523236036964
 SCNN1D,ENSG00000162572,-0.810958653628151
 SCNN1B,ENSG00000168447,-1.79381622355766
 FAM98C,ENSG00000130244,0.126529840300271
 FAM98B,ENSG00000171262,-0.061903502696915
 FAM98A,ENSG00000119812,0.101335093622608
 CLEC9A,ENSG00000197992,-0.678273915719932
 SLAMF6,ENSG00000162739,0.0417591790749221
 SCUBE2,ENSG00000175356,-0.921736614932312
 SCUBE3,ENSG00000146197,4.70716457516452
 ZNF750,ENSG00000141579,-1.11509745969119
 RPSAP58,ENSG00000205246,-0.0709108711874829
 SMIM13,ENSG00000224531,-0.591534446036649
 SMIM12,ENSG00000163866,0.07625197783034
 RPP38,ENSG00000152464,-0.184755486903396
 SMIM10,ENSG00000184785,1.05884736241518
 SMIM17,ENSG00000268182,0.0768890287446441
 SMIM15,ENSG00000188725,0.073966086722817
 SMIM14,ENSG00000163683,0.307934709452825
 SMIM19,ENSG00000176209,0.0462393644983541
 SMIM18,ENSG00000253457,-0.921251490529898
 HACE1,ENSG00000085382,-0.180127954338232
 RBMY1A1,ENSG00000234414,0.102184736846724
 NT5DC4,ENSG00000144130,-1.21747826042961
 NT5DC2,ENSG00000168268,-0.403985237464153
 DBR1,ENSG00000138231,-0.161139844886777
 NT5DC1,ENSG00000178425,0.523807755661677
 RUSC2,ENSG00000198853,1.04458773295248
 RUSC1,ENSG00000160753,0.617406616507844
 PPIH,ENSG00000171960,-0.126898812487327
 PPIG,ENSG00000138398,0.129472066780253
 PPIF,ENSG00000108179,-1.49205050703559
 PPIE,ENSG00000084072,0.192145936742798
 PPID,ENSG00000171497,-0.129861161201779
 PPIC,ENSG00000168938,1.43104695892656
 PPIB,ENSG00000166794,0.478661944718065
 PPIA,ENSG00000196262,0.0050772929698599
 BIK,ENSG00000100290,-0.857770673408575
 DCPS,ENSG00000110063,-0.022549631848327
 PTHLH,ENSG00000087494,1.79050094295728
 THEMIS2,ENSG00000130775,0.321482953263544
 LLPH,ENSG00000139233,0.00884020595431944
 DCP2,ENSG00000172795,-0.0289996993593508
 HDGFRP2,ENSG00000167674,-0.0147900780797816
 PIP5K1C,ENSG00000186111,0.593264607120548
 LZIC,ENSG00000162441,-0.00027222204717717
 NAA50,ENSG00000121579,-0.039172563886577
 CFDP1,ENSG00000153774,0.0640445435733134
 ATF6B,ENSG00000213676,0.169459681310065
 NOP56,ENSG00000101361,-0.221156202067109
 TDP1,ENSG00000042088,-0.307379573378886
 OR6M1,ENSG00000196099,0.26599047442337
 TPPP3,ENSG00000159713,-1.13790433881833
 PDE7B,ENSG00000171408,-1.84829581160731
 FAM193B,ENSG00000146067,0.225329654403157
 PIP,ENSG00000159763,-1.174877556013
 PIR,ENSG00000087842,0.922915593779045
 AC011551.3,ENSG00000268423,0.38155076223206
 PI3,ENSG00000124102,-0.58454901957391
 ANKRD52,ENSG00000139645,-0.0148339070092467
 ANKRD53,ENSG00000144031,0.443830810067723
 ANKRD50,ENSG00000151458,0.0451898624032396
 ANKRD54,ENSG00000100124,-0.393103175677904
 ANKRD55,ENSG00000164512,-1.04129379666003
 KBTBD7,ENSG00000120696,-0.20031212871865
 KBTBD6,ENSG00000165572,-0.288413517545416
 KBTBD4,ENSG00000123444,-0.124745855528441
 KBTBD3,ENSG00000182359,0.056301009956119
 KBTBD2,ENSG00000170852,-0.253368376416269
 AMN,ENSG00000166126,-1.42862513402947
 KBTBD8,ENSG00000163376,-0.365171970955736
 AMT,ENSG00000145020,0.413633713281637
 RASL11B,ENSG00000128045,0.779851203919194
 RASL11A,ENSG00000122035,0.643968497211757
 CHRM2,ENSG00000181072,-3.43274297195081
 RBM26,ENSG00000139746,-0.296613447885359
 RBM27,ENSG00000091009,0.478751511359637
 RBM24,ENSG00000112183,-1.1237034052768
 RBM25,ENSG00000119707,0.0938934118737895
 RBM22,ENSG00000086589,0.0243802982187662
 RBM23,ENSG00000100461,-0.364546753878479
 RBM20,ENSG00000203867,2.06550014871104
 RBM28,ENSG00000106344,-0.122279657709492
 EPHA8,ENSG00000070886,0.826177230551714
 EPHA7,ENSG00000135333,-1.60744237700675
 EPHA6,ENSG00000080224,0.856011150963801
 EPHA5,ENSG00000145242,-0.833943570791863
 EPHA3,ENSG00000044524,-0.597507333221475
 EPHA2,ENSG00000142627,0.338610061996522
 EPHA1,ENSG00000146904,-0.334411820153321
 LSMEM1,ENSG00000181016,0.7961064376409
 LSMEM2,ENSG00000179564,-0.231130412888323
 ZGLP1,ENSG00000220201,-0.95084326187468
 COL9A2,ENSG00000049089,2.64100208612058
 COL9A3,ENSG00000092758,-2.48924008986644
 COL9A1,ENSG00000112280,-3.31048960172997
 LIMD2,ENSG00000136490,-0.228863560027579
 GLB1L2,ENSG00000149328,-1.62306368316197
 GLB1L3,ENSG00000166105,-2.95100304872126
 ARL9,ENSG00000196503,0.222344093477006
 ARL1,ENSG00000120805,0.348267390067767
 ARL3,ENSG00000138175,-0.268384642633205
 ARL2,ENSG00000213465,0.394815755091425
 ARL6,ENSG00000113966,-0.0942923702638367
 RRM2,ENSG00000171848,0.158673271715044
 RRM1,ENSG00000167325,0.184187707398829
 ZC3H12A,ENSG00000163874,0.842237942293745
 ZC3H12B,ENSG00000102053,0.233275250333088
 ZC3H12C,ENSG00000149289,-0.0708702966939088
 ZC3H12D,ENSG00000178199,0.00960504992794244
 TSR1,ENSG00000167721,-0.244400476122651
 TSR3,ENSG00000007520,0.064176173496955
 TH,ENSG00000180176,-2.02776796295381
 TF,ENSG00000091513,-1.88551973285293
 TG,ENSG00000042832,-0.985215372460969
 MLXIPL,ENSG00000009950,-1.17240970069409
 TXNL1,ENSG00000091164,-0.187900289350969
 CYP4A11,ENSG00000187048,-1.03578904003782
 SRSF11,ENSG00000116754,0.169637156231169
 SLMAP,ENSG00000163681,0.996580855738082
 TSPY3,ENSG00000228927,0.130071646337693
 NBEA,ENSG00000172915,-0.411632444309535
 TSPY2,ENSG00000168757,-0.245330663411583
 GNPTAB,ENSG00000111670,-0.38550391368575
 IL2RA,ENSG00000134460,2.93120238943879
 IL2RB,ENSG00000100385,0.915310702209222
 BTG3,ENSG00000154640,0.544331720587987
 SULT1E1,ENSG00000109193,-0.235208825373394
 RAB33A,ENSG00000134594,-0.680855367677636
 ZFYVE26,ENSG00000072121,-0.169923025376237
 BBOX1,ENSG00000129151,1.05290245674652
 CRYBA2,ENSG00000163499,-1.23873403660258
 CRYBA1,ENSG00000108255,0.974539594603203
 RWDD2A,ENSG00000013392,0.368759994549683
 RWDD2B,ENSG00000156253,0.675616203363621
 ARL13B,ENSG00000169379,-0.0343246176892998
 ARL13A,ENSG00000174225,1.02379292371455
 TICRR,ENSG00000140534,1.34501405198324
 RP11-366L20.2,ENSG00000197301,-3.00188632248455
 MC3R,ENSG00000124089,-0.0533398400276826
 UBALD1,ENSG00000153443,-0.274418523621733
 UBALD2,ENSG00000185262,-0.0643237283471569
 GFM1,ENSG00000168827,-0.267942343578655
 RIPPLY1,ENSG00000147223,0.502297596802517
 RIPPLY3,ENSG00000183145,-0.597681799413228
 RIPPLY2,ENSG00000203877,-1.43050596160399
 C16orf54,ENSG00000185905,-0.59447777332796
 SLC4A5,ENSG00000188687,-0.20655114597662
 SLC4A4,ENSG00000080493,-1.01674700381772
 SLC4A7,ENSG00000033867,0.71682478554443
 SLC4A1,ENSG00000004939,0.273753837646612
 SLC4A3,ENSG00000114923,-1.0712040266039
 SLC4A2,ENSG00000164889,0.346831466350963
 DCTN2,ENSG00000175203,0.1908076894005
 DCTN3,ENSG00000137100,-0.0680127245761295
 DCTN1,ENSG00000204843,0.0147263486916011
 SLC4A9,ENSG00000113073,0.326489974043293
 SLC4A8,ENSG00000050438,-0.629871937294555
 DCTN4,ENSG00000132912,-0.0819058556387763
 DCTN5,ENSG00000166847,-0.207406124583718
 RPS4Y2,ENSG00000157828,-0.20932693616662
 KCMF1,ENSG00000176407,-0.083995353381597
 RPS4Y1,ENSG00000129824,0.238980357120378
 ITCH,ENSG00000078747,0.0347026487478199
 KNTC1,ENSG00000184445,-0.0340747004477026
 BROX,ENSG00000162819,-0.110970909553554
 CTD-2267D19.3,ENSG00000266208,-1.16581472788195
 PLCL2,ENSG00000154822,-0.404674850443852
 PLCL1,ENSG00000115896,1.25190090338816
 MXRA5,ENSG00000101825,-0.311884685429491
 MXRA7,ENSG00000182534,1.2136014102591
 MXRA8,ENSG00000162576,1.54441125688283
 HHATL,ENSG00000010282,-2.29297998618343
 IRGQ,ENSG00000167378,-0.0765091471602064
 ARG2,ENSG00000081181,-0.71346923719621
 IGSF8,ENSG00000162729,0.663407063483016
 IGSF9,ENSG00000085552,-1.56132759625632
 FAM211A,ENSG00000181350,0.861578747111087
 TRAK2,ENSG00000115993,0.438805060811842
 IGSF5,ENSG00000183067,-2.4143897268956
 IGSF6,ENSG00000140749,0.556825443402645
 IGSF3,ENSG00000143061,-0.185934038827855
 MOB1A,ENSG00000114978,0.201670668559943
 MOB1B,ENSG00000173542,0.155611419615688
 C18orf42,ENSG00000231824,-1.18415653884059
 ILVBL,ENSG00000105135,-0.201846054158405
 ITGB1,ENSG00000150093,1.86900839868386
 ITGB3,ENSG00000259207,2.52593589451292
 ITGB2,ENSG00000160255,0.446594965868745
 ITGB5,ENSG00000082781,2.15231532907257
 ITGB4,ENSG00000132470,-1.13468044443183
 ITGB7,ENSG00000139626,-0.0751771105763946
 ITGB6,ENSG00000115221,-2.13790273151314
 ITGB8,ENSG00000105855,-1.64842158753085
 SLC37A1,ENSG00000160190,-0.852200963914638
 CDK13,ENSG00000065883,-0.154947614839915
 KCNA10,ENSG00000143105,-0.306753710045627
 AICDA,ENSG00000111732,-0.355455269680089
 MAT1A,ENSG00000151224,-1.61285255879475
 RAN,ENSG00000132341,-0.0614149999826278
 FGR,ENSG00000000938,-0.214317549913125
 SHMT2,ENSG00000182199,0.127176143672594
 USP36,ENSG00000055483,-0.070587701356881
 FGG,ENSG00000171557,-0.376488977716103
 FGA,ENSG00000171560,-0.166116688975067
 FGB,ENSG00000171564,0.0951275894861564
 EXT2,ENSG00000151348,0.623702459346732
 EXT1,ENSG00000182197,2.01621881289712
 ALDH5A1,ENSG00000112294,0.00135890465632951
 C14orf164,ENSG00000215277,-0.648151335595091
 SPTY2D1,ENSG00000179119,-0.120956840776055
 TCTA,ENSG00000145022,0.29698752984729
 OCM,ENSG00000122543,-0.623558007915372
 TEFM,ENSG00000172171,-0.0611110146928545
 CASD1,ENSG00000127995,-0.413410416958211
 APOBEC2,ENSG00000124701,-0.740958819044557
 CEL,ENSG00000170835,-0.0793581460149938
 UBA52,ENSG00000221983,0.112389292673498
 IL9R,ENSG00000124334,0.205149840905863
 UHRF1BP1L,ENSG00000111647,0.391514988779747
 BFSP1,ENSG00000125864,0.500553794374464
 RNASEH2A,ENSG00000104889,-0.548940264156862
 RNASEH2C,ENSG00000172922,0.446361140342956
 RNASEH2B,ENSG00000136104,-0.0623829277404741
 MAOB,ENSG00000069535,0.417666480983279
 MAOA,ENSG00000189221,0.154886995727965
 NEIL1,ENSG00000140398,-0.167515536500449
 NEIL3,ENSG00000109674,0.861457508983466
 NEIL2,ENSG00000154328,-0.273621396335258
 HNRNPR,ENSG00000125944,0.110787505957629
 CLYBL,ENSG00000125246,-0.318493653584297
 AHI1,ENSG00000135541,-0.0615466090617598
 HNRNPU,ENSG00000153187,0.0386559746597645
 MMP25,ENSG00000008516,-0.154702683937135
 MESP1,ENSG00000166823,-0.934233001946436
 MESP2,ENSG00000188095,-1.2907814569198
 MMP27,ENSG00000137675,0.184615149503167
 SNCAIP,ENSG00000064692,0.185855128624931
 C1QBP,ENSG00000108561,-0.293024307579177
 HNRNPL,ENSG00000104824,0.0125858107172098
 UFM1,ENSG00000120686,0.0397963017196303
 TAAR2,ENSG00000146378,0.080386071736385
 AIFM3,ENSG00000183773,-1.37776099923022
 UVSSA,ENSG00000163945,0.00585565210537695
 SCN9A,ENSG00000169432,-0.754680085708469
 VSTM5,ENSG00000214376,-0.498651742241586
 VSTM4,ENSG00000165633,1.30149085223406
 RAD54B,ENSG00000197275,-0.529525146135614
 RAD54L,ENSG00000085999,-0.30378160204306
 ABCB1,ENSG00000085563,-1.30156162296615
 ABCB7,ENSG00000131269,-0.103800896697018
 ABCB6,ENSG00000115657,0.188570910484947
 ABCB5,ENSG00000004846,-1.01223832384538
 ABCB4,ENSG00000005471,2.13312747728667
 ABCB9,ENSG00000150967,-0.0157204328947035
 ABCB8,ENSG00000197150,-0.40033264798547
 SLC9A7,ENSG00000065923,-0.0549135787763668
 GPC4,ENSG00000076716,1.45165589124376
 GOLGB1,ENSG00000173230,0.0455462993424873
 DNLZ,ENSG00000213221,0.221576884422499
 PMAIP1,ENSG00000141682,-0.525067481348166
 SLC9A8,ENSG00000197818,-0.167716462300219
 IST1,ENSG00000182149,0.00660240984959993
 SNRNP200,ENSG00000144028,0.0874309169859244
 GADD45A,ENSG00000116717,2.11171105695285
 GADD45B,ENSG00000099860,1.54671817908852
 GADD45G,ENSG00000130222,0.54410583089234
 ZYG11B,ENSG00000162378,-0.180914993348686
 ZYG11A,ENSG00000203995,-0.236643560747984
 SPEF1,ENSG00000101222,-1.40863680976292
 SPEF2,ENSG00000152582,-0.842004555329954
 ZNF273,ENSG00000198039,-0.471403989282476
 ZNF277,ENSG00000198839,0.255694569966313
 ZNF276,ENSG00000158805,-0.433067642026617
 ZNF274,ENSG00000171606,-0.238310264020865
 KCNV2,ENSG00000168263,-0.511556964453591
 KCNV1,ENSG00000164794,-1.60405372308386
 PLCB1,ENSG00000182621,-1.80169791991069
 PLGRKT,ENSG00000107020,-0.274937152449935
 ITGA10,ENSG00000143127,3.76326244703633
 ARHGEF35,ENSG00000213214,0.883946731750875
 AZI1,ENSG00000141577,0.1410774588787
 XKR6,ENSG00000171044,0.137198889565681
 CTXN2,ENSG00000233932,-0.526943304218641
 CTXN3,ENSG00000205279,-1.18595486535166
 CCKBR,ENSG00000110148,-1.68285428202204
 MAML2,ENSG00000184384,0.517784016824562
 MAML3,ENSG00000196782,-0.161920020910519
 MAML1,ENSG00000161021,0.0882311848430352
 B3GNT5,ENSG00000176597,-0.113684752679437
 HERC1,ENSG00000103657,-0.387587636510142
 HERC3,ENSG00000138641,0.0232183169872288
 HERC5,ENSG00000138646,1.0771855696302
 HERC4,ENSG00000148634,-0.0819100897960377
 HERC6,ENSG00000138642,-0.387513873179838
 PEX5L,ENSG00000114757,-2.39868586323604
 C17orf59,ENSG00000196544,0.141665397813957
 C17orf58,ENSG00000186665,-0.285635052957283
 SLCO2B1,ENSG00000137491,-0.0723092296372617
 C17orf51,ENSG00000212719,0.0584144419883989
 C17orf53,ENSG00000125319,-0.786982276844319
 MKNK2,ENSG00000099875,-0.215526269160022
 LCLAT1,ENSG00000172954,-0.296052878023886
 MKNK1,ENSG00000079277,0.444981282035831
 BEAN1,ENSG00000166546,1.037056411558
 AAR2,ENSG00000131043,0.0846810147697741
 BPI,ENSG00000101425,0.372910566983998
 OSBP2,ENSG00000184792,-1.11299351330623
 LRP2,ENSG00000081479,-2.28965165076466
