 gene    name , gene    ENS ,Nerve-Tibial
 TGOLN2,ENSG00000152291,0.0598299274731208
 RGS5,ENSG00000143248,-1.12484971634456
 RGS6,ENSG00000182732,2.1344651514974
 RGS7,ENSG00000182901,1.48089610504068
 RGS1,ENSG00000090104,3.19094983861522
 RGS2,ENSG00000116741,-0.264508806036756
 RGS3,ENSG00000138835,-0.984554774053925
 RGS8,ENSG00000135824,-1.07026166584357
 FSD1L,ENSG00000106701,0.217886397089582
 CDK2AP1,ENSG00000111328,-0.167036465322988
 CDK2AP2,ENSG00000167797,0.510606763902164
 TNNI3,ENSG00000129991,-1.10419642008416
 BMP7,ENSG00000101144,2.28657582081428
 CD28,ENSG00000178562,1.20129943822565
 MRPS9,ENSG00000135972,-0.243288656605599
 MRPS7,ENSG00000125445,-0.563221274652477
 CD22,ENSG00000012124,1.65149984391158
 MRPS5,ENSG00000144029,-0.163746296151387
 TNNI1,ENSG00000159173,1.04578010874759
 CD27,ENSG00000139193,0.277827433344268
 MRPS2,ENSG00000122140,-0.410615998325208
 IFI30,ENSG00000216490,0.147265677807802
 NKIRAS2,ENSG00000168256,-0.463717397598641
 NKIRAS1,ENSG00000197885,-1.04405987744516
 FAT3,ENSG00000165323,-0.400200553128262
 FAT2,ENSG00000086570,-0.85604453530935
 FAT1,ENSG00000083857,0.933830920055774
 PSG8,ENSG00000124467,-0.461219020756679
 FAT4,ENSG00000196159,0.38382377222744
 PSG7,ENSG00000221878,-0.465133614584232
 PSG4,ENSG00000243137,-0.787188922251309
 PSG5,ENSG00000204941,-0.891529678326273
 PSG3,ENSG00000221826,-0.785814688897777
 PSG1,ENSG00000231924,-0.624177170980186
 RP11-676J12.7,ENSG00000262003,-1.10264501489909
 LSM4,ENSG00000130520,-0.552327519099617
 COL27A1,ENSG00000196739,0.970191362074143
 LSM6,ENSG00000164167,-0.00312569883313535
 OXER1,ENSG00000162881,0.5962321429383
 GATSL3,ENSG00000239282,0.622240898237977
 TMEM242,ENSG00000215712,-0.302328292363906
 AKR7A2,ENSG00000053371,-0.215175945729361
 AKR7A3,ENSG00000162482,-0.147753286471813
 GOLGA8F,ENSG00000153684,-0.531968523787916
 DDA1,ENSG00000130311,-0.448539170807696
 MARCH10,ENSG00000173838,2.83772931126465
 HIST1H1T,ENSG00000187475,0.028573856654075
 OR8B2,ENSG00000204293,-0.00883727273493897
 OR8B3,ENSG00000196661,-0.047839462711207
 PLCD4,ENSG00000115556,0.729743327978769
 CTRB1,ENSG00000168925,-0.210806793254361
 PLCD3,ENSG00000161714,0.657563616646826
 PLCD1,ENSG00000187091,0.79232926406334
 HIST1H1D,ENSG00000124575,0.660160118776437
 HIST1H1E,ENSG00000168298,0.668553369181378
 HIST1H1A,ENSG00000124610,-0.13364453166011
 HIST1H1B,ENSG00000184357,0.938797551797154
 HIST1H1C,ENSG00000187837,-0.124686721137175
 SOS2,ENSG00000100485,-0.0138591840956488
 SOS1,ENSG00000115904,0.0432928845649707
 GNMT,ENSG00000124713,-0.26792377948477
 CAB39,ENSG00000135932,-0.652474316896749
 CKMT1A,ENSG00000223572,-4.89560284468754
 CKMT1B,ENSG00000237289,-4.45843759100744
 DEFA1B,ENSG00000240247,-0.119178752942242
 BCL2L15,ENSG00000188761,0.588634729494433
 BCL2L14,ENSG00000121380,-0.772057027161422
 BCL2L11,ENSG00000153094,0.132185266122118
 BCL2L10,ENSG00000137875,-3.58195468617181
 BCL2L13,ENSG00000099968,-0.387679530408094
 NTMT1,ENSG00000148335,-0.167026362811196
 C22orf15,ENSG00000169314,-0.231034233984635
 HSD11B2,ENSG00000176387,-0.625337249299522
 HSD11B1,ENSG00000117594,0.403771243750714
 ISYNA1,ENSG00000105655,1.27363595009752
 GTF2H3,ENSG00000111358,-0.250756947413477
 GTF2H2,ENSG00000145736,-0.182611712012057
 GTF2H5,ENSG00000272047,-0.0926475894833369
 GTF2H4,ENSG00000213780,0.0791501379042502
 COX7A2L,ENSG00000115944,-0.449303385683802
 SMARCC2,ENSG00000139613,0.0930671268596951
 SMARCC1,ENSG00000173473,-0.0704204603002777
 RYK,ENSG00000163785,0.0869740971957148
 IFNW1,ENSG00000177047,-0.579815772693128
 BLOC1S6,ENSG00000104164,-0.254770123003599
 BLOC1S5,ENSG00000188428,0.0749344452117007
 LHX3,ENSG00000107187,-0.666541699490069
 LHX4,ENSG00000121454,0.234589637467178
 BLOC1S2,ENSG00000196072,-0.346655575323138
 LHX6,ENSG00000106852,1.03037847715237
 LHX8,ENSG00000162624,-0.674209960923385
 LHX9,ENSG00000143355,1.98420725245231
 NADK2,ENSG00000152620,-0.157814933467314
 SLC38A5,ENSG00000017483,-1.22669938770914
 SLC38A4,ENSG00000139209,0.130253311859477
 SLC38A7,ENSG00000103042,-0.535403758831751
 SLC38A6,ENSG00000139974,0.266736640243232
 SLC38A1,ENSG00000111371,-2.31100425072223
 SLC38A3,ENSG00000188338,0.648830979266178
 SLC38A2,ENSG00000134294,0.287346551004717
 SLC38A9,ENSG00000177058,0.0220884708299126
 SLC38A8,ENSG00000166558,-1.5601371471577
 OCA2,ENSG00000104044,0.232670450656546
 YBX1,ENSG00000065978,0.107613889503037
 YBX3,ENSG00000060138,0.508742533603076
 YBX2,ENSG00000006047,-1.2550013077518
 STIP1,ENSG00000168439,-0.502106208514337
 CHIC2,ENSG00000109220,0.210479828135138
 CHIC1,ENSG00000204116,-0.109714496533146
 VSNL1,ENSG00000163032,-2.63351267419636
 SDCCAG8,ENSG00000054282,0.0629940645672739
 SDCCAG3,ENSG00000165689,0.0150014149022681
 CDIPT,ENSG00000103502,-0.300716639220379
 NCOA2,ENSG00000140396,-0.0432342743170215
 NCOA3,ENSG00000124151,0.248167237133891
 NCOA1,ENSG00000084676,0.208664889904936
 NCOA6,ENSG00000198646,-0.188229180188603
 NCOA7,ENSG00000111912,-0.495618875497367
 NCOA5,ENSG00000124160,0.112433576952321
 CISH,ENSG00000114737,-0.471741496896402
 RIF1,ENSG00000080345,0.361624068649249
 PRDM14,ENSG00000147596,-0.219893244417934
 STARD3NL,ENSG00000010270,-0.151051238450794
 SREK1,ENSG00000153914,0.313850314322509
 ERO1L,ENSG00000197930,-0.572262007172436
 MPO,ENSG00000005381,-2.09558444624325
 ZNF497,ENSG00000174586,-0.126874317658472
 ZNF496,ENSG00000162714,0.246695379168046
 ERF,ENSG00000105722,0.553845778946281
 ERG,ENSG00000157554,0.214104323352642
 ZNF493,ENSG00000196268,-0.239093243587385
 CBLL1,ENSG00000105879,-0.358299430877073
 HAND2,ENSG00000164107,-0.906669246716589
 ZNF490,ENSG00000188033,-0.0175665379848881
 ERH,ENSG00000100632,-0.230952030523331
 RGAG4,ENSG00000242732,0.116738092301751
 RP11-159G9.5,ENSG00000229729,0.0803109874211544
 RGAG1,ENSG00000243978,-0.94026457150028
 MTRNR2L9,ENSG00000255633,-0.915200910793862
 MTRNR2L8,ENSG00000255823,-0.906709653877862
 NDNL2,ENSG00000185115,-0.39849870355484
 MTRNR2L3,ENSG00000256222,-0.271493427521054
 MTRNR2L1,ENSG00000256618,-1.19719884850447
 MTRNR2L6,ENSG00000270672,-0.865441779701734
 MTRNR2L4,ENSG00000232196,0.699754004210717
 NLGN4Y,ENSG00000165246,0.25245991422767
 NLGN4X,ENSG00000146938,1.13262486435277
 FBN2,ENSG00000138829,1.83439258690344
 FBN3,ENSG00000142449,-0.94317036434707
 NCR1,ENSG00000189430,-0.463447016196173
 FBN1,ENSG00000166147,1.39921921782345
 AOAH,ENSG00000136250,0.749405604890627
 SCN1B,ENSG00000105711,-0.451615600938082
 SCN1A,ENSG00000144285,-2.48394242327686
 EEPD1,ENSG00000122547,-0.451750313363615
 MCPH1,ENSG00000147316,-0.0678293488597352
 FRYL,ENSG00000075539,0.67303787947771
 DEXI,ENSG00000182108,0.13181014347614
 FUOM,ENSG00000148803,1.75467614877487
 IDI1,ENSG00000067064,-0.443100292056193
 IDI2,ENSG00000148377,-0.303518053075986
 IPMK,ENSG00000151151,-0.366639181337826
 TMEM185B,ENSG00000226479,0.00703433492708057
 MAP9,ENSG00000164114,0.00518087145338185
 UBXN10,ENSG00000162543,-2.33182684750183
 UBXN11,ENSG00000158062,-0.555429274641479
 POTEM,ENSG00000187537,-0.181805585293481
 APOBEC3C,ENSG00000244509,1.21076472612902
 FCHSD1,ENSG00000197948,0.47847127700798
 FCHSD2,ENSG00000137478,-0.091355962958715
 HIGD2A,ENSG00000146066,-0.905978850170155
 TRAIP,ENSG00000183763,-0.100362650143203
 MESDC1,ENSG00000140406,-0.279992414377757
 NOBOX,ENSG00000106410,-0.366054737209086
 IBSP,ENSG00000029559,2.06227716530762
 NID2,ENSG00000087303,2.38031183755218
 NID1,ENSG00000116962,1.61412801339058
 OR5B2,ENSG00000172365,0.312781024919454
 BTG1,ENSG00000133639,0.223155347178943
 PAXIP1-AS2,ENSG00000214106,0.209206769596547
 C14orf166B,ENSG00000100565,1.50267643028157
 OSTM1,ENSG00000081087,-0.00786687124902717
 DAW1,ENSG00000123977,-0.725253650757544
 OR4D1,ENSG00000141194,0.137776377198958
 OR4D6,ENSG00000166884,-0.293350166965639
 FANCG,ENSG00000221829,0.183226757152343
 FANCF,ENSG00000183161,-0.00530856649479202
 FANCC,ENSG00000158169,0.391253633041826
 FANCB,ENSG00000181544,1.34725164521746
 HNRNPAB,ENSG00000197451,-0.206991528272148
 FANCM,ENSG00000187790,0.149533176782025
 FANCL,ENSG00000115392,-0.174643650359243
 FANCI,ENSG00000140525,0.0114451705009116
 RP11-1167A19.2,ENSG00000255038,-0.308991636501845
 F13B,ENSG00000143278,-0.611873117963695
 HNRNPA3,ENSG00000170144,-0.0886470113871597
 HNRNPA0,ENSG00000177733,-0.104642546967356
 HOXA7,ENSG00000122592,2.54721342585434
 HOXA6,ENSG00000106006,3.10212233330776
 HOXA5,ENSG00000106004,2.58274847623205
 HOXA4,ENSG00000197576,1.3104589434384
 HOXA3,ENSG00000105997,2.48848248079315
 HOXA2,ENSG00000105996,2.17066944084784
 HOXA1,ENSG00000105991,1.82133231163906
 IGLL1,ENSG00000128322,-0.824654349484557
 IGLL5,ENSG00000254709,-0.290952339894559
 HOXA9,ENSG00000078399,3.35765616408777
 SLC25A18,ENSG00000182902,-1.79599750874543
 FAM188B,ENSG00000106125,0.743201683150008
 CEP55,ENSG00000138180,-0.447271411918398
 PRMT2,ENSG00000160310,0.734277906620735
 PAGE5,ENSG00000158639,-0.633724321425211
 B9D2,ENSG00000123810,-0.382160907841352
 HSPD1,ENSG00000144381,-0.42743941655273
 MTX3,ENSG00000177034,0.456560472247939
 MTX2,ENSG00000128654,-0.814070811034986
 MTX1,ENSG00000173171,-0.0878598443639464
 PAGE1,ENSG00000068985,-0.369899882454504
 FUT2,ENSG00000176920,-0.341894672849412
 LIAS,ENSG00000121897,-0.525513049631333
 ATP10A,ENSG00000206190,-0.126196224244735
 ATP10B,ENSG00000118322,4.78764337824981
 ATP10D,ENSG00000145246,0.297307548921925
 KRIT1,ENSG00000001631,-0.106629327989279
 TRABD2A,ENSG00000186854,0.157202755627049
 TRABD2B,ENSG00000269113,1.9503908133439
 CDPF1,ENSG00000205643,0.0960218359925675
 SLC6A20,ENSG00000163817,5.00334496437952
 SCRIB,ENSG00000180900,0.425695181908685
 WWP2,ENSG00000198373,0.239904878246983
 WWP1,ENSG00000123124,0.160529429498385
 DAPL1,ENSG00000163331,-2.17334863485923
 TPI1,ENSG00000111669,-0.775688066487424
 PRTN3,ENSG00000196415,-1.90735056273819
 CTSH,ENSG00000103811,0.08265983991478
 CTSK,ENSG00000143387,0.969656954222674
 CTSO,ENSG00000256043,0.296178382444377
 CTSA,ENSG00000064601,-0.170408913110691
 CTSB,ENSG00000164733,-0.532743635131313
 CTSC,ENSG00000109861,0.859452908235965
 CTSD,ENSG00000117984,0.254184624613684
 CTSE,ENSG00000196188,-1.37149107935483
 CTSF,ENSG00000174080,0.568199879816199
 CTSZ,ENSG00000101160,0.0970915666604365
 CTSS,ENSG00000163131,0.140434001034515
 CTSV,ENSG00000136943,-1.50929574277963
 CTSW,ENSG00000172543,0.0744072420788073
 INCA1,ENSG00000196388,-0.0243118781557479
 AMMECR1,ENSG00000101935,-0.111404178143428
 EMD,ENSG00000102119,-0.114261591249233
 AFF4,ENSG00000072364,-0.164126576076631
 AFF3,ENSG00000144218,0.149768182234715
 AFF1,ENSG00000172493,0.335262736853141
 PDPR,ENSG00000090857,0.172603044218769
 STK40,ENSG00000196182,-0.392139346974971
 KIAA0196,ENSG00000164961,-0.141159977232209
 UBA6,ENSG00000033178,0.00630317095140239
 PDP1,ENSG00000164951,-0.0750243656554273
 PDP2,ENSG00000172840,0.532770705968289
 UBA5,ENSG00000081307,-0.34509008102695
 UBA2,ENSG00000126261,-0.158514495652215
 UBA3,ENSG00000144744,-0.248110710047353
 UBA1,ENSG00000130985,-0.0955398102484709
 PWP2,ENSG00000241945,0.14571608619667
 PHF20,ENSG00000025293,-0.0550707539758853
 HSPBP1,ENSG00000133265,-0.381230196426049
 PSMB1,ENSG00000008018,0.0394224681563839
 RPAIN,ENSG00000129197,-0.122461780751587
 CPXM1,ENSG00000088882,0.272697143128297
 PNO1,ENSG00000115946,-0.272898505019716
 CPXM2,ENSG00000121898,2.56262068365332
 PENK,ENSG00000181195,-0.062158625731067
 ZIM2,ENSG00000269699,-0.572098827190116
 ZIM3,ENSG00000141946,-0.114120207582732
 GPR64,ENSG00000173698,2.08714028997118
 GPR65,ENSG00000140030,0.455506304983602
 GPR62,ENSG00000180929,-0.741054526416101
 GPR63,ENSG00000112218,-0.383342555223307
 GPR61,ENSG00000156097,-0.90816140684128
 PNOC,ENSG00000168081,-2.0934932833623
 GPR68,ENSG00000119714,-1.4124676613823
 ITPK1,ENSG00000100605,0.458329830205609
 TDGF1,ENSG00000241186,0.603081587927714
 ATP5L2,ENSG00000249222,-0.286260679739796
 INSM2,ENSG00000168348,-2.3028379830578
 JARID2,ENSG00000008083,-0.394953309561911
 GNE,ENSG00000159921,0.106468920044307
 INSM1,ENSG00000173404,-2.62263168341153
 TMEM37,ENSG00000171227,0.7745375335292
 TMEM31,ENSG00000179363,1.52187053081775
 TMEM33,ENSG00000109133,-0.212449132063148
 NT5C1B,ENSG00000185013,-0.905466739608065
 NT5C1A,ENSG00000116981,-0.973566491706147
 OTOP1,ENSG00000163982,-0.941765003215301
 OTOP3,ENSG00000182938,-0.607895614598657
 OTOP2,ENSG00000183034,-0.45310316306151
 OR14J1,ENSG00000204695,-0.102077761817365
 POGK,ENSG00000143157,0.355259167753193
 C10orf105,ENSG00000214688,0.0745423395145293
 C10orf107,ENSG00000183346,-0.772166203566334
 SDS,ENSG00000135094,-1.45479934627028
 ANO10,ENSG00000160746,-0.185253397776783
 PRUNE2,ENSG00000106772,-0.610136224115912
 APCDD1L,ENSG00000198768,-0.732953968567087
 NRCAM,ENSG00000091129,1.37867445396054
 FAM155B,ENSG00000130054,-1.85879200469793
 PNLIP,ENSG00000175535,0.147217716968339
 CXorf58,ENSG00000165182,-0.0379283296218521
 CXorf56,ENSG00000018610,-0.207422237106308
 CXorf57,ENSG00000147231,0.853867958663763
 LYZ,ENSG00000090382,1.2321415066835
 C9orf147,ENSG00000230185,-1.01115720944164
 LYN,ENSG00000254087,-0.553487684967872
 PRH2,ENSG00000134551,0.597225010916931
 LY9,ENSG00000122224,0.356314162560705
 IP6K3,ENSG00000161896,-1.10566648439751
 IP6K2,ENSG00000068745,0.525763664329759
 DPCR1,ENSG00000168631,2.69191857247346
 VPS13C,ENSG00000129003,0.75903611003915
 MYO15A,ENSG00000091536,0.559183189946795
 KATNBL1,ENSG00000134152,0.320204684887041
 NFKBIB,ENSG00000104825,-0.457664705701286
 SVOPL,ENSG00000157703,-1.89400912803933
 NFKBID,ENSG00000167604,0.726677498319731
 NFKBIE,ENSG00000146232,-0.0765147417503299
 NFKBIZ,ENSG00000144802,0.220860779164761
 PLAC1,ENSG00000170965,-0.320823291013714
 TP53RK,ENSG00000172315,-0.287809958726475
 PLAC9,ENSG00000189129,1.74155686982219
 PLAC8,ENSG00000145287,-0.642146328225743
 PRSS33,ENSG00000103355,-0.885422184502251
 PRSS37,ENSG00000165076,1.06718150737449
 NR5A2,ENSG00000116833,2.05777836612655
 NR5A1,ENSG00000136931,-1.6922727745656
 RPGRIP1,ENSG00000092200,0.534231895927935
 DLX5,ENSG00000105880,0.0942961579203006
 DLX6,ENSG00000006377,-0.179911996999635
 PRSS38,ENSG00000185888,-0.0148559527181705
 DLX1,ENSG00000144355,0.71995354313576
 DLX2,ENSG00000115844,0.621656472790077
 DLX3,ENSG00000064195,-0.803196333275613
 ACVRL1,ENSG00000139567,0.672063099696286
 ACTB,ENSG00000075624,-0.0373571009311421
 SEC23A,ENSG00000100934,-0.172658769478437
 VAV1,ENSG00000141968,0.466078398628153
 VAV3,ENSG00000134215,-1.97927589716166
 VAV2,ENSG00000160293,0.493854707995251
 KCNIP4,ENSG00000185774,-1.29840702221791
 TP63,ENSG00000073282,1.34212454834586
 NR6A1,ENSG00000148200,0.51328070080307
 MARS2,ENSG00000247626,-0.329101320018235
 PYGO1,ENSG00000171016,0.195398456417169
 PYGO2,ENSG00000163348,-0.135909890129331
 CRHBP,ENSG00000145708,-0.996309677855385
 FERMT3,ENSG00000149781,0.259049865868323
 WDR91,ENSG00000105875,0.166962473620746
 ALS2CR11,ENSG00000155754,0.56888624157204
 ZFX,ENSG00000005889,0.106311935958798
 PRPH2,ENSG00000112619,0.323170797383623
 C9orf62,ENSG00000178243,-0.363430069094687
 GRIN2A,ENSG00000183454,-1.50481527501446
 C9orf66,ENSG00000183784,-0.350676434127333
 C9orf64,ENSG00000165118,0.313364135567578
 USP6NL,ENSG00000148429,1.17885162105791
 C9orf69,ENSG00000238227,-0.409057009935859
 GRIN2D,ENSG00000105464,0.0322462649026938
 USP12,ENSG00000152484,-0.378099096643648
 USP13,ENSG00000058056,-0.365423588116708
 USP10,ENSG00000103194,-0.324890889152315
 USP11,ENSG00000102226,0.120700848676037
 USP16,ENSG00000156256,0.161718372212563
 USP14,ENSG00000101557,-0.0309464888944475
 USP18,ENSG00000184979,0.668140489542298
 USP19,ENSG00000172046,-0.0557053987279701
 INPP1,ENSG00000151689,-0.277574571232576
 RLTPR,ENSG00000159753,-1.43808795664422
 CTB-133G6.1,ENSG00000263264,-0.596820785163187
 IFFO1,ENSG00000010295,0.440123153295067
 CRKL,ENSG00000099942,-0.265382095121088
 CXXC11,ENSG00000188011,-1.65174413437096
 IFFO2,ENSG00000169991,-1.5327162064825
 UBAC1,ENSG00000130560,-0.605346611832423
 SUPT5H,ENSG00000196235,-0.207988983812285
 RETN,ENSG00000104918,-0.170869723680611
 RPTN,ENSG00000215853,-0.75306767039898
 SLC35E2B,ENSG00000189339,-0.197809339061391
 SF3A1,ENSG00000099995,0.135453517285912
 SF3A2,ENSG00000104897,0.178223735610213
 FXR1,ENSG00000114416,-0.261928253719715
 FXR2,ENSG00000129245,0.0718085151730427
 CYP4X1,ENSG00000186377,1.54937285875096
 RHBDD2,ENSG00000005486,0.244369753306024
 RHBDD3,ENSG00000100263,-0.326616933914446
 RHBDD1,ENSG00000144468,0.00259468133780081
 KLC1,ENSG00000126214,-0.200036156345168
 KLC2,ENSG00000174996,-0.83144881162934
 KLC3,ENSG00000104892,-2.70276269264975
 KLC4,ENSG00000137171,-0.499356631691453
 CHURC1,ENSG00000258289,-0.316760571905219
 CHCHD2,ENSG00000106153,-0.635694336973196
 CHCHD3,ENSG00000106554,-0.391717728765209
 CHCHD1,ENSG00000172586,-0.593420040641602
 CHCHD6,ENSG00000159685,0.500294007485623
 CHCHD7,ENSG00000170791,0.0185901489065138
 CHCHD4,ENSG00000163528,-0.451120190853574
 CHCHD5,ENSG00000125611,-0.249351175654242
 ZNF519,ENSG00000175322,0.0781003951498836
 ZNF513,ENSG00000163795,-0.439703011937591
 ZNF510,ENSG00000081386,-0.204943935536066
 ZNF511,ENSG00000198546,-0.119263603497121
 ZNF516,ENSG00000101493,0.911040606486433
 ZNF517,ENSG00000197363,-0.209721726743281
 ZNF514,ENSG00000144026,0.663364285015389
 TSPYL4,ENSG00000187189,-0.258988900329484
 TSPYL5,ENSG00000180543,0.257786184002895
 TSPYL1,ENSG00000189241,-0.948141515853577
 TSPYL2,ENSG00000184205,0.234764437740201
 XIRP1,ENSG00000168334,-0.833337772945382
 XIRP2,ENSG00000163092,1.5124624152091
 CTDP1,ENSG00000060069,-0.199031171322901
 VWF,ENSG00000110799,0.866368976386216
 CDH13,ENSG00000140945,-1.16922197168297
 CDH15,ENSG00000129910,3.97449813684134
 CREG2,ENSG00000175874,-2.61745554238441
 NTN1,ENSG00000065320,0.768289357112757
 NTN3,ENSG00000162068,0.16053276462725
 NTN4,ENSG00000074527,1.09453324193617
 NTN5,ENSG00000142233,0.391352866720315
 SI,ENSG00000090402,-0.102935453858953
 IFNA21,ENSG00000137080,-1.11294300269382
 B4GALNT4,ENSG00000182272,2.72023486322644
 B4GALNT1,ENSG00000135454,2.12064954405447
 RPL23A,ENSG00000198242,-0.0798418337768127
 B4GALNT3,ENSG00000139044,2.45823621078082
 NUDC,ENSG00000090273,-0.199907755035917
 DEFA6,ENSG00000164822,0.152733628946321
 DEFA5,ENSG00000164816,0.37701796930136
 DEFA4,ENSG00000164821,-1.07278880856358
 DEFA1,ENSG00000206047,0.00108384546697554
 NUMBL,ENSG00000105245,0.818868518068513
 BCAT1,ENSG00000060982,-0.0930329481400607
 NRP1,ENSG00000099250,1.00171464661525
 NRP2,ENSG00000118257,2.23683120252826
 C12orf61,ENSG00000221949,-0.485083754706557
 C12orf66,ENSG00000174206,-0.0991834703040298
 C12orf65,ENSG00000130921,-0.210297469780682
 C12orf68,ENSG00000177875,1.39345547490367
 SPHKAP,ENSG00000153820,-3.62004169591577
 MAGED4B,ENSG00000187243,0.221213315677877
 GSTA4,ENSG00000170899,-0.209496066637619
 GSTA5,ENSG00000182793,-0.220881219293239
 GSTA1,ENSG00000243955,-1.03035777441291
 GSTA2,ENSG00000244067,-0.300041586132176
 GSTA3,ENSG00000174156,-1.13450409963492
 FKSG62,ENSG00000259752,-0.144275542731614
 GAN,ENSG00000261609,-0.460103835584843
 DYNLT1,ENSG00000146425,-0.390134032608162
 DYNLT3,ENSG00000165169,-0.487361798387202
 STRAP,ENSG00000023734,-0.439407213206957
 C1orf85,ENSG00000198715,0.214970396455169
 C1orf86,ENSG00000162585,-0.218358587163143
 RNF208,ENSG00000212864,-0.283083334645633
 RNF207,ENSG00000158286,0.274373468588631
 STRA6,ENSG00000137868,1.11160253285503
 SIGLEC14,ENSG00000254415,0.767714772518415
 SIGLEC15,ENSG00000197046,-0.176776328705273
 SIGLEC10,ENSG00000142512,0.265946033025384
 SIGLEC11,ENSG00000161640,0.374694683547467
 KIFC2,ENSG00000167702,-0.964053399368661
 KIFC1,ENSG00000237649,-0.280531977562425
 PSMA7,ENSG00000101182,-0.153189325000174
 NLGN1,ENSG00000169760,1.04888138150566
 SYNPO2,ENSG00000172403,1.04134241942668
 DMRT1,ENSG00000137090,-0.805693423646733
 DMRT2,ENSG00000173253,1.11494044907151
 DMRT3,ENSG00000064218,2.12961863894025
 RP11-664I21.6,ENSG00000254943,0.698376916993343
 PROS1,ENSG00000184500,2.66936143271838
 ARHGEF10L,ENSG00000074964,-0.527241967689796
 NCKAP5L,ENSG00000167566,0.616746117545826
 PLA2G12B,ENSG00000138308,-0.989667965441126
 PLA2G12A,ENSG00000123739,-0.346102756504298
 LYRM2,ENSG00000083099,-0.313769077385536
 IQCA1,ENSG00000132321,0.409088954662755
 TNKS2,ENSG00000107854,-0.0777626701494636
 EPOR,ENSG00000187266,-0.464724966078863
 ERAS,ENSG00000187682,0.127099757458829
 HS6ST1,ENSG00000136720,-0.0729591994569771
 HS6ST2,ENSG00000171004,-1.56432812715432
 HS6ST3,ENSG00000185352,-0.0709869911651816
 PROSC,ENSG00000147471,-0.119492545079441
 TCERG1,ENSG00000113649,0.028456664504021
 CNBP,ENSG00000169714,-0.263421048885047
 INTS12,ENSG00000138785,-0.0265725103173626
 INTS10,ENSG00000104613,0.0590533692399798
 TXN2,ENSG00000100348,-0.465546088645378
 AGAP1,ENSG00000157985,0.232601662854124
 AGAP2,ENSG00000135439,-2.02884891293005
 AGAP3,ENSG00000133612,-0.484306807718864
 AGAP4,ENSG00000188234,-0.307653460010312
 AGAP5,ENSG00000172650,0.253134475426478
 AGAP6,ENSG00000204149,-0.0756103681015255
 SLC23A1,ENSG00000170482,-0.6574489307802
 GDPD3,ENSG00000102886,0.507478455349749
 SLC23A3,ENSG00000213901,-0.179977404501482
 GDPD1,ENSG00000153982,-0.54214228071049
 GDPD4,ENSG00000178795,0.0793346863597054
 GDPD5,ENSG00000158555,1.33815309159842
 OSGEPL1,ENSG00000128694,0.143991003390122
 C6orf106,ENSG00000196821,-0.564319358955629
 YWHAQ,ENSG00000134308,-0.242863060550712
 C6orf100,ENSG00000204709,0.0694985685383777
 YWHAH,ENSG00000128245,-0.435658780012834
 YWHAB,ENSG00000166913,-0.573110905783824
 FCRL1,ENSG00000163534,-1.23888067908808
 FCRL2,ENSG00000132704,-0.259270287668693
 FCRL3,ENSG00000160856,-0.295369031984858
 FCRL4,ENSG00000163518,-0.797745538877061
 FCRL5,ENSG00000143297,-0.00410756854868622
 FCRL6,ENSG00000181036,0.530803712490714
 YWHAE,ENSG00000108953,-0.154716924008919
 FCRLA,ENSG00000132185,1.0884620246144
 FCRLB,ENSG00000162746,2.31118383152706
 CKAP2,ENSG00000136108,-0.383767069017376
 AP005482.1,ENSG00000215527,1.20684167185961
 PDCD1LG2,ENSG00000197646,0.1880042738119
 SLC20A2,ENSG00000168575,0.331163137805814
 CHST10,ENSG00000115526,0.24576990092607
 CHST13,ENSG00000180767,1.19984656086794
 SLC20A1,ENSG00000144136,-0.395530853104681
 CHST15,ENSG00000182022,0.074372645234487
 CHST14,ENSG00000169105,0.746444066535889
 ROCK2,ENSG00000134318,-3.76707839476635e-05
 CLASRP,ENSG00000104859,-0.0303999833775447
 RP11-6L6.2,ENSG00000250673,1.23241973494675
 FAM92A1,ENSG00000188343,0.225967696933318
 LRRC9,ENSG00000131951,-1.7390893496816
 LRRC4,ENSG00000128594,1.70390887727744
 WNK3,ENSG00000196632,-0.431296648141818
 LRRC6,ENSG00000129295,0.251701444881106
 LRRC7,ENSG00000033122,2.5177131659651
 LRRC1,ENSG00000137269,0.524953073221076
 LRRC3,ENSG00000160233,1.21962306261935
 RFNG,ENSG00000169733,0.129012367135858
 MORN5,ENSG00000185681,-1.75910078433587
 PLD5,ENSG00000180287,-1.68476453161323
 PLD6,ENSG00000179598,0.323353695114265
 MORN1,ENSG00000116151,0.56563182998089
 PLD1,ENSG00000075651,-0.153163244684235
 MORN3,ENSG00000139714,-1.45773649099139
 MORN2,ENSG00000188010,-0.503549699259014
 DOCK8,ENSG00000107099,0.387743889454934
 DOCK9,ENSG00000088387,0.917582350569318
 RRP8,ENSG00000132275,-0.186696928401243
 DOCK3,ENSG00000088538,0.70327439553364
 GRIA1,ENSG00000155511,-0.803714763272128
 DOCK6,ENSG00000130158,0.420900948272297
 DOCK7,ENSG00000116641,0.934296013179165
 GRIA4,ENSG00000152578,-1.98126748443718
 DOCK5,ENSG00000147459,1.57830275374471
 ACSBG1,ENSG00000103740,-2.08452729852771
 ACSBG2,ENSG00000130377,-0.658391479033096
 TNFRSF12A,ENSG00000006327,-0.121119816954666
 EIF5AL1,ENSG00000253626,-0.773546876499923
 SCNN1D,ENSG00000162572,0.417128506958462
 SCNN1B,ENSG00000168447,0.0761988939689471
 FAM98C,ENSG00000130244,0.0754003424747842
