 gene    name , gene    ENS ,Heart-LeftVentricle
 CBWD3,ENSG00000196873,-0.654235498569872
 CBWD2,ENSG00000136682,0.486395723546216
 C1orf115,ENSG00000162817,0.316981575276598
 LGALS3BP,ENSG00000108679,1.85131928686506
 TTBK2,ENSG00000128881,0.101342267610571
 TTBK1,ENSG00000146216,-1.13157178142744
 ZNFX1,ENSG00000124201,0.104333222007474
 MAGEF1,ENSG00000177383,0.107504040368413
 ACBD3,ENSG00000182827,-0.406951367703384
 ACBD7,ENSG00000176244,-2.2003381226334
 ACBD5,ENSG00000107897,0.757534452538057
 ACBD4,ENSG00000181513,-0.27086132410935
 MON2,ENSG00000061987,-0.421162281644682
 HYLS1,ENSG00000198331,0.203160052198982
 TIGIT,ENSG00000181847,-0.347115248811658
 RHO,ENSG00000163914,-0.625723679503706
 AC005481.5,ENSG00000222012,0.802118115037201
 DFFA,ENSG00000160049,-0.106100153108462
 DFFB,ENSG00000169598,0.158063049727022
 REV3L,ENSG00000009413,-0.391647248011593
 RNF19B,ENSG00000116514,-0.505024397379557
 RNF19A,ENSG00000034677,0.130234358358074
 MRPL43,ENSG00000055950,0.21277956283968
 MRPL42,ENSG00000198015,0.251903855942031
 IPP,ENSG00000197429,-0.056267336304988
 MRPL40,ENSG00000185608,1.06172297848663
 MRPL47,ENSG00000136522,0.92244985212887
 MRPL46,ENSG00000259494,1.50734284287886
 HGFAC,ENSG00000109758,-0.00556802526952678
 MRPL44,ENSG00000135900,0.92309773596821
 TRIP6,ENSG00000087077,-0.346413213548724
 MRPL49,ENSG00000149792,0.216232361104334
 MRPL48,ENSG00000175581,0.51049466396234
 NGF,ENSG00000134259,1.71343677470491
 NGB,ENSG00000165553,-2.43044925188837
 FHAD1,ENSG00000142621,-0.707912269433209
 UNC93B1,ENSG00000110057,-0.276160712468384
 NEK6,ENSG00000119408,-1.20084261972008
 NEK7,ENSG00000151414,0.727657999639635
 NEK4,ENSG00000114904,-0.466020571906544
 NEK5,ENSG00000197168,-0.528174930068282
 NEK2,ENSG00000117650,-0.661334240961911
 NEK3,ENSG00000136098,0.157442043444086
 CCSAP,ENSG00000154429,-1.13898972395311
 NEK8,ENSG00000160602,-0.632774268957609
 NEK9,ENSG00000119638,0.155630635663391
 CEP63,ENSG00000182923,0.0326510577723652
 BMX,ENSG00000102010,-0.223992923179784
 G0S2,ENSG00000123689,1.7195840150311
 DHPS,ENSG00000095059,0.0536725480662707
 CCDC3,ENSG00000151468,-0.612483715904904
 CCDC6,ENSG00000108091,-1.11294951317372
 CCDC7,ENSG00000216937,-0.0190658261085008
 CCDC8,ENSG00000169515,1.74801769619579
 COQ10A,ENSG00000135469,2.86261829667676
 RP11-195F19.5,ENSG00000187186,0.364486667346759
 NSD1,ENSG00000165671,-0.279010811213451
 EID2B,ENSG00000176401,0.2764457368461
 SLX1B,ENSG00000181625,-0.207704765153884
 WDHD1,ENSG00000198554,-0.654429604653836
 AS3MT,ENSG00000214435,1.83485253636168
 CIB3,ENSG00000141977,0.207655464595023
 RNF128,ENSG00000133135,-2.63304625813157
 EPYC,ENSG00000083782,-0.146256688335642
 KEL,ENSG00000197993,-0.375209890805932
 HP,ENSG00000257017,-0.297476277559547
 LAGE3,ENSG00000196976,0.131016184445605
 STAB1,ENSG00000010327,0.488902826978578
 STAB2,ENSG00000136011,-0.832377716177481
 PYHIN1,ENSG00000163564,0.179880714404975
 PCP2,ENSG00000174788,2.52998250267584
 TRMT2A,ENSG00000099899,-0.0956216750576314
 ECE2,ENSG00000145194,-1.59171649993642
 ECE1,ENSG00000117298,0.0890286074415747
 TRMT2B,ENSG00000188917,0.545459298626793
 IMPACT,ENSG00000154059,-0.178289738988413
 MTMR10,ENSG00000166912,-0.286344784433753
 EVC2,ENSG00000173040,-0.19076558744043
 AURKA,ENSG00000087586,1.02596109486875
 AURKB,ENSG00000178999,-0.188061474215823
 AURKC,ENSG00000105146,-0.192777145757079
 RIMBP2,ENSG00000060709,-4.09614964053213
 CELSR2,ENSG00000143126,-1.24139461106881
 WFIKKN2,ENSG00000173714,-1.10446216012267
 WFIKKN1,ENSG00000127578,-0.558073603066195
 PTCHD2,ENSG00000204624,-0.550692575702452
 ACADVL,ENSG00000072778,1.42032635502936
 NCR3LG1,ENSG00000188211,-1.2980810185459
 BBX,ENSG00000114439,-0.303491128189054
 CHN2,ENSG00000106069,0.476500198956232
 CHN1,ENSG00000128656,-0.189333058484532
 CAV2,ENSG00000105971,1.39871265309347
 CAV3,ENSG00000182533,4.4472668587106
 CAV1,ENSG00000105974,1.13374597190471
 SARNP,ENSG00000205323,0.469505354647009
 ZACN,ENSG00000186919,-0.509186553829493
 SKAP2,ENSG00000005020,-1.76408843845541
 SKAP1,ENSG00000141293,-0.583556654725173
 LRRC36,ENSG00000159708,-2.23886427209022
 PITPNB,ENSG00000180957,-0.61398833990821
 DCAF12L2,ENSG00000198354,-0.70577479829837
 DCAF12L1,ENSG00000198889,0.0698745255492192
 CLEC7A,ENSG00000172243,-0.0112778037820325
 AMN1,ENSG00000151743,0.166768840532766
 LMNB2,ENSG00000176619,-0.22680278937386
 IL13RA1,ENSG00000131724,-0.737772088487511
 LMNB1,ENSG00000113368,-0.889611858511366
 MRPS28,ENSG00000147586,1.09478137977868
 MRPS26,ENSG00000125901,0.684605181222541
 CD274,ENSG00000120217,1.69986307778401
 MRPS24,ENSG00000062582,1.1402747208817
 MRPS25,ENSG00000131368,1.06556396628236
 MRPS22,ENSG00000175110,0.922601573242613
 MRPS23,ENSG00000181610,1.57403969416652
 IL13,ENSG00000169194,-0.334252543689545
 RXFP3,ENSG00000182631,0.583513444109059
 PMP2,ENSG00000147588,-0.759134526254613
 JMJD6,ENSG00000070495,0.504533352886585
 JMJD7,ENSG00000243789,0.320534349237718
 JMJD4,ENSG00000081692,0.0647686461361854
 ZHX2,ENSG00000178764,0.780684428944646
 ZHX3,ENSG00000174306,-0.124657815153363
 JMJD8,ENSG00000161999,0.122939266503893
 ZHX1,ENSG00000165156,-0.448319542017779
 ZNF781,ENSG00000196381,0.798998981809273
 ZNF786,ENSG00000197362,-0.316159442004024
 APPL1,ENSG00000157500,0.194992185474069
 APPL2,ENSG00000136044,-0.319578570157092
 MEMO1,ENSG00000162959,-0.147947890677931
 AC016722.2,ENSG00000239332,-0.92609283463156
 SIGMAR1,ENSG00000147955,-0.370912294479039
 C20orf196,ENSG00000171984,0.0660381012284967
 HS3ST6,ENSG00000162040,-0.846035572513889
 HS3ST5,ENSG00000249853,-2.52991722276364
 HS3ST4,ENSG00000182601,-2.03016430239074
 HS3ST2,ENSG00000122254,-1.28197835806051
 HS3ST1,ENSG00000002587,-1.09208410019042
 DYTN,ENSG00000232125,-0.111673435652558
 CLCNKA,ENSG00000186510,-1.22806785061815
 PHOSPHO2,ENSG00000144362,-0.282972489542132
 PHOSPHO1,ENSG00000173868,-0.268773602128193
 OR2T11,ENSG00000183130,0.237185024849732
 ZNHIT2,ENSG00000174276,0.148853032887244
 ZNHIT1,ENSG00000106400,0.256926042268398
 ZNHIT6,ENSG00000117174,-0.34467754175285
 NFATC2IP,ENSG00000176953,0.0832851099289712
 BLID,ENSG00000259571,-0.462314351736164
 FAAH2,ENSG00000165591,-1.35075545908227
 ART4,ENSG00000111339,1.8561545109397
 ZP1,ENSG00000149506,0.0223467018202511
 ZP3,ENSG00000188372,-0.464449568595063
 ZP2,ENSG00000103310,-0.618983697569048
 PMEL,ENSG00000185664,-0.504838511230292
 TTYH2,ENSG00000141540,0.947544851955562
 TTYH3,ENSG00000136295,-0.60899040054656
 STK11IP,ENSG00000144589,-0.196788011854827
 OR9Q2,ENSG00000186513,0.269907667450443
 OR9Q1,ENSG00000186509,0.381725275820358
 C6orf62,ENSG00000112308,-0.264783722870958
 NFS1,ENSG00000244005,0.767436170646882
 ZKSCAN2,ENSG00000155592,0.0727811384184019
 RP11-770J1.4,ENSG00000255384,1.53680423245499
 RP11-770J1.5,ENSG00000254873,0.456161205998655
 FBXL2,ENSG00000153558,-0.774564634585175
 SIGLECL1,ENSG00000179213,0.101242064380697
 DES,ENSG00000175084,3.87219322508428
 FBXL4,ENSG00000112234,-0.110429861423767
 DEK,ENSG00000124795,-0.430756081190929
 MANEA,ENSG00000172469,-0.121471933648832
 LRP5L,ENSG00000100068,0.4185604514554
 HTR2A,ENSG00000102468,-2.17823131339568
 HTR2C,ENSG00000147246,-1.06067416709465
 HTR2B,ENSG00000135914,-1.20664211528501
 GBA2,ENSG00000070610,0.617690990440559
 KIAA0895,ENSG00000164542,-0.475846140130142
 GBAS,ENSG00000146729,1.44140027784818
 TBPL2,ENSG00000182521,0.165599329508084
 TBPL1,ENSG00000028839,-0.18966795883571
 ESAM,ENSG00000149564,1.25354304880048
 SERF2,ENSG00000140264,0.811277275998716
 ERMN,ENSG00000136541,-1.60533945188972
 ACE,ENSG00000159640,1.26595653875228
 ACD,ENSG00000102977,-0.199934531512237
 ATP5S,ENSG00000125375,0.30326691995992
 ATP5J,ENSG00000154723,1.86254062611501
 ATP5I,ENSG00000169020,1.7009418220758
 ATP5H,ENSG00000167863,1.50385943382744
 ME1,ENSG00000065833,-0.609888580400206
 ME3,ENSG00000151376,0.960407335504334
 ATP5L,ENSG00000167283,1.37183382543343
 ATP5B,ENSG00000110955,1.90750170340868
 ATP5E,ENSG00000124172,0.932821145902853
 ATP5D,ENSG00000099624,1.43425509856001
 MPZL2,ENSG00000149573,-0.17799579311358
 MPZL3,ENSG00000160588,-0.10812630832233
 TBK1,ENSG00000183735,-0.14097538834845
 MPZL1,ENSG00000197965,-0.12213737748072
 MAGEA11,ENSG00000185247,-0.111083927399495
 MET,ENSG00000105976,-0.0219804154200111
 CLPX,ENSG00000166855,0.29051669302192
 SPATA5,ENSG00000145375,-0.261749633903725
 CLPP,ENSG00000125656,0.462463072449714
 CLPS,ENSG00000137392,-1.35813275504639
 CLPB,ENSG00000162129,0.0323678075960792
 FEZF1,ENSG00000128610,1.08494093826513
 FEZF2,ENSG00000153266,-1.03938107913037
 SLC9A3R2,ENSG00000065054,2.14289247905333
 SLC9A3R1,ENSG00000109062,-0.385960815812416
 NAT1,ENSG00000171428,0.666271241262087
 WIPF2,ENSG00000171475,-0.375982285870485
 SLC40A1,ENSG00000138449,0.181961554111241
 CLP1,ENSG00000172409,0.162489279797604
 MON1A,ENSG00000164077,-0.00920295883918155
 DTWD2,ENSG00000169570,1.41882822514334
 DTWD1,ENSG00000104047,-0.632777617784404
 CPO,ENSG00000144410,0.0797029516125709
 CPD,ENSG00000108582,-0.45618531972996
 CPE,ENSG00000109472,-0.50526974325192
 CPZ,ENSG00000109625,-2.72370407183404
 CPQ,ENSG00000104324,-0.063381064135482
 CASS4,ENSG00000087589,-0.0465138365575316
 CYP46A1,ENSG00000036530,0.151136840256523
 BANK1,ENSG00000153064,-3.23696745661587
 DOC2B,ENSG00000272636,-0.336053208453698
 LMTK3,ENSG00000142235,-1.20967939080997
 LMTK2,ENSG00000164715,-0.00649879964243992
 HHIP,ENSG00000164161,-1.24492184784575
 SIGLEC9,ENSG00000129450,-0.316621282927835
 CHTF8,ENSG00000168802,0.10431718008437
 HOXB2,ENSG00000173917,-0.0858733626462824
 PSAP,ENSG00000197746,0.408351985589405
 GABRP,ENSG00000094755,2.24230608752708
 KRT16,ENSG00000186832,-1.5596108966557
 KRT15,ENSG00000171346,-0.431734141751653
 KRT14,ENSG00000186847,-0.0758391904584698
 KRT13,ENSG00000171401,-1.03259890829688
 KRT12,ENSG00000187242,-0.239734970658389
 KRT10,ENSG00000186395,0.169037688038308
 GABRE,ENSG00000102287,1.83887314215716
 GABRD,ENSG00000187730,-0.383685700571216
 KRT19,ENSG00000171345,-2.21320653708635
 KRT18,ENSG00000111057,-1.41117611223575
 ABHD17A,ENSG00000129968,0.153183395817195
 ABHD17B,ENSG00000107362,-0.445625693906409
 ABHD17C,ENSG00000136379,-0.0813688072769401
 MIA3,ENSG00000154305,-0.210283219715449
 NBPF8,ENSG00000162825,-0.296365354218191
 NBPF6,ENSG00000186086,-0.0916214745906654
 NBPF4,ENSG00000196427,-0.264338528025579
 NBPF1,ENSG00000219481,-0.371513033411628
 SLC26A8,ENSG00000112053,-1.09242060504739
 ZFP69B,ENSG00000187801,-0.09263983070899
 PKLR,ENSG00000143627,-0.467987605965221
 TMEM259,ENSG00000182087,0.166672049753974
 TM9SF4,ENSG00000101337,-0.0427862501942983
 SIGLEC5,ENSG00000105501,0.124054455113813
 TM9SF1,ENSG00000100926,-0.108896227386251
 TM9SF3,ENSG00000077147,-0.22166807979794
 MEPCE,ENSG00000146834,0.0908920926281491
 ZNF85,ENSG00000105750,0.0989432218087804
 KCNC4,ENSG00000116396,-0.257252944323209
 KCNC1,ENSG00000129159,-2.41409087005557
 KCNC2,ENSG00000166006,-1.22738804962352
 KCNC3,ENSG00000131398,-0.790042826088317
 MFSD6L,ENSG00000185156,1.33954201969824
 NGFR,ENSG00000064300,-0.185279806683646
 GRIA2,ENSG00000120251,-3.07354210307502
 ACAA2,ENSG00000167315,1.61813603342342
 ACAA1,ENSG00000060971,0.862619541369457
 OR3A1,ENSG00000180090,-0.412476407057705
 GRIA3,ENSG00000125675,-2.32802651232952
 ARIH1,ENSG00000166233,0.0359167626955673
 SUFU,ENSG00000107882,-0.201621195288033
 PLA2G4B,ENSG00000243708,0.0405408405640851
 PLA2G4A,ENSG00000116711,-0.995831978366844
 PLA2G4F,ENSG00000168907,2.88583139714695
 PLA2G4E,ENSG00000188089,-0.44170964217932
 PLA2G4D,ENSG00000159337,-0.985192703074225
 CMTM8,ENSG00000170293,1.23196588068302
 CMTM2,ENSG00000140932,-0.449697683941947
 CMTM3,ENSG00000140931,0.414601267430675
 CMTM1,ENSG00000089505,-0.693031938136559
 CMTM6,ENSG00000091317,-0.289283392189481
 CMTM7,ENSG00000153551,-0.128506117099193
 CMTM4,ENSG00000183723,-0.541016655551465
 COL11A1,ENSG00000060718,-3.41462385847957
 CHRFAM7A,ENSG00000166664,0.690628372137638
 USP29,ENSG00000131864,0.0133205295653998
 LAD1,ENSG00000159166,0.787705583709734
 NDUFA11,ENSG00000174886,1.10763142930076
 NDUFA12,ENSG00000184752,1.4350996540451
 NDUFA13,ENSG00000186010,1.61386135859186
 ALDH1L2,ENSG00000136010,-0.238962040746059
 ALDH1L1,ENSG00000144908,0.274434162090297
 GNG7,ENSG00000176533,1.25783116581478
 GNG4,ENSG00000168243,-4.33842618038345
 GNG5,ENSG00000174021,1.31738497975166
 GNG2,ENSG00000186469,-0.516953232035824
 GNG3,ENSG00000162188,-2.09818608113632
 GNG8,ENSG00000167414,-0.421735902371758
 DIABLO,ENSG00000184047,-0.0613090735611811
 FUS,ENSG00000089280,-0.0904043848501959
 UGT3A2,ENSG00000168671,-0.880700286890435
 UGT3A1,ENSG00000145626,-0.946395158627159
 FUZ,ENSG00000010361,0.335517136844038
 SMARCE1,ENSG00000073584,-0.153826047929974
 FUK,ENSG00000157353,-0.174202666703828
 RASGEF1C,ENSG00000146090,-0.35001336445724
 RASGEF1B,ENSG00000138670,-1.12597398881522
 RASGEF1A,ENSG00000198915,-0.4238879692929
 TTLL9,ENSG00000131044,-1.11333701879964
 PLEKHS1,ENSG00000148735,0.0919048721836571
 SMYD4,ENSG00000186532,-0.342432035501389
 SMYD5,ENSG00000135632,0.125155603688441
 TRDMT1,ENSG00000107614,-0.305556859661901
 SMYD1,ENSG00000115593,5.26782457409624
 SMYD2,ENSG00000143499,3.1558510453705
 SMYD3,ENSG00000185420,-0.217147421137886
 SERPIND1,ENSG00000099937,-1.38209876778628
 FAM78A,ENSG00000126882,2.10716540690911
 PIGS,ENSG00000087111,0.30396566531349
 FAM78B,ENSG00000188859,-0.202029419803981
 LY75,ENSG00000054219,-1.12157054721596
 CLK1,ENSG00000013441,0.106353454490238
 CLK2,ENSG00000176444,0.0488812422905421
 CLK3,ENSG00000179335,-0.0220385317953854
 CLK4,ENSG00000113240,-0.0856736904264991
 ONECUT3,ENSG00000205922,0.7476832648296
 CNKSR1,ENSG00000142675,-0.690118349597411
 ONECUT1,ENSG00000169856,-0.0963790871569223
 TMEM150C,ENSG00000249242,1.1567423100536
 TMEM150B,ENSG00000180061,-0.291071713005354
 MTO1,ENSG00000135297,0.0539780588220401
 LYSMD3,ENSG00000176018,0.127030279855893
 ACVR2A,ENSG00000121989,-0.330767449688395
 LYSMD1,ENSG00000163155,0.336181375864066
 RRAS2,ENSG00000133818,0.139168388171515
 LYSMD4,ENSG00000183060,0.289955797780194
 SPATA33,ENSG00000167523,-0.00759655919803481
 SPATA32,ENSG00000184361,-0.684309977622668
 MTOR,ENSG00000198793,0.0393201939610073
 MUC5AC,ENSG00000215182,0.383623373665826
 OMG,ENSG00000126861,-1.2804350363726
 OMD,ENSG00000127083,0.424364946669691
 C2orf62,ENSG00000158428,-1.84730448809868
 C2orf61,ENSG00000239605,-0.304274525937204
 OMP,ENSG00000254550,-0.449621232323668
 CNBD2,ENSG00000149646,-0.983832795017221
 C2orf66,ENSG00000187944,-0.436197086455992
 CNBD1,ENSG00000176571,0.795029920591106
 C2orf69,ENSG00000178074,-0.214315620452993
 C2orf68,ENSG00000168887,0.315153963166718
 LRRC8E,ENSG00000171017,-0.225987718417183
 MEGF8,ENSG00000105429,0.587611235858907
 LRRC8A,ENSG00000136802,-0.167473450014189
 HIP1,ENSG00000127946,-0.10772681104807
 LRRC8C,ENSG00000171488,0.913732968503183
 LRRC8B,ENSG00000197147,-0.34598964788383
 DSC3,ENSG00000134762,-0.277842467506424
 SUPV3L1,ENSG00000156502,0.554046193142206
 CYBB,ENSG00000165168,-0.663233346168724
 CYBA,ENSG00000051523,-0.0407541429901105
 CEACAM19,ENSG00000186567,1.36297984944927
 HOXB7,ENSG00000260027,-1.93544177466867
 HMHA1,ENSG00000180448,-0.555271725456295
 CIDEB,ENSG00000136305,-0.280011258658
 CIDEC,ENSG00000187288,-0.68009603330447
 CIDEA,ENSG00000176194,-0.410763368470714
 PPM1A,ENSG00000100614,0.0654614260686368
 C4BPA,ENSG00000123838,-0.290259767242821
 HSF1,ENSG00000185122,0.899821396062119
 TRMT112,ENSG00000173113,-0.135468307184497
 HSF2,ENSG00000025156,0.243607795900378
 HSF5,ENSG00000176160,-1.39762560239461
 PRPF4B,ENSG00000112739,-0.0966031476142468
 C7orf55,ENSG00000164898,1.45933769852049
 C7orf57,ENSG00000164746,-1.20923276130153
 C7orf50,ENSG00000146540,0.53336678453994
 RORC,ENSG00000143365,2.14070441342088
 RORB,ENSG00000198963,1.03390913269261
 RORA,ENSG00000069667,-0.596218041506387
 ZNF479,ENSG00000185177,0.496096681433679
 TSPAN10,ENSG00000182612,-0.268619034035678
 ZNF471,ENSG00000196263,0.0295768553235133
 ZNF473,ENSG00000142528,-0.483933174619983
 ZNF474,ENSG00000164185,-1.43940299462223
 TSPAN13,ENSG00000106537,0.690130034053657
 ROR2,ENSG00000169071,-1.5032024299396
 ROR1,ENSG00000185483,0.490245847996535
 SLTM,ENSG00000137776,-0.151166248683647
 KPNA7,ENSG00000185467,-0.0886181266408471
 KPNA6,ENSG00000025800,0.197848141428056
 KPNA5,ENSG00000196911,-0.635154804751489
 KPNA4,ENSG00000186432,0.23961237131794
 KPNA3,ENSG00000102753,0.0193422786749854
 KPNA2,ENSG00000182481,0.537179576968599
 KPNA1,ENSG00000114030,-0.0812642725215949
 FRS3,ENSG00000137218,0.320758819113387
 FRS2,ENSG00000166225,-0.560725906050532
 GOLT1B,ENSG00000111711,-0.0721984565435361
 GOLT1A,ENSG00000174567,-2.83186167230695
 B4GALT1,ENSG00000086062,0.691905255969961
 B4GALT3,ENSG00000158850,0.273028621280898
 B4GALT2,ENSG00000117411,0.15018782233421
 B4GALT5,ENSG00000158470,-0.178333295064069
 B4GALT4,ENSG00000121578,0.0150972543065636
 B4GALT7,ENSG00000027847,-0.0498439122291264
 FCN2,ENSG00000160339,-0.829169697010649
 FCN1,ENSG00000085265,0.567293963804328
 TRRAP,ENSG00000196367,-0.313085219930029
 MT-ND6,ENSG00000198695,1.55409893486195
 FAM174B,ENSG00000185442,0.361565900496771
 FAM174A,ENSG00000174132,0.0557041569073552
 CYP19A1,ENSG00000137869,0.0363943479428966
 SPRN,ENSG00000203772,-0.380567085820594
 SULT2B1,ENSG00000088002,-0.950497102085032
 SOGA3,ENSG00000214338,-1.1108705195184
 SOGA2,ENSG00000168502,-0.580977668963875
 SOGA1,ENSG00000149639,0.370756380419322
 VMAC,ENSG00000187650,-0.119366811793651
 DOHH,ENSG00000129932,-0.0819594239920547
 MAGEB10,ENSG00000177689,0.0346693718914722
 C21orf67,ENSG00000183250,-0.283620318851657
 CDH8,ENSG00000150394,-1.67396111886132
 PPP2R1A,ENSG00000105568,0.661195113778143
 PPP2R1B,ENSG00000137713,-0.93918697588987
 JHDM1D,ENSG00000006459,-0.15586655180953
 ZMYND12,ENSG00000066185,0.653357738242552
 ZMYND10,ENSG00000004838,-0.64671762790015
 ZMYND11,ENSG00000015171,-0.398485092015366
 ZMYND19,ENSG00000165724,0.0317755134455439
 FAM83F,ENSG00000133477,1.5915594712803
 WNT2B,ENSG00000134245,-0.332900364109218
 HSPB7,ENSG00000173641,4.42093930778774
 HSPB2,ENSG00000170276,1.72576605909631
 HSPB3,ENSG00000169271,5.72082469884409
 HSPB1,ENSG00000106211,1.0793192089169
 HSPB8,ENSG00000152137,1.89082854900107
 AGBL5,ENSG00000084693,-0.577658924611908
 PBXIP1,ENSG00000163346,-0.732876320833332
 RP11-169F17.1,ENSG00000263711,0.381479838509805
 NAV1,ENSG00000134369,1.9920075557935
 NAV3,ENSG00000067798,-0.565446669650934
 NAV2,ENSG00000166833,-0.0542808494641601
 LIG1,ENSG00000105486,-0.599356941189167
 BDP1,ENSG00000145734,-0.406935036315332
 IREB2,ENSG00000136381,-0.240916729128723
 RNMTL1,ENSG00000171861,0.769115296942553
 BOLL,ENSG00000152430,-0.358971048571339
 CTC-241N9.1,ENSG00000245317,0.227055028484748
 BARHL2,ENSG00000143032,-0.105064075226525
 BARHL1,ENSG00000125492,-0.473144373996426
 CSPG5,ENSG00000114646,-2.01534257712086
 SCGB2A2,ENSG00000110484,0.291259917150509
 ZKSCAN1,ENSG00000106261,-0.292488661038302
 ZKSCAN3,ENSG00000189298,-0.00719541830442624
 ALG10B,ENSG00000175548,0.071702271622783
 ZKSCAN5,ENSG00000196652,-0.287964458242627
 ZKSCAN4,ENSG00000187626,-0.0157125561250241
 ZKSCAN7,ENSG00000196345,0.191879777343522
 ZKSCAN8,ENSG00000198315,0.0235273937882493
 AJAP1,ENSG00000196581,-1.48419964130954
 TMEM182,ENSG00000170417,3.37491696900359
 TMEM181,ENSG00000146433,-0.75337444898093
 TMEM180,ENSG00000138111,-0.237800244292572
 TMEM187,ENSG00000177854,0.120898613245496
 TMEM186,ENSG00000184857,0.405566466846904
 IL10RB,ENSG00000243646,-0.284501620152545
 TMEM189,ENSG00000240849,0.0518242769247038
 HCAR3,ENSG00000255398,-0.668965578779401
 HCAR2,ENSG00000182782,-0.811746921966437
 HCAR1,ENSG00000196917,-1.36170865899015
 PTGIS,ENSG00000124212,1.04790341013654
 SCGB1A1,ENSG00000149021,0.542154858759893
 TAF7,ENSG00000178913,0.538912886701866
 TAF6,ENSG00000106290,-0.203484825281547
 TAF5,ENSG00000148835,0.00760347848504884
 TAF4,ENSG00000130699,-0.289950370708484
 TAF3,ENSG00000165632,0.0209642225132965
 TAF2,ENSG00000064313,-0.519863696448367
 TAF1,ENSG00000147133,-0.312681598817248
 HMOX1,ENSG00000100292,-1.69972286819612
 TAF9,ENSG00000085231,0.21954198795597
 TAF8,ENSG00000137413,0.662236062088175
 TSPAN32,ENSG00000064201,3.40455625154187
 TSPAN33,ENSG00000158457,0.077942785393542
 TSPAN31,ENSG00000135452,0.208913277994224
 ALAD,ENSG00000148218,0.416582268216726
 PDXK,ENSG00000160209,-0.0175356882129081
 CLTCL1,ENSG00000070371,-0.240369264912368
 LRRCC1,ENSG00000133739,-0.22069339582973
 FNIP1,ENSG00000217128,-0.310515512634112
 FNIP2,ENSG00000052795,0.252786842973636
 AKAP8L,ENSG00000011243,-0.00885039375326827
 ANKRD65,ENSG00000235098,-0.74390061635059
 PDCD6,ENSG00000249915,-0.105897746614357
 PDCD7,ENSG00000090470,-0.0847919478147755
 PDCD4,ENSG00000150593,-0.477416741103803
 PDCD2,ENSG00000071994,0.028581865395174
 TCF21,ENSG00000118526,2.30477879478003
 TCF23,ENSG00000163792,0.0752770945976568
 PRUNE,ENSG00000143363,0.591880408726798
 HDLBP,ENSG00000115677,0.0713855870024924
 GVQW1,ENSG00000241043,0.723313603255252
 KARS,ENSG00000065427,0.464345897277016
 RAB39B,ENSG00000155961,-1.36624164269771
 RAB39A,ENSG00000179331,-0.745315333806845
 TMEM27,ENSG00000147003,1.18454806674788
 IL12B,ENSG00000113302,-0.651859704652239
 IL12A,ENSG00000168811,0.987211060464559
 DXO,ENSG00000204348,0.0678562428089007
 FIGLA,ENSG00000183733,0.368085991254813
 RPIA,ENSG00000153574,0.430755361925379
 AGRP,ENSG00000159723,0.0198204387679178
 RP11-861L17.3,ENSG00000264472,0.0647135488856241
 SEC22C,ENSG00000093183,-0.0245645753142218
 SEC22A,ENSG00000121542,-0.194946830862829
 INSL5,ENSG00000172410,-0.324308073833855
 GUCD1,ENSG00000138867,1.16441073377438
 RP11-81K2.1,ENSG00000262039,-0.226788156053159
 ELANE,ENSG00000197561,0.959767721972429
 ADIG,ENSG00000182035,0.777318738445125
 CELA2A,ENSG00000142615,-0.799306806427253
 CELA2B,ENSG00000215704,-0.696206226524695
 INSL3,ENSG00000248099,-0.574863584347396
 PDCD10,ENSG00000114209,0.132210887642419
 PDCD11,ENSG00000148843,-0.24796904802312
 ATPIF1,ENSG00000130770,1.2861093613039
 OR14K1,ENSG00000153230,0.108935850649222
 PRNT,ENSG00000180259,0.266882369669514
 PRNP,ENSG00000171867,-0.0407854068341995
 TMEM59,ENSG00000116209,0.148219210321779
 TMEM56,ENSG00000152078,0.698964991510134
 TMEM57,ENSG00000204178,-0.46756295883525
 TMEM54,ENSG00000121900,-0.480493205476091
 SCLY,ENSG00000132330,0.0406484793224602
 TMEM52,ENSG00000178821,-0.318824794101657
 TMEM53,ENSG00000126106,0.47448477694687
 TMEM51,ENSG00000171729,0.226286563938012
 TBC1D8B,ENSG00000133138,-0.268654795853393
 FAM84B,ENSG00000168672,-0.280314515083894
 FAM84A,ENSG00000162981,-2.62940050994689
 ZNF677,ENSG00000197928,0.3052715095827
 CPSF4L,ENSG00000187959,-0.489844814309386
 ZNF675,ENSG00000197372,-0.222002875229489
 ZNF674,ENSG00000251192,-0.09049097880005
 ZNF672,ENSG00000171161,0.676227336034419
 ZNF671,ENSG00000083814,0.493724387178541
 ZNF670,ENSG00000135747,-0.0574946242742952
 SNN,ENSG00000184602,-0.42834416805651
 KTI12,ENSG00000198841,0.179244101035101
 ZNF678,ENSG00000181450,-0.0114929844434942
 ACLY,ENSG00000131473,-0.668526557431285
 OR1B1,ENSG00000171484,-0.248630814191491
 MGST2,ENSG00000085871,1.1215701113654
 MGST3,ENSG00000143198,1.41534676831939
 MGST1,ENSG00000008394,-1.07984600738258
 GMDS,ENSG00000112699,-0.401576827752266
 LSR,ENSG00000105699,-0.602111395874892
 LSS,ENSG00000160285,0.0338382485449531
 AGPAT3,ENSG00000160216,0.344348731304913
 PRSS55,ENSG00000184647,-0.682236536304302
 OTUD7A,ENSG00000169918,-0.790221992386099
 PRSS57,ENSG00000185198,-0.22117666575527
 PRSS56,ENSG00000237412,0.994779769345571
 PRSS50,ENSG00000206549,-0.235140675914355
