 gene    name , gene    ENS ,Esophagus-GastroesophagealJunction
 AP2A1,ENSG00000196961,0.0714231646593509
 AP2A2,ENSG00000183020,0.132098015538231
 CLC,ENSG00000105205,0.0234991839400997
 RP11-1212A22.4,ENSG00000233024,0.22904641628112
 NSUN3,ENSG00000178694,0.100351907699488
 NSUN2,ENSG00000037474,-0.0414545690566643
 NSUN5,ENSG00000130305,-0.0912435710905377
 NSUN4,ENSG00000117481,-0.0245405752443852
 NSUN7,ENSG00000179299,0.140571994872632
 NSUN6,ENSG00000241058,0.0292737057420788
 BCL3,ENSG00000069399,-0.0592054701711396
 RRP7A,ENSG00000189306,0.0939778844680337
 CDR2L,ENSG00000109089,0.0795227801248119
 MSLNL,ENSG00000162006,-0.827953708952024
 BRDT,ENSG00000137948,0.262452980133305
 NPEPL1,ENSG00000215440,-0.0363021854784933
 BRD8,ENSG00000112983,0.0459487726883055
 BRD9,ENSG00000028310,-0.026278043972783
 BRD4,ENSG00000141867,-0.1260143108626
 BRD7,ENSG00000166164,-0.0147526371542632
 BRD1,ENSG00000100425,-0.0798999361356624
 BRD2,ENSG00000204256,-0.0487040934583646
 BRD3,ENSG00000169925,0.00569176609209226
 RP11-680G10.1,ENSG00000261567,0.335479427988286
 SKIV2L2,ENSG00000039123,0.0421810966984581
 CH25H,ENSG00000138135,1.06452916043513
 CSF2RA,ENSG00000198223,-0.6891374099319
 DMD,ENSG00000198947,-0.529022858575559
 SEH1L,ENSG00000085415,-0.229664690650296
 GAB4,ENSG00000215568,0.821550074791684
 GAB2,ENSG00000033327,-0.202698488930654
 GAB3,ENSG00000160219,0.13374696488409
 GAB1,ENSG00000109458,0.207817110928404
 PDIA6,ENSG00000143870,0.0375251743386427
 ZSCAN9,ENSG00000137185,-0.134959562519111
 ZSCAN2,ENSG00000176371,-0.0580267457382656
 DNAJB12,ENSG00000148719,-0.00716414284133033
 VIL1,ENSG00000127831,-1.40984228793578
 DNAJB14,ENSG00000164031,-0.0427653461353348
 SUPT20H,ENSG00000102710,0.00189558093376975
 VILL,ENSG00000136059,0.00764318005862212
 KRTAP24-1,ENSG00000188694,-0.373410886317173
 PSD,ENSG00000059915,-0.274628649383845
 CNTFR,ENSG00000122756,-0.110159819887676
 KRTAP19-1,ENSG00000184351,0.235841691327592
 KRTAP19-5,ENSG00000186977,0.252785115840809
 AC012123.1,ENSG00000228835,-0.365665283170491
 FAM214A,ENSG00000047346,0.185695207393144
 FAM214B,ENSG00000005238,-0.00184723294808168
 LCN8,ENSG00000204001,0.102106965774858
 AKIRIN2,ENSG00000135334,0.0189529726990572
 AKIRIN1,ENSG00000174574,-0.0395233778823698
 EREG,ENSG00000124882,1.53760008536055
 AVPI1,ENSG00000119986,1.10777951342418
 ASAP1,ENSG00000153317,0.223357506955587
 ASAP2,ENSG00000151693,-0.270991371461728
 ASAP3,ENSG00000088280,0.364102995783146
 OCRL,ENSG00000122126,0.308351413962606
 HILPDA,ENSG00000135245,-0.124668065730146
 KCNH8,ENSG00000183960,0.0539316937793416
 KIAA1033,ENSG00000136051,0.0288785945183696
 C14orf132,ENSG00000227051,0.500279115887786
 MTM1,ENSG00000171100,-0.0502452802347476
 CALCRL,ENSG00000064989,0.306265611806043
 ANKLE1,ENSG00000160117,-0.0419573737567752
 CSNK1G2,ENSG00000133275,-0.200754258941455
 ANKLE2,ENSG00000176915,-0.138052906941236
 RHPN1,ENSG00000158106,0.0593946195164231
 OLR1,ENSG00000173391,-1.19268668892116
 SERPINB8,ENSG00000166401,0.272128603599819
 SRRM1,ENSG00000133226,0.0240445441292137
 SRRM3,ENSG00000177679,-0.519068052315944
 SRRM2,ENSG00000167978,-0.0287044528731206
 SRRM5,ENSG00000226763,0.13549960408455
 SRRM4,ENSG00000139767,-0.196618233910324
 PANX2,ENSG00000073150,-1.14589219811856
 TM2D1,ENSG00000162604,0.0577072282495541
 TM2D2,ENSG00000169490,0.1745219426141
 DDHD2,ENSG00000085788,0.0377324803329543
 OGFRL1,ENSG00000119900,0.106289303814933
 ADCK1,ENSG00000063761,-0.131972779800856
 GOLGA5,ENSG00000066455,-0.0613271041374534
 RSBN1,ENSG00000081019,-0.0128582220761053
 ARHGAP22,ENSG00000128805,-0.180890208420187
 ARHGAP21,ENSG00000107863,-0.26223257573227
 ARHGAP20,ENSG00000137727,0.548232045238679
 ARHGAP27,ENSG00000159314,0.0674644739122024
 ARHGAP26,ENSG00000145819,0.157926219663873
 ARHGAP25,ENSG00000163219,0.0721497411435046
 ARHGAP24,ENSG00000138639,-0.024529471070919
 ARHGAP29,ENSG00000137962,0.129071597464491
 ARHGAP28,ENSG00000088756,0.14954989323407
 HHAT,ENSG00000054392,-0.393611301937091
 DNAJC11,ENSG00000007923,-0.0254546256604034
 NDUFAF2,ENSG00000164182,0.125326943337261
 RSAD2,ENSG00000134321,-0.230970848275415
 MRC2,ENSG00000011028,0.0668153838229005
 DYNC1LI2,ENSG00000135720,-0.244400327186768
 EFHC2,ENSG00000183690,0.113162035420721
 EFHC1,ENSG00000096093,0.154126862552533
 ABCG1,ENSG00000160179,0.388721609016768
 PLSCR4,ENSG00000114698,0.0727427627259253
 PLSCR5,ENSG00000231213,-0.173857830051749
 PLSCR2,ENSG00000163746,1.17124225129715
 ABCG5,ENSG00000138075,0.474092113172432
 PLSCR1,ENSG00000188313,0.311434583642097
 ABCG8,ENSG00000143921,-0.318149250015706
 GADL1,ENSG00000144644,2.73014616585916
 MT-CO1,ENSG00000198804,0.339214781125334
 KRTAP5-10,ENSG00000204572,-0.313746599933987
 KRTAP5-11,ENSG00000204571,0.253458104093372
 AKR1B10,ENSG00000198074,-0.730292272828454
 AKR1B15,ENSG00000227471,-0.151270988150813
 RP11-192H23.4,ENSG00000258472,-0.0218485445312302
 C4orf36,ENSG00000163633,0.0820193144453123
 C4orf32,ENSG00000174749,0.057806342924064
 C4orf33,ENSG00000151470,0.088392822519938
 C15orf48,ENSG00000166920,0.109045162820004
 TSNAXIP1,ENSG00000102904,0.0852523346924705
 C15orf40,ENSG00000169609,0.0382844207073109
 C15orf41,ENSG00000186073,-0.16368142421419
 C15orf43,ENSG00000167014,0.171148071388114
 PKD2,ENSG00000118762,-0.0731508033916344
 PKD1,ENSG00000008710,-0.0475858036951356
 ZNF138,ENSG00000197008,0.0211128373015211
 PRKACG,ENSG00000165059,0.0986365329365166
 PRKACA,ENSG00000072062,-0.0500592848923391
 PRKACB,ENSG00000142875,0.000892705168130979
 ZNF131,ENSG00000172262,-0.208966094891608
 ZNF132,ENSG00000131849,-0.0681052558404984
 ZNF134,ENSG00000213762,-0.0759701277617894
 ZNF135,ENSG00000176293,-0.0233629916346048
 ZNF136,ENSG00000196646,-0.00142251254409059
 C20orf78,ENSG00000149443,-0.158120444846764
 SPG7,ENSG00000197912,-0.185747489413985
 SPRYD7,ENSG00000123178,-0.0930523706501934
 KLHDC4,ENSG00000104731,0.0658214810835358
 KCNK4,ENSG00000182450,-0.732716726701333
 KCNK5,ENSG00000164626,0.132247008958784
 KCNK6,ENSG00000099337,-0.820908564003679
 KCNK7,ENSG00000173338,-0.10319772303404
 KCNK1,ENSG00000135750,0.478634785314221
 KCNK2,ENSG00000082482,0.692671102545467
 KCNK3,ENSG00000171303,0.64872100884183
 SCAF11,ENSG00000139218,-0.108001434025695
 NUP160,ENSG00000030066,-0.0387789272836271
 SH3BGR,ENSG00000185437,0.0999950362337321
 VWDE,ENSG00000146530,-0.769258621726789
 GNA14,ENSG00000156049,0.0409429416448511
 GNA15,ENSG00000060558,-0.0517624482045762
 GNA12,ENSG00000146535,-0.217368253790017
 GNA13,ENSG00000120063,-0.0446471318418
 GNA11,ENSG00000088256,-0.117124649088004
 MFGE8,ENSG00000140545,0.062251574348079
 C19orf18,ENSG00000177025,0.131943933593915
 FRRS1L,ENSG00000260230,1.03073692631499
 OGDH,ENSG00000105953,-0.0378039063061962
 SEMG1,ENSG00000124233,-0.0627215597091816
 SEMG2,ENSG00000124157,0.482237016027439
 DAZL,ENSG00000092345,-0.761416883627572
 DAZ2,ENSG00000205944,0.107888857405846
 NEUROG3,ENSG00000122859,-0.795449261811307
 GTF2F1,ENSG00000125651,0.104928716735018
 GTF2F2,ENSG00000188342,-0.223000850154742
 DCAKD,ENSG00000172992,0.0864784089428383
 TMEM132D,ENSG00000151952,-1.10116610544722
 TMEM132A,ENSG00000006118,-0.551729951691688
 PEG10,ENSG00000242265,-0.133845478991582
 TMEM132B,ENSG00000139364,0.048438470084758
 NAIF1,ENSG00000171169,0.110024330205731
 CCL28,ENSG00000151882,0.663026308765442
 H3F3C,ENSG00000188375,0.101795413172034
 H3F3B,ENSG00000132475,0.037856770388459
 H3F3A,ENSG00000163041,-0.0595658549073863
 CCL21,ENSG00000137077,1.19911060830571
 CCL20,ENSG00000115009,-0.635327763757424
 CCL22,ENSG00000102962,-0.0210758051596114
 CCL25,ENSG00000131142,-0.517829508076732
 CCL24,ENSG00000106178,1.22321407365585
 CCL27,ENSG00000213927,-0.118304486731666
 CCL26,ENSG00000006606,0.128195396798034
 ALPK1,ENSG00000073331,0.333405029971584
 ALPK3,ENSG00000136383,-0.0816432240615483
 ALPK2,ENSG00000198796,-3.21644583946755
 CUX1,ENSG00000257923,-0.158215347603635
 CUX2,ENSG00000111249,-2.13982616294989
 CSNK1A1,ENSG00000113712,-0.0445163755698335
 GLYATL2,ENSG00000156689,1.39676645049732
 GLYATL1,ENSG00000166840,1.35075952274644
 RAP1B,ENSG00000127314,0.0864369568720544
 RAP1A,ENSG00000116473,0.158783915126964
 TRIM41,ENSG00000146063,-0.0799401888950734
 CTF1,ENSG00000150281,-0.216854856507984
 LDLR,ENSG00000130164,-0.204888619567755
 UBFD1,ENSG00000103353,-0.0868988277592565
 FIZ1,ENSG00000179943,-0.113627997946576
 MYF5,ENSG00000111049,-0.0869742438109895
 MYF6,ENSG00000111046,0.414126664663122
 PRKCDBP,ENSG00000170955,-0.0679544090341263
 GFI1B,ENSG00000165702,0.469561504549222
 MYOD1,ENSG00000129152,0.644452393726479
 TOB2,ENSG00000183864,0.156135268800126
 BIN1,ENSG00000136717,0.152902052378797
 SULF2,ENSG00000196562,-0.132961271285152
 SULF1,ENSG00000137573,-0.192319122764366
 GPR126,ENSG00000112414,0.108026821316942
 GPR124,ENSG00000020181,-0.211272520778389
 GPR125,ENSG00000152990,-0.325762166607659
 GPR123,ENSG00000197177,0.00384556111949956
 NOS1AP,ENSG00000198929,0.16919595243453
 GPR128,ENSG00000144820,-0.0829503392741032
 MTERFD3,ENSG00000120832,0.354816844189457
 MTERFD2,ENSG00000122085,-0.0681250673470579
 MTERFD1,ENSG00000156469,-0.0875446545411117
 TFG,ENSG00000114354,-0.0619103921297606
 HVCN1,ENSG00000122986,-0.0851218073147965
 PIH1D1,ENSG00000104872,0.0937184618002525
 RND1,ENSG00000172602,-0.56986659422598
 RND2,ENSG00000108830,-0.0724472907191811
 RND3,ENSG00000115963,-0.0047608566285949
 CTNNBIP1,ENSG00000178585,-0.308156778568118
 LRRC41,ENSG00000132128,0.0017081504068033
 LRRC40,ENSG00000066557,-0.0774986744123829
 LRRC43,ENSG00000158113,-0.209295010194801
 LRRC42,ENSG00000116212,-0.0458572889271794
 LRRC45,ENSG00000169683,0.0429808080059456
 LRRC47,ENSG00000130764,0.0413441975677269
 LRRC46,ENSG00000141294,-0.3961031439623
 LRRC49,ENSG00000137821,0.123665499301659
 LRRC48,ENSG00000171962,-0.156867332411867
 FNDC8,ENSG00000073598,-0.461373794054379
 FNDC9,ENSG00000172568,-0.387933699215966
 FNDC4,ENSG00000115226,-0.304028216534216
 FNDC5,ENSG00000160097,0.913936401063362
 FNDC7,ENSG00000143107,-0.0309949739216994
 FNDC1,ENSG00000164694,-0.734302383727329
 PWWP2B,ENSG00000171813,-0.116137368481451
 PWWP2A,ENSG00000170234,-0.0213265007900663
 CCDC152,ENSG00000198865,-0.194477519766425
 CCDC153,ENSG00000248712,0.152785471276712
 CCDC150,ENSG00000144395,-0.509194201037407
 CCDC151,ENSG00000198003,0.0358784609615326
 CCDC157,ENSG00000187860,-0.280551231010909
 CCDC154,ENSG00000197599,-0.0278685633892879
 CCDC155,ENSG00000161609,-0.556397517019913
 CCDC158,ENSG00000163749,0.11754090899948
 CCDC159,ENSG00000183401,-0.0438814297672558
 LRRC4C,ENSG00000148948,-0.286260140716617
 LRRC4B,ENSG00000131409,0.176029362433761
 TASP1,ENSG00000089123,0.227535114458655
 PCED1A,ENSG00000132635,-0.0262587314799864
 PCED1B,ENSG00000179715,-0.283248349769172
 SPZ1,ENSG00000164299,0.100571903801522
 CCZ1B,ENSG00000146574,0.0117791887987256
 PALMD,ENSG00000099260,0.08469104761507
 PALM2,ENSG00000243444,-0.268106887368288
 MANSC4,ENSG00000205693,0.565951080391446
 MANSC1,ENSG00000111261,0.240126996177861
 ICMT,ENSG00000116237,-0.161535394843362
 FDCSP,ENSG00000181617,1.26810540497064
 FCF1,ENSG00000119616,0.0625923855865718
 LINC00692,ENSG00000230891,0.0765950004670907
 ATP6V0A1,ENSG00000033627,0.0616219362588369
 GPR98,ENSG00000164199,-0.840088632172395
 ACOXL,ENSG00000153093,0.321668299256486
 ITGBL1,ENSG00000198542,1.23786863966906
 ATP5A1,ENSG00000152234,-0.121182316709868
 SASH3,ENSG00000122122,-0.150630909176798
 DUOX2,ENSG00000140279,1.16563223594989
 PODXL2,ENSG00000114631,-0.0669055387852161
 NPAT,ENSG00000149308,0.113081555407655
 LLGL2,ENSG00000073350,0.0729314836131239
 LLGL1,ENSG00000131899,-0.070159966375933
 ACOX2,ENSG00000168306,0.0968270913831486
 ACOX3,ENSG00000087008,-0.0763279971929703
 ACOX1,ENSG00000161533,-0.211097597263692
 RABGAP1,ENSG00000011454,-0.0493181812117059
 RCSD1,ENSG00000198771,0.40318541511197
 GAL3ST1,ENSG00000128242,-0.0219986908522967
 GAL3ST3,ENSG00000175229,0.277780541779254
 GAL3ST2,ENSG00000154252,-0.116275107480549
 C3orf33,ENSG00000174928,0.101198601083686
 C3orf30,ENSG00000163424,-0.268967694687212
 C3orf36,ENSG00000221972,1.2088863030942
 C3orf35,ENSG00000198590,0.0354389247155784
 NANS,ENSG00000095380,-0.0377920919040664
 SLC25A16,ENSG00000122912,-0.0942344724901561
 IL17REL,ENSG00000188263,-0.46273339495342
 MATN1,ENSG00000162510,-0.421935439754627
 MATN3,ENSG00000132031,-0.425857837689152
 MATN2,ENSG00000132561,-0.00197791276070451
 MATN4,ENSG00000124159,1.00032928035309
 ENDOG,ENSG00000167136,0.128954310974152
 EBF3,ENSG00000108001,0.38736685714413
 EBF2,ENSG00000221818,0.329652578719811
 EBF1,ENSG00000164330,0.285968140071951
 LMNA,ENSG00000160789,-0.114664203786717
 BDH2,ENSG00000164039,0.153282642505229
 ENDOV,ENSG00000173818,0.0836985997291052
 ENDOU,ENSG00000111405,-0.317218351314725
 BDH1,ENSG00000161267,-0.201172233330524
 GULP1,ENSG00000144366,-0.0910748295015066
 FLVCR2,ENSG00000119686,0.18446857071245
 FLVCR1,ENSG00000162769,-0.0964002339505155
 A3GALT2,ENSG00000184389,-0.364618063809953
 DTNA,ENSG00000134769,-0.108505574817601
 GGPS1,ENSG00000152904,-0.0204449531662499
 NACA2,ENSG00000253506,-0.379276122935314
 C9orf169,ENSG00000197191,0.192622896566921
 C9orf163,ENSG00000196366,0.0235430216192166
 CGRRF1,ENSG00000100532,0.0232947118990634
 SLC25A15,ENSG00000102743,-0.162017818144927
 TMEM109,ENSG00000110108,0.178775186962208
 TMEM108,ENSG00000144868,0.309095302944371
 NACAD,ENSG00000136274,0.0814081909104784
 TMEM102,ENSG00000181284,-0.222811989214066
 TMEM101,ENSG00000091947,0.111263980086857
 FOXH1,ENSG00000160973,-0.611160902944211
 TMEM107,ENSG00000179029,0.0639269403856948
 TMEM105,ENSG00000185332,0.433166857069054
 TMEM104,ENSG00000109066,-0.0795496706587147
 CYP2B6,ENSG00000197408,0.133220743307072
 PDCL2,ENSG00000163440,-0.0315116224169891
 PDCL3,ENSG00000115539,-0.000166808162049416
 CORO6,ENSG00000167549,0.159353944015395
 CCM2,ENSG00000136280,-0.0371721122547869
 HLTF,ENSG00000071794,0.044089569891865
 KRT3,ENSG00000186442,-0.0332491589701785
 KRT2,ENSG00000172867,1.02742897508267
 KRT1,ENSG00000167768,0.404693883175478
 KRT5,ENSG00000186081,-1.9263826120254
 KRT4,ENSG00000170477,-0.398836024877331
 KRT9,ENSG00000171403,-0.372250928892243
 KRT8,ENSG00000170421,0.86248665428396
 DACT1,ENSG00000165617,0.0432587745613844
 DACT3,ENSG00000197380,0.0642973076804757
 DACT2,ENSG00000164488,0.349196228169101
 TMCC1,ENSG00000172765,-0.0818521418350596
 TMCC2,ENSG00000133069,-0.111571560423993
 TMCC3,ENSG00000057704,0.292964808926211
 RP3-369A17.5,ENSG00000260286,0.02019248746852
 ZMPSTE24,ENSG00000084073,0.0935811018839564
 CDHR2,ENSG00000074276,-0.239719927171305
 RIPK4,ENSG00000183421,0.340535488538315
 RECK,ENSG00000122707,0.557457273791268
 INSC,ENSG00000188487,-0.00169888374337994
 CXADR,ENSG00000154639,-0.820970034790636
 MRPL34,ENSG00000130312,0.064435768150384
 INSR,ENSG00000171105,-0.236166313720326
 MRPL35,ENSG00000132313,-0.00248051965986667
 RUNX1T1,ENSG00000079102,0.161019063289213
 SPTBN5,ENSG00000137877,-0.560637174453271
 SPTBN4,ENSG00000160460,-0.130578436809246
 SPTBN2,ENSG00000173898,-0.60276391953989
 SPTBN1,ENSG00000115306,0.0408293068129261
 MRPL33,ENSG00000243147,0.0309449163206012
 TFAP2A,ENSG00000137203,0.177163297631781
 TFAP2C,ENSG00000087510,-1.02274242349879
 TFAP2B,ENSG00000008196,-1.99724333951525
 TFAP2E,ENSG00000116819,-0.000197471427477415
 TFAP2D,ENSG00000008197,0.195000117387407
 CYYR1,ENSG00000166265,0.205495127335008
 CRABP1,ENSG00000166426,0.00536784076228691
 SAMHD1,ENSG00000101347,0.668307268275808
 FAM149A,ENSG00000109794,0.311867530028975
 RPA4,ENSG00000204086,0.22705208740936
 RPA1,ENSG00000132383,0.0741987693383297
 RPA3,ENSG00000106399,0.0266874824595168
 RPA2,ENSG00000117748,0.15416859193894
 REC8,ENSG00000100918,-0.212378748898743
 FAM132A,ENSG00000184163,-0.293939746210921
 FAM132B,ENSG00000178752,-0.0347116912593738
 CHMP2B,ENSG00000083937,-0.00342722003392043
 PCDHGB2,ENSG00000253910,-0.342942032812611
 PCDHGB1,ENSG00000254221,-0.0947376362029208
 CHMP2A,ENSG00000130724,0.000542491982550328
 PCDHGB7,ENSG00000254122,0.353531819691958
 PCDHGB6,ENSG00000253305,0.0150710396121902
 PCDHGB4,ENSG00000253953,0.0768116628079555
 RREB1,ENSG00000124782,-0.0945741284394294
 THOC6,ENSG00000131652,-0.260179525984513
 TP53AIP1,ENSG00000120471,-2.11316316764643
 PHC1,ENSG00000111752,0.0233518783554324
 PHC3,ENSG00000173889,0.129697403017568
 PHC2,ENSG00000134686,-0.110786894974218
 PIANP,ENSG00000139200,0.00765136338494023
 ZNF362,ENSG00000160094,-0.0996945770509221
 ZNF365,ENSG00000138311,0.647565224994748
 ZNF367,ENSG00000165244,-0.207789642016381
 ZNF366,ENSG00000178175,-0.263101058670837
 PRF1,ENSG00000180644,-0.119653914222272
 H2AFV,ENSG00000105968,-0.0746277732800653
 H2AFX,ENSG00000188486,-0.0578468691731697
 H2AFY,ENSG00000113648,-0.0939518985286485
 H2AFZ,ENSG00000164032,-0.102937173890404
 H2AFJ,ENSG00000246705,0.0970697282988229
 NCAPG2,ENSG00000146918,-0.103659619892151
 GDI1,ENSG00000203879,0.0645297350657235
 ADRBK1,ENSG00000173020,-0.0425138927236144
 DPEP2,ENSG00000167261,0.244413115306188
 DPEP3,ENSG00000141096,0.0547727161369786
 NMD3,ENSG00000169251,-0.0114772854055517
 TEX40,ENSG00000219435,0.136042974340065
 SIK3,ENSG00000160584,-0.172080614545177
 PRKRIR,ENSG00000137492,-0.0870024104072444
 CLUAP1,ENSG00000103351,0.0946261994619354
 WBSCR27,ENSG00000165171,0.418625801426484
 VAX2,ENSG00000116035,-1.00385894671409
 WBSCR22,ENSG00000071462,-0.0810516326884072
 WBSCR28,ENSG00000175877,0.26211641062211
 MSL1,ENSG00000188895,0.0616800984735553
 FOXP4,ENSG00000137166,-0.161643807452286
 POLDIP3,ENSG00000100227,0.106968593582872
 POLDIP2,ENSG00000004142,-0.11620037622539
 GP1BA,ENSG00000185245,-0.0138284703972746
 HM13,ENSG00000101294,-0.0140082276723176
 ALDH18A1,ENSG00000059573,-0.14785643060707
 NUP85,ENSG00000125450,0.0700558392240363
 C1orf74,ENSG00000162757,-0.0708394402837709
 NPIPB15,ENSG00000196436,-0.460349948673264
 YTHDF2,ENSG00000198492,-0.0840931637824736
 GLB1,ENSG00000170266,0.035391116226502
 VHLL,ENSG00000189030,-0.290080325113617
 FTHL17,ENSG00000132446,0.0919231968095401
 HS3ST3A1,ENSG00000153976,0.808706474006776
 PYCARD,ENSG00000103490,0.304132532460393
 TTC40,ENSG00000171811,-0.471319623706417
 RP11-455G16.1,ENSG00000178636,0.307057275783781
 DUSP28,ENSG00000188542,-0.18196270964623
 DUSP21,ENSG00000189037,0.0761562000193421
 DUSP22,ENSG00000112679,0.14553163669365
 DUSP23,ENSG00000158716,0.191762163986214
 DUSP26,ENSG00000133878,0.41160219277403
 DUSP27,ENSG00000198842,-1.45461668719165
 ZNF555,ENSG00000186300,-0.0187863201629156
 YAF2,ENSG00000015153,-0.163687677543825
 CYP1A2,ENSG00000140505,-0.86299916832486
 ODAM,ENSG00000109205,-0.956225361905981
 C5orf34,ENSG00000172244,-0.185001740592963
 EIF5A2,ENSG00000163577,-0.112721359947286
 UBE2D4,ENSG00000078967,-0.194194915416684
 UBE2D2,ENSG00000131508,-0.00378284883415335
 UBE2D3,ENSG00000109332,0.108779856329648
 UBE2D1,ENSG00000072401,-0.0901135550635235
 EDNRA,ENSG00000151617,0.0664426757247408
 EDNRB,ENSG00000136160,0.0516212275032017
 SAP130,ENSG00000136715,-0.0912305872059806
 APOF,ENSG00000175336,-0.121317631044168
 APOD,ENSG00000189058,0.712451414405143
 APOE,ENSG00000130203,-0.86435658178968
 APOB,ENSG00000084674,0.5458855925313
 APOO,ENSG00000184831,-0.321282038406024
 APOM,ENSG00000204444,-0.0701751944984908
 APOH,ENSG00000091583,-0.146613662493722
 FAM104A,ENSG00000133193,0.0740134769366698
 FAM104B,ENSG00000182518,0.072510743902607
 CCDC50,ENSG00000152492,-0.0333020036430159
 CCDC51,ENSG00000164051,0.269227544870511
 CCDC53,ENSG00000120860,0.140186812722421
 CCDC54,ENSG00000138483,-0.915947324171622
 CCDC57,ENSG00000176155,-0.251727589049977
 CCDC58,ENSG00000160124,-0.2168497568178
 CCDC59,ENSG00000133773,0.103560774434808
 NUFIP2,ENSG00000108256,0.0898312348190096
 NUFIP1,ENSG00000083635,-0.15618540968496
 PREPL,ENSG00000138078,0.044988033005783
 CABP7,ENSG00000100314,0.251252652778429
 CABP5,ENSG00000105507,0.656639087550327
 CABP4,ENSG00000175544,0.256270813203331
 CABP1,ENSG00000157782,-0.00983993289121565
 FBXO34,ENSG00000178974,0.134138412387206
 FBXO36,ENSG00000153832,0.00394286510483619
 FBXO30,ENSG00000118496,0.169621399215532
 FBXO31,ENSG00000103264,0.168914035993578
 FBXO32,ENSG00000156804,0.162144226538184
 FBXO33,ENSG00000165355,0.26442920983452
 FBXO38,ENSG00000145868,-0.0948975191816155
 FBXO39,ENSG00000177294,0.740258749155077
 MBOAT2,ENSG00000143797,-0.130278950163231
 MBOAT1,ENSG00000172197,0.18951929652732
 MBOAT7,ENSG00000125505,0.0774570232221792
 MBOAT4,ENSG00000177669,-0.757028613911318
 SLC25A52,ENSG00000141437,0.0685220188495646
 SDPR,ENSG00000168497,0.172120170294023
 UNC79,ENSG00000133958,-0.745397815861423
 ALAS1,ENSG00000023330,-0.0721109481268474
 ALAS2,ENSG00000158578,1.68664236734468
 FICD,ENSG00000198855,0.029406300601706
 KIAA0513,ENSG00000135709,-0.157426634794372
 CDCA7L,ENSG00000164649,0.153758822899924
 APBA1,ENSG00000107282,-0.111759200255841
 APBA3,ENSG00000011132,0.0273011703434947
 APBA2,ENSG00000034053,0.157386131736933
 WDR87,ENSG00000171804,-0.169548909226713
 MORC2,ENSG00000133422,0.0774422448601195
 MORC3,ENSG00000159256,0.0289565997310133
 MORC1,ENSG00000114487,-0.151769071072804
 MORC4,ENSG00000133131,0.253617404330779
 PTPRZ1,ENSG00000106278,-0.366831226203394
 GPATCH2L,ENSG00000089916,0.00498968476399903
 SSUH2,ENSG00000125046,0.415980330749904
 RAI1,ENSG00000108557,-0.0570098574380901
 RAI2,ENSG00000131831,0.258821506586472
 COL28A1,ENSG00000215018,0.177375974945497
 CBWD7,ENSG00000215126,-0.0350417054487904
 C1orf112,ENSG00000000460,0.0279845102601027
 C1orf111,ENSG00000171722,-0.769715226025241
 C1orf110,ENSG00000185860,0.592502738760342
 CBWD3,ENSG00000196873,-0.117909619925628
 CBWD2,ENSG00000136682,-0.00707711130751161
 C1orf115,ENSG00000162817,-0.0936514172852259
 LGALS3BP,ENSG00000108679,-0.0455144616807104
 TTBK2,ENSG00000128881,0.0460651606016768
 TTBK1,ENSG00000146216,-0.858093936685572
 ZNFX1,ENSG00000124201,-0.0339748279910422
 MAGEF1,ENSG00000177383,0.0174438068742137
 ACBD3,ENSG00000182827,-0.107525551424021
 ACBD7,ENSG00000176244,-0.393569070446905
 ACBD5,ENSG00000107897,-0.13999579846105
 ACBD4,ENSG00000181513,0.217514537705228
 MON2,ENSG00000061987,0.0429466059768385
 HYLS1,ENSG00000198331,0.0322183822373217
 TIGIT,ENSG00000181847,-0.642684350230448
 RHO,ENSG00000163914,-0.623170908558826
 AC005481.5,ENSG00000222012,0.34490763843361
 DFFA,ENSG00000160049,0.0763640036913371
 DFFB,ENSG00000169598,0.0953662643721977
 REV3L,ENSG00000009413,-0.206547720336552
 RNF19B,ENSG00000116514,-0.156931179900662
 RNF19A,ENSG00000034677,0.00102234502360677
 MRPL43,ENSG00000055950,0.0603732814616149
 MRPL42,ENSG00000198015,-0.08985944803928
 IPP,ENSG00000197429,0.0707236340295715
 MRPL40,ENSG00000185608,-0.046505515867568
 MRPL47,ENSG00000136522,-0.114400570015624
 MRPL46,ENSG00000259494,-0.0438601051165018
 HGFAC,ENSG00000109758,0.422163390835114
 MRPL44,ENSG00000135900,-0.0432378002838361
 TRIP6,ENSG00000087077,-0.0914542722495403
 MRPL49,ENSG00000149792,0.218060120977733
 MRPL48,ENSG00000175581,0.101972997235855
 NGF,ENSG00000134259,-0.0189618765776476
 NGB,ENSG00000165553,-1.33233568355654
 FHAD1,ENSG00000142621,0.23091411252791
 UNC93B1,ENSG00000110057,-0.177737060390628
 NEK6,ENSG00000119408,-0.268751208957006
 NEK7,ENSG00000151414,-0.207373501403747
 NEK4,ENSG00000114904,-0.0655780619929435
 NEK5,ENSG00000197168,0.654251982966068
 NEK2,ENSG00000117650,0.56128091709216
 NEK3,ENSG00000136098,-0.0148343970602576
 CCSAP,ENSG00000154429,-0.0257920323453422
 NEK8,ENSG00000160602,0.118140003705256
 NEK9,ENSG00000119638,0.03368331126067
 CEP63,ENSG00000182923,-0.0785307616117647
 BMX,ENSG00000102010,0.87675723145959
 G0S2,ENSG00000123689,-0.658592085639803
 DHPS,ENSG00000095059,0.126763284431888
 CCDC3,ENSG00000151468,-0.144040217887194
 CCDC6,ENSG00000108091,-0.257130883098068
 CCDC7,ENSG00000216937,-0.0661553609629646
