 gene    name , gene    ENS ,Artery-Coronary
 FBXO45,ENSG00000174013,-0.116517413382189
 FBXO44,ENSG00000132879,-0.135965308294665
 FBXO47,ENSG00000204952,-0.487141892385243
 FBXO40,ENSG00000163833,0.364098118081195
 FBXO43,ENSG00000156509,0.335760689194373
 FBXO42,ENSG00000037637,-0.0153161076899105
 DCDC2B,ENSG00000222046,0.0620001005228524
 DCDC2C,ENSG00000214866,0.320526745487662
 FBXO48,ENSG00000204923,-0.201381037900244
 SFRP2,ENSG00000145423,-0.191866066761416
 SFRP1,ENSG00000104332,-0.951983434521562
 SFRP4,ENSG00000106483,-0.139344878625395
 SFRP5,ENSG00000120057,1.2065733488541
 ATAD5,ENSG00000176208,-0.171185530958261
 PRDM9,ENSG00000164256,-0.0574958811347515
 COL1A2,ENSG00000164692,0.392311777518442
 WAPAL,ENSG00000062650,0.0203847234339345
 COL1A1,ENSG00000108821,-0.131813165578757
 KIAA1210,ENSG00000250423,-0.157585308024473
 KIAA1211,ENSG00000109265,0.280894285433893
 LACRT,ENSG00000135413,-0.0294280649571372
 ATAD2,ENSG00000156802,0.399430715795146
 EIF1B,ENSG00000114784,0.0465442844002022
 C22orf29,ENSG00000215012,-0.381018486271463
 UNCX,ENSG00000164853,0.000369233975064533
 COG3,ENSG00000136152,-0.0525716752940624
 AADAT,ENSG00000109576,-0.182733737542815
 C19orf35,ENSG00000188305,-0.203348540813338
 AADAC,ENSG00000114771,-0.949391766129924
 COG5,ENSG00000164597,-0.0959895377835839
 C19orf33,ENSG00000167644,-0.470808292957627
 EPCAM,ENSG00000119888,-1.15381652561898
 COG4,ENSG00000103051,-0.0374811155463222
 C12orf49,ENSG00000111412,0.0749599449597232
 C22orf23,ENSG00000128346,-0.101457742163112
 COL6A1,ENSG00000142156,0.282372844723905
 WBP2,ENSG00000132471,0.0389433095121066
 COL6A3,ENSG00000163359,0.266512907089894
 COL6A2,ENSG00000142173,0.51975312705616
 COL6A5,ENSG00000172752,-0.668580282684438
 WBP5,ENSG00000185222,0.41393435901762
 COL6A6,ENSG00000206384,2.47306797149319
 KLK12,ENSG00000186474,-0.78336594503858
 KLK13,ENSG00000167759,0.00187745239743582
 KLK10,ENSG00000129451,-0.361352189687931
 KLK11,ENSG00000167757,-0.292762023815384
 KLK15,ENSG00000174562,0.187322354801006
 PLLP,ENSG00000102934,0.516229120221308
 TMA16,ENSG00000198498,0.151539063187917
 SPG20OS,ENSG00000120664,0.0759329003943513
 PCM1,ENSG00000078674,0.0327610527105813
 LRRK1,ENSG00000154237,-0.102596065085601
 LRRK2,ENSG00000188906,0.29879840633011
 TGFB1I1,ENSG00000140682,0.51953877088446
 MRPL11,ENSG00000174547,0.0558639240460582
 MRPL13,ENSG00000172172,0.0377205312416715
 MRPL14,ENSG00000180992,-0.180141728738249
 MRPL15,ENSG00000137547,-0.155292374757959
 MRPL16,ENSG00000166902,-0.169705406231381
 MRPL17,ENSG00000158042,0.0777451466329958
 MRPL18,ENSG00000112110,0.100870113778856
 MRPL19,ENSG00000115364,-0.0685528330762667
 PLA1A,ENSG00000144837,0.79727306574619
 ANKRD20A2,ENSG00000183148,-0.425076545124981
 ANKRD20A4,ENSG00000172014,-0.949480011004899
 SNCG,ENSG00000173267,0.475132362434238
 SNCB,ENSG00000074317,-1.7264865300554
 SNCA,ENSG00000145335,-0.123920092727834
 RNF125,ENSG00000101695,0.53530103957291
 RNF123,ENSG00000164068,-0.181576909938475
 RNF122,ENSG00000133874,0.821994783035091
 RNF121,ENSG00000137522,-0.104165448028667
 OR11A1,ENSG00000204694,0.175228606106016
 SACS,ENSG00000151835,0.673684500182566
 TGFBR3L,ENSG00000260001,-0.782751361846821
 EBF4,ENSG00000088881,-0.503998501955266
 GPN3,ENSG00000111231,0.0742175300349015
 NBN,ENSG00000104320,0.0232521867154908
 GPN1,ENSG00000198522,0.0406056537998888
 NFKB1,ENSG00000109320,0.13465968223014
 NFKB2,ENSG00000077150,0.0170248305930455
 DNPEP,ENSG00000123992,-0.0438370137410849
 RAB40AL,ENSG00000102128,-0.179576201801167
 SIAH1,ENSG00000196470,0.210174755457994
 SIAH2,ENSG00000181788,-0.119778524474464
 SIAH3,ENSG00000215475,-0.319971373353413
 NSA2,ENSG00000164346,0.179055032125401
 PDZRN4,ENSG00000165966,0.289121251375619
 DDX27,ENSG00000124228,-0.0454362578605633
 PHLPP1,ENSG00000081913,-0.174591330297712
 PDZRN3,ENSG00000121440,-0.120723069126677
 EMILIN2,ENSG00000132205,-0.283949881772879
 EMILIN1,ENSG00000138080,0.731647305273052
 ZNF155,ENSG00000204920,0.0624142638944808
 TWSG1,ENSG00000128791,0.457291964170508
 P2RX1,ENSG00000108405,-0.0306026074262909
 P2RX3,ENSG00000109991,-0.180379060489887
 P2RX2,ENSG00000187848,0.812140378532433
 P2RX5,ENSG00000083454,-1.01025203657999
 P2RX4,ENSG00000135124,-0.0278731009853147
 P2RX7,ENSG00000089041,-0.451591837616434
 PHF6,ENSG00000156531,-0.0992453770010648
 METRNL,ENSG00000176845,0.133306970351673
 RMDN2,ENSG00000115841,0.0523292930572397
 RMDN3,ENSG00000137824,-0.142234819431078
 RMDN1,ENSG00000176623,-0.0152166715543633
 DIS3,ENSG00000083520,0.0519805198462862
 RP3-422G23.4,ENSG00000262543,-0.168929679189554
 BAP1,ENSG00000163930,-0.125166345123338
 SHARPIN,ENSG00000179526,0.00904154712956557
 ZCCHC13,ENSG00000187969,0.030501077009366
 ERRFI1,ENSG00000116285,0.424984977440893
 ZCCHC11,ENSG00000134744,-0.0825127920046739
 ZCCHC10,ENSG00000155329,0.102666173950971
 ZCCHC17,ENSG00000121766,-0.268603043427796
 ZCCHC16,ENSG00000187823,0.174834573004631
 ZCCHC18,ENSG00000166707,0.437151971041372
 CDRT1,ENSG00000241322,0.129373842277993
 ANKS4B,ENSG00000175311,0.0776257894347308
 FKBP10,ENSG00000141756,0.306137036084528
 GUCY1A3,ENSG00000164116,0.633703832087893
 SLC45A4,ENSG00000022567,0.0262473856732187
 SLC45A1,ENSG00000162426,-0.0194586052878014
 PTGR1,ENSG00000106853,-0.24972757939821
 SLC45A3,ENSG00000158715,0.550409886923438
 SLC45A2,ENSG00000164175,0.0157683550676469
 MTUS2,ENSG00000132938,1.66187541935477
 IFRD1,ENSG00000006652,0.304083654940528
 IFRD2,ENSG00000214706,0.0962730351854607
 ALS2CL,ENSG00000178038,0.00415804545931367
 RNF222,ENSG00000189051,0.0791295478576029
 FGL1,ENSG00000104760,0.67231709583339
 IMPAD1,ENSG00000104331,0.106160251513654
 FZD10,ENSG00000111432,-0.778078582698895
 ADARB1,ENSG00000197381,0.0524415706528493
 CHKA,ENSG00000110721,-0.330264671381896
 CHKB,ENSG00000100288,-0.00931161066277147
 BMS1,ENSG00000165733,-0.0485842350097717
 MRI1,ENSG00000037757,0.0198440724712459
 MAPK1IP1L,ENSG00000168175,0.150264374767835
 DST,ENSG00000151914,0.100357875294797
 DSP,ENSG00000096696,-1.2439658097095
 C17orf112,ENSG00000227011,-0.134990436696042
 THBD,ENSG00000178726,1.11638313550979
 DSE,ENSG00000111817,0.317348651768569
 PDAP1,ENSG00000106244,-0.0427907454337661
 CENPBD1,ENSG00000177946,-0.337668557754916
 TRAPPC2P1,ENSG00000256060,0.468161187958502
 BCLAF1,ENSG00000029363,0.0410921777508331
 SLC22A23,ENSG00000137266,-0.315381735890915
 SLC22A25,ENSG00000196600,0.636138773171385
 SLC22A24,ENSG00000197658,0.0910448954075308
 ZNF83,ENSG00000167766,0.188902819171137
 ZNF81,ENSG00000197779,-0.105899097079134
 ZNF80,ENSG00000174255,0.287923943999623
 PFN1,ENSG00000108518,0.22380792735151
 CAPZA3,ENSG00000177938,0.592544410235446
 CAPZA2,ENSG00000198898,0.0414016031339254
 CAPZA1,ENSG00000116489,0.127382601157579
 SCARF2,ENSG00000244486,0.645382774410135
 SCARF1,ENSG00000074660,-0.198890118125827
 MAGEA8,ENSG00000156009,-0.726039046668932
 C14orf178,ENSG00000197734,0.033117478708677
 TRPC4AP,ENSG00000100991,0.0243673993678965
 KRTAP1-1,ENSG00000188581,-0.352578468106528
 C10orf88,ENSG00000119965,0.0600367163495334
 CER1,ENSG00000147869,1.89349901373659
 C10orf82,ENSG00000165863,1.40802994848395
 C10orf85,ENSG00000177234,-0.579660861103515
 AC110781.3,ENSG00000176349,0.509480937028923
 GRIN3A,ENSG00000198785,0.49969751164527
 GRIN3B,ENSG00000116032,0.175318040361657
 CPVL,ENSG00000106066,0.787506134068705
 CERK,ENSG00000100422,-0.121494819600829
 EEA1,ENSG00000102189,0.145161545947968
 RGCC,ENSG00000102760,-0.175494520381011
 LIN7A,ENSG00000111052,-0.849007823881952
 LIN7C,ENSG00000148943,0.0764740625337332
 LIN7B,ENSG00000104863,0.0397650450081279
 FADD,ENSG00000168040,-0.227848529075035
 NFATC1,ENSG00000131196,0.217371644317181
 NFATC2,ENSG00000101096,-0.277975271362519
 RPL37A,ENSG00000197756,0.0439448377984008
 NFATC4,ENSG00000100968,0.137284806749643
 TNFAIP8L2,ENSG00000163154,-0.122367569929313
 TNFAIP8L1,ENSG00000185361,-0.794889051669209
 TAS2R20,ENSG00000255837,0.0648193440397856
 CSHL1,ENSG00000204414,0.114515533675095
 GFER,ENSG00000127554,-0.0860665736331344
 CYP26B1,ENSG00000003137,-0.0860526153481385
 PPP1R14D,ENSG00000166143,-0.115425328399308
 PPP1R14B,ENSG00000173457,0.249170100127863
 PPP1R14C,ENSG00000198729,-0.162461536645544
 PPP1R14A,ENSG00000167641,1.39919761408299
 SSC5D,ENSG00000179954,-0.437970983024107
 SRRT,ENSG00000087087,-0.12397167245169
 PCDH12,ENSG00000113555,0.139147996908512
 PCDH10,ENSG00000138650,0.901640449096036
 PCDH17,ENSG00000118946,-0.328600046347177
 ALKBH8,ENSG00000137760,0.102730945397308
 PCDH15,ENSG00000150275,-2.30057839835195
 VPS53,ENSG00000141252,-0.230136541178515
 VPS52,ENSG00000223501,-0.102074956779363
 VPS51,ENSG00000149823,-0.0331694903405188
 ALKBH5,ENSG00000091542,0.00424701012273636
 ALKBH2,ENSG00000189046,0.0171069315937056
 ALKBH3,ENSG00000166199,0.0989614193817673
 VPS54,ENSG00000143952,0.0185020049524456
 PVR,ENSG00000073008,0.221322861999323
 KISS1,ENSG00000170498,0.200200649440397
 PPP1R13B,ENSG00000088808,-0.491952028915651
 SNW1,ENSG00000100603,-0.0540466254426456
 COL17A1,ENSG00000065618,-0.0341430545570615
 LIME1,ENSG00000203896,0.0305309872251554
 FAM219B,ENSG00000178761,0.00995401554540634
 FAM219A,ENSG00000164970,-0.206321621344367
 DHH,ENSG00000139549,0.467389486074751
 MPST,ENSG00000128309,-0.104347975817889
 CDK20,ENSG00000156345,-0.112270537518057
 ALPPL2,ENSG00000163286,-0.504053598420265
 NRIP1,ENSG00000180530,-0.0919461230135514
 NRIP2,ENSG00000053702,0.0984973594809063
 NRIP3,ENSG00000175352,-0.255956270692059
 VTI1A,ENSG00000151532,0.032890833388645
 VTI1B,ENSG00000100568,0.0395619158034412
 CDKN2AIP,ENSG00000168564,0.042532832283029
 CHSY1,ENSG00000131873,0.487551621066692
 AMACR,ENSG00000242110,-0.278983685962014
 OCIAD2,ENSG00000145247,-0.324255612720084
 OCIAD1,ENSG00000109180,0.0111288178600124
 AHCTF1,ENSG00000153207,0.15870022893793
 KIAA1009,ENSG00000135315,0.0922950270455508
 SH3GLB1,ENSG00000097033,0.131285093146759
 SH3GLB2,ENSG00000148341,-0.152678245363888
 LGALS9C,ENSG00000171916,0.139169731744143
 CHERP,ENSG00000085872,-0.120792349613336
 NKAIN4,ENSG00000101198,-0.272389503600345
 RCBTB2,ENSG00000136161,0.25678964179419
 HELT,ENSG00000187821,-0.110049234004585
 HELQ,ENSG00000163312,0.00392696175670341
 RCBTB1,ENSG00000136144,0.0541079367367212
 CLSPN,ENSG00000092853,-0.245408790805599
 HELZ,ENSG00000198265,-0.0794595905483528
 TEX19,ENSG00000182459,-0.0926497550126884
 HELB,ENSG00000127311,-0.133765860872666
 RBAK,ENSG00000146587,-0.0035430587087181
 TEKT1,ENSG00000167858,-0.0340569772472527
 TEKT3,ENSG00000125409,0.372496493881316
 TEKT2,ENSG00000092850,-0.211454600622303
 TEKT5,ENSG00000153060,0.45365652280268
 TEKT4,ENSG00000163060,0.13657897898648
 CLUH,ENSG00000132361,-0.354919542625774
 HMCES,ENSG00000183624,-0.184759125580979
 FOS,ENSG00000170345,0.957753107923616
 KIAA0754,ENSG00000255103,-0.173318074861787
 KIAA0753,ENSG00000198920,-0.0264802377635426
 SAFB2,ENSG00000130254,-0.130510356494784
 LCK,ENSG00000182866,0.167197603729924
 SEC14L3,ENSG00000100012,-0.516356897069139
 SEC14L2,ENSG00000100003,-0.517076210732982
 SEC14L1,ENSG00000129657,-0.0395206018626224
 SEC14L6,ENSG00000214491,-0.160566050460216
 SEC14L5,ENSG00000103184,-0.0984347002348881
 SEC14L4,ENSG00000133488,-0.606619994259841
 UPF1,ENSG00000005007,-0.0731350171823978
 UPF2,ENSG00000151461,-0.117452787979893
 SNED1,ENSG00000162804,-0.204290598923195
 DESI2,ENSG00000121644,0.198731950731965
 IL1B,ENSG00000125538,-0.518788783651363
 KRT6B,ENSG00000185479,0.208096068525648
 KRT6C,ENSG00000170465,-1.43556793947103
 KRT6A,ENSG00000205420,-0.647367088438008
 ZNF253,ENSG00000256771,-0.0151138096998539
 COMP,ENSG00000105664,-0.116343404991829
 COMT,ENSG00000093010,-0.0125110644028841
 SLC47A2,ENSG00000180638,-0.110354101036089
 ZNF154,ENSG00000179909,1.15431958728288
 SLC47A1,ENSG00000142494,0.0101503552043856
 IL18,ENSG00000150782,-0.937960716071109
 IL19,ENSG00000142224,0.254711462430634
 IL10,ENSG00000136634,0.502297022750356
 IL11,ENSG00000095752,-0.552496302123209
 IL15,ENSG00000164136,0.440471032479397
 IL16,ENSG00000172349,0.389570172948076
 EFHD2,ENSG00000142634,-0.681041842995429
 EFHD1,ENSG00000115468,0.69685703613295
 PINX1,ENSG00000254093,-0.0029784378652507
 AEBP1,ENSG00000106624,1.16310255527309
 GNAZ,ENSG00000128266,-0.508124940494705
 AEBP2,ENSG00000139154,0.214297667644552
 LTA4H,ENSG00000111144,0.154929082374553
 AC006116.20,ENSG00000267710,0.0450906254611446
 ABHD12B,ENSG00000131969,-0.690127350800524
 ZDHHC20,ENSG00000180776,-0.041388951912657
 ZDHHC21,ENSG00000175893,0.0885791552170917
 ZDHHC22,ENSG00000177108,-2.09366906815803
 ZDHHC23,ENSG00000184307,-0.30913052268073
 ZDHHC24,ENSG00000174165,0.000641822415684003
 ISL1,ENSG00000016082,-1.89102090745999
 ISL2,ENSG00000159556,-0.773283715270044
 MROH9,ENSG00000117501,-0.59562637163855
 MROH8,ENSG00000101353,-0.299091377527199
 MS4A8,ENSG00000166959,-1.26461110472692
 MS4A7,ENSG00000166927,0.102771898855216
 MROH7,ENSG00000184313,0.264456029454657
 MROH6,ENSG00000204839,0.0938259295687241
 MROH1,ENSG00000179832,-0.274459419023518
 MS4A3,ENSG00000149516,-0.269944919237902
 MS4A1,ENSG00000156738,1.01114480840798
 ZNF141,ENSG00000131127,0.14389489064084
 ZNF140,ENSG00000196387,0.121583789716332
 ZNF143,ENSG00000166478,0.040572627621603
 ZNF142,ENSG00000115568,-0.0124506253745723
 DNTT,ENSG00000107447,-0.20994931341338
 ZNF146,ENSG00000167635,0.0482678165491029
 ZNF148,ENSG00000163848,-0.0413641918886377
 DSC2,ENSG00000134755,-0.761026631367942
 DSC1,ENSG00000134765,-0.758607737987169
 MAGOH,ENSG00000162385,0.076402852759702
 SOD2,ENSG00000112096,-0.0938140758268821
 SOD3,ENSG00000109610,0.436189840247303
 VWA8,ENSG00000102763,0.0178934429343252
 VWA9,ENSG00000138614,0.0664362619690687
 VWA2,ENSG00000165816,-0.048618403061372
 RANGAP1,ENSG00000100401,-0.46003512696636
 VWA1,ENSG00000179403,-0.172091271246731
 KCNN4,ENSG00000104783,0.0465922314390399
 KCNN3,ENSG00000143603,0.229472803065183
 KCNN2,ENSG00000080709,-1.15455998465364
 ISLR,ENSG00000129009,0.454631164444059
 PKIA,ENSG00000171033,-0.0466839309485793
 PKIB,ENSG00000135549,-0.438859727906831
 CBFA2T2,ENSG00000078699,-0.142566541827354
 NIT2,ENSG00000114021,0.0133808211982989
 NIT1,ENSG00000158793,0.0405777058990397
 HCFC1R1,ENSG00000103145,0.641623214243408
 TYSND1,ENSG00000156521,-0.251685778539268
 INO80,ENSG00000128908,-0.020458609725868
 CLEC18A,ENSG00000157322,1.50794948997211
 CLEC18C,ENSG00000157335,-0.370167368851943
 KANSL1L,ENSG00000144445,0.173459437340145
 CYHR1,ENSG00000187954,0.0516951764642846
 UQCRFS1,ENSG00000169021,-0.337666688706164
 TCEANC2,ENSG00000116205,-0.163929167795683
 CR1L,ENSG00000197721,0.551328304610521
 NUP153,ENSG00000124789,0.12009791263975
 OR2F1,ENSG00000213215,-0.0356794643874726
 SORCS1,ENSG00000108018,1.60367495297821
 SORCS2,ENSG00000184985,-0.854470057340107
 SORCS3,ENSG00000156395,0.853293320259841
 CARS2,ENSG00000134905,-0.0575781364576931
 GPKOW,ENSG00000068394,-0.109377758920143
 NANOG,ENSG00000111704,-0.724080534537776
 RRH,ENSG00000180245,-0.269374476454033
 MAPK3,ENSG00000102882,-0.118435476898015
 MAPK1,ENSG00000100030,-0.0398952478153426
 MAPK6,ENSG00000069956,-0.157796257473663
 MAPK7,ENSG00000166484,0.237283002099439
 BCO2,ENSG00000197580,-0.462029577580133
 MAPK8,ENSG00000107643,-0.0287172056116842
 MAPK9,ENSG00000050748,-0.127509064680948
 CUZD1,ENSG00000138161,0.0253103795292594
 LYL1,ENSG00000104903,0.00962873279303728
 C20orf85,ENSG00000124237,-0.0885365973981318
 SERINC1,ENSG00000111897,0.239277128627458
 C1QTNF8,ENSG00000184471,1.64287077026324
 BCOR,ENSG00000183337,0.0615080716488368
 VWA3B,ENSG00000168658,0.479028410875936
 THNSL2,ENSG00000144115,-0.107687057871062
 THNSL1,ENSG00000185875,-0.211864565450866
 VWA3A,ENSG00000175267,0.949458708076518
 CCL11,ENSG00000172156,1.1536626886057
 ZMYM6NB,ENSG00000243749,0.260422962397084
 CCL13,ENSG00000181374,1.40692830348822
 GPBP1L1,ENSG00000159592,0.0302263590072078
 CCL17,ENSG00000102970,0.685363579788501
 CCL19,ENSG00000172724,1.49782789520208
 STAT5B,ENSG00000173757,0.0808567533142678
 STAT5A,ENSG00000126561,0.218455316333617
 C1QTNF1,ENSG00000173918,1.00455897246418
 PLEKHN1,ENSG00000187583,-0.30790152622124
 KCNT1,ENSG00000107147,0.6944515996749
 EXOC6B,ENSG00000144036,-0.0985694124565545
 SERPINA9,ENSG00000170054,-0.141441001062892
 ZC3HC1,ENSG00000091732,-0.113883549629193
 FOXRED2,ENSG00000100350,0.0946630672914869
 FOXRED1,ENSG00000110074,-0.370511310773579
 CREB3L1,ENSG00000157613,0.326597641483756
 RP11-826N14.2,ENSG00000248469,-1.17106711093736
 GATAD1,ENSG00000157259,0.0946254689457914
 GAGE10,ENSG00000215274,-0.0342171183119095
 SYNPO,ENSG00000171992,0.793158375152611
 ANP32E,ENSG00000143401,0.144798200886052
 ANP32B,ENSG00000136938,0.23064665946435
 ANP32A,ENSG00000140350,-0.126772300539397
 SYNPR,ENSG00000163630,-1.85383942251876
 HPSE2,ENSG00000172987,-1.80628059745749
 TAT,ENSG00000198650,0.4032745711682
 SLC43A3,ENSG00000134802,0.164507940277427
 C17orf74,ENSG00000184560,-0.235860918859419
 PRR23A,ENSG00000206260,0.0375969752393379
 ALMS1,ENSG00000116127,0.0203081809626883
 PRR23C,ENSG00000233701,0.0205693941612252
 PRR23B,ENSG00000184814,-0.0323853628042821
 ATRNL1,ENSG00000107518,0.554014280490515
 PRIM1,ENSG00000198056,-0.361582539213915
 SLC43A1,ENSG00000149150,0.268807436367638
 PRIM2,ENSG00000146143,-0.113345216785832
 ALOXE3,ENSG00000179148,-0.442811886753706
 LIPC,ENSG00000166035,0.341705418912604
 MUC19,ENSG00000205592,1.55331764320696
 MUC17,ENSG00000169876,-0.0901514311304981
 MUC16,ENSG00000181143,-0.620828899792465
 MUC15,ENSG00000169550,-0.785710645795547
 MUC13,ENSG00000173702,-0.846519125994967
 MUC12,ENSG00000205277,0.0782909259028665
 PPP1R9B,ENSG00000108819,-0.0504674945672866
 MBTD1,ENSG00000011258,-0.0819670069773718
 ERBB2,ENSG00000141736,-0.148580168193597
 SYAP1,ENSG00000169895,-0.0259854256372142
 GPR116,ENSG00000069122,-0.0139717043329523
 GPR115,ENSG00000153294,0.894716126329368
 GPR114,ENSG00000159618,-0.569073557777603
 GPR113,ENSG00000173567,-0.323097161955681
 GPR112,ENSG00000156920,1.74579158978639
 GPR111,ENSG00000164393,0.59980980676359
 RARS2,ENSG00000146282,-0.00296022187587499
 RASGRP2,ENSG00000068831,0.41112112626773
 RASGRP3,ENSG00000152689,-0.046364047061542
 RASGRP1,ENSG00000172575,-0.536569003850468
 RASGRP4,ENSG00000171777,-0.119158902608832
 LRRN3,ENSG00000173114,-0.00911381070342707
 WNT6,ENSG00000115596,0.820989789851521
 COX7B2,ENSG00000170516,0.220649539684599
 HSCB,ENSG00000100209,-0.0714555254524452
 LIPG,ENSG00000101670,-1.77759927445751
 HCK,ENSG00000101336,-0.0647408454600113
 FIBCD1,ENSG00000130720,1.2339412464715
 C7orf25,ENSG00000136197,-0.0730078765868798
 C7orf26,ENSG00000146576,-0.0154869158068434
 ZNF426,ENSG00000130818,0.166726122369452
 ZNF425,ENSG00000204947,-0.12313538947106
 RP11-180C1.1,ENSG00000250038,0.0363799400711222
 ZNF420,ENSG00000197050,0.0798537728860151
 ZNF428,ENSG00000131116,-0.112002921834299
 ZNF429,ENSG00000197013,-0.262167823977835
 CCDC181,ENSG00000117477,0.379185331271783
 CCDC180,ENSG00000197816,-0.00472954787033842
 AP1AR,ENSG00000138660,0.258236345261451
 NEDD8,ENSG00000129559,-0.0778978747403439
 P2RY14,ENSG00000174944,0.923089972933758
 NEDD1,ENSG00000139350,-0.0110427798943704
 NEDD4,ENSG00000069869,-0.00347939177028202
 P2RY12,ENSG00000169313,0.4845477065747
 P2RY13,ENSG00000181631,-0.265954201988423
 GPRIN2,ENSG00000204175,-2.6310232569482
 GARNL3,ENSG00000136895,-0.25222402190465
 SFR1,ENSG00000156384,0.120875738413634
 KIAA0226,ENSG00000145016,-0.0648658281225918
 HEBP2,ENSG00000051620,0.092906929733455
 LMOD1,ENSG00000163431,0.850456951871628
 LMOD3,ENSG00000163380,0.667106503914229
 LMOD2,ENSG00000170807,-0.512069838608156
 FOXN4,ENSG00000139445,0.196250159307339
 AGXT2,ENSG00000113492,-0.358155812035014
 DAB2,ENSG00000153071,0.394911859176506
 DAB1,ENSG00000173406,1.83747289741412
 RHOXF2B,ENSG00000203989,0.0717449409223707
 RAB5A,ENSG00000144566,0.0544769195474719
 RAB5C,ENSG00000108774,-0.0283877313079961
 RAB5B,ENSG00000111540,-0.0602271042365888
 THEGL,ENSG00000249693,0.14935435291236
 WNT7A,ENSG00000154764,-0.653157193358178
 OSCAR,ENSG00000170909,-0.264749759407193
 CSRNP1,ENSG00000144655,0.412717444297064
 CSRNP2,ENSG00000110925,0.124860657894802
 CSRNP3,ENSG00000178662,0.118801082947257
 COX6C,ENSG00000164919,-0.137202344395334
 BUB1,ENSG00000169679,-0.108015665316531
 BUB3,ENSG00000154473,0.0445885981712616
 NUPR1,ENSG00000176046,0.447890578986015
 ADSSL1,ENSG00000185100,-0.064452922152933
 NASP,ENSG00000132780,-0.148071142774637
 TMEM133,ENSG00000170647,0.0575146748057735
 TMEM130,ENSG00000166448,2.1422639663856
 TMEM131,ENSG00000075568,0.112682346095276
 TMEM136,ENSG00000181264,0.0715141091519041
 TMEM134,ENSG00000172663,-0.180289284775647
 TMEM135,ENSG00000166575,0.466314014098517
 TMEM138,ENSG00000149483,0.123848083322341
 TMEM139,ENSG00000178826,-1.30146499931536
 FOXE1,ENSG00000178919,-0.769832478802493
 FOXE3,ENSG00000186790,-0.611127981799807
 CLPSL2,ENSG00000196748,0.158033042229591
 C1orf173,ENSG00000178965,-1.2245548577777
 SLC35C2,ENSG00000080189,0.0297076294570523
 SLC35C1,ENSG00000181830,-0.11619696605458
 XK,ENSG00000047597,0.547349607418675
 XG,ENSG00000124343,0.0568204335022313
 C11orf88,ENSG00000183644,-0.593403426654017
 C11orf84,ENSG00000168005,0.139604432027715
 C11orf85,ENSG00000168070,-0.280184768089379
 C11orf86,ENSG00000173237,0.22416748214689
 C11orf87,ENSG00000185742,-0.212857099967357
 C11orf80,ENSG00000173715,-0.234669412738012
 C11orf82,ENSG00000165490,-0.00138956256488725
 C11orf83,ENSG00000204922,0.0145593924676934
 MUCL1,ENSG00000172551,-0.159186195872962
 CRHR2,ENSG00000106113,1.11813459562646
 CRHR1,ENSG00000120088,-0.589015359257371
 SCGB1D2,ENSG00000124935,-0.384377356388284
 SCGB1D4,ENSG00000197745,-0.14000918393151
 CDYL,ENSG00000153046,-0.0330878263513042
 HCLS1,ENSG00000180353,-0.184433235225103
 KRI1,ENSG00000129347,-0.123434325936906
 TECPR1,ENSG00000205356,-0.223271679468289
 TECPR2,ENSG00000196663,-0.0701997419246522
 IFNL2,ENSG00000183709,-0.00118321499276464
 COQ5,ENSG00000110871,-0.139527035938717
 IFNL3,ENSG00000197110,-0.260670688114005
 C1R,ENSG00000159403,0.679631119354301
 COQ3,ENSG00000132423,-0.229441046416369
 FCHO2,ENSG00000157107,0.0949184285310688
 FCHO1,ENSG00000130475,-0.484003500948978
 URAD,ENSG00000183463,-0.248815948373965
 AUP1,ENSG00000115307,0.0487949733626672
 RP11-867G23.8,ENSG00000255468,-0.397275812006271
 C8orf12,ENSG00000184608,-0.900027849521809
 PNPO,ENSG00000108439,-0.0434299838508347
 C8orf17,ENSG00000250733,0.395525196099479
 APBB1IP,ENSG00000077420,0.0471129707281952
 HBZ,ENSG00000130656,-0.551265573802339
 SKI,ENSG00000157933,0.0731690103953949
 C16orf89,ENSG00000153446,0.827904401780471
 C16orf80,ENSG00000070761,-0.16804808910209
 LIMCH1,ENSG00000064042,-0.00531322810217944
 CLDND1,ENSG00000080822,0.141866614930995
 C16orf87,ENSG00000155330,0.0361733440870146
 C16orf86,ENSG00000159761,0.0693950533603824
 GEM,ENSG00000164949,1.11509461839616
 RIC8A,ENSG00000177963,-0.165882292687615
 TPX2,ENSG00000088325,0.429548205483362
 PCDHGA8,ENSG00000253767,-0.150841436852568
 PCDHGA9,ENSG00000261934,-0.539202260459527
 F2RL2,ENSG00000164220,-0.195474126797567
 PCDHGA2,ENSG00000081853,0.347536265367337
 PCDHGA3,ENSG00000254245,0.437973349817472
 PCDHGA1,ENSG00000204956,0.494397620139114
 PCDHGA6,ENSG00000253731,0.073090343932825
 PCDHGA7,ENSG00000253537,0.159555401406717
 PCDHGA4,ENSG00000262576,0.349521395730598
 PCDHGA5,ENSG00000253485,0.289888954680053
 XAB2,ENSG00000076924,-0.0417175060988342
 PHF8,ENSG00000172943,-0.0149754065044404
 PHF7,ENSG00000010318,-0.0860242701992518
 PHF2,ENSG00000197724,-0.102180691416862
 PHF3,ENSG00000118482,-0.0517893671949903
 C2CD4A,ENSG00000198535,-0.00340144892157176
 C2CD4B,ENSG00000205502,0.295665205816515
 C2CD4C,ENSG00000183186,-0.543867952375818
 C2CD4D,ENSG00000225556,1.01477896894032
 WHSC1L1,ENSG00000147548,0.0554322662695475
