 gene    name , gene    ENS ,Artery-Tibial
 SLC13A5,ENSG00000141485,-2.34647595364985
 RGS16,ENSG00000143333,0.5504667756602
 RGS17,ENSG00000091844,-0.956742302074611
 RGS14,ENSG00000169220,-1.15854561858261
 RGS12,ENSG00000159788,-0.586287098674778
 RGS13,ENSG00000127074,-0.103816175124119
 RGS10,ENSG00000148908,-0.765948991837627
 RGS11,ENSG00000076344,-0.779057218667705
 RGS18,ENSG00000150681,-0.0327246056835327
 RGS19,ENSG00000171700,1.72160590359212
 FAM106A,ENSG00000213077,0.226541373514132
 UTP3,ENSG00000132467,-0.079700174915534
 CLEC16A,ENSG00000038532,-0.373964938997207
 IGFL2,ENSG00000204866,-0.699904384098273
 ANKAR,ENSG00000151687,0.517845372039601
 BTN2A2,ENSG00000124508,-0.0320852713301158
 BTN2A1,ENSG00000112763,0.653966285316399
 TTLL11,ENSG00000175764,0.776532761154012
 TTLL10,ENSG00000162571,-0.341513163140352
 TTLL12,ENSG00000100304,-0.178366557518272
 IGFL4,ENSG00000204869,-1.11600483718843
 ODF2L,ENSG00000122417,-0.823698588208968
 RALY,ENSG00000125970,0.45851741761557
 PLAU,ENSG00000122861,1.76241945937469
 PLAT,ENSG00000104368,-0.138925299455322
 C1orf198,ENSG00000119280,1.40774364272891
 OR10J1,ENSG00000196184,-0.141218788146
 C1orf192,ENSG00000188931,-0.0153641529491586
 PLAA,ENSG00000137055,0.346696408962894
 C1orf195,ENSG00000204464,-0.031875154308308
 C1orf194,ENSG00000179902,-1.41502397511684
 ESRP1,ENSG00000104413,-2.4080352592774
 HIF3A,ENSG00000124440,0.894377271225046
 MZT2A,ENSG00000173272,-0.390680925712834
 MZT2B,ENSG00000152082,0.00851632781427165
 PMM2,ENSG00000140650,0.392776329237031
 PMM1,ENSG00000100417,0.0409723701277907
 ZNF709,ENSG00000242852,-0.442293452748392
 ZNF708,ENSG00000182141,-0.529234112838833
 ZNF703,ENSG00000183779,0.890963961832256
 ZNF701,ENSG00000167562,0.117734688781076
 ZNF700,ENSG00000196757,-0.154522349395083
 ZNF706,ENSG00000120963,-0.389267901359909
 ZNF704,ENSG00000164684,1.06822969390883
 ZC3H10,ENSG00000135482,0.655693738552341
 ZC3H13,ENSG00000123200,0.57115718330715
 ZC3H15,ENSG00000065548,-0.114465706742845
 RNF111,ENSG00000157450,0.0852314172030925
 ZC3H18,ENSG00000158545,0.13961559931558
 GRIN1,ENSG00000176884,-2.25668542119698
 RP11-131H24.4,ENSG00000258987,1.67979697169903
 DHX8,ENSG00000067596,0.260352509951259
 DHX9,ENSG00000135829,0.0665413214945746
 XPC,ENSG00000154767,0.499277344506096
 GRINA,ENSG00000178719,-0.588328092285374
 NUP93,ENSG00000102900,0.132118679847336
 RAB40C,ENSG00000197562,-0.16239754306669
 RAB40B,ENSG00000141542,-0.253332774884098
 RAB40A,ENSG00000172476,0.0713664558336159
 GTSE1,ENSG00000075218,-0.879297104362514
 NSL1,ENSG00000117697,0.276402594954152
 MYO3B,ENSG00000071909,3.56225637320725
 NOP2,ENSG00000111641,-0.511591344147745
 DENND4A,ENSG00000174485,-0.0926449652540637
 DENND4B,ENSG00000198837,-0.512103284677834
 DENND4C,ENSG00000137145,0.403878603598741
 SWAP70,ENSG00000133789,0.799573868806037
 PHLDA1,ENSG00000139289,-0.522150991422056
 PHLDA3,ENSG00000174307,0.230316065783465
 PHLDA2,ENSG00000181649,0.21366929095022
 PAMR1,ENSG00000149090,-1.61120540873411
 TIPRL,ENSG00000143155,0.226711468364516
 GHDC,ENSG00000167925,0.0891976336178845
 AC007390.5,ENSG00000218739,-0.198453452495649
 NOG,ENSG00000183691,0.57282463755537
 NOV,ENSG00000136999,3.95959172587177
 SMAD9,ENSG00000120693,1.60527445509788
 TRERF1,ENSG00000124496,-0.19004956736911
 LRPAP1,ENSG00000163956,0.100551450492781
 SMAD5,ENSG00000113658,0.469731561115764
 SMAD6,ENSG00000137834,1.49716327454698
 GOLPH3L,ENSG00000143457,0.374944744550071
 SMAD1,ENSG00000170365,0.255674000307465
 SMAD2,ENSG00000175387,0.211388254164979
 SMAD3,ENSG00000166949,-0.0373476237039257
 AMMECR1L,ENSG00000144233,-0.00109846353893905
 SETP18,ENSG00000230667,-0.0250787394504987
 RAD21L1,ENSG00000244588,-0.803596586970615
 PLRG1,ENSG00000171566,0.378673987359934
 ERICH2,ENSG00000204334,0.215566969196254
 ERICH1,ENSG00000104714,0.202258238534164
 EPAS1,ENSG00000116016,1.68989075166029
 TCEA2,ENSG00000171703,0.154012082677267
 TCEA3,ENSG00000204219,0.500372593071578
 TCEA1,ENSG00000187735,0.69701278379012
 ABCD1,ENSG00000101986,0.248473612232771
 BFAR,ENSG00000103429,0.158207771518054
 LEO1,ENSG00000166477,-0.248573173221935
 MGRN1,ENSG00000102858,0.276734447975736
 DPT,ENSG00000143196,1.57940910304612
 CUEDC2,ENSG00000107874,-0.217929408125874
 RBMXL1,ENSG00000213516,0.221201735818857
 RBMXL3,ENSG00000175718,-0.209068203976597
 RBMXL2,ENSG00000170748,-0.638775470720409
 TLN2,ENSG00000171914,-0.690605190648312
 RHEBL1,ENSG00000167550,-0.665051452355851
 C2CD5,ENSG00000111731,0.0457900810621187
 CNTF,ENSG00000242689,-0.440610646721318
 ZNF221,ENSG00000159905,0.376124158270731
 PNP,ENSG00000198805,-0.37272463617217
 PNN,ENSG00000100941,0.0444267864442518
 HAMP,ENSG00000105697,-1.4469858011434
 MR1,ENSG00000153029,1.12015527860625
 CNPY4,ENSG00000166997,0.430977437841785
 CNPY3,ENSG00000137161,-0.0126619516943222
 CNPY2,ENSG00000257727,0.0750683778665999
 CNPY1,ENSG00000146910,-1.62303013719908
 COPG2,ENSG00000158623,0.11036707741043
 SHOX2,ENSG00000168779,4.09296374013322
 SYPL1,ENSG00000008282,0.541748496382455
 RCOR3,ENSG00000117625,-0.0773523553945974
 SYPL2,ENSG00000143028,0.345826033284261
 RFX8,ENSG00000196460,-1.07456766976352
 RFX4,ENSG00000111783,-1.85961770867478
 RFX5,ENSG00000143390,0.41223784699448
 RFX6,ENSG00000185002,-0.706563922442582
 RFX7,ENSG00000181827,0.00320631143039626
 RCOR1,ENSG00000089902,-0.0370619877829048
 RFX2,ENSG00000087903,0.591207131137079
 RFX3,ENSG00000080298,-0.338856576474907
 YDJC,ENSG00000161179,-0.248048984560222
 IBA57,ENSG00000181873,-0.509329692500821
 APC,ENSG00000134982,0.316927703126733
 TMEM179B,ENSG00000185475,0.0966477311685727
 KERA,ENSG00000139330,0.0303950174664061
 TIGD4,ENSG00000169989,-0.52447529462119
 ZNF57,ENSG00000171970,-0.68831374866678
 AC226150.4,ENSG00000255748,0.0955226920777816
 TARS2,ENSG00000143374,-0.237303430648088
 OSR1,ENSG00000143867,1.80571976400043
 IGFBP3,ENSG00000146674,1.7263996441446
 IGFBP1,ENSG00000146678,-0.522914089350079
 HBE1,ENSG00000213931,-0.294000431273579
 IGFBP7,ENSG00000163453,2.6310650922683
 IGFBP4,ENSG00000141753,1.11159432309196
 IGFBP5,ENSG00000115461,1.17402980203491
 CYP2R1,ENSG00000186104,-0.246396885718894
 CKLF,ENSG00000217555,0.365940172594415
 APLNR,ENSG00000134817,-0.335829022066597
 CYP8B1,ENSG00000180432,0.545753686579606
 MECOM,ENSG00000085276,-0.167511936091537
 CLIC6,ENSG00000159212,0.0978914181432692
 CLIC4,ENSG00000169504,2.16588242478776
 CLIC5,ENSG00000112782,-0.498100446115988
 CLIC2,ENSG00000155962,0.262979984421241
 CLIC3,ENSG00000169583,-1.53572596328521
 CLIC1,ENSG00000213719,0.954519767497779
 KIAA0020,ENSG00000080608,0.147759909239593
 SOWAHA,ENSG00000198944,-3.01460079912853
 SOWAHB,ENSG00000186212,0.477090961416835
 SOWAHC,ENSG00000198142,0.518097207781981
 SOWAHD,ENSG00000187808,-0.686955538689799
 H1F0,ENSG00000189060,-0.376716246128951
 GAMT,ENSG00000130005,-0.506292736701659
 ZNF7,ENSG00000147789,-0.0368357183225069
 ZNF3,ENSG00000166526,0.118787358502257
 TIPIN,ENSG00000075131,0.0545637712485145
 CDC5L,ENSG00000096401,0.580349108673579
 SBDS,ENSG00000126524,1.05803316787517
 AP2A1,ENSG00000196961,0.00430951186459217
 AP2A2,ENSG00000183020,-0.05116164968923
 CLC,ENSG00000105205,-1.2168692803349
 RP11-1212A22.4,ENSG00000233024,-0.0317792296897734
 NSUN3,ENSG00000178694,0.251010047112318
 NSUN2,ENSG00000037474,0.15164308567619
 NSUN5,ENSG00000130305,-0.147069145756908
 NSUN4,ENSG00000117481,-0.0763666953268693
 NSUN7,ENSG00000179299,1.34040041521953
 NSUN6,ENSG00000241058,-0.61507177176059
 BCL3,ENSG00000069399,-0.187283106811943
 RRP7A,ENSG00000189306,-0.233606379675342
 CDR2L,ENSG00000109089,0.454641418682083
 MSLNL,ENSG00000162006,-0.698948855258105
 BRDT,ENSG00000137948,-0.901108972804617
 NPEPL1,ENSG00000215440,0.0603555670021395
 BRD8,ENSG00000112983,0.0150784855506372
 BRD9,ENSG00000028310,-0.0626362779240437
 BRD4,ENSG00000141867,0.28397818081847
 BRD7,ENSG00000166164,0.410519932904685
 BRD1,ENSG00000100425,-0.104200260673991
 BRD2,ENSG00000204256,0.118740387614051
 BRD3,ENSG00000169925,0.274534980155855
 RP11-680G10.1,ENSG00000261567,0.219315555307797
 SKIV2L2,ENSG00000039123,0.310464068877763
 CH25H,ENSG00000138135,-0.379769797455592
 CSF2RA,ENSG00000198223,-0.486637142886527
 DMD,ENSG00000198947,1.24460146656615
 SEH1L,ENSG00000085415,-0.135272784850358
 GAB4,ENSG00000215568,-1.65071536445095
 GAB2,ENSG00000033327,0.687848974305259
 GAB3,ENSG00000160219,0.491496525734853
 GAB1,ENSG00000109458,0.487849476222611
 PDIA6,ENSG00000143870,0.452046005478661
 ZSCAN9,ENSG00000137185,0.00910076213699464
 ZSCAN2,ENSG00000176371,-0.0291029475539827
 DNAJB12,ENSG00000148719,-0.058092742073274
 VIL1,ENSG00000127831,-0.400199773770993
 DNAJB14,ENSG00000164031,0.291418686097287
 SUPT20H,ENSG00000102710,0.353736650296291
 VILL,ENSG00000136059,-0.349535290472182
 KRTAP24-1,ENSG00000188694,-0.0878727780135745
 PSD,ENSG00000059915,-3.28005252337225
 CNTFR,ENSG00000122756,-0.37029027272886
 KRTAP19-1,ENSG00000184351,0.043255396375065
 KRTAP19-5,ENSG00000186977,0.0648993987775147
 AC012123.1,ENSG00000228835,-0.786039870341113
 FAM214A,ENSG00000047346,-0.130801510463406
 FAM214B,ENSG00000005238,0.0103261067041629
 LCN8,ENSG00000204001,-1.79695800361429
 AKIRIN2,ENSG00000135334,-0.283500958340827
 AKIRIN1,ENSG00000174574,0.345006421575468
 EREG,ENSG00000124882,-2.44008808714259
 AVPI1,ENSG00000119986,0.721661903850321
 ASAP1,ENSG00000153317,0.256819504973914
 ASAP2,ENSG00000151693,0.963346974288959
 ASAP3,ENSG00000088280,-0.51130149259616
 OCRL,ENSG00000122126,0.143695365262774
 HILPDA,ENSG00000135245,0.312371164643676
 KCNH8,ENSG00000183960,-1.62189298591842
 KIAA1033,ENSG00000136051,0.5110140956015
 C14orf132,ENSG00000227051,-0.018289186745544
 MTM1,ENSG00000171100,0.0601613774058384
 CALCRL,ENSG00000064989,1.43754494022396
 ANKLE1,ENSG00000160117,-0.331883531331221
 CSNK1G2,ENSG00000133275,-0.488149063106223
 ANKLE2,ENSG00000176915,-0.0659282982413861
 RHPN1,ENSG00000158106,-1.71890662929956
 OLR1,ENSG00000173391,-0.467381616706494
 SERPINB8,ENSG00000166401,0.746070211214149
 SRRM1,ENSG00000133226,0.111463677128583
 SRRM3,ENSG00000177679,-1.35971437135679
 SRRM2,ENSG00000167978,0.0248211648241316
 SRRM5,ENSG00000226763,-0.983607271034976
 SRRM4,ENSG00000139767,0.260868430571136
 PANX2,ENSG00000073150,-2.75493344361111
 TM2D1,ENSG00000162604,0.242577667283857
 TM2D2,ENSG00000169490,-0.296004768914328
 DDHD2,ENSG00000085788,0.242365836698468
 OGFRL1,ENSG00000119900,-0.570241000556228
 ADCK1,ENSG00000063761,-0.215504517573304
 GOLGA5,ENSG00000066455,0.464352995438177
 RSBN1,ENSG00000081019,0.344593174843702
 ARHGAP22,ENSG00000128805,-0.0481026303726251
 ARHGAP21,ENSG00000107863,0.10540245509198
 ARHGAP20,ENSG00000137727,0.389517179309771
 ARHGAP27,ENSG00000159314,-0.927029540749891
 ARHGAP26,ENSG00000145819,-0.868776553065327
 ARHGAP25,ENSG00000163219,-0.647698184033921
 ARHGAP24,ENSG00000138639,0.486721426904967
 ARHGAP29,ENSG00000137962,1.03673824111932
 ARHGAP28,ENSG00000088756,0.814418343373157
 HHAT,ENSG00000054392,-0.723275422564429
 DNAJC11,ENSG00000007923,-0.0805811367273053
 NDUFAF2,ENSG00000164182,0.473296527083286
 RSAD2,ENSG00000134321,-0.22936114148847
 MRC2,ENSG00000011028,0.33496540725164
 DYNC1LI2,ENSG00000135720,0.46723827458039
 EFHC2,ENSG00000183690,-0.289281646679511
 EFHC1,ENSG00000096093,-0.203492622226209
 ABCG1,ENSG00000160179,-1.64104247003936
 PLSCR4,ENSG00000114698,0.916019110349701
 PLSCR5,ENSG00000231213,-0.479346433612131
 PLSCR2,ENSG00000163746,-0.117656358026816
 ABCG5,ENSG00000138075,-0.647884954550686
 PLSCR1,ENSG00000188313,0.236529827139708
 ABCG8,ENSG00000143921,-1.36983055857817
 GADL1,ENSG00000144644,0.354155623072606
 MT-CO1,ENSG00000198804,0.379240271322911
 KRTAP5-10,ENSG00000204572,-0.145387553181919
 KRTAP5-11,ENSG00000204571,-0.5255028369512
 AKR1B10,ENSG00000198074,1.63293647768066
 AKR1B15,ENSG00000227471,0.889701845200875
 RP11-192H23.4,ENSG00000258472,-0.993974538535292
 C4orf36,ENSG00000163633,-0.182391078239455
 C4orf32,ENSG00000174749,0.545299234375773
 C4orf33,ENSG00000151470,-0.165756934296506
 C15orf48,ENSG00000166920,-1.39467690664934
 TSNAXIP1,ENSG00000102904,-0.379102032038958
 C15orf40,ENSG00000169609,0.156680730707911
 C15orf41,ENSG00000186073,0.461696532338985
 C15orf43,ENSG00000167014,-0.0859561672811467
 PKD2,ENSG00000118762,1.21008857046168
 PKD1,ENSG00000008710,0.599346847699977
 ZNF138,ENSG00000197008,-0.342836212344371
 PRKACG,ENSG00000165059,-0.19766911559105
 PRKACA,ENSG00000072062,0.250104886925532
 PRKACB,ENSG00000142875,0.836259294350752
 ZNF131,ENSG00000172262,-0.0274247706394503
 ZNF132,ENSG00000131849,-0.321830394550327
 ZNF134,ENSG00000213762,0.0426902258981194
 ZNF135,ENSG00000176293,0.206614872955771
 ZNF136,ENSG00000196646,0.384379622248064
 C20orf78,ENSG00000149443,-0.24894430863841
 SPG7,ENSG00000197912,-0.43324032051158
 SPRYD7,ENSG00000123178,0.245623178855399
 KLHDC4,ENSG00000104731,0.0742628851961321
 KCNK4,ENSG00000182450,-1.06651591148579
 KCNK5,ENSG00000164626,-0.742136323235494
 KCNK6,ENSG00000099337,-0.885662146155511
 KCNK7,ENSG00000173338,-0.604885791764831
 KCNK1,ENSG00000135750,-0.982391858542564
 KCNK2,ENSG00000082482,0.145665125726955
 KCNK3,ENSG00000171303,1.73010028643708
 SCAF11,ENSG00000139218,0.358652308814192
 NUP160,ENSG00000030066,0.471840716615491
 SH3BGR,ENSG00000185437,1.0897099226687
 VWDE,ENSG00000146530,-2.10887091225923
 GNA14,ENSG00000156049,-0.777779295705208
 GNA15,ENSG00000060558,-1.01708419272012
 GNA12,ENSG00000146535,0.779116758030721
 GNA13,ENSG00000120063,0.316901984977035
 GNA11,ENSG00000088256,-0.0313228159636866
 MFGE8,ENSG00000140545,1.78459495516467
 C19orf18,ENSG00000177025,-0.420099877085081
 FRRS1L,ENSG00000260230,-4.32274142456182
 OGDH,ENSG00000105953,0.243213825210884
 SEMG1,ENSG00000124233,0.517577763040613
 SEMG2,ENSG00000124157,-0.167519247838389
 DAZL,ENSG00000092345,-0.794868935053643
 DAZ2,ENSG00000205944,0.0711073787463526
 NEUROG3,ENSG00000122859,-0.598838500570356
 GTF2F1,ENSG00000125651,-0.151039501332161
 GTF2F2,ENSG00000188342,-0.208673479511454
 DCAKD,ENSG00000172992,-0.0157643655721123
 TMEM132D,ENSG00000151952,-3.07101799488385
 TMEM132A,ENSG00000006118,-1.84973636031108
 PEG10,ENSG00000242265,0.300408748673154
 TMEM132B,ENSG00000139364,-3.06884826557566
 NAIF1,ENSG00000171169,-0.077661223444667
 CCL28,ENSG00000151882,0.680260100962918
 H3F3C,ENSG00000188375,0.540168921295636
 H3F3B,ENSG00000132475,0.446969163239538
 H3F3A,ENSG00000163041,0.110549671298882
 CCL21,ENSG00000137077,-0.0250993362090571
 CCL20,ENSG00000115009,-0.569971211241378
 CCL22,ENSG00000102962,-0.871178003446732
 CCL25,ENSG00000131142,-0.447481813829599
 CCL24,ENSG00000106178,-1.52724845909995
 CCL27,ENSG00000213927,-1.02367640778341
 CCL26,ENSG00000006606,0.228244985146705
 ALPK1,ENSG00000073331,0.312457190471337
 ALPK3,ENSG00000136383,1.8400847781679
 ALPK2,ENSG00000198796,-2.11825543389137
 CUX1,ENSG00000257923,0.0451996628393397
 CUX2,ENSG00000111249,-3.04621996509599
 CSNK1A1,ENSG00000113712,0.279969910040603
 GLYATL2,ENSG00000156689,0.596959643831697
 GLYATL1,ENSG00000166840,-0.427244057621561
 RAP1B,ENSG00000127314,1.24165147711121
 RAP1A,ENSG00000116473,1.44814832598496
 TRIM41,ENSG00000146063,-0.420864656288751
 CTF1,ENSG00000150281,1.43252339356735
 LDLR,ENSG00000130164,0.540381836859089
 UBFD1,ENSG00000103353,-0.233006951242899
 FIZ1,ENSG00000179943,-0.222852420466886
 MYF5,ENSG00000111049,-0.246555630020418
 MYF6,ENSG00000111046,-1.18484562337556
 PRKCDBP,ENSG00000170955,2.41770250507885
 GFI1B,ENSG00000165702,-1.18657868317519
 MYOD1,ENSG00000129152,-0.687766132235238
 TOB2,ENSG00000183864,0.713542153466393
 BIN1,ENSG00000136717,-1.16442965496917
 SULF2,ENSG00000196562,0.30248017510607
 SULF1,ENSG00000137573,3.01376764937263
 GPR126,ENSG00000112414,-1.20130881682399
 GPR124,ENSG00000020181,1.53054639074079
 GPR125,ENSG00000152990,0.37603518165739
 GPR123,ENSG00000197177,-2.19721528891495
 NOS1AP,ENSG00000198929,-0.26393306969386
 GPR128,ENSG00000144820,-0.0172902246386102
 MTERFD3,ENSG00000120832,-0.306634818484782
 MTERFD2,ENSG00000122085,-0.271897696547099
 MTERFD1,ENSG00000156469,0.0243683071250086
 TFG,ENSG00000114354,0.165483785830914
 HVCN1,ENSG00000122986,0.156011503617379
 PIH1D1,ENSG00000104872,0.0602461919490855
 RND1,ENSG00000172602,-0.575635490487355
 RND2,ENSG00000108830,-0.890477044084354
 RND3,ENSG00000115963,0.95577268423694
 CTNNBIP1,ENSG00000178585,-1.14453352992727
 LRRC41,ENSG00000132128,0.136692350999634
 LRRC40,ENSG00000066557,0.212978010266747
 LRRC43,ENSG00000158113,-2.63819076630816
 LRRC42,ENSG00000116212,0.0322654330651743
 LRRC45,ENSG00000169683,-0.408686147309195
 LRRC47,ENSG00000130764,0.167402973789708
 LRRC46,ENSG00000141294,-0.60236984092256
 LRRC49,ENSG00000137821,0.162552581742875
 LRRC48,ENSG00000171962,-0.409727495738581
 FNDC8,ENSG00000073598,0.0983007272319381
 FNDC9,ENSG00000172568,-1.28114202805165
 FNDC4,ENSG00000115226,-1.03176456148345
 FNDC5,ENSG00000160097,-2.28838087990254
 FNDC7,ENSG00000143107,-0.242876455961068
 FNDC1,ENSG00000164694,1.61490379475658
 PWWP2B,ENSG00000171813,-0.809403279336838
 PWWP2A,ENSG00000170234,0.244567357830194
 CCDC152,ENSG00000198865,-0.267618982199889
 CCDC153,ENSG00000248712,0.725403480111536
 CCDC150,ENSG00000144395,-0.396118831088198
 CCDC151,ENSG00000198003,-0.357228443455406
 CCDC157,ENSG00000187860,-1.0475228404156
 CCDC154,ENSG00000197599,-0.653302370236769
 CCDC155,ENSG00000161609,-1.1930354673053
 CCDC158,ENSG00000163749,1.37030212387277
 CCDC159,ENSG00000183401,-0.230724606287973
 LRRC4C,ENSG00000148948,-1.05192096052144
 LRRC4B,ENSG00000131409,1.98909108016858
 TASP1,ENSG00000089123,1.37054701525712
 PCED1A,ENSG00000132635,-0.591202418503239
 PCED1B,ENSG00000179715,1.68868656053024
 SPZ1,ENSG00000164299,-0.0471660668762632
 CCZ1B,ENSG00000146574,0.229829724979715
 PALMD,ENSG00000099260,-0.305698503458168
 PALM2,ENSG00000243444,-0.309687504181013
 MANSC4,ENSG00000205693,-0.653383859548122
 MANSC1,ENSG00000111261,0.265761487773364
 ICMT,ENSG00000116237,0.622828653172374
 FDCSP,ENSG00000181617,-0.378859400332154
 FCF1,ENSG00000119616,0.512107259541587
 LINC00692,ENSG00000230891,0.0603322581535733
 ATP6V0A1,ENSG00000033627,-0.394184878585875
 GPR98,ENSG00000164199,-1.95602036603848
 ACOXL,ENSG00000153093,-0.431094445136172
 ITGBL1,ENSG00000198542,3.0918687685908
 ATP5A1,ENSG00000152234,-0.0504080951695558
 SASH3,ENSG00000122122,-0.357364709401468
 DUOX2,ENSG00000140279,-1.82900474286583
 PODXL2,ENSG00000114631,-0.78095934061394
 NPAT,ENSG00000149308,0.0498715527106339
 LLGL2,ENSG00000073350,-0.2858913145916
 LLGL1,ENSG00000131899,-0.0700160492238459
 ACOX2,ENSG00000168306,0.911508856622597
 ACOX3,ENSG00000087008,0.515561861127592
 ACOX1,ENSG00000161533,-0.478154479311793
 RABGAP1,ENSG00000011454,0.89528559280308
 RCSD1,ENSG00000198771,1.18665802580444
 GAL3ST1,ENSG00000128242,-0.702204078027659
 GAL3ST3,ENSG00000175229,-0.331956303480866
 GAL3ST2,ENSG00000154252,-0.9615098175583
 C3orf33,ENSG00000174928,-0.0940103268220485
 C3orf30,ENSG00000163424,-0.378667881944531
 C3orf36,ENSG00000221972,-0.350910054038333
 C3orf35,ENSG00000198590,-0.150575979076877
 NANS,ENSG00000095380,-0.212440577906914
 SLC25A16,ENSG00000122912,-0.0292532378061068
 IL17REL,ENSG00000188263,-0.801684492055846
 MATN1,ENSG00000162510,-0.532162580630518
 MATN3,ENSG00000132031,0.386372657931699
 MATN2,ENSG00000132561,0.61150591435249
 MATN4,ENSG00000124159,0.946315727319355
 ENDOG,ENSG00000167136,-0.0990147102232078
 EBF3,ENSG00000108001,1.33559099046462
 EBF2,ENSG00000221818,2.2487213236771
 EBF1,ENSG00000164330,1.5660289127594
 LMNA,ENSG00000160789,1.23972709384024
 BDH2,ENSG00000164039,0.557281676557044
 ENDOV,ENSG00000173818,-0.219724437908803
 ENDOU,ENSG00000111405,-1.21681017119053
 BDH1,ENSG00000161267,-2.35382129801126
 GULP1,ENSG00000144366,0.841434746251822
 FLVCR2,ENSG00000119686,-1.53675264122409
 FLVCR1,ENSG00000162769,-0.486184111042658
 A3GALT2,ENSG00000184389,0.171386331798182
 DTNA,ENSG00000134769,1.12173293413906
 GGPS1,ENSG00000152904,0.038916264205668
 NACA2,ENSG00000253506,-0.266496936578501
 C9orf169,ENSG00000197191,-1.72709954166681
 C9orf163,ENSG00000196366,-0.427817176366235
 CGRRF1,ENSG00000100532,0.261630629005932
 SLC25A15,ENSG00000102743,-0.392420260599388
 TMEM109,ENSG00000110108,0.919062404880926
 TMEM108,ENSG00000144868,-1.01057881528898
 NACAD,ENSG00000136274,0.605678150970025
 TMEM102,ENSG00000181284,0.592595060008417
 TMEM101,ENSG00000091947,-0.448507611856072
 FOXH1,ENSG00000160973,-1.47657643536111
 TMEM107,ENSG00000179029,0.08207187446519
 TMEM105,ENSG00000185332,0.014285793831831
 TMEM104,ENSG00000109066,-0.223726706235084
 CYP2B6,ENSG00000197408,-0.146339907572315
 PDCL2,ENSG00000163440,-0.366628055296179
 PDCL3,ENSG00000115539,0.703955934511383
 CORO6,ENSG00000167549,0.079118541661952
 CCM2,ENSG00000136280,-0.363771332104969
 HLTF,ENSG00000071794,0.43261178869707
 KRT3,ENSG00000186442,-0.778058958993758
 KRT2,ENSG00000172867,-1.67458808336102
 KRT1,ENSG00000167768,-0.690227258313194
 KRT5,ENSG00000186081,-1.29511452305655
 KRT4,ENSG00000170477,-0.968589366811662
 KRT9,ENSG00000171403,0.18027505351887
 KRT8,ENSG00000170421,-1.07356146742227
 DACT1,ENSG00000165617,1.09767233079864
 DACT3,ENSG00000197380,2.22435234461184
 DACT2,ENSG00000164488,-2.23671393885773
 TMCC1,ENSG00000172765,-0.044335080934834
 TMCC2,ENSG00000133069,-0.0401328164068138
 TMCC3,ENSG00000057704,-1.16947032313966
 RP3-369A17.5,ENSG00000260286,-0.00520741878742167
 ZMPSTE24,ENSG00000084073,0.210823956468453
 CDHR2,ENSG00000074276,-2.05391624476388
 RIPK4,ENSG00000183421,2.01735814665461
 RECK,ENSG00000122707,0.692813410245611
 INSC,ENSG00000188487,1.48765788147365
 CXADR,ENSG00000154639,-4.19662540229784
 MRPL34,ENSG00000130312,-0.084672856023241
 INSR,ENSG00000171105,0.0195763645682422
 MRPL35,ENSG00000132313,0.0141972956121058
 RUNX1T1,ENSG00000079102,0.370163880153495
 SPTBN5,ENSG00000137877,-1.72070024606774
 SPTBN4,ENSG00000160460,-1.21157252876624
 SPTBN2,ENSG00000173898,-3.10831499069095
 SPTBN1,ENSG00000115306,-0.0906064368085801
 MRPL33,ENSG00000243147,0.430903817095907
 TFAP2A,ENSG00000137203,0.155791501771033
 TFAP2C,ENSG00000087510,-1.92077821454275
 TFAP2B,ENSG00000008196,-0.767614667552635
 TFAP2E,ENSG00000116819,-1.25842484807711
 TFAP2D,ENSG00000008197,-0.0815702971227799
 CYYR1,ENSG00000166265,-0.262366107770396
 CRABP1,ENSG00000166426,-2.79543632612271
 SAMHD1,ENSG00000101347,0.52377545566989
 FAM149A,ENSG00000109794,0.761923603595662
 RPA4,ENSG00000204086,-0.164385899524374
 RPA1,ENSG00000132383,0.416531685901126
 RPA3,ENSG00000106399,0.0430040291121665
 RPA2,ENSG00000117748,-0.0179654877682679
 REC8,ENSG00000100918,-1.5909544535631
 FAM132A,ENSG00000184163,-0.499804460262517
 FAM132B,ENSG00000178752,0.094591317600566
 CHMP2B,ENSG00000083937,0.689744498262743
 PCDHGB2,ENSG00000253910,0.384778350124837
 PCDHGB1,ENSG00000254221,0.199331346063988
 CHMP2A,ENSG00000130724,0.236723626769352
 PCDHGB7,ENSG00000254122,0.514152031600224
 PCDHGB6,ENSG00000253305,0.473801790212077
 PCDHGB4,ENSG00000253953,0.445508738498318
 RREB1,ENSG00000124782,0.214063402781322
 THOC6,ENSG00000131652,0.282981553987746
 TP53AIP1,ENSG00000120471,-3.1264419884589
 PHC1,ENSG00000111752,0.518630796670044
 PHC3,ENSG00000173889,0.601981630376325
 PHC2,ENSG00000134686,0.153362578905448
 PIANP,ENSG00000139200,-2.31006822616168
 ZNF362,ENSG00000160094,0.988820668678886
 ZNF365,ENSG00000138311,1.16912632476335
 ZNF367,ENSG00000165244,0.28626041926583
 ZNF366,ENSG00000178175,-0.129275194214253
 PRF1,ENSG00000180644,-0.98287100063928
 H2AFV,ENSG00000105968,0.127282745323768
 H2AFX,ENSG00000188486,-0.691339826094564
 H2AFY,ENSG00000113648,-0.095440405702852
 H2AFZ,ENSG00000164032,0.0143318766305048
 H2AFJ,ENSG00000246705,1.06895841099827
 NCAPG2,ENSG00000146918,0.15457631834674
